date_obj,Amulet%20of%20accuracy price
2019-04-02,1045
2019-04-03,1052
2019-04-04,1052
2019-04-05,1061
2019-04-06,1069
2019-04-07,1065
2019-04-08,1078
2019-04-09,1066
2019-04-10,1055
2019-04-11,1049
2019-04-12,1058
2019-04-13,1071
2019-04-14,1069
2019-04-15,1085
2019-04-16,1092
2019-04-17,1084
2019-04-18,1075
2019-04-19,1071
2019-04-20,1087
2019-04-21,1091
2019-04-22,1096
2019-04-23,1090
2019-04-24,1093
2019-04-25,1114
2019-04-26,1111
2019-04-27,1125
2019-04-28,1133
2019-04-29,1143
2019-04-30,1097
2019-05-01,1073
2019-05-02,1077
2019-05-03,1082
2019-05-04,1075
2019-05-05,1083
2019-05-06,1099
2019-05-07,1084
2019-05-08,1089
2019-05-09,1061
2019-05-10,1078
2019-05-11,1088
2019-05-12,1088
2019-05-13,1092
2019-05-14,1075
2019-05-15,1053
2019-05-16,1026
2019-05-17,1005
2019-05-18,981
2019-05-19,997
2019-05-20,1007
2019-05-21,1009
2019-05-22,1015
2019-05-23,1013
2019-05-24,1008
2019-05-25,991
2019-05-26,994
2019-05-27,1006
2019-05-28,1009
2019-05-29,999
2019-05-30,989
2019-05-31,971
2019-06-01,967
2019-06-02,986
2019-06-03,982
2019-06-04,990
2019-06-05,993
2019-06-06,988
2019-06-07,983
2019-06-08,981
2019-06-09,972
2019-06-10,969
2019-06-11,954
2019-06-12,914
2019-06-13,892
2019-06-14,898
2019-06-15,919
2019-06-16,928
2019-06-17,948
2019-06-18,976
2019-06-19,1000
2019-06-20,1010
2019-06-21,1017
2019-06-22,1024
2019-06-23,1018
2019-06-24,1016
2019-06-25,1008
2019-06-26,1007
2019-06-27,1007
2019-06-28,1005
2019-06-29,1006
2019-06-30,1002
2019-07-01,987
2019-07-02,989
2019-07-03,997
2019-07-04,997
2019-07-05,995
2019-07-06,993
2019-07-07,989
2019-07-08,983
2019-07-09,986
2019-07-10,984
2019-07-11,989
2019-07-12,980
2019-07-13,974
2019-07-14,960
2019-07-15,957
2019-07-16,932
2019-07-17,925
2019-07-18,915
2019-07-19,897
2019-07-20,895
2019-07-21,879
2019-07-22,878
2019-07-23,873
2019-07-24,883
2019-07-25,887
2019-07-26,901
2019-07-27,903
2019-07-28,896
2019-07-29,890
2019-07-30,904
2019-07-31,907
2019-08-01,902
2019-08-02,890
2019-08-03,891
2019-08-04,893
2019-08-05,893
2019-08-06,873
2019-08-07,877
2019-08-08,858
2019-08-09,840
2019-08-10,844
2019-08-11,839
2019-08-12,837
2019-08-13,825
2019-08-14,816
2019-08-15,811
2019-08-16,816
2019-08-17,826
2019-08-18,818
2019-08-19,813
2019-08-20,818
2019-08-21,804
2019-08-22,810
2019-08-23,810
2019-08-24,800
2019-08-24,800
2019-08-25,801
2019-08-25,801
2019-08-26,810
2019-08-27,812
2019-08-27,812
2019-08-28,828
2019-08-29,822
2019-08-30,813
2019-08-31,814
2019-09-01,817
2019-09-02,836
2019-09-03,839
2019-09-04,846
2019-09-05,872
2019-09-06,851
2019-09-07,837
2019-09-08,831
2019-09-09,832
2019-09-10,826
2019-09-11,837
2019-09-12,843
2019-09-13,850
2019-09-14,841
2019-09-15,838
2019-09-16,851
2019-09-17,847
2019-09-18,853
2019-09-19,861
2019-09-20,881
2019-09-21,902
2019-09-22,905
2019-09-23,915
2019-09-24,909
2019-09-25,912
2019-09-26,916
2019-09-27,927
2019-09-28,920
2019-09-29,917
2019-09-30,937
2019-10-01,954
2019-10-02,991
2019-10-03,1001
2019-10-04,1002
2019-10-05,1014
2019-10-06,1039
2019-10-07,1069
2019-10-08,1114
2019-10-09,1152
2019-10-10,1182
2019-10-11,1197
2019-10-12,1177
2019-10-13,1147
2019-10-14,1126
2019-10-15,1122
2019-10-16,1113
2019-10-17,1104
2019-10-18,1095
2019-10-19,1077
2019-10-20,1074
2019-10-21,1070
2019-10-22,1040
2019-10-23,1033
2019-10-24,1028
2019-10-25,1039
2019-10-26,1039
2019-10-27,1057
2019-10-28,1067
2019-10-29,1062
2019-10-30,1045
2019-10-31,1043
2019-11-01,1038
2019-11-02,1035
2019-11-03,1041
2019-11-04,1032
2019-11-05,1040
2019-11-06,1036
2019-11-07,1031
2019-11-08,1005
2019-11-09,992
2019-11-10,989
2019-11-11,990
2019-11-12,994
2019-11-13,995
2019-11-14,992
2019-11-15,1002
2019-11-16,1018
2019-11-17,1021
2019-11-18,1018
2019-11-19,1038
2019-11-20,1055
2019-11-21,1083
2019-11-22,1098
2019-11-23,1126
2019-11-24,1159
2019-11-25,1197
2019-11-26,1223
2019-11-27,1254
2019-11-28,1294
2019-11-29,1310
2019-11-30,1335
2019-12-01,1365
2019-12-02,1393
2019-12-03,1396
2019-12-04,1396
2019-12-05,1386
2019-12-06,1395
2019-12-07,1381
2019-12-08,1386
2019-12-09,1361
2019-12-10,1342
2019-12-11,1337
2019-12-12,1300
2019-12-13,1294
2019-12-14,1288
2019-12-15,1297
2019-12-16,1288
2019-12-17,1286
2019-12-18,1297
2019-12-19,1295
2019-12-20,1293
2019-12-21,1321
2019-12-22,1326
2019-12-23,1323
2019-12-24,1330
2019-12-25,1331
2019-12-26,1306
2019-12-27,1296
2019-12-28,1281
2019-12-29,1269
2019-12-30,1257
2019-12-31,1286
2020-01-01,1320
2020-01-02,1328
2020-01-03,1335
2020-01-04,1336
2020-01-05,1354
2020-01-06,1361
2020-01-07,1369
2020-01-08,1396
2020-01-09,1391
2020-01-10,1360
2020-01-11,1340
2020-01-12,1349
2020-01-13,1300
2020-01-14,1299
2020-01-15,1304
2020-01-16,1328
2020-01-17,1336
2020-01-18,1338
2020-01-19,1321
2020-01-20,1304
2020-01-21,1261
2020-01-22,1248
2020-01-23,1231
2020-01-24,1193
2020-01-25,1163
2020-01-26,1143
2020-01-27,1152
2020-01-28,1145
2020-01-29,1127
2020-01-30,1116
2020-01-31,1094
2020-02-01,1068
2020-02-02,1052
2020-02-03,1050
2020-02-04,1052
2020-02-05,1044
2020-02-06,1049
2020-02-07,998
2020-02-08,980
2020-02-09,969
2020-02-10,971
2020-02-11,992
2020-02-12,1015
2020-02-13,1027
2020-02-14,1009
2020-02-15,1008
2020-02-16,1006
2020-02-17,997
2020-02-18,998
2020-02-19,1008
2020-02-20,986
2020-02-21,987
2020-02-22,981
2020-02-23,963
2020-02-24,921
2020-02-25,897
2020-02-26,901
2020-02-27,926
2020-02-28,952
2020-02-29,977
2020-03-01,960
2020-03-02,954
2020-03-03,963
2020-03-04,960
2020-03-05,961
2020-03-06,937
2020-03-07,920
2020-03-08,905
2020-03-09,898
2020-03-10,895
2020-03-11,898
2020-03-12,900
2020-03-13,921
2020-03-14,913
2020-03-15,917
2020-03-16,937
2020-03-17,922
2020-03-18,917
2020-03-19,915
2020-03-20,887
2020-03-21,890
2020-03-22,908
2020-03-23,912
2020-03-24,901
2020-03-25,886
2020-03-26,882
2020-03-27,886
2020-03-28,880
2020-03-29,874
2020-03-30,854
2020-03-31,844
2020-04-01,836
2020-04-02,805
2020-04-03,773
2020-04-04,748
2020-04-05,715
2020-04-06,709
2020-04-07,696
2020-04-08,676
2020-04-09,667
2020-04-10,655
2020-04-11,645
2020-04-12,624
2020-04-13,606
2020-04-14,578
2020-04-15,549
2020-04-16,521
2020-04-17,499
2020-04-18,483
2020-04-19,471
2020-04-20,464
2020-04-21,458
2020-04-22,450
2020-04-23,450
2020-04-24,449
2020-04-25,450
2020-04-26,450
2020-04-27,458
2020-04-28,458
2020-04-29,454
2020-04-30,451
2020-05-01,456
2020-05-02,454
2020-05-03,459
2020-05-04,459
2020-05-05,455
2020-05-06,454
2020-05-07,451
2020-05-08,451
2020-05-09,451
2020-05-10,449
2020-05-11,453
2020-05-12,449
2020-05-13,445
