date_obj,Dark%20crab price
2019-04-03,1140
2019-04-04,1092
2019-04-05,1070
2019-04-06,1073
2019-04-07,1100
2019-04-08,1152
2019-04-09,1177
2019-04-10,1188
2019-04-11,1189
2019-04-12,1179
2019-04-13,1205
2019-04-14,1219
2019-04-15,1212
2019-04-16,1206
2019-04-17,1189
2019-04-18,1193
2019-04-19,1212
2019-04-20,1204
2019-04-21,1208
2019-04-22,1206
2019-04-23,1252
2019-04-24,1230
2019-04-25,1224
2019-04-26,1233
2019-04-27,1255
2019-04-28,1247
2019-04-29,1209
2019-04-30,1198
2019-05-01,1202
2019-05-02,1188
2019-05-03,1199
2019-05-04,1199
2019-05-05,1196
2019-05-06,1196
2019-05-07,1195
2019-05-08,1174
2019-05-09,1200
2019-05-10,1207
2019-05-11,1200
2019-05-12,1192
2019-05-13,1185
2019-05-14,1206
2019-05-15,1259
2019-05-16,1290
2019-05-17,1275
2019-05-18,1312
2019-05-19,1338
2019-05-20,1338
2019-05-21,1344
2019-05-22,1354
2019-05-23,1371
2019-05-24,1408
2019-05-25,1410
2019-05-26,1415
2019-05-27,1409
2019-05-28,1441
2019-05-29,1416
2019-05-30,1397
2019-05-31,1423
2019-06-01,1475
2019-06-02,1449
2019-06-03,1512
2019-06-04,1466
2019-06-05,1472
2019-06-06,1502
2019-06-07,1529
2019-06-08,1534
2019-06-09,1551
2019-06-10,1575
2019-06-11,1641
2019-06-12,1589
2019-06-13,1636
2019-06-14,1622
2019-06-15,1571
2019-06-16,1514
2019-06-17,1493
2019-06-18,1496
2019-06-19,1488
2019-06-20,1462
2019-06-21,1400
2019-06-22,1406
2019-06-23,1410
2019-06-24,1360
2019-06-25,1356
2019-06-26,1377
2019-06-27,1384
2019-06-28,1377
2019-06-29,1373
2019-06-30,1374
2019-07-01,1378
2019-07-02,1413
2019-07-03,1426
2019-07-04,1412
2019-07-05,1406
2019-07-06,1391
2019-07-07,1394
2019-07-08,1361
2019-07-09,1327
2019-07-10,1294
2019-07-11,1281
2019-07-12,1292
2019-07-13,1250
2019-07-14,1295
2019-07-15,1344
2019-07-16,1323
2019-07-17,1276
2019-07-18,1239
2019-07-19,1218
2019-07-20,1214
2019-07-21,1192
2019-07-22,1181
2019-07-23,1180
2019-07-24,1197
2019-07-25,1195
2019-07-26,1189
2019-07-27,1166
2019-07-28,1178
2019-07-29,1133
2019-07-30,1100
2019-07-31,1102
2019-08-01,1106
2019-08-02,1115
2019-08-03,1110
2019-08-04,1144
2019-08-05,1184
2019-08-06,1211
2019-08-07,1206
2019-08-08,1201
2019-08-09,1181
2019-08-10,1193
2019-08-11,1213
2019-08-12,1183
2019-08-13,1137
2019-08-14,1124
2019-08-15,1144
2019-08-16,1150
2019-08-17,1144
2019-08-18,1150
2019-08-19,1176
2019-08-20,1177
2019-08-21,1203
2019-08-22,1211
2019-08-23,1242
2019-08-24,1220
2019-08-24,1220
2019-08-25,1186
2019-08-25,1186
2019-08-26,1169
2019-08-27,1192
2019-08-27,1192
2019-08-28,1207
2019-08-29,1181
2019-08-30,1177
2019-08-31,1170
2019-09-01,1185
2019-09-02,1188
2019-09-03,1191
2019-09-04,1192
2019-09-05,1193
2019-09-06,1218
2019-09-07,1256
2019-09-08,1230
2019-09-09,1216
2019-09-10,1230
2019-09-11,1236
2019-09-12,1243
2019-09-13,1251
2019-09-14,1215
2019-09-15,1225
2019-09-16,1220
2019-09-17,1200
2019-09-18,1177
2019-09-19,1156
2019-09-20,1161
2019-09-21,1164
2019-09-22,1168
2019-09-23,1150
2019-09-24,1182
2019-09-25,1177
2019-09-26,1176
2019-09-27,1154
2019-09-28,1189
2019-09-29,1245
2019-09-30,1257
2019-10-01,1259
2019-10-02,1254
2019-10-03,1221
2019-10-04,1189
2019-10-05,1150
2019-10-06,1185
2019-10-07,1200
2019-10-08,1186
2019-10-09,1200
2019-10-10,1197
2019-10-11,1202
2019-10-12,1195
2019-10-13,1204
2019-10-14,1242
2019-10-15,1227
2019-10-16,1204
2019-10-17,1217
2019-10-18,1189
2019-10-19,1183
2019-10-20,1175
2019-10-21,1162
2019-10-22,1169
2019-10-23,1191
2019-10-24,1182
2019-10-25,1172
2019-10-26,1168
2019-10-27,1143
2019-10-28,1110
2019-10-29,1119
2019-10-30,1128
2019-10-31,1118
2019-11-01,1137
2019-11-02,1108
2019-11-03,1152
2019-11-04,1182
2019-11-05,1242
2019-11-06,1280
2019-11-07,1285
2019-11-08,1267
2019-11-09,1297
2019-11-10,1359
2019-11-11,1357
2019-11-12,1402
2019-11-13,1471
2019-11-14,1530
2019-11-15,1565
2019-11-16,1626
2019-11-17,1636
2019-11-18,1605
2019-11-19,1537
2019-11-20,1522
2019-11-21,1447
2019-11-22,1431
2019-11-23,1461
2019-11-24,1487
2019-11-25,1543
2019-11-26,1488
2019-11-27,1480
2019-11-28,1467
2019-11-29,1451
2019-11-30,1440
2019-12-01,1422
2019-12-02,1468
2019-12-03,1460
2019-12-04,1480
2019-12-05,1455
2019-12-06,1436
2019-12-07,1472
2019-12-08,1512
2019-12-09,1538
2019-12-10,1564
2019-12-11,1558
2019-12-12,1521
2019-12-13,1502
2019-12-14,1488
2019-12-15,1458
2019-12-16,1448
2019-12-17,1431
2019-12-18,1408
2019-12-19,1405
2019-12-20,1413
2019-12-21,1408
2019-12-22,1438
2019-12-23,1455
2019-12-24,1442
2019-12-25,1404
2019-12-26,1416
2019-12-27,1443
2019-12-28,1499
2019-12-29,1574
2019-12-30,1646
2019-12-31,1576
2020-01-01,1528
2020-01-02,1495
2020-01-03,1540
2020-01-04,1523
2020-01-05,1486
2020-01-06,1474
2020-01-07,1463
2020-01-08,1484
2020-01-09,1510
2020-01-10,1467
2020-01-11,1475
2020-01-12,1459
2020-01-13,1433
2020-01-14,1429
2020-01-15,1443
2020-01-16,1476
2020-01-17,1477
2020-01-18,1457
2020-01-19,1449
2020-01-20,1451
2020-01-21,1463
2020-01-22,1455
2020-01-23,1464
2020-01-24,1479
2020-01-25,1503
2020-01-26,1536
2020-01-27,1497
2020-01-28,1476
2020-01-29,1463
2020-01-30,1459
2020-01-31,1467
2020-02-01,1470
2020-02-02,1474
2020-02-03,1457
2020-02-04,1463
2020-02-05,1458
2020-02-06,1448
2020-02-07,1434
2020-02-08,1460
2020-02-09,1505
2020-02-10,1500
2020-02-11,1437
2020-02-12,1409
2020-02-13,1386
2020-02-14,1388
2020-02-15,1432
2020-02-16,1475
2020-02-17,1468
2020-02-18,1449
2020-02-19,1449
2020-02-20,1394
2020-02-21,1382
2020-02-22,1427
2020-02-23,1495
2020-02-24,1533
2020-02-25,1490
2020-02-26,1502
2020-02-27,1473
2020-02-28,1439
2020-02-29,1427
2020-03-01,1463
2020-03-02,1461
2020-03-03,1486
2020-03-04,1533
2020-03-05,1523
2020-03-06,1478
2020-03-07,1457
2020-03-08,1437
2020-03-09,1497
2020-03-10,1532
2020-03-11,1563
2020-03-12,1509
2020-03-13,1439
2020-03-14,1419
2020-03-15,1405
2020-03-16,1417
2020-03-17,1454
2020-03-18,1452
2020-03-19,1451
2020-03-20,1497
2020-03-21,1552
2020-03-22,1539
2020-03-23,1517
2020-03-24,1503
2020-03-25,1537
2020-03-26,1587
2020-03-27,1595
2020-03-28,1561
2020-03-29,1554
2020-03-30,1551
2020-03-31,1583
2020-04-01,1575
2020-04-02,1590
2020-04-03,1581
2020-04-04,1566
2020-04-05,1545
2020-04-06,1534
2020-04-07,1557
2020-04-08,1559
2020-04-09,1535
2020-04-10,1521
2020-04-11,1515
2020-04-12,1513
2020-04-13,1519
2020-04-14,1527
2020-04-15,1545
2020-04-16,1513
2020-04-17,1496
2020-04-18,1484
2020-04-19,1503
2020-04-20,1492
2020-04-21,1435
2020-04-22,1403
2020-04-23,1374
2020-04-24,1380
2020-04-25,1440
2020-04-26,1460
2020-04-27,1426
2020-04-28,1409
2020-04-29,1389
2020-04-30,1382
2020-05-01,1402
2020-05-02,1450
2020-05-03,1490
2020-05-04,1432
2020-05-05,1380
2020-05-06,1377
2020-05-07,1410
2020-05-08,1407
2020-05-09,1385
2020-05-10,1324
2020-05-11,1287
2020-05-12,1275
2020-05-13,1296
