date_obj,Dragon%20med%20helm price
2019-03-29,59243
2019-03-30,59288
2019-03-31,59173
2019-04-01,59249
2019-04-02,59249
2019-04-03,59223
2019-04-04,59032
2019-04-05,59063
2019-04-06,59158
2019-04-07,59091
2019-04-08,59252
2019-04-09,59224
2019-04-10,59280
2019-04-11,59247
2019-04-12,59148
2019-04-13,58932
2019-04-14,58892
2019-04-15,59053
2019-04-16,59129
2019-04-17,59174
2019-04-18,59190
2019-04-19,59150
2019-04-20,58948
2019-04-21,58724
2019-04-22,58776
2019-04-23,59042
2019-04-24,59133
2019-04-25,59145
2019-04-26,59161
2019-04-27,59211
2019-04-28,59005
2019-04-29,59190
2019-04-30,59212
2019-05-01,59262
2019-05-02,59232
2019-05-03,59201
2019-05-04,59101
2019-05-05,59002
2019-05-06,59181
2019-05-07,59148
2019-05-08,59142
2019-05-09,59208
2019-05-10,59087
2019-05-11,58904
2019-05-12,58959
2019-05-13,59112
2019-05-14,59141
2019-05-15,59180
2019-05-16,59180
2019-05-17,59139
2019-05-18,59010
2019-05-19,59052
2019-05-20,59130
2019-05-21,59162
2019-05-22,59195
2019-05-23,59229
2019-05-24,59168
2019-05-25,59042
2019-05-26,58851
2019-05-27,59054
2019-05-28,59138
2019-05-29,59166
2019-05-30,59157
2019-05-31,59143
2019-06-01,59151
2019-06-02,59133
2019-06-03,59168
2019-06-04,59197
2019-06-05,59221
2019-06-06,59243
2019-06-07,59176
2019-06-08,59005
2019-06-09,59123
2019-06-10,59180
2019-06-11,59198
2019-06-12,59221
2019-06-13,59191
2019-06-14,59191
2019-06-15,59209
2019-06-16,59195
2019-06-17,59227
2019-06-18,59290
2019-06-19,59292
2019-06-20,59166
2019-06-21,59195
2019-06-22,59046
2019-06-23,59047
2019-06-24,59018
2019-06-25,58636
2019-06-26,59109
2019-06-27,59161
2019-06-28,59108
2019-06-29,59123
2019-06-30,59020
2019-07-01,59120
2019-07-02,59154
2019-07-03,59134
2019-07-04,59142
2019-07-05,59076
2019-07-06,59102
2019-07-07,59104
2019-07-08,59159
2019-07-09,59185
2019-07-10,59195
2019-07-11,59210
2019-07-12,59201
2019-07-13,59148
2019-07-14,59164
2019-07-15,59201
2019-07-16,59212
2019-07-17,59225
2019-07-18,59223
2019-07-19,59215
2019-07-20,59160
2019-07-21,59110
2019-07-22,59150
2019-07-23,59167
2019-07-24,58961
2019-07-25,59048
2019-07-26,58964
2019-07-27,58881
2019-07-28,58700
2019-07-29,58868
2019-07-30,58992
2019-07-31,59014
2019-08-01,58848
2019-08-02,58863
2019-08-03,58788
2019-08-04,58857
2019-08-05,59052
2019-08-06,59067
2019-08-07,59063
2019-08-08,58981
2019-08-09,58634
2019-08-10,58772
2019-08-11,58902
2019-08-12,58989
2019-08-13,59056
2019-08-14,59087
2019-08-15,59086
2019-08-16,59077
2019-08-17,59060
2019-08-18,58933
2019-08-19,58999
2019-08-20,58999
2019-08-21,59142
2019-08-22,59135
2019-08-23,58976
2019-08-24,58973
2019-08-24,58973
2019-08-25,58663
2019-08-25,58663
2019-08-26,58967
2019-08-26,58967
2019-08-27,59036
2019-08-27,59036
2019-08-28,59086
2019-08-29,59070
2019-08-30,59053
2019-08-31,59097
2019-09-01,58937
2019-09-02,58860
2019-09-03,59033
2019-09-04,59081
2019-09-05,59129
2019-09-06,59145
2019-09-07,59158
2019-09-08,59169
2019-09-09,59216
2019-09-10,59207
2019-09-11,59227
2019-09-12,59217
2019-09-13,59203
2019-09-14,59113
2019-09-15,59151
2019-09-16,59184
2019-09-17,59252
2019-09-18,59175
2019-09-19,59221
2019-09-20,59210
2019-09-21,59030
2019-09-22,58977
2019-09-23,59115
2019-09-24,59114
2019-09-25,59177
2019-09-26,59189
2019-09-27,59143
2019-09-28,59005
2019-09-29,58694
2019-09-30,59014
2019-10-01,59116
2019-10-02,59143
2019-10-03,59172
2019-10-04,58994
2019-10-05,58924
2019-10-06,58981
2019-10-07,59040
2019-10-08,59164
2019-10-09,59072
2019-10-10,59097
2019-10-11,59099
2019-10-12,59032
2019-10-13,58990
2019-10-14,59140
2019-10-15,59120
2019-10-16,59088
2019-10-17,59089
2019-10-18,59035
2019-10-19,58865
2019-10-20,58616
2019-10-21,58955
2019-10-22,58999
2019-10-23,59026
2019-10-24,59093
2019-10-25,59098
2019-10-26,59094
2019-10-27,59089
2019-10-28,59137
2019-10-29,59196
2019-10-30,59216
2019-10-31,59187
2019-11-01,58834
2019-11-02,58982
2019-11-03,59035
2019-11-04,59114
2019-11-05,59121
2019-11-06,59169
2019-11-07,59166
2019-11-08,59119
2019-11-09,59045
2019-11-10,59004
2019-11-11,59144
2019-11-12,59205
2019-11-13,59147
2019-11-14,59084
2019-11-15,59001
2019-11-16,58835
2019-11-17,59045
2019-11-18,59137
2019-11-19,59134
2019-11-20,59114
2019-11-21,59027
2019-11-22,58745
2019-11-23,58790
2019-11-24,58637
2019-11-25,59007
2019-11-26,59111
2019-11-27,59081
2019-11-28,59084
2019-11-29,58990
2019-11-30,58732
2019-12-01,58864
2019-12-02,58948
2019-12-03,59048
2019-12-04,58995
2019-12-05,58964
2019-12-06,59052
2019-12-07,58965
2019-12-08,58849
2019-12-09,58960
2019-12-10,58979
2019-12-11,59004
2019-12-12,59008
2019-12-13,59004
2019-12-14,58666
2019-12-15,58879
2019-12-16,59039
2019-12-17,59029
2019-12-18,59067
2019-12-19,58972
2019-12-20,58664
2019-12-21,58428
2019-12-22,58439
2019-12-23,58742
2019-12-24,58806
2019-12-25,58855
2019-12-26,58314
2019-12-27,58618
2019-12-28,58590
2019-12-29,58639
2019-12-30,58899
2019-12-31,59024
2020-01-01,59024
2020-01-02,59170
2020-01-03,59127
2020-01-04,59128
2020-01-05,59004
2020-01-06,59101
2020-01-07,59143
2020-01-08,59146
2020-01-09,59121
2020-01-10,59105
2020-01-11,59049
2020-01-12,58888
2020-01-13,59172
2020-01-14,59170
2020-01-15,59164
2020-01-16,59111
2020-01-17,59022
2020-01-18,58997
2020-01-19,58847
2020-01-20,59080
2020-01-21,59114
2020-01-22,59112
2020-01-23,59160
2020-01-24,58834
2020-01-25,58544
2020-01-26,58323
2020-01-27,58946
2020-01-28,59020
2020-01-29,59152
2020-01-30,59191
2020-01-31,59089
2020-02-01,58938
2020-02-02,58867
2020-02-03,58979
2020-02-04,59007
2020-02-05,58966
2020-02-06,58682
2020-02-07,58561
2020-02-08,58222
2020-02-09,58711
2020-02-10,58887
2020-02-11,58994
2020-02-12,58999
2020-02-13,59141
2020-02-14,58999
2020-02-15,58882
2020-02-16,58719
2020-02-17,58827
2020-02-18,59060
2020-02-19,59095
2020-02-20,59162
2020-02-21,59135
2020-02-22,58918
2020-02-23,58976
2020-02-24,58998
2020-02-25,59066
2020-02-26,59111
2020-02-27,59150
2020-02-28,58862
2020-02-29,58394
2020-03-01,58518
2020-03-02,58889
2020-03-03,59061
2020-03-04,59055
2020-03-05,59115
2020-03-06,59031
2020-03-07,58982
2020-03-08,58931
2020-03-09,58914
2020-03-10,59025
2020-03-11,58967
2020-03-12,59012
2020-03-13,58997
2020-03-14,58826
2020-03-15,58628
2020-03-16,58913
2020-03-17,58962
2020-03-18,59008
2020-03-19,58946
2020-03-20,58950
2020-03-21,58721
2020-03-22,58503
2020-03-23,58879
2020-03-24,58971
2020-03-25,59042
2020-03-26,59068
2020-03-27,58963
2020-03-28,58755
2020-03-29,58781
2020-03-30,58987
2020-03-31,59058
2020-04-01,59175
2020-04-02,59177
2020-04-03,58974
2020-04-04,58828
2020-04-05,58994
2020-04-06,59133
2020-04-07,59167
2020-04-08,59141
2020-04-09,59055
2020-04-10,59045
2020-04-11,58743
2020-04-12,58773
2020-04-13,58926
2020-04-14,58841
2020-04-15,58976
2020-04-16,58963
2020-04-17,58951
2020-04-18,58924
2020-04-19,59050
2020-04-20,59127
2020-04-21,59193
2020-04-22,59186
2020-04-23,59208
2020-04-24,58947
2020-04-25,58730
2020-04-26,58612
2020-04-27,58962
2020-04-28,59074
2020-04-29,59076
2020-04-30,59083
2020-05-01,59077
2020-05-02,59086
2020-05-03,59071
2020-05-04,59105
2020-05-05,59124
2020-05-06,58952
2020-05-07,59046
2020-05-08,58943
2020-05-09,58730
2020-05-10,58918
2020-05-11,59066
2020-05-12,59095
2020-05-13,59168
