date_obj,Ring%20of%20coins price
2020-02-29,18977947
2020-03-01,18991670
2020-03-02,18991670
2020-03-03,19006545
2020-03-04,19006545
2020-03-05,18988632
2020-03-06,18922925
2020-03-07,18922925
2020-03-08,18873309
2020-03-09,18873309
2020-03-10,18864697
2020-03-11,18864697
2020-03-12,18756721
2020-03-13,18756721
2020-03-14,18673599
2020-03-15,18673599
2020-03-16,18559501
2020-03-17,18559501
2020-03-18,18468121
2020-03-19,18304347
2020-03-20,18238583
2020-03-21,18547715
2020-03-22,18732914
2020-03-23,18707460
2020-03-24,18728830
2020-03-25,18728830
2020-03-26,18699125
2020-03-27,18424433
2020-03-28,18424433
2020-03-29,18292748
2020-03-30,18206735
2020-03-31,18206735
2020-04-01,18124884
2020-04-02,17966396
2020-04-03,17966396
2020-04-04,17692674
2020-04-05,17601113
2020-04-06,17642996
2020-04-07,17642996
2020-04-08,17501133
2020-04-09,17501133
2020-04-10,17301097
2020-04-11,17181219
2020-04-12,17181219
2020-04-13,17118867
2020-04-14,16871474
2020-04-15,16756322
2020-04-16,16756322
2020-04-17,16433244
2020-04-18,16252730
2020-04-19,16017695
2020-04-20,15986199
2020-04-21,15986199
2020-04-22,15833797
2020-04-23,15755316
2020-04-24,15594402
2020-04-25,15178507
2020-04-26,14845728
2020-04-27,15031718
2020-04-28,14963473
2020-04-29,14963473
2020-04-30,15283828
2020-05-01,15283828
2020-05-02,15817838
2020-05-03,15809213
2020-05-04,15809213
2020-05-05,15439535
2020-05-06,15499936
2020-05-07,15494226
2020-05-08,15494226
2020-05-09,15573328
2020-05-10,15637457
2020-05-11,15637457
2020-05-12,15517743
2020-05-13,15549210
