date_obj,Armadyl%20d'hide%20boots price
2020-03-08,1197632
2020-03-09,1193304
2020-03-10,1186811
2020-03-11,1195197
2020-03-12,1196717
2020-03-13,1199502
2020-03-14,1203653
2020-03-15,1213615
2020-03-16,1219060
2020-03-17,1219597
2020-03-18,1225153
2020-03-19,1254240
2020-03-20,1260537
2020-03-21,1267202
2020-03-22,1264573
2020-03-23,1265307
2020-03-24,1274485
2020-03-25,1291296
2020-03-26,1341688
2020-03-27,1348273
2020-03-28,1359339
2020-03-29,1344616
2020-03-30,1350486
2020-03-31,1366791
2020-04-01,1388741
2020-04-02,1412336
2020-04-03,1394541
2020-04-04,1394192
2020-04-05,1415027
2020-04-06,1471353
2020-04-07,1480508
2020-04-08,1510609
2020-04-09,1489664
2020-04-10,1484267
2020-04-11,1454212
2020-04-12,1418863
2020-04-13,1411430
2020-04-14,1403470
2020-04-15,1440695
2020-04-16,1437997
2020-04-17,1436446
2020-04-18,1437290
2020-04-19,1454850
2020-04-20,1454238
2020-04-21,1490668
2020-04-22,1482375
2020-04-23,1482101
2020-04-24,1495919
2020-04-25,1524961
2020-04-26,1501547
2020-04-27,1495403
2020-04-28,1491127
2020-04-29,1499215
2020-04-30,1503410
2020-05-01,1513608
2020-05-02,1509209
2020-05-03,1486250
2020-05-04,1463396
2020-05-05,1460684
2020-05-06,1464739
2020-05-07,1461009
2020-05-08,1441123
2020-05-09,1422357
2020-05-10,1405631
2020-05-11,1400146
2020-05-12,1394771
2020-05-13,1405197
