date_obj,Verac's%20brassard price
2019-04-06,185419
2019-04-07,183261
2019-04-08,183996
2019-04-09,184155
2019-04-10,184088
2019-04-11,181266
2019-04-12,180647
2019-04-13,185104
2019-04-14,183784
2019-04-15,184879
2019-04-16,182246
2019-04-17,179486
2019-04-18,178293
2019-04-19,178822
2019-04-20,180145
2019-04-21,175643
2019-04-22,177740
2019-04-23,182055
2019-04-24,181911
2019-04-25,181563
2019-04-26,181121
2019-04-27,180353
2019-04-28,182267
2019-04-29,180437
2019-04-30,176691
2019-05-01,172102
2019-05-02,178284
2019-05-03,181803
2019-05-04,181727
2019-05-05,179205
2019-05-06,177062
2019-05-07,174884
2019-05-08,171961
2019-05-09,170288
2019-05-10,172344
2019-05-11,176335
2019-05-12,181345
2019-05-13,189230
2019-05-14,194181
2019-05-15,199118
2019-05-16,202494
2019-05-17,201062
2019-05-18,194980
2019-05-19,195925
2019-05-20,199509
2019-05-21,195982
2019-05-22,198910
2019-05-23,200148
2019-05-24,202004
2019-05-25,196953
2019-05-26,197119
2019-05-27,200584
2019-05-28,202842
2019-05-29,207313
2019-05-30,202416
2019-05-31,199730
2019-06-01,197985
2019-06-02,197785
2019-06-03,198006
2019-06-04,201246
2019-06-05,207672
2019-06-06,207238
2019-06-07,210997
2019-06-08,217288
2019-06-09,213113
2019-06-10,208341
2019-06-11,202721
2019-06-12,200841
2019-06-13,205921
2019-06-14,199521
2019-06-15,189660
2019-06-16,184261
2019-06-17,183431
2019-06-18,177776
2019-06-19,174395
2019-06-20,179698
2019-06-21,183550
2019-06-22,185994
2019-06-23,184155
2019-06-24,183664
2019-06-25,183823
2019-06-26,183594
2019-06-27,183682
2019-06-28,181863
2019-06-29,183635
2019-06-30,183593
2019-07-01,179485
2019-07-02,178088
2019-07-03,175021
2019-07-04,178252
2019-07-05,178193
2019-07-06,179623
2019-07-07,178647
2019-07-08,177804
2019-07-09,179462
2019-07-10,181371
2019-07-11,181441
2019-07-12,181134
2019-07-13,184217
2019-07-14,182101
2019-07-15,182821
2019-07-16,179764
2019-07-17,179111
2019-07-18,179819
2019-07-19,178335
2019-07-20,176970
2019-07-21,177340
2019-07-22,177162
2019-07-23,178146
2019-07-24,177752
2019-07-25,176765
2019-07-26,176577
2019-07-27,178763
2019-07-28,179050
2019-07-29,179808
2019-07-30,179207
2019-07-31,178719
2019-08-01,179203
2019-08-02,180149
2019-08-03,179915
2019-08-04,179175
2019-08-05,179655
2019-08-06,182506
2019-08-07,182884
2019-08-08,182268
2019-08-09,183832
2019-08-10,186678
2019-08-11,189827
2019-08-12,188264
2019-08-13,183454
2019-08-14,179995
2019-08-15,178704
2019-08-16,180356
2019-08-17,182085
2019-08-18,181882
2019-08-19,179577
2019-08-20,181642
2019-08-21,185933
2019-08-22,187091
2019-08-23,189649
2019-08-24,191174
2019-08-24,191174
2019-08-25,195114
2019-08-25,195114
2019-08-26,202141
2019-08-26,202141
2019-08-27,211789
2019-08-27,211789
2019-08-28,219451
2019-08-29,222415
2019-08-30,218972
2019-08-31,213906
2019-09-01,207689
2019-09-02,200487
2019-09-03,197071
2019-09-04,189256
2019-09-05,185973
2019-09-06,185841
2019-09-07,185787
2019-09-08,185521
2019-09-09,187025
2019-09-10,184792
2019-09-11,187858
2019-09-12,193416
2019-09-13,198106
2019-09-14,192122
2019-09-15,190542
2019-09-16,186358
2019-09-17,181243
2019-09-18,181549
2019-09-19,176510
2019-09-20,176116
2019-09-21,174625
2019-09-22,176633
2019-09-23,177097
2019-09-24,181878
2019-09-25,188023
2019-09-26,197336
2019-09-27,205150
2019-09-28,211004
2019-09-29,216720
2019-09-30,214631
2019-10-01,207666
2019-10-02,202841
2019-10-03,192897
2019-10-04,183568
2019-10-05,176544
2019-10-06,179240
2019-10-07,183074
2019-10-08,188356
2019-10-09,189143
2019-10-10,191421
2019-10-11,192830
2019-10-12,191903
2019-10-13,188510
2019-10-14,184903
2019-10-15,183002
2019-10-16,181937
2019-10-17,177866
2019-10-18,176072
2019-10-19,175958
2019-10-20,181287
2019-10-21,188657
2019-10-22,194703
2019-10-23,197549
2019-10-24,196284
2019-10-25,196000
2019-10-26,195269
2019-10-27,190362
2019-10-28,183747
2019-10-29,178111
2019-10-30,176564
2019-10-31,177474
2019-11-01,175803
2019-11-02,178418
2019-11-03,181692
2019-11-04,182501
2019-11-05,179922
2019-11-06,182182
2019-11-07,187372
2019-11-08,188420
2019-11-09,185252
2019-11-10,183229
2019-11-11,180534
2019-11-12,177487
2019-11-13,177593
2019-11-14,182663
2019-11-15,181130
2019-11-16,183132
2019-11-17,183034
2019-11-18,184822
2019-11-19,185730
2019-11-20,189632
2019-11-21,196247
2019-11-22,201296
2019-11-23,206204
2019-11-24,208540
2019-11-25,213012
2019-11-26,212450
2019-11-27,208679
2019-11-28,205212
2019-11-29,197354
2019-11-30,188051
2019-12-01,180889
2019-12-02,182412
2019-12-03,183407
2019-12-04,184062
2019-12-05,184034
2019-12-06,183396
2019-12-07,185935
2019-12-08,193162
2019-12-09,193499
2019-12-10,186350
2019-12-11,179675
2019-12-12,181947
2019-12-13,182220
2019-12-14,181284
2019-12-15,180857
2019-12-16,180506
2019-12-17,180445
2019-12-18,180312
2019-12-19,180800
2019-12-20,179998
2019-12-21,178705
2019-12-22,176895
2019-12-23,174471
2019-12-24,174675
2019-12-25,176499
2019-12-26,177815
2019-12-27,180163
2019-12-28,186633
2019-12-29,190028
2019-12-30,187858
2019-12-31,196009
2020-01-01,199803
2020-01-02,205582
2020-01-03,214424
2020-01-04,223000
2020-01-05,228486
2020-01-06,233302
2020-01-07,233391
2020-01-08,221721
2020-01-09,211149
2020-01-10,203641
2020-01-11,200521
2020-01-12,204044
2020-01-13,205940
2020-01-14,204701
2020-01-15,200865
2020-01-16,205740
2020-01-17,206756
2020-01-18,212285
2020-01-19,215298
2020-01-20,213779
2020-01-21,212675
2020-01-22,214711
2020-01-23,212933
2020-01-24,211127
2020-01-25,216783
2020-01-26,220300
2020-01-27,213645
2020-01-28,204482
2020-01-29,204947
2020-01-30,203280
2020-01-31,204818
2020-02-01,207709
2020-02-02,208737
2020-02-03,211415
2020-02-04,214740
2020-02-05,212185
2020-02-06,218092
2020-02-07,211176
2020-02-08,202220
2020-02-09,196378
2020-02-10,198864
2020-02-11,193211
2020-02-12,189067
2020-02-13,188356
2020-02-14,183638
2020-02-15,180327
2020-02-16,177468
2020-02-17,178050
2020-02-18,180274
2020-02-19,187132
2020-02-20,181606
2020-02-21,182664
2020-02-22,183886
2020-02-23,181256
2020-02-24,187285
2020-02-25,181771
2020-02-26,179013
2020-02-27,180309
2020-02-28,184846
2020-02-29,189540
2020-03-01,195331
2020-03-02,201455
2020-03-03,211361
2020-03-04,218038
2020-03-05,227772
2020-03-06,231573
2020-03-07,234006
2020-03-08,229985
2020-03-09,223094
2020-03-10,211949
2020-03-11,201351
2020-03-12,194510
2020-03-13,191965
2020-03-14,188529
2020-03-15,184006
2020-03-16,181314
2020-03-17,182817
2020-03-18,189885
2020-03-19,193617
2020-03-20,195214
2020-03-21,192585
2020-03-22,194571
2020-03-23,193090
2020-03-24,196277
2020-03-25,191007
2020-03-26,188471
2020-03-27,188781
2020-03-28,194119
2020-03-29,199417
2020-03-30,195822
2020-03-31,201842
2020-04-01,202042
2020-04-02,199848
2020-04-03,198631
2020-04-04,193859
2020-04-05,193737
2020-04-06,189004
2020-04-07,186066
2020-04-08,181860
2020-04-09,182253
2020-04-10,181253
2020-04-11,185446
2020-04-12,183451
2020-04-13,186377
2020-04-14,189899
2020-04-15,188854
2020-04-16,185599
2020-04-17,186069
2020-04-18,187452
2020-04-19,183796
2020-04-20,179827
2020-04-21,177942
2020-04-22,174819
2020-04-23,177363
2020-04-24,174004
2020-04-25,175370
2020-04-26,174188
2020-04-27,180047
2020-04-28,182611
2020-04-29,183743
2020-04-30,182681
2020-05-01,183136
2020-05-02,182436
2020-05-03,179838
2020-05-04,175027
2020-05-05,172957
2020-05-06,171369
2020-05-07,169406
2020-05-08,167888
2020-05-09,171726
2020-05-10,171727
2020-05-11,171226
2020-05-12,173250
2020-05-13,171346
