date_obj,Amulet%20of%20magic%20(t) price
2019-03-17,61578
2019-03-18,62331
2019-03-19,62816
2019-03-20,63761
2019-03-21,65311
2019-03-22,66544
2019-03-23,67968
2019-03-24,69586
2019-03-25,70562
2019-03-26,71685
2019-03-27,72185
2019-03-28,73037
2019-03-29,74622
2019-03-30,75301
2019-03-31,76246
2019-04-01,77429
2019-04-02,78137
2019-04-03,79593
2019-04-04,80674
2019-04-05,81577
2019-04-06,82480
2019-04-07,82198
2019-04-08,81939
2019-04-09,82549
2019-04-10,83585
2019-04-11,82089
2019-04-12,81029
2019-04-13,79246
2019-04-14,76429
2019-04-15,73271
2019-04-16,69723
2019-04-17,66236
2019-04-18,62924
2019-04-19,59777
2019-04-20,56788
2019-04-21,53948
2019-04-22,51250
2019-04-23,48687
2019-04-24,46252
2019-04-25,43939
2019-04-26,41746
2019-04-27,40087
2019-04-28,38163
2019-04-29,36283
2019-04-30,34585
2019-05-01,33033
2019-05-02,31593
2019-05-03,31458
2019-05-04,31339
2019-05-05,30612
2019-05-06,30505
2019-05-07,31390
2019-05-08,32837
2019-05-09,33559
2019-05-10,33601
2019-05-11,34036
2019-05-12,34769
2019-05-13,34885
2019-05-14,35324
2019-05-15,36040
2019-05-16,35048
2019-05-17,34471
2019-05-18,34350
2019-05-19,34442
2019-05-20,35029
2019-05-21,36781
2019-05-22,38621
2019-05-23,40553
2019-05-24,42562
2019-05-25,44691
2019-05-26,46926
2019-05-27,49273
2019-05-28,51737
2019-05-29,54324
2019-05-30,57041
2019-05-31,59726
2019-06-01,60643
2019-06-02,60809
2019-06-03,61297
2019-06-04,59665
2019-06-05,58548
2019-06-06,58973
2019-06-07,59309
2019-06-08,59760
2019-06-09,59558
2019-06-10,59558
2019-06-11,59681
2019-06-12,59603
2019-06-13,59375
2019-06-14,59335
2019-06-15,59711
2019-06-16,59818
2019-06-17,58510
2019-06-18,59086
2019-06-19,59149
2019-06-20,59006
2019-06-21,59419
2019-06-22,58115
2019-06-23,57880
2019-06-24,58011
2019-06-25,57679
2019-06-26,57056
2019-06-27,55972
2019-06-28,56018
2019-06-29,56490
2019-06-30,55976
2019-07-01,55115
2019-07-02,53960
2019-07-03,51914
2019-07-04,51118
2019-07-05,50299
2019-07-06,49747
2019-07-07,48794
2019-07-08,48116
2019-07-09,48029
2019-07-10,48265
2019-07-11,48136
2019-07-12,48429
2019-07-13,48859
2019-07-14,48950
2019-07-15,49280
2019-07-16,49873
2019-07-17,50293
2019-07-18,50624
2019-07-19,51016
2019-07-20,51136
2019-07-21,51737
2019-07-22,52357
2019-07-23,53395
2019-07-24,53567
2019-07-25,53659
2019-07-26,53695
2019-07-27,54733
2019-07-28,54300
2019-07-29,54249
2019-07-30,55008
2019-07-31,55985
2019-08-01,56312
2019-08-02,56795
2019-08-03,59497
2019-08-04,60552
2019-08-05,61774
2019-08-06,61882
2019-08-07,62092
2019-08-08,63198
2019-08-09,62582
2019-08-10,62149
2019-08-11,61873
2019-08-12,62838
2019-08-13,61866
2019-08-14,61538
2019-08-15,61738
2019-08-16,61730
2019-08-17,61730
2019-08-18,62079
2019-08-19,62061
2019-08-20,62436
2019-08-21,61495
2019-08-22,62033
2019-08-23,62632
2019-08-24,63544
2019-08-24,63544
2019-08-25,64464
2019-08-25,64464
2019-08-26,65736
2019-08-27,68312
2019-08-27,68312
2019-08-28,67535
2019-08-29,69742
2019-08-30,69554
2019-08-31,70803
2019-09-01,71642
2019-09-02,71038
2019-09-03,71955
2019-09-04,72409
2019-09-05,72467
2019-09-06,73094
2019-09-07,73702
2019-09-08,74080
2019-09-09,74099
2019-09-10,74738
2019-09-11,74585
2019-09-12,74958
2019-09-13,75239
2019-09-14,76864
2019-09-15,77122
2019-09-16,77127
2019-09-17,76997
2019-09-18,76842
2019-09-19,75677
2019-09-20,75037
2019-09-21,75107
2019-09-22,74375
2019-09-23,73431
2019-09-24,73431
2019-09-25,73159
2019-09-26,72044
2019-09-27,71007
2019-09-28,69848
2019-09-29,68757
2019-09-30,67938
2019-10-01,67306
2019-10-02,65913
2019-10-03,64535
2019-10-04,64066
2019-10-05,63221
2019-10-06,62273
2019-10-07,62734
2019-10-08,61874
2019-10-09,62805
2019-10-10,62196
2019-10-11,63070
2019-10-12,63423
2019-10-13,63507
2019-10-14,63344
2019-10-15,63480
2019-10-16,64260
2019-10-17,63820
2019-10-18,63878
2019-10-19,65056
2019-10-20,65350
2019-10-21,65674
2019-10-22,65843
2019-10-23,67193
2019-10-24,69225
2019-10-25,70593
2019-10-26,71354
2019-10-27,72085
2019-10-28,72997
2019-10-29,74295
2019-10-30,75796
2019-10-31,76256
2019-11-01,76908
2019-11-02,77035
2019-11-03,78624
2019-11-04,76300
2019-11-05,76300
2019-11-06,76425
2019-11-07,75471
2019-11-08,75764
2019-11-09,75553
2019-11-10,73757
2019-11-11,73279
2019-11-12,72552
2019-11-13,71747
2019-11-14,70356
2019-11-15,70126
2019-11-16,69515
2019-11-17,69515
2019-11-18,69379
2019-11-19,68470
2019-11-20,68092
2019-11-21,67725
2019-11-22,66401
2019-11-23,65557
2019-11-24,64064
2019-11-25,63710
2019-11-26,63096
2019-11-27,62445
2019-11-28,62460
2019-11-29,62672
2019-11-30,62197
2019-12-01,62349
2019-12-02,62525
2019-12-03,63570
2019-12-04,62902
2019-12-05,62902
2019-12-06,62385
2019-12-07,62124
2019-12-08,61959
2019-12-09,61960
2019-12-10,61552
2019-12-11,61701
2019-12-12,61458
2019-12-13,61880
2019-12-14,60989
2019-12-15,60136
2019-12-16,59583
2019-12-17,59048
2019-12-18,59050
2019-12-19,59040
2019-12-20,58203
2019-12-21,57841
2019-12-22,57945
2019-12-23,57580
2019-12-24,58696
2019-12-25,57711
2019-12-26,58145
2019-12-27,57431
2019-12-28,57438
2019-12-29,56545
2019-12-30,56936
2019-12-31,57039
2020-01-01,57320
2020-01-02,56740
2020-01-03,57615
2020-01-04,57314
2020-01-05,57325
2020-01-06,58206
2020-01-07,58243
2020-01-08,57967
2020-01-09,57759
2020-01-10,58092
2020-01-11,59050
2020-01-12,59143
2020-01-13,59790
2020-01-14,59461
2020-01-15,58976
2020-01-16,59290
2020-01-17,59068
2020-01-18,59893
2020-01-19,59880
2020-01-20,59712
2020-01-21,59174
2020-01-22,57571
2020-01-23,57475
2020-01-24,58068
2020-01-25,58100
2020-01-26,58510
2020-01-27,58641
2020-01-28,59227
2020-01-29,59307
2020-01-30,60007
2020-01-31,60442
2020-02-01,59483
2020-02-02,58362
2020-02-03,57301
2020-02-04,56606
2020-02-05,57116
2020-02-06,56402
2020-02-07,55684
2020-02-08,55476
2020-02-09,55819
2020-02-10,55608
2020-02-11,55170
2020-02-12,55010
2020-02-13,55221
2020-02-14,55185
2020-02-15,55331
2020-02-16,55186
2020-02-17,55292
2020-02-18,55137
2020-02-19,55377
2020-02-20,55207
2020-02-21,55207
2020-02-22,54792
2020-02-23,54673
2020-02-24,54520
2020-02-25,53806
2020-02-26,53966
2020-02-27,53833
2020-02-28,53564
2020-02-29,53266
2020-03-01,53569
2020-03-02,53638
2020-03-03,52656
2020-03-04,52012
2020-03-05,51670
2020-03-06,51640
2020-03-07,50738
2020-03-08,50540
2020-03-09,50715
2020-03-10,50468
2020-03-11,50620
2020-03-12,50846
2020-03-13,50537
2020-03-14,50562
2020-03-15,49756
2020-03-16,48759
2020-03-17,48451
2020-03-18,47418
2020-03-19,46905
2020-03-20,46423
2020-03-21,45054
2020-03-22,43858
2020-03-23,42755
2020-03-24,42064
2020-03-25,40349
2020-03-26,40206
2020-03-27,39655
2020-03-28,39115
2020-03-29,38526
2020-03-30,36971
2020-03-31,36277
2020-04-01,35739
2020-04-02,34952
2020-04-03,34822
2020-04-04,34369
2020-04-05,34178
2020-04-06,34062
2020-04-07,34236
2020-04-08,34048
2020-04-09,33783
2020-04-10,33471
2020-04-11,33195
2020-04-12,33360
2020-04-13,33276
2020-04-14,32829
2020-04-15,32811
2020-04-16,32515
2020-04-17,32532
2020-04-18,32691
2020-04-19,32968
2020-04-20,33127
2020-04-21,33500
2020-04-22,33213
2020-04-23,33261
2020-04-24,33178
2020-04-25,33168
2020-04-26,33179
2020-04-27,33304
2020-04-28,33238
2020-04-29,33411
2020-04-30,33385
2020-05-01,33212
2020-05-02,32922
2020-05-03,33194
2020-05-04,32607
2020-05-05,32552
2020-05-06,32612
2020-05-07,32448
2020-05-08,32578
2020-05-09,32532
2020-05-10,32440
2020-05-11,32746
2020-05-12,32147
2020-05-13,31667
