date_obj,Saradomin%20coif price
2019-04-05,64975
2019-04-06,66277
2019-04-07,65265
2019-04-08,63744
2019-04-09,61840
2019-04-10,59794
2019-04-11,59233
2019-04-12,57699
2019-04-13,56248
2019-04-14,56691
2019-04-15,55916
2019-04-16,55018
2019-04-17,54511
2019-04-18,54292
2019-04-19,55769
2019-04-20,56394
2019-04-21,55892
2019-04-22,55521
2019-04-23,56424
2019-04-24,57918
2019-04-25,57768
2019-04-26,57643
2019-04-27,57321
2019-04-28,57733
2019-04-29,57815
2019-04-30,58914
2019-05-01,58869
2019-05-02,59042
2019-05-03,59981
2019-05-04,59124
2019-05-05,60062
2019-05-06,60176
2019-05-07,59243
2019-05-08,58843
2019-05-09,58906
2019-05-10,58648
2019-05-11,59110
2019-05-12,59168
2019-05-13,58898
2019-05-14,59520
2019-05-15,60091
2019-05-16,59805
2019-05-17,60004
2019-05-18,60694
2019-05-19,59630
2019-05-20,59659
2019-05-21,59762
2019-05-22,60087
2019-05-23,59926
2019-05-24,59935
2019-05-25,59844
2019-05-26,59849
2019-05-27,60922
2019-05-28,61394
2019-05-29,60902
2019-05-30,60674
2019-05-31,60999
2019-06-01,61399
2019-06-02,61737
2019-06-03,61339
2019-06-04,60597
2019-06-05,61008
2019-06-06,61853
2019-06-07,61862
2019-06-08,63917
2019-06-09,63385
2019-06-10,63353
2019-06-11,64192
2019-06-12,64257
2019-06-13,64822
2019-06-14,64371
2019-06-15,64540
2019-06-16,64014
2019-06-17,63905
2019-06-18,63980
2019-06-19,63809
2019-06-20,63857
2019-06-21,64121
2019-06-22,64424
2019-06-23,63625
2019-06-24,64678
2019-06-25,64056
2019-06-26,65084
2019-06-27,67286
2019-06-28,67713
2019-06-29,68425
2019-06-30,68028
2019-07-01,66618
2019-07-02,65378
2019-07-03,65100
2019-07-04,65913
2019-07-05,65765
2019-07-06,65089
2019-07-07,64512
2019-07-08,65422
2019-07-09,65597
2019-07-10,66534
2019-07-11,66730
2019-07-12,67132
2019-07-13,67623
2019-07-14,67895
2019-07-15,68404
2019-07-16,69319
2019-07-17,69107
2019-07-18,69089
2019-07-19,69467
2019-07-20,69325
2019-07-21,69172
2019-07-22,68952
2019-07-23,68224
2019-07-24,67667
2019-07-25,68968
2019-07-26,68896
2019-07-27,68500
2019-07-28,68256
2019-07-29,68460
2019-07-30,68090
2019-07-31,68320
2019-08-01,67716
2019-08-02,68152
2019-08-03,68285
2019-08-04,67993
2019-08-05,67219
2019-08-06,66916
2019-08-07,67662
2019-08-08,69190
2019-08-09,70545
2019-08-10,70757
2019-08-11,70536
2019-08-12,70865
2019-08-13,71051
2019-08-14,72044
2019-08-15,71518
2019-08-16,71679
2019-08-17,71733
2019-08-18,71403
2019-08-19,71338
2019-08-20,71842
2019-08-21,71657
2019-08-22,71543
2019-08-23,71824
2019-08-24,71489
2019-08-24,71489
2019-08-25,70985
2019-08-25,70985
2019-08-26,70679
2019-08-26,70679
2019-08-27,71707
2019-08-27,71707
2019-08-28,71490
2019-08-29,72063
2019-08-30,73396
2019-08-31,72613
2019-09-01,72976
2019-09-02,72671
2019-09-03,72759
2019-09-04,71742
2019-09-05,73008
2019-09-06,73300
2019-09-07,73782
2019-09-08,73165
2019-09-09,72939
2019-09-10,71915
2019-09-11,71643
2019-09-12,72458
2019-09-13,72091
2019-09-14,72080
2019-09-15,72042
2019-09-16,73253
2019-09-17,74090
2019-09-18,73522
2019-09-19,73492
2019-09-20,72933
2019-09-21,72671
2019-09-22,72604
2019-09-23,72523
2019-09-24,72396
2019-09-25,71909
2019-09-26,71928
2019-09-27,72480
2019-09-28,71807
2019-09-29,71398
2019-09-30,70913
2019-10-01,70566
2019-10-02,71223
2019-10-03,70693
2019-10-04,70994
2019-10-05,68859
2019-10-06,66940
2019-10-07,65685
2019-10-08,64139
2019-10-09,62664
2019-10-10,62750
2019-10-11,61735
2019-10-12,60863
2019-10-13,59845
2019-10-14,59400
2019-10-15,58238
2019-10-16,57160
2019-10-17,54664
2019-10-18,53747
2019-10-19,51827
2019-10-20,49891
2019-10-21,48073
2019-10-22,47109
2019-10-23,46699
2019-10-24,46509
2019-10-25,47260
2019-10-26,47874
2019-10-27,47130
2019-10-28,46927
2019-10-29,46538
2019-10-30,47495
2019-10-31,47033
2019-11-01,46875
2019-11-02,47467
2019-11-03,47751
2019-11-04,49283
2019-11-05,50516
2019-11-06,51540
2019-11-07,52026
2019-11-08,52065
2019-11-09,51838
2019-11-10,52467
2019-11-11,53953
2019-11-12,55830
2019-11-13,55970
2019-11-14,56608
2019-11-15,56910
2019-11-16,56872
2019-11-17,57366
2019-11-18,57852
2019-11-19,59443
2019-11-20,61282
2019-11-21,61762
2019-11-22,60624
2019-11-23,59870
2019-11-24,59701
2019-11-25,58548
2019-11-26,60017
2019-11-27,61007
2019-11-28,61711
2019-11-29,62473
2019-11-30,61488
2019-12-01,61610
2019-12-02,59504
2019-12-03,59413
2019-12-04,59466
2019-12-05,60783
2019-12-06,59548
2019-12-07,58575
2019-12-08,57838
2019-12-09,59027
2019-12-10,60522
2019-12-11,62625
2019-12-12,63788
2019-12-13,63544
2019-12-14,62548
2019-12-15,62917
2019-12-16,63678
2019-12-17,65761
2019-12-18,66738
2019-12-19,65980
2019-12-20,65723
2019-12-21,65149
2019-12-22,65107
2019-12-23,64093
2019-12-24,62767
2019-12-25,62993
2019-12-26,62490
2019-12-27,61689
2019-12-28,61650
2019-12-29,60443
2019-12-30,59012
2019-12-31,58348
2020-01-01,57651
2020-01-02,57664
2020-01-03,57574
2020-01-04,57810
2020-01-05,57295
2020-01-06,57936
2020-01-07,58310
2020-01-08,57589
2020-01-09,57775
2020-01-10,57846
2020-01-11,56183
2020-01-12,55325
2020-01-13,54864
2020-01-14,54524
2020-01-15,54581
2020-01-16,53585
2020-01-17,51992
2020-01-18,51811
2020-01-19,51339
2020-01-20,51821
2020-01-21,52192
2020-01-22,52051
2020-01-23,51625
2020-01-24,51131
2020-01-25,51769
2020-01-26,53045
2020-01-27,54014
2020-01-28,53897
2020-01-29,54400
2020-01-30,55149
2020-01-31,56862
2020-02-01,57333
2020-02-02,56927
2020-02-03,57541
2020-02-04,57724
2020-02-05,57067
2020-02-06,55919
2020-02-07,55530
2020-02-08,55505
2020-02-09,55015
2020-02-10,55077
2020-02-11,54172
2020-02-12,53167
2020-02-13,53028
2020-02-14,52056
2020-02-15,51499
2020-02-16,51437
2020-02-17,51611
2020-02-18,51698
2020-02-19,50644
2020-02-20,49771
2020-02-21,49766
2020-02-22,49828
2020-02-23,48945
2020-02-24,48721
2020-02-25,49250
2020-02-26,49842
2020-02-27,49633
2020-02-28,49476
2020-02-29,50307
2020-03-01,50898
2020-03-02,52244
2020-03-03,53140
2020-03-04,54377
2020-03-05,55865
2020-03-06,57310
2020-03-07,59110
2020-03-08,60028
2020-03-09,61890
2020-03-10,62940
2020-03-11,63699
2020-03-12,63143
2020-03-13,62329
2020-03-14,61501
2020-03-15,61288
2020-03-16,61401
2020-03-17,61965
2020-03-18,61650
2020-03-19,62444
2020-03-20,61926
2020-03-21,62759
2020-03-22,62163
2020-03-23,62742
2020-03-24,62068
2020-03-25,62019
2020-03-26,60783
2020-03-27,59312
2020-03-28,57644
2020-03-29,55684
2020-03-30,54445
2020-03-31,53634
2020-04-01,52997
2020-04-02,52335
2020-04-03,52499
2020-04-04,52216
2020-04-05,51820
2020-04-06,52214
2020-04-07,51323
2020-04-08,51675
2020-04-09,52099
2020-04-10,52240
2020-04-11,52885
2020-04-12,52573
2020-04-13,53177
2020-04-14,53539
2020-04-15,54088
2020-04-16,54185
2020-04-17,54506
2020-04-18,56029
2020-04-19,57713
2020-04-20,60404
2020-04-21,62326
2020-04-22,63647
2020-04-23,64893
2020-04-24,65369
2020-04-25,65467
2020-04-26,66279
2020-04-27,66381
2020-04-28,67498
2020-04-29,66811
2020-04-30,67238
2020-05-01,67961
2020-05-02,68216
2020-05-03,68469
2020-05-04,67928
2020-05-05,68285
2020-05-06,67323
2020-05-07,67189
2020-05-08,67081
2020-05-09,66622
2020-05-10,66274
2020-05-11,66292
2020-05-12,65841
2020-05-13,65369
