date_obj,Blue%20wizard%20hat%20(t) price
2019-03-26,82680
2019-03-27,82450
2019-03-28,83169
2019-03-29,82499
2019-03-30,82499
2019-03-31,82874
2019-04-01,85482
2019-04-02,86719
2019-04-03,88812
2019-04-04,89824
2019-04-05,92354
2019-04-06,92389
2019-04-07,93030
2019-04-08,92678
2019-04-09,92246
2019-04-10,92393
2019-04-11,90957
2019-04-12,90261
2019-04-13,90552
2019-04-14,88943
2019-04-15,87544
2019-04-16,83925
2019-04-17,79935
2019-04-18,76330
2019-04-19,73073
2019-04-20,70651
2019-04-21,71128
2019-04-22,71154
2019-04-23,69965
2019-04-24,67626
2019-04-25,68333
2019-04-26,68571
2019-04-27,68639
2019-04-28,68210
2019-04-29,69543
2019-04-30,70935
2019-05-01,71535
2019-05-02,70687
2019-05-03,69482
2019-05-04,68732
2019-05-05,69546
2019-05-06,68461
2019-05-07,67543
2019-05-08,66469
2019-05-09,64959
2019-05-10,62942
2019-05-11,62029
2019-05-12,61041
2019-05-13,59973
2019-05-14,59285
2019-05-15,60157
2019-05-16,59084
2019-05-17,58913
2019-05-18,59451
2019-05-19,58845
2019-05-20,58030
2019-05-21,58423
2019-05-22,57239
2019-05-23,57649
2019-05-24,58430
2019-05-25,59113
2019-05-26,58707
2019-05-27,60126
2019-05-28,60361
2019-05-29,61475
2019-05-30,64416
2019-05-31,66917
2019-06-01,69359
2019-06-02,69886
2019-06-03,70342
2019-06-04,71083
2019-06-05,72287
2019-06-06,74634
2019-06-07,78340
2019-06-08,81886
2019-06-09,84899
2019-06-10,84899
2019-06-11,86852
2019-06-12,88738
2019-06-13,88804
2019-06-14,88654
2019-06-15,88685
2019-06-16,88461
2019-06-17,86998
2019-06-18,86250
2019-06-19,85288
2019-06-20,83126
2019-06-21,81655
2019-06-22,80949
2019-06-23,79269
2019-06-24,78665
2019-06-25,77826
2019-06-26,77207
2019-06-27,77295
2019-06-28,76625
2019-06-29,77129
2019-06-30,76832
2019-07-01,75056
2019-07-02,75300
2019-07-03,76518
2019-07-04,77584
2019-07-05,76106
2019-07-06,75260
2019-07-07,76178
2019-07-08,77377
2019-07-09,77048
2019-07-10,77646
2019-07-11,79885
2019-07-12,80721
2019-07-13,82260
2019-07-14,84655
2019-07-15,87083
2019-07-16,88467
2019-07-17,90395
2019-07-18,92016
2019-07-19,94842
2019-07-20,97811
2019-07-21,97953
2019-07-22,97473
2019-07-23,96809
2019-07-24,95738
2019-07-25,92410
2019-07-26,89313
2019-07-27,88226
2019-07-28,86430
2019-07-29,84563
2019-07-30,83803
2019-07-31,82694
2019-08-01,80429
2019-08-02,79947
2019-08-03,80041
2019-08-04,80195
2019-08-05,79269
2019-08-06,79491
2019-08-07,80222
2019-08-08,80222
2019-08-09,80076
2019-08-10,79506
2019-08-11,80292
2019-08-12,78730
2019-08-13,77466
2019-08-14,76360
2019-08-15,77359
2019-08-16,77546
2019-08-17,77546
2019-08-18,79563
2019-08-19,80574
2019-08-20,80546
2019-08-21,80102
2019-08-22,79391
2019-08-23,80574
2019-08-24,80115
2019-08-24,80115
2019-08-25,80115
2019-08-25,80115
2019-08-26,79103
2019-08-27,77808
2019-08-27,77808
2019-08-28,77813
2019-08-29,77397
2019-08-30,77734
2019-08-31,77734
2019-09-01,76685
2019-09-02,76685
2019-09-03,76035
2019-09-04,75956
2019-09-05,75342
2019-09-06,75132
2019-09-07,75290
2019-09-08,74600
2019-09-09,74583
2019-09-10,73498
2019-09-11,73254
2019-09-12,73647
2019-09-13,73215
2019-09-14,72570
2019-09-15,73001
2019-09-16,72252
2019-09-17,72301
2019-09-18,72060
2019-09-19,72047
2019-09-20,72047
2019-09-21,72323
2019-09-22,72868
2019-09-23,72421
2019-09-24,72421
2019-09-25,71444
2019-09-26,70469
2019-09-27,70247
2019-09-28,70894
2019-09-29,70894
2019-09-30,70872
2019-10-01,71206
2019-10-02,70726
2019-10-03,69850
2019-10-04,69850
2019-10-05,69977
2019-10-06,69978
2019-10-07,71135
2019-10-08,71605
2019-10-09,71605
2019-10-10,73393
2019-10-11,74314
2019-10-12,75675
2019-10-13,76566
2019-10-14,76644
2019-10-15,76644
2019-10-16,76741
2019-10-17,76741
2019-10-18,76185
2019-10-19,74690
2019-10-20,72736
2019-10-21,70453
2019-10-22,71268
2019-10-23,70064
2019-10-24,68132
2019-10-25,68846
2019-10-26,69040
2019-10-27,69717
2019-10-28,69419
2019-10-29,69419
2019-10-30,70092
2019-10-31,70760
2019-11-01,71970
2019-11-02,72027
2019-11-03,71048
2019-11-04,70537
2019-11-05,70537
2019-11-06,71590
2019-11-07,71238
2019-11-08,71867
2019-11-09,73461
2019-11-10,71949
2019-11-11,71951
2019-11-12,70998
2019-11-13,71056
2019-11-14,70665
2019-11-15,70839
2019-11-16,70579
2019-11-17,70579
2019-11-18,70214
2019-11-19,70071
2019-11-20,71151
2019-11-21,71151
2019-11-22,73200
2019-11-23,72899
2019-11-24,73909
2019-11-25,73645
2019-11-26,74038
2019-11-27,74038
2019-11-28,74905
2019-11-29,74905
2019-11-30,75474
2019-12-01,76907
2019-12-02,80116
2019-12-03,82720
2019-12-04,85431
2019-12-05,85431
2019-12-06,88016
2019-12-07,90368
2019-12-08,90368
2019-12-09,89253
2019-12-10,89491
2019-12-11,90169
2019-12-12,90169
2019-12-13,89693
2019-12-14,90337
2019-12-15,87962
2019-12-16,86319
2019-12-17,86139
2019-12-18,87279
2019-12-19,88343
2019-12-20,88733
2019-12-21,90434
2019-12-22,89651
2019-12-23,90228
2019-12-24,90042
2019-12-25,88871
2019-12-26,89696
2019-12-27,89898
2019-12-28,88745
2019-12-29,87027
2019-12-30,85214
2019-12-31,85703
2020-01-01,85897
2020-01-02,84039
2020-01-03,84584
2020-01-04,83401
2020-01-05,82925
2020-01-06,83031
2020-01-07,83091
2020-01-08,83091
2020-01-09,83024
2020-01-10,81585
2020-01-11,81145
2020-01-12,80893
2020-01-13,78985
2020-01-14,77782
2020-01-15,76896
2020-01-16,75097
2020-01-17,75708
2020-01-18,75708
2020-01-19,75520
2020-01-20,74734
2020-01-21,74734
2020-01-22,74301
2020-01-23,73893
2020-01-24,75032
2020-01-25,75948
2020-01-26,75037
2020-01-27,75367
2020-01-28,74505
2020-01-29,73088
2020-01-30,73635
2020-01-31,74044
2020-02-01,74860
2020-02-02,73980
2020-02-03,73590
2020-02-04,72430
2020-02-05,72673
2020-02-06,72750
2020-02-07,73959
2020-02-08,74353
2020-02-09,75808
2020-02-10,74871
2020-02-11,74115
2020-02-12,73445
2020-02-13,73445
2020-02-14,72017
2020-02-15,71137
2020-02-16,71548
2020-02-17,70754
2020-02-18,71471
2020-02-19,71459
2020-02-20,71145
2020-02-21,71145
2020-02-22,70219
2020-02-23,71439
2020-02-24,73214
2020-02-25,74965
2020-02-26,75368
2020-02-27,74426
2020-02-28,75093
2020-02-29,75093
2020-03-01,75103
2020-03-02,74203
2020-03-03,74474
2020-03-04,74474
2020-03-05,74611
2020-03-06,73785
2020-03-07,73963
2020-03-08,72844
2020-03-09,72947
2020-03-10,72634
2020-03-11,72365
2020-03-12,73506
2020-03-13,74363
2020-03-14,75753
2020-03-15,76251
2020-03-16,78027
2020-03-17,78054
2020-03-18,78443
2020-03-19,78568
2020-03-20,78773
2020-03-21,78633
2020-03-22,78334
2020-03-23,78115
2020-03-24,78177
2020-03-25,80117
2020-03-26,79636
2020-03-27,79454
2020-03-28,79885
2020-03-29,80671
2020-03-30,79840
2020-03-31,78641
2020-04-01,77983
2020-04-02,77138
2020-04-03,77132
2020-04-04,77373
2020-04-05,76902
2020-04-06,76926
2020-04-07,78950
2020-04-08,78438
2020-04-09,78688
2020-04-10,76823
2020-04-11,76935
2020-04-12,75948
2020-04-13,76760
2020-04-14,76902
2020-04-15,76338
2020-04-16,75748
2020-04-17,75993
2020-04-18,76312
2020-04-19,76455
2020-04-20,78171
2020-04-21,78361
2020-04-22,77729
2020-04-23,79505
2020-04-24,79763
2020-04-25,79772
2020-04-26,78693
2020-04-27,78284
2020-04-28,78571
2020-04-29,78337
2020-04-30,77104
2020-05-01,76283
2020-05-02,76599
2020-05-03,76089
2020-05-04,75176
2020-05-05,75543
2020-05-06,76363
2020-05-07,76365
2020-05-08,75750
2020-05-09,76152
2020-05-10,75556
2020-05-11,74579
2020-05-12,72657
2020-05-13,72235
