date_obj,Ensouled%20chaos%20druid%20head price
2020-02-09,1115
2020-02-10,1083
2020-02-11,1080
2020-02-12,1098
2020-02-13,1043
2020-02-14,1019
2020-02-15,1021
2020-02-16,1005
2020-02-17,999
2020-02-18,1012
2020-02-19,1016
2020-02-20,1062
2020-02-21,1016
2020-02-22,1018
2020-02-23,984
2020-02-24,997
2020-02-25,999
2020-02-26,1016
2020-02-27,1052
2020-02-28,1059
2020-02-29,1056
2020-03-01,1018
2020-03-02,1035
2020-03-03,1032
2020-03-04,1073
2020-03-05,1056
2020-03-06,1106
2020-03-07,1079
2020-03-08,1110
2020-03-09,1166
2020-03-10,1213
2020-03-11,1225
2020-03-12,1178
2020-03-13,1120
2020-03-14,1077
2020-03-15,1061
2020-03-16,1089
2020-03-17,1095
2020-03-18,1085
2020-03-19,1128
2020-03-20,1162
2020-03-21,1157
2020-03-22,1171
2020-03-23,1162
2020-03-24,1188
2020-03-25,1205
2020-03-26,1180
2020-03-27,1179
2020-03-28,1185
2020-03-29,1137
2020-03-30,1125
2020-03-31,1153
2020-04-01,1135
2020-04-02,1113
2020-04-03,1139
2020-04-04,1114
2020-04-05,1127
2020-04-06,1122
2020-04-07,1140
2020-04-08,1128
2020-04-09,1118
2020-04-10,1155
2020-04-11,1196
2020-04-12,1251
2020-04-13,1314
2020-04-14,1320
2020-04-15,1362
2020-04-16,1406
2020-04-17,1352
2020-04-18,1284
2020-04-19,1231
2020-04-20,1287
2020-04-21,1338
2020-04-22,1360
2020-04-23,1348
2020-04-24,1341
2020-04-25,1320
2020-04-26,1308
2020-04-27,1365
2020-04-28,1390
2020-04-29,1333
2020-04-30,1306
2020-05-01,1286
2020-05-02,1285
2020-05-03,1342
2020-05-04,1391
2020-05-05,1404
2020-05-06,1393
2020-05-07,1343
2020-05-08,1297
2020-05-09,1323
2020-05-10,1348
2020-05-11,1355
2020-05-12,1394
2020-05-13,1441
