date_obj,Uncut%20sapphire price
2019-06-23,633
2019-06-24,628
2019-06-25,624
2019-06-26,620
2019-06-27,631
2019-06-28,634
2019-06-29,640
2019-06-30,640
2019-07-01,645
2019-07-02,646
2019-07-03,643
2019-07-04,643
2019-07-05,642
2019-07-06,636
2019-07-07,630
2019-07-08,629
2019-07-09,626
2019-07-10,623
2019-07-11,626
2019-07-12,628
2019-07-13,628
2019-07-14,617
2019-07-15,620
2019-07-16,621
2019-07-17,617
2019-07-18,613
2019-07-19,609
2019-07-20,606
2019-07-21,599
2019-07-22,587
2019-07-23,578
2019-07-24,575
2019-07-25,570
2019-07-26,567
2019-07-27,558
2019-07-28,538
2019-07-29,528
2019-07-30,519
2019-07-31,518
2019-08-01,520
2019-08-02,521
2019-08-03,532
2019-08-04,538
2019-08-05,540
2019-08-06,548
2019-08-07,559
2019-08-08,560
2019-08-09,564
2019-08-10,566
2019-08-11,571
2019-08-12,561
2019-08-13,550
2019-08-14,543
2019-08-15,533
2019-08-16,534
2019-08-17,545
2019-08-18,556
2019-08-19,557
2019-08-20,553
2019-08-21,551
2019-08-22,542
2019-08-23,536
2019-08-24,534
2019-08-24,534
2019-08-25,545
2019-08-25,545
2019-08-26,547
2019-08-26,547
2019-08-27,556
2019-08-27,556
2019-08-28,554
2019-08-29,553
2019-08-30,552
2019-08-31,548
2019-09-01,546
2019-09-02,544
2019-09-03,557
2019-09-04,559
2019-09-05,558
2019-09-06,566
2019-09-07,565
2019-09-08,560
2019-09-09,556
2019-09-10,549
2019-09-11,543
2019-09-12,537
2019-09-13,534
2019-09-14,530
2019-09-15,527
2019-09-16,529
2019-09-17,532
2019-09-18,531
2019-09-19,535
2019-09-20,539
2019-09-21,539
2019-09-22,540
2019-09-23,536
2019-09-24,536
2019-09-25,536
2019-09-26,534
2019-09-27,531
2019-09-28,527
2019-09-29,526
2019-09-30,532
2019-10-01,533
2019-10-02,534
2019-10-03,540
2019-10-04,536
2019-10-05,532
2019-10-06,532
2019-10-07,532
2019-10-08,532
2019-10-09,535
2019-10-10,538
2019-10-11,531
2019-10-12,530
2019-10-13,522
2019-10-14,518
2019-10-15,517
2019-10-16,515
2019-10-17,512
2019-10-18,508
2019-10-19,511
2019-10-20,505
2019-10-21,500
2019-10-22,498
2019-10-23,503
2019-10-24,498
2019-10-25,496
2019-10-26,497
2019-10-27,483
2019-10-28,481
2019-10-29,486
2019-10-30,487
2019-10-31,478
2019-11-01,467
2019-11-02,452
2019-11-03,436
2019-11-04,439
2019-11-05,442
2019-11-06,445
2019-11-07,445
2019-11-08,459
2019-11-09,475
2019-11-10,475
2019-11-11,475
2019-11-12,468
2019-11-13,469
2019-11-14,470
2019-11-15,476
2019-11-16,488
2019-11-17,504
2019-11-18,498
2019-11-19,487
2019-11-20,486
2019-11-21,488
2019-11-22,487
2019-11-23,483
2019-11-24,483
2019-11-25,481
2019-11-26,478
2019-11-27,477
2019-11-28,474
2019-11-29,475
2019-11-30,480
2019-12-01,478
2019-12-02,472
2019-12-03,466
2019-12-04,462
2019-12-05,459
2019-12-06,467
2019-12-07,479
2019-12-08,470
2019-12-09,465
2019-12-10,455
2019-12-11,448
2019-12-12,445
2019-12-13,447
2019-12-14,451
2019-12-15,458
2019-12-16,461
2019-12-17,469
2019-12-18,471
2019-12-19,472
2019-12-20,482
2019-12-21,480
2019-12-22,468
2019-12-23,456
2019-12-24,450
2019-12-25,461
2019-12-26,480
2019-12-27,475
2019-12-28,460
2019-12-29,453
2019-12-30,449
2019-12-31,442
2020-01-01,447
2020-01-02,461
2020-01-03,475
2020-01-04,478
2020-01-05,486
2020-01-06,484
2020-01-07,487
2020-01-08,486
2020-01-09,482
2020-01-10,483
2020-01-11,481
2020-01-12,474
2020-01-13,476
2020-01-14,473
2020-01-15,478
2020-01-16,472
2020-01-17,466
2020-01-18,464
2020-01-19,468
2020-01-20,467
2020-01-21,468
2020-01-22,478
2020-01-23,480
2020-01-24,474
2020-01-25,469
2020-01-26,460
2020-01-27,457
2020-01-28,459
2020-01-29,464
2020-01-30,461
2020-01-31,457
2020-02-01,453
2020-02-02,443
2020-02-03,440
2020-02-04,444
2020-02-05,446
2020-02-06,445
2020-02-07,440
2020-02-08,441
2020-02-09,435
2020-02-10,435
2020-02-11,432
2020-02-12,432
2020-02-13,436
2020-02-14,431
2020-02-15,438
2020-02-16,448
2020-02-17,454
2020-02-18,447
2020-02-19,444
2020-02-20,438
2020-02-21,438
2020-02-22,436
2020-02-23,430
2020-02-24,430
2020-02-25,433
2020-02-26,437
2020-02-27,443
2020-02-28,443
2020-02-29,441
2020-03-01,429
2020-03-02,421
2020-03-03,425
2020-03-04,426
2020-03-05,427
2020-03-06,429
2020-03-07,428
2020-03-08,422
2020-03-09,423
2020-03-10,425
2020-03-11,425
2020-03-12,429
2020-03-13,426
2020-03-14,428
2020-03-15,431
2020-03-16,440
2020-03-17,446
2020-03-18,449
2020-03-19,449
2020-03-20,461
2020-03-21,464
2020-03-22,471
2020-03-23,476
2020-03-24,488
2020-03-25,481
2020-03-26,482
2020-03-27,471
2020-03-28,473
2020-03-29,469
2020-03-30,480
2020-03-31,486
2020-04-01,482
2020-04-02,481
2020-04-03,479
2020-04-04,466
2020-04-05,445
2020-04-06,452
2020-04-07,468
2020-04-08,478
2020-04-09,496
2020-04-10,501
2020-04-11,490
2020-04-12,482
2020-04-13,488
2020-04-14,501
2020-04-15,502
2020-04-16,497
2020-04-17,491
2020-04-18,488
2020-04-19,491
2020-04-20,495
2020-04-21,507
2020-04-22,507
2020-04-23,503
2020-04-24,489
2020-04-25,491
2020-04-26,498
2020-04-27,503
2020-04-28,516
2020-04-29,508
2020-04-30,500
2020-05-01,497
2020-05-02,489
2020-05-03,493
2020-05-04,497
2020-05-05,491
2020-05-06,488
2020-05-07,483
2020-05-08,478
2020-05-09,472
2020-05-10,473
2020-05-11,488
2020-05-12,486
2020-05-13,486
