date_obj,Strength%20amulet%20(t) price
2019-04-07,18903
2019-04-08,18878
2019-04-09,18741
2019-04-10,18977
2019-04-11,18692
2019-04-12,18394
2019-04-13,17911
2019-04-14,17521
2019-04-15,16801
2019-04-16,16230
2019-04-17,16004
2019-04-18,15695
2019-04-19,15455
2019-04-20,15294
2019-04-21,15016
2019-04-22,14868
2019-04-23,14553
2019-04-24,14431
2019-04-25,14503
2019-04-26,14241
2019-04-27,14161
2019-04-28,13783
2019-04-29,13531
2019-04-30,13545
2019-05-01,13417
2019-05-02,13458
2019-05-03,13573
2019-05-04,13509
2019-05-05,13491
2019-05-06,13267
2019-05-07,13072
2019-05-08,13115
2019-05-09,13077
2019-05-10,13094
2019-05-11,13148
2019-05-12,13133
2019-05-13,13361
2019-05-14,13558
2019-05-15,13731
2019-05-16,13813
2019-05-17,13914
2019-05-18,13948
2019-05-19,14100
2019-05-20,14316
2019-05-21,14484
2019-05-22,14584
2019-05-23,14915
2019-05-24,15092
2019-05-25,15105
2019-05-26,15304
2019-05-27,15151
2019-05-28,15061
2019-05-29,15041
2019-05-30,15221
2019-05-31,15314
2019-06-01,15343
2019-06-02,15165
2019-06-03,15134
2019-06-04,15187
2019-06-05,15111
2019-06-06,15181
2019-06-07,15348
2019-06-08,15319
2019-06-09,15205
2019-06-10,14724
2019-06-11,14666
2019-06-12,14805
2019-06-13,14818
2019-06-14,14932
2019-06-15,14842
2019-06-16,14960
2019-06-17,14945
2019-06-18,15335
2019-06-19,15540
2019-06-20,15911
2019-06-21,16179
2019-06-22,16213
2019-06-23,16209
2019-06-24,16356
2019-06-25,16478
2019-06-26,16551
2019-06-27,16740
2019-06-28,16768
2019-06-29,17065
2019-06-30,17135
2019-07-01,17209
2019-07-02,17473
2019-07-03,17670
2019-07-04,17758
2019-07-05,17960
2019-07-06,18016
2019-07-07,18163
2019-07-08,18092
2019-07-09,17649
2019-07-10,17700
2019-07-11,17655
2019-07-12,17613
2019-07-13,17358
2019-07-14,17341
2019-07-15,17467
2019-07-16,17476
2019-07-17,17499
2019-07-18,17593
2019-07-19,17567
2019-07-20,17583
2019-07-21,17689
2019-07-22,17525
2019-07-23,17591
2019-07-24,17596
2019-07-25,17724
2019-07-26,17748
2019-07-27,17750
2019-07-28,17440
2019-07-29,17158
2019-07-30,17166
2019-07-31,16313
2019-08-01,16019
2019-08-02,15724
2019-08-03,15890
2019-08-04,15915
2019-08-05,15962
2019-08-06,16008
2019-08-07,16129
2019-08-08,16321
2019-08-09,16431
2019-08-10,16398
2019-08-11,16184
2019-08-12,16236
2019-08-13,16158
2019-08-14,16251
2019-08-15,16336
2019-08-16,16333
2019-08-17,16283
2019-08-18,16278
2019-08-19,16052
2019-08-20,15904
2019-08-21,15948
2019-08-22,16141
2019-08-23,16416
2019-08-24,16642
2019-08-24,16642
2019-08-25,16772
2019-08-25,16772
2019-08-26,16933
2019-08-26,16933
2019-08-27,17016
2019-08-27,17016
2019-08-28,17161
2019-08-29,17421
2019-08-30,17410
2019-08-31,17451
2019-09-01,17229
2019-09-02,17024
2019-09-03,17067
2019-09-04,16936
2019-09-05,17064
2019-09-06,17372
2019-09-07,17403
2019-09-08,17360
2019-09-09,17285
2019-09-10,17218
2019-09-11,17305
2019-09-12,17165
2019-09-13,17115
2019-09-14,17069
2019-09-15,16898
2019-09-16,16993
2019-09-17,17067
2019-09-18,17030
2019-09-19,17283
2019-09-20,17362
2019-09-21,17364
2019-09-22,17396
2019-09-23,17271
2019-09-24,17301
2019-09-25,17441
2019-09-26,17474
2019-09-27,17447
2019-09-28,17495
2019-09-29,17628
2019-09-30,17776
2019-10-01,18015
2019-10-02,18147
2019-10-03,18411
2019-10-04,18786
2019-10-05,19277
2019-10-06,19762
2019-10-07,20230
2019-10-08,20346
2019-10-09,20390
2019-10-10,20439
2019-10-11,20751
2019-10-12,20893
2019-10-13,21173
2019-10-14,21329
2019-10-15,21457
2019-10-16,21574
2019-10-17,21433
2019-10-18,21168
2019-10-19,20971
2019-10-20,21002
2019-10-21,20970
2019-10-22,20967
2019-10-23,20576
2019-10-24,20294
2019-10-25,20108
2019-10-26,19826
2019-10-27,19408
2019-10-28,19179
2019-10-29,19185
2019-10-30,18713
2019-10-31,18805
2019-11-01,18517
2019-11-02,18120
2019-11-03,17952
2019-11-04,17628
2019-11-05,17267
2019-11-06,17249
2019-11-07,17220
2019-11-08,17174
2019-11-09,16933
2019-11-10,16894
2019-11-11,17068
2019-11-12,17270
2019-11-13,17397
2019-11-14,17326
2019-11-15,17188
2019-11-16,16937
2019-11-17,17155
2019-11-18,17378
2019-11-19,17469
2019-11-20,17639
2019-11-21,17830
2019-11-22,17705
2019-11-23,17595
2019-11-24,17637
2019-11-25,17552
2019-11-26,17573
2019-11-27,17688
2019-11-28,17725
2019-11-29,17233
2019-11-30,17203
2019-12-01,17309
2019-12-02,17316
2019-12-03,17489
2019-12-04,17510
2019-12-05,17545
2019-12-06,17749
2019-12-07,17792
2019-12-08,17616
2019-12-09,17476
2019-12-10,17246
2019-12-11,17543
2019-12-12,17354
2019-12-13,17433
2019-12-14,17536
2019-12-15,17551
2019-12-16,17583
2019-12-17,17639
2019-12-18,17428
2019-12-19,17494
2019-12-20,17647
2019-12-21,17886
2019-12-22,17957
2019-12-23,18004
2019-12-24,18284
2019-12-25,18278
2019-12-26,18565
2019-12-27,18815
2019-12-28,19277
2019-12-29,19908
2019-12-30,20420
2019-12-31,21127
2020-01-01,21583
2020-01-02,22333
2020-01-03,22395
2020-01-04,22716
2020-01-05,22980
2020-01-06,22636
2020-01-07,22813
2020-01-08,23015
2020-01-09,23233
2020-01-10,23354
2020-01-11,23293
2020-01-12,23099
2020-01-13,22562
2020-01-14,22166
2020-01-15,21835
2020-01-16,21024
2020-01-17,20600
2020-01-18,20335
2020-01-19,19579
2020-01-20,18974
2020-01-21,18667
2020-01-22,18237
2020-01-23,17905
2020-01-24,17873
2020-01-25,17600
2020-01-26,17585
2020-01-27,17417
2020-01-28,17262
2020-01-29,17288
2020-01-30,17224
2020-01-31,16970
2020-02-01,16877
2020-02-02,16906
2020-02-03,16647
2020-02-04,16701
2020-02-05,16289
2020-02-06,16122
2020-02-07,15778
2020-02-08,15799
2020-02-09,15830
2020-02-10,15876
2020-02-11,16127
2020-02-12,16500
2020-02-13,16711
2020-02-14,16959
2020-02-15,17077
2020-02-16,17234
2020-02-17,17249
2020-02-18,17353
2020-02-19,17535
2020-02-20,17543
2020-02-21,17396
2020-02-22,17333
2020-02-23,17340
2020-02-24,17348
2020-02-25,17209
2020-02-26,16891
2020-02-27,16611
2020-02-28,16659
2020-02-29,16580
2020-03-01,16805
2020-03-02,17138
2020-03-03,17354
2020-03-04,17300
2020-03-05,17271
2020-03-06,17331
2020-03-07,17322
2020-03-08,16991
2020-03-09,17000
2020-03-10,16902
2020-03-11,16980
2020-03-12,16987
2020-03-13,16687
2020-03-14,15852
2020-03-15,15061
2020-03-16,14592
2020-03-17,14214
2020-03-18,13702
2020-03-19,13527
2020-03-20,13589
2020-03-21,13746
2020-03-22,13846
2020-03-23,13671
2020-03-24,13882
2020-03-25,14164
2020-03-26,14097
2020-03-27,14315
2020-03-28,14311
2020-03-29,14365
2020-03-30,14328
2020-03-31,14450
2020-04-01,14422
2020-04-02,14531
2020-04-03,14664
2020-04-04,14592
2020-04-05,14652
2020-04-06,14790
2020-04-07,14639
2020-04-08,14643
2020-04-09,14485
2020-04-10,14123
2020-04-11,14085
2020-04-12,14224
2020-04-13,14141
2020-04-14,14118
2020-04-15,14074
2020-04-16,14042
2020-04-17,14079
2020-04-18,14170
2020-04-19,14000
2020-04-20,14050
2020-04-21,13931
2020-04-22,13930
2020-04-23,14000
2020-04-24,14079
2020-04-25,14303
2020-04-26,14362
2020-04-27,14495
2020-04-28,14446
2020-04-29,14215
2020-04-30,13932
2020-05-01,13866
2020-05-02,13990
2020-05-03,14038
2020-05-04,13555
2020-05-05,13705
2020-05-06,13708
2020-05-07,13769
2020-05-08,13917
2020-05-09,13816
2020-05-10,13839
2020-05-11,13725
2020-05-12,13743
2020-05-13,13846
