date_obj,Ring%20of%20forging price
2019-04-09,1058
2019-04-10,1052
2019-04-11,1060
2019-04-12,1026
2019-04-13,1010
2019-04-14,1016
2019-04-15,1010
2019-04-16,1016
2019-04-17,1007
2019-04-18,1008
2019-04-19,1052
2019-04-20,1029
2019-04-21,1057
2019-04-22,1070
2019-04-23,1089
2019-04-24,1042
2019-04-25,1021
2019-04-26,1012
2019-04-27,1014
2019-04-28,1033
2019-04-29,1031
2019-04-30,1033
2019-05-01,1042
2019-05-02,1062
2019-05-03,1059
2019-05-04,1022
2019-05-05,1026
2019-05-06,1015
2019-05-07,1019
2019-05-08,1038
2019-05-09,1036
2019-05-10,1029
2019-05-11,1044
2019-05-12,1066
2019-05-13,1048
2019-05-14,1076
2019-05-15,1046
2019-05-16,1047
2019-05-17,1032
2019-05-18,1049
2019-05-19,1058
2019-05-20,1083
2019-05-21,1062
2019-05-22,1067
2019-05-23,1067
2019-05-24,1047
2019-05-25,1062
2019-05-26,1041
2019-05-27,1048
2019-05-28,1048
2019-05-29,1045
2019-05-30,1035
2019-05-31,1018
2019-06-01,1032
2019-06-02,1027
2019-06-03,1031
2019-06-04,1023
2019-06-05,1037
2019-06-06,1048
2019-06-07,1035
2019-06-08,1029
2019-06-09,1032
2019-06-10,1050
2019-06-11,1059
2019-06-12,1079
2019-06-13,1091
2019-06-14,1069
2019-06-15,1054
2019-06-16,1029
2019-06-17,1028
2019-06-18,1023
2019-06-19,1050
2019-06-20,1047
2019-06-21,1055
2019-06-22,1070
2019-06-23,1064
2019-06-24,1055
2019-06-25,1072
2019-06-26,1081
2019-06-27,1066
2019-06-28,1060
2019-06-29,1063
2019-06-30,1066
2019-07-01,1051
2019-07-02,1060
2019-07-03,1046
2019-07-04,1024
2019-07-05,1038
2019-07-06,1055
2019-07-07,1069
2019-07-08,1070
2019-07-09,1059
2019-07-10,1065
2019-07-11,1063
2019-07-12,1072
2019-07-13,1101
2019-07-14,1113
2019-07-15,1108
2019-07-16,1095
2019-07-17,1100
2019-07-18,1092
2019-07-19,1089
2019-07-20,1127
2019-07-21,1090
2019-07-22,1078
2019-07-23,1072
2019-07-24,1071
2019-07-25,1045
2019-07-26,1049
2019-07-27,1053
2019-07-28,1037
2019-07-29,1029
2019-07-30,1040
2019-07-31,1042
2019-08-01,1019
2019-08-02,1011
2019-08-03,1022
2019-08-04,1015
2019-08-05,1005
2019-08-06,1002
2019-08-07,1021
2019-08-08,1033
2019-08-09,1018
2019-08-10,1026
2019-08-11,1031
2019-08-12,1015
2019-08-13,1029
2019-08-14,1023
2019-08-15,1029
2019-08-16,1027
2019-08-17,1024
2019-08-18,1026
2019-08-19,1033
2019-08-20,1039
2019-08-21,1029
2019-08-22,1032
2019-08-23,1028
2019-08-24,1055
2019-08-24,1055
2019-08-25,1046
2019-08-25,1046
2019-08-26,1043
2019-08-26,1043
2019-08-27,1042
2019-08-27,1042
2019-08-28,1016
2019-08-29,1023
2019-08-30,1030
2019-08-31,1063
2019-09-01,1053
2019-09-02,1062
2019-09-03,1043
2019-09-04,1020
2019-09-05,1042
2019-09-06,1029
2019-09-07,1048
2019-09-08,1049
2019-09-09,1068
2019-09-10,1068
2019-09-11,1083
2019-09-12,1086
2019-09-13,1074
2019-09-14,1105
2019-09-15,1121
2019-09-16,1079
2019-09-17,1043
2019-09-18,1050
2019-09-19,1040
2019-09-20,1025
2019-09-21,1029
2019-09-22,1039
2019-09-23,1034
2019-09-24,1054
2019-09-25,1055
2019-09-26,1051
2019-09-27,1031
2019-09-28,1032
2019-09-29,1031
2019-09-30,1024
2019-10-01,1047
2019-10-02,1043
2019-10-03,1035
2019-10-04,1025
2019-10-05,1004
2019-10-06,1014
2019-10-07,1009
2019-10-08,1009
2019-10-09,1019
2019-10-10,1028
2019-10-11,1023
2019-10-12,1047
2019-10-13,1016
2019-10-14,1018
2019-10-15,1011
2019-10-16,1022
2019-10-17,1022
2019-10-18,1011
2019-10-19,1023
2019-10-20,1036
2019-10-21,1046
2019-10-22,1065
2019-10-23,1048
2019-10-24,1035
2019-10-25,1067
2019-10-26,1064
2019-10-27,1046
2019-10-28,1041
2019-10-29,1047
2019-10-30,1045
2019-10-31,1029
2019-11-01,1005
2019-11-02,1009
2019-11-03,1008
2019-11-04,1024
2019-11-05,1040
2019-11-06,1071
2019-11-07,1061
2019-11-08,1038
2019-11-09,1019
2019-11-10,1018
2019-11-11,996
2019-11-12,1004
2019-11-13,1014
2019-11-14,1023
2019-11-15,1033
2019-11-16,1018
2019-11-17,1004
2019-11-18,1008
2019-11-19,1021
2019-11-20,1016
2019-11-21,1026
2019-11-22,1027
2019-11-23,1054
2019-11-24,1042
2019-11-25,1044
2019-11-26,1032
2019-11-27,1006
2019-11-28,1019
2019-11-29,1033
2019-11-30,1045
2019-12-01,1035
2019-12-02,1036
2019-12-03,1042
2019-12-04,1060
2019-12-05,1040
2019-12-06,1021
2019-12-07,1031
2019-12-08,1053
2019-12-09,1030
2019-12-10,1044
2019-12-11,1052
2019-12-12,1038
2019-12-13,1049
2019-12-14,1030
2019-12-15,1009
2019-12-16,1012
2019-12-17,1015
2019-12-18,1014
2019-12-19,1033
2019-12-20,1009
2019-12-21,1017
2019-12-22,1015
2019-12-23,1006
2019-12-24,1025
2019-12-25,1011
2019-12-26,1000
2019-12-27,1004
2019-12-28,1015
2019-12-29,1017
2019-12-30,1037
2019-12-31,1019
2020-01-01,1007
2020-01-02,1030
2020-01-03,1007
2020-01-04,1016
2020-01-05,1032
2020-01-06,1014
2020-01-07,1029
2020-01-08,1019
2020-01-09,1012
2020-01-10,1007
2020-01-11,1008
2020-01-12,1010
2020-01-13,1011
2020-01-14,1010
2020-01-15,1023
2020-01-16,1021
2020-01-17,1014
2020-01-18,1021
2020-01-19,1054
2020-01-20,1030
2020-01-21,1048
2020-01-22,1027
2020-01-23,1014
2020-01-24,1005
2020-01-25,1010
2020-01-26,1013
2020-01-27,1002
2020-01-28,1004
2020-01-29,1014
2020-01-30,1022
2020-01-31,1025
2020-02-01,1016
2020-02-02,997
2020-02-03,996
2020-02-04,984
2020-02-05,989
2020-02-06,985
2020-02-07,977
2020-02-08,1016
2020-02-09,1025
2020-02-10,1054
2020-02-11,1054
2020-02-12,1068
2020-02-13,1031
2020-02-14,1017
2020-02-15,995
2020-02-16,990
2020-02-17,978
2020-02-18,1009
2020-02-19,1001
2020-02-20,978
2020-02-21,963
2020-02-22,964
2020-02-23,960
2020-02-24,966
2020-02-25,964
2020-02-26,969
2020-02-27,972
2020-02-28,978
2020-02-29,985
2020-03-01,978
2020-03-02,992
2020-03-03,990
2020-03-04,983
2020-03-05,998
2020-03-06,1010
2020-03-07,1009
2020-03-08,1012
2020-03-09,1023
2020-03-10,1058
2020-03-11,1036
2020-03-12,1040
2020-03-13,1030
2020-03-14,1028
2020-03-15,1020
2020-03-16,1016
2020-03-17,1030
2020-03-18,1039
2020-03-19,1033
2020-03-20,1025
2020-03-21,1010
2020-03-22,1017
2020-03-23,1012
2020-03-24,1014
2020-03-25,1018
2020-03-26,1013
2020-03-27,1014
2020-03-28,1012
2020-03-29,1014
2020-03-30,1005
2020-03-31,992
2020-04-01,987
2020-04-02,960
2020-04-03,959
2020-04-04,979
2020-04-05,990
2020-04-06,997
2020-04-07,993
2020-04-08,986
2020-04-09,995
2020-04-10,1042
2020-04-11,1031
2020-04-12,992
2020-04-13,993
2020-04-14,993
2020-04-15,1005
2020-04-16,1031
2020-04-17,996
2020-04-18,994
2020-04-19,984
2020-04-20,971
2020-04-21,980
2020-04-22,979
2020-04-23,973
2020-04-24,965
2020-04-25,981
2020-04-26,985
2020-04-27,992
2020-04-28,998
2020-04-29,996
2020-04-30,1001
2020-05-01,1009
2020-05-02,993
2020-05-03,985
2020-05-04,995
2020-05-05,1001
2020-05-06,1015
2020-05-07,1029
2020-05-08,1031
2020-05-09,1008
2020-05-10,1002
2020-05-11,992
2020-05-12,1003
2020-05-13,1011
