date_obj,White%20partyhat price
2019-04-07,5202
2019-04-08,5202
2019-04-09,5202
2019-04-10,5282
2019-04-11,5282
2019-04-12,5119
2019-04-13,5119
2019-04-14,4902
2019-04-15,4902
2019-04-16,4713
2019-04-17,4713
2019-04-18,4632
2019-04-19,4632
2019-04-20,4681
2019-04-21,4681
2019-04-22,4681
2019-04-23,4733
2019-04-24,4733
2019-04-25,4733
2019-04-26,4822
2019-04-27,4822
2019-04-28,4822
2019-04-29,4821
2019-04-30,4821
2019-05-01,4821
2019-05-02,4941
2019-05-03,4941
2019-05-04,5008
2019-05-05,5008
2019-05-06,5008
2019-05-07,5136
2019-05-08,5136
2019-05-09,5136
2019-05-10,5095
2019-05-11,5095
2019-05-12,5140
2019-05-13,5140
2019-05-14,5190
2019-05-15,5190
2019-05-16,5190
2019-05-17,5303
2019-05-18,5303
2019-05-19,5495
2019-05-20,5495
2019-05-21,5495
2019-05-22,5701
2019-05-23,5701
2019-05-24,5859
2019-05-25,5859
2019-05-26,5859
2019-05-27,5982
2019-05-28,5982
2019-05-29,6122
2019-05-30,6122
2019-05-31,6122
2019-06-01,6350
2019-06-02,6350
2019-06-03,6350
2019-06-04,6630
2019-06-05,6630
2019-06-06,6741
2019-06-07,6741
2019-06-08,6964
2019-06-09,6964
2019-06-10,6964
2019-06-11,7176
2019-06-12,7176
2019-06-13,7176
2019-06-14,7376
2019-06-15,7376
2019-06-16,7376
2019-06-17,7349
2019-06-18,7349
2019-06-19,7349
2019-06-20,7134
2019-06-21,7134
2019-06-22,7134
2019-06-23,6830
2019-06-24,6830
2019-06-25,6830
2019-06-26,6531
2019-06-27,6531
2019-06-28,6531
2019-06-29,6587
2019-06-30,6587
2019-07-01,6587
2019-07-02,6720
2019-07-03,6720
2019-07-04,6720
2019-07-05,6635
2019-07-06,6635
2019-07-07,6635
2019-07-08,6526
2019-07-09,6526
2019-07-10,6526
2019-07-11,6340
2019-07-12,6340
2019-07-13,6340
2019-07-14,6229
2019-07-15,6229
2019-07-16,6229
2019-07-17,6261
2019-07-18,6261
2019-07-19,6261
2019-07-20,6166
2019-07-21,6166
2019-07-22,6166
2019-07-23,6027
2019-07-24,6027
2019-07-25,6027
2019-07-26,5916
2019-07-27,5916
2019-07-28,5787
2019-07-29,5787
2019-07-30,5787
2019-07-31,5925
2019-08-01,5925
2019-08-02,5925
2019-08-03,6109
2019-08-04,6109
2019-08-05,6109
2019-08-06,6164
2019-08-07,6164
2019-08-08,6164
2019-08-09,5989
2019-08-10,5989
2019-08-11,5834
2019-08-12,5834
2019-08-13,5834
2019-08-14,5863
2019-08-15,5863
2019-08-16,5911
2019-08-17,5911
2019-08-18,5911
2019-08-19,5910
2019-08-20,5910
2019-08-21,5910
2019-08-22,5942
2019-08-23,5942
2019-08-24,5942
2019-08-24,5942
2019-08-25,6055
2019-08-25,6055
2019-08-26,6055
2019-08-26,6055
2019-08-27,6055
2019-08-27,6055
2019-08-28,6139
2019-08-29,6139
2019-08-30,6139
2019-08-31,6123
2019-09-01,6123
2019-09-02,6123
2019-09-03,6292
2019-09-04,6292
2019-09-05,6292
2019-09-06,6292
2019-09-07,6466
2019-09-08,6466
2019-09-09,6466
2019-09-10,6478
2019-09-11,6478
2019-09-12,6478
2019-09-13,6455
2019-09-14,6455
2019-09-15,6455
2019-09-16,6148
2019-09-17,6148
2019-09-18,6148
2019-09-19,6084
2019-09-20,6084
2019-09-21,6084
2019-09-22,5978
2019-09-23,5978
2019-09-24,5978
2019-09-25,6024
2019-09-26,6024
2019-09-27,6024
2019-09-28,5918
2019-09-29,5918
2019-09-30,5918
2019-10-01,5778
2019-10-02,5778
2019-10-03,5778
2019-10-04,5778
2019-10-05,5603
2019-10-06,5603
2019-10-07,5603
2019-10-08,5410
2019-10-09,5410
2019-10-10,5410
2019-10-11,5410
2019-10-12,5337
2019-10-13,5337
2019-10-14,5237
2019-10-15,5237
2019-10-16,5237
2019-10-17,5237
2019-10-18,5200
2019-10-19,5200
2019-10-20,5200
2019-10-21,5109
2019-10-22,5109
2019-10-23,5109
2019-10-24,5122
2019-10-25,5122
2019-10-26,5122
2019-10-27,5190
2019-10-28,5190
2019-10-29,5190
2019-10-30,5317
2019-10-31,5317
2019-11-01,5317
2019-11-02,5478
2019-11-03,5478
2019-11-04,5478
2019-11-05,5478
2019-11-06,5594
2019-11-07,5594
2019-11-08,5594
2019-11-09,5566
2019-11-10,5566
2019-11-11,5566
2019-11-12,5379
2019-11-13,5379
2019-11-14,5379
2019-11-15,5379
2019-11-16,5206
2019-11-17,5206
2019-11-18,5206
2019-11-19,5038
2019-11-20,5038
2019-11-21,5038
2019-11-22,4815
2019-11-23,4815
2019-11-24,4815
2019-11-25,4579
2019-11-26,4579
2019-11-27,4579
2019-11-28,4404
2019-11-29,4404
2019-11-30,4404
2019-12-01,4346
2019-12-02,4346
2019-12-03,4346
2019-12-04,4342
2019-12-05,4342
2019-12-06,4342
2019-12-07,4342
2019-12-08,4257
2019-12-09,4257
2019-12-10,4088
2019-12-11,3883
2019-12-12,3688
2019-12-13,3504
2019-12-14,3329
2019-12-15,3171
2019-12-16,3034
2019-12-17,2942
2019-12-18,2828
2019-12-19,2807
2019-12-20,2821
2019-12-21,2842
2019-12-22,2830
2019-12-23,2749
2019-12-24,2754
2019-12-25,2718
2019-12-26,2582
2019-12-27,2452
2019-12-28,2339
2019-12-29,2326
2019-12-30,2356
2019-12-31,2432
2020-01-01,2435
2020-01-02,2440
2020-01-03,2436
2020-01-04,2449
2020-01-05,2465
2020-01-06,2473
2020-01-07,2470
2020-01-08,2470
2020-01-09,2376
2020-01-10,2261
2020-01-11,2151
2020-01-12,2049
2020-01-13,2049
2020-01-14,2033
2020-01-15,2100
2020-01-16,2118
2020-01-17,2103
2020-01-18,2103
2020-01-19,2124
2020-01-20,2124
2020-01-21,2166
2020-01-22,2166
2020-01-23,2213
2020-01-24,2213
2020-01-25,2305
2020-01-26,2234
2020-01-27,2234
2020-01-28,2189
2020-01-29,2189
2020-01-30,2263
2020-01-31,2263
2020-02-01,2283
2020-02-02,2283
2020-02-03,2178
2020-02-04,2178
2020-02-05,2184
2020-02-06,2184
2020-02-07,2131
2020-02-08,2131
2020-02-09,2229
2020-02-10,2229
2020-02-11,2307
2020-02-12,2307
2020-02-13,2307
2020-02-14,2393
2020-02-15,2393
2020-02-16,2393
2020-02-17,2377
2020-02-18,2377
2020-02-19,2443
2020-02-20,2407
2020-02-21,2407
2020-02-22,2333
2020-02-23,2333
2020-02-24,2363
2020-02-25,2363
2020-02-26,2409
2020-02-27,2409
2020-02-28,2461
2020-02-29,2461
2020-03-01,2461
2020-03-02,2502
2020-03-03,2502
2020-03-04,2502
2020-03-05,2451
2020-03-06,2451
2020-03-07,2451
2020-03-08,2442
2020-03-09,2442
2020-03-10,2419
2020-03-11,2419
2020-03-12,2419
2020-03-13,2421
2020-03-14,2421
2020-03-15,2320
2020-03-16,2320
2020-03-17,2328
2020-03-18,2328
2020-03-19,2324
2020-03-20,2324
2020-03-21,2310
2020-03-22,2310
2020-03-23,2276
2020-03-24,2276
2020-03-25,2277
2020-03-26,2277
2020-03-27,2328
2020-03-28,2328
2020-03-29,2295
2020-03-30,2295
2020-03-31,2187
2020-04-01,2187
2020-04-02,2098
2020-04-03,2098
2020-04-04,2105
2020-04-05,2105
2020-04-06,2126
2020-04-07,2126
2020-04-08,2101
2020-04-09,2101
2020-04-10,2101
2020-04-11,2090
2020-04-12,2090
2020-04-13,1993
2020-04-14,1993
2020-04-15,1893
2020-04-16,1893
2020-04-17,1847
2020-04-18,1847
2020-04-19,1794
2020-04-20,1794
2020-04-21,1826
2020-04-22,1826
2020-04-23,1879
2020-04-24,1879
2020-04-25,1879
2020-04-26,1913
2020-04-27,1913
2020-04-28,1965
2020-04-29,1965
2020-04-30,1928
2020-05-01,1928
2020-05-02,1928
2020-05-03,1913
2020-05-04,1913
2020-05-05,1913
2020-05-06,1951
2020-05-07,1951
2020-05-08,1951
2020-05-09,1994
2020-05-10,1994
2020-05-11,1994
2020-05-12,1927
2020-05-13,1927
