date_obj,Red%20dye price
2019-09-03,302
2019-09-04,315
2019-09-05,322
2019-09-06,313
2019-09-07,319
2019-09-08,326
2019-09-09,320
2019-09-10,325
2019-09-11,324
2019-09-12,322
2019-09-13,324
2019-09-14,330
2019-09-15,337
2019-09-16,340
2019-09-17,351
2019-09-18,350
2019-09-19,346
2019-09-20,354
2019-09-21,354
2019-09-22,357
2019-09-23,362
2019-09-24,375
2019-09-25,390
2019-09-26,401
2019-09-27,406
2019-09-28,406
2019-09-29,396
2019-09-30,390
2019-10-01,382
2019-10-02,362
2019-10-03,346
2019-10-04,340
2019-10-05,326
2019-10-06,319
2019-10-07,325
2019-10-08,334
2019-10-09,335
2019-10-10,349
2019-10-11,364
2019-10-12,378
2019-10-13,391
2019-10-14,379
2019-10-15,360
2019-10-16,349
2019-10-17,345
2019-10-18,343
2019-10-19,351
2019-10-20,351
2019-10-21,351
2019-10-22,343
2019-10-23,347
2019-10-24,351
2019-10-25,343
2019-10-26,349
2019-10-27,348
2019-10-28,348
2019-10-29,351
2019-10-30,354
2019-10-31,352
2019-11-01,365
2019-11-02,371
2019-11-03,366
2019-11-04,366
2019-11-05,373
2019-11-06,384
2019-11-07,385
2019-11-08,393
2019-11-09,389
2019-11-10,394
2019-11-11,401
2019-11-12,411
2019-11-13,413
2019-11-14,412
2019-11-15,402
2019-11-16,396
2019-11-17,398
2019-11-18,384
2019-11-19,383
2019-11-20,379
2019-11-21,376
2019-11-22,368
2019-11-23,368
2019-11-24,360
2019-11-25,348
2019-11-26,332
2019-11-27,331
2019-11-28,315
2019-11-29,314
2019-11-30,305
2019-12-01,309
2019-12-02,315
2019-12-03,327
2019-12-04,341
2019-12-05,353
2019-12-06,352
2019-12-07,361
2019-12-08,366
2019-12-09,356
2019-12-10,358
2019-12-11,354
2019-12-12,339
2019-12-13,346
2019-12-14,357
2019-12-15,358
2019-12-16,361
2019-12-17,373
2019-12-18,356
2019-12-19,338
2019-12-20,321
2019-12-21,304
2019-12-22,294
2019-12-23,296
2019-12-24,295
2019-12-25,295
2019-12-26,294
2019-12-27,297
2019-12-28,285
2019-12-29,271
2019-12-30,267
2019-12-31,275
2020-01-01,285
2020-01-02,294
2020-01-03,307
2020-01-04,309
2020-01-05,300
2020-01-06,313
2020-01-07,326
2020-01-08,342
2020-01-09,358
2020-01-10,366
2020-01-11,366
2020-01-12,361
2020-01-13,346
2020-01-14,346
2020-01-15,344
2020-01-16,333
2020-01-17,339
2020-01-18,341
2020-01-19,351
2020-01-20,363
2020-01-21,370
2020-01-22,389
2020-01-23,395
2020-01-24,382
2020-01-25,395
2020-01-26,411
2020-01-27,421
2020-01-28,411
2020-01-29,406
2020-01-30,395
2020-01-31,388
2020-02-01,392
2020-02-02,403
2020-02-03,403
2020-02-04,401
2020-02-05,409
2020-02-06,418
2020-02-07,409
2020-02-08,419
2020-02-09,413
2020-02-10,404
2020-02-11,389
2020-02-12,377
2020-02-13,358
2020-02-14,340
2020-02-15,333
2020-02-16,330
2020-02-17,323
2020-02-18,318
2020-02-19,319
2020-02-20,316
2020-02-21,317
2020-02-22,306
2020-02-23,296
2020-02-24,293
2020-02-25,285
2020-02-26,282
2020-02-27,282
2020-02-28,283
2020-02-29,285
2020-03-01,283
2020-03-02,297
2020-03-03,310
2020-03-04,319
2020-03-05,323
2020-03-06,319
2020-03-07,308
2020-03-08,302
2020-03-09,300
2020-03-10,287
2020-03-11,293
2020-03-12,305
2020-03-13,320
2020-03-14,320
2020-03-15,324
2020-03-16,328
2020-03-17,317
2020-03-18,309
2020-03-19,309
2020-03-20,309
2020-03-21,304
2020-03-22,301
2020-03-23,285
2020-03-24,288
2020-03-25,287
2020-03-26,284
2020-03-27,295
2020-03-28,302
2020-03-29,312
2020-03-30,314
2020-03-31,324
2020-04-01,336
2020-04-02,346
2020-04-03,364
2020-04-04,378
2020-04-05,390
2020-04-06,381
2020-04-07,384
2020-04-08,402
2020-04-09,417
2020-04-10,433
2020-04-11,447
2020-04-12,463
2020-04-13,460
2020-04-14,444
2020-04-15,452
2020-04-16,472
2020-04-17,489
2020-04-18,505
2020-04-19,516
2020-04-20,539
2020-04-21,551
2020-04-22,536
2020-04-23,509
2020-04-24,483
2020-04-25,463
2020-04-26,440
2020-04-27,418
2020-04-28,397
2020-04-29,387
2020-04-30,390
2020-05-01,376
2020-05-02,381
2020-05-03,391
2020-05-04,403
2020-05-05,404
2020-05-06,421
2020-05-07,442
2020-05-08,465
2020-05-09,488
2020-05-10,505
2020-05-11,519
2020-05-12,531
2020-05-13,551
