date_obj,Karil's%20leatherskirt price
2019-04-04,164680
2019-04-05,166328
2019-04-06,174364
2019-04-07,177135
2019-04-08,182367
2019-04-09,182576
2019-04-10,191571
2019-04-11,199365
2019-04-12,198102
2019-04-13,199729
2019-04-14,204749
2019-04-15,199528
2019-04-16,197954
2019-04-17,202524
2019-04-18,196564
2019-04-19,194997
2019-04-20,193026
2019-04-21,195389
2019-04-22,191693
2019-04-23,187264
2019-04-24,187031
2019-04-25,181295
2019-04-26,175281
2019-04-27,174100
2019-04-28,173671
2019-04-29,170475
2019-04-30,173963
2019-05-01,172353
2019-05-02,175994
2019-05-03,184415
2019-05-04,193636
2019-05-05,203268
2019-05-06,212913
2019-05-07,222328
2019-05-08,226756
2019-05-09,222148
2019-05-10,222360
2019-05-11,224989
2019-05-12,221032
2019-05-13,231495
2019-05-14,243070
2019-05-15,255224
2019-05-16,267735
2019-05-17,278505
2019-05-18,291918
2019-05-19,299202
2019-05-20,314147
2019-05-21,329855
2019-05-22,346330
2019-05-23,363298
2019-05-24,377205
2019-05-25,374145
2019-05-26,367064
2019-05-27,355875
2019-05-28,338236
2019-05-29,321876
2019-05-30,306022
2019-05-31,295407
2019-06-01,291132
2019-06-02,294304
2019-06-03,296724
2019-06-04,293387
2019-06-05,297396
2019-06-06,307027
2019-06-07,301934
2019-06-08,300140
2019-06-09,308336
2019-06-10,303882
2019-06-11,298982
2019-06-12,288166
2019-06-13,279601
2019-06-14,267052
2019-06-15,258892
2019-06-16,251496
2019-06-17,242742
2019-06-18,235583
2019-06-19,226885
2019-06-20,232367
2019-06-21,226729
2019-06-22,219001
2019-06-23,216091
2019-06-24,217137
2019-06-25,214321
2019-06-26,218184
2019-06-27,227369
2019-06-28,232078
2019-06-29,242500
2019-06-30,254550
2019-07-01,266724
2019-07-02,266818
2019-07-03,261410
2019-07-04,258278
2019-07-05,262340
2019-07-06,272201
2019-07-07,283284
2019-07-08,290589
2019-07-09,304103
2019-07-10,313091
2019-07-11,304346
2019-07-12,299049
2019-07-13,297261
2019-07-14,309062
2019-07-15,306457
2019-07-16,300822
2019-07-17,304650
2019-07-18,311698
2019-07-19,323228
2019-07-20,330254
2019-07-21,323180
2019-07-22,339339
2019-07-23,338269
2019-07-24,325343
2019-07-25,316882
2019-07-26,308128
2019-07-27,312793
2019-07-28,305562
2019-07-29,305644
2019-07-30,317445
2019-07-31,328765
2019-08-01,341495
2019-08-02,355283
2019-08-03,338287
2019-08-04,330958
2019-08-05,330842
2019-08-06,336903
2019-08-07,338792
2019-08-08,323533
2019-08-09,321350
2019-08-10,319049
2019-08-11,313548
2019-08-12,305369
2019-08-13,307491
2019-08-14,312301
2019-08-15,306052
2019-08-16,300426
2019-08-17,293906
2019-08-18,283999
2019-08-19,278645
2019-08-20,274402
2019-08-21,281103
2019-08-22,286227
2019-08-23,287323
2019-08-24,300124
2019-08-24,300124
2019-08-25,301775
2019-08-25,301775
2019-08-26,289836
2019-08-26,289836
2019-08-27,276391
2019-08-27,276391
2019-08-28,265743
2019-08-29,259686
2019-08-30,255099
2019-08-31,246303
2019-09-01,239188
2019-09-02,231099
2019-09-03,234213
2019-09-04,242253
2019-09-05,247051
2019-09-06,249812
2019-09-07,246160
2019-09-08,246171
2019-09-09,241504
2019-09-10,244475
2019-09-11,248472
2019-09-12,245199
2019-09-13,241619
2019-09-14,239800
2019-09-15,242404
2019-09-16,242270
2019-09-17,244862
2019-09-18,241018
2019-09-19,233862
2019-09-20,229094
2019-09-21,224647
2019-09-22,219565
2019-09-23,216273
2019-09-24,216501
2019-09-25,213570
2019-09-26,210755
2019-09-27,208794
2019-09-28,213189
2019-09-29,221473
2019-09-30,228027
2019-10-01,233989
2019-10-02,240410
2019-10-03,233525
2019-10-04,237501
2019-10-05,228775
2019-10-06,229131
2019-10-07,225840
2019-10-08,218659
2019-10-09,214961
2019-10-10,215112
2019-10-11,213150
2019-10-12,208692
2019-10-13,201154
2019-10-14,196184
2019-10-15,192508
2019-10-16,188862
2019-10-17,191340
2019-10-18,191773
2019-10-19,193607
2019-10-20,194207
2019-10-21,193537
2019-10-22,196664
2019-10-23,195339
2019-10-24,190168
2019-10-25,186285
2019-10-26,183975
2019-10-27,180013
2019-10-28,177570
2019-10-29,176387
2019-10-30,170889
2019-10-31,166794
2019-11-01,167700
2019-11-02,164092
2019-11-03,164600
2019-11-04,167167
2019-11-05,165321
2019-11-06,166141
2019-11-07,169884
2019-11-08,173141
2019-11-09,181102
2019-11-10,183862
2019-11-11,189020
2019-11-12,191239
2019-11-13,188529
2019-11-14,184149
2019-11-15,183083
2019-11-16,182882
2019-11-17,188739
2019-11-18,182735
2019-11-19,182423
2019-11-20,181440
2019-11-21,182585
2019-11-22,181515
2019-11-23,176635
2019-11-24,173524
2019-11-25,169055
2019-11-26,171578
2019-11-27,177916
2019-11-28,176123
2019-11-29,172317
2019-11-30,172585
2019-12-01,170485
2019-12-02,170207
2019-12-03,175041
2019-12-04,167557
2019-12-05,166043
2019-12-06,172800
2019-12-07,178228
2019-12-08,172748
2019-12-09,178137
2019-12-10,182098
2019-12-11,179887
2019-12-12,180914
2019-12-13,181888
2019-12-14,180913
2019-12-15,180600
2019-12-16,183364
2019-12-17,183379
2019-12-18,188946
2019-12-19,185561
2019-12-20,183793
2019-12-21,186455
2019-12-22,192404
2019-12-23,197636
2019-12-24,196458
2019-12-25,201890
2019-12-26,205800
2019-12-27,208297
2019-12-28,201172
2019-12-29,193457
2019-12-30,191226
2019-12-31,195636
2020-01-01,197481
2020-01-02,194082
2020-01-03,201749
2020-01-04,201286
2020-01-05,208128
2020-01-06,202188
2020-01-07,200596
2020-01-08,206666
2020-01-09,207356
2020-01-10,201395
2020-01-11,195924
2020-01-12,188076
2020-01-13,182374
2020-01-14,176553
2020-01-15,179517
2020-01-16,186431
2020-01-17,192744
2020-01-18,196361
2020-01-19,201594
2020-01-20,197535
2020-01-21,199408
2020-01-22,199913
2020-01-23,199132
2020-01-24,198425
2020-01-25,189517
2020-01-26,187732
2020-01-27,183817
2020-01-28,179640
2020-01-29,180446
2020-01-30,179979
2020-01-31,177043
2020-02-01,178727
2020-02-02,181032
2020-02-03,183025
2020-02-04,186352
2020-02-05,182527
2020-02-06,177193
2020-02-07,171490
2020-02-08,168787
2020-02-09,174609
2020-02-10,176644
2020-02-11,174202
2020-02-12,176585
2020-02-13,173772
2020-02-14,170065
2020-02-15,165507
2020-02-16,167819
2020-02-17,172117
2020-02-18,178705
2020-02-19,176917
2020-02-20,177126
2020-02-21,179114
2020-02-22,181900
2020-02-23,187767
2020-02-24,185955
2020-02-25,192998
2020-02-26,199398
2020-02-27,194725
2020-02-28,200317
2020-02-29,210289
2020-03-01,219251
2020-03-02,223385
2020-03-03,233998
2020-03-04,243993
2020-03-05,239787
2020-03-06,243992
2020-03-07,240473
2020-03-08,239755
2020-03-09,233581
2020-03-10,241236
2020-03-11,243534
2020-03-12,246623
2020-03-13,243968
2020-03-14,238554
2020-03-15,236964
2020-03-16,233791
2020-03-17,233553
2020-03-18,237111
2020-03-19,235598
2020-03-20,240081
2020-03-21,241568
2020-03-22,239795
2020-03-23,240310
2020-03-24,237730
2020-03-25,236870
2020-03-26,234370
2020-03-27,236561
2020-03-28,237311
2020-03-29,234092
2020-03-30,228839
2020-03-31,229824
2020-04-01,229458
2020-04-02,229580
2020-04-03,228293
2020-04-04,229423
2020-04-05,229017
2020-04-06,225634
2020-04-07,220134
2020-04-08,214105
2020-04-09,215886
2020-04-10,218076
2020-04-11,211572
2020-04-12,214044
2020-04-13,215584
2020-04-14,213724
2020-04-15,211870
2020-04-16,211308
2020-04-17,211434
2020-04-18,216356
2020-04-19,215910
2020-04-20,213641
2020-04-21,212581
2020-04-22,212457
2020-04-23,211615
2020-04-24,209946
2020-04-25,209870
2020-04-26,214987
2020-04-27,223887
2020-04-28,228061
2020-04-29,232380
2020-04-30,238353
2020-05-01,241990
2020-05-02,249996
2020-05-03,248899
2020-05-04,249425
2020-05-05,247852
2020-05-06,247144
2020-05-07,243892
2020-05-08,243628
2020-05-09,242517
2020-05-10,244979
2020-05-11,248925
2020-05-12,247117
2020-05-13,243955
