date_obj,Adamant%20full%20helm price
2019-03-16,1888
2019-03-17,1902
2019-03-18,1903
2019-03-19,1895
2019-03-20,1899
2019-03-21,1887
2019-03-22,1899
2019-03-23,1879
2019-03-24,1873
2019-03-25,1867
2019-03-26,1889
2019-03-27,1897
2019-03-28,1873
2019-03-29,1874
2019-03-30,1843
2019-03-31,1845
2019-04-01,1847
2019-04-02,1876
2019-04-03,1880
2019-04-04,1879
2019-04-05,1885
2019-04-06,1887
2019-04-07,1865
2019-04-08,1863
2019-04-09,1898
2019-04-10,1886
2019-04-11,1876
2019-04-12,1862
2019-04-13,1851
2019-04-14,1862
2019-04-15,1876
2019-04-16,1891
2019-04-17,1885
2019-04-18,1856
2019-04-19,1861
2019-04-20,1881
2019-04-21,1875
2019-04-22,1861
2019-04-23,1868
2019-04-24,1859
2019-04-25,1861
2019-04-26,1879
2019-04-27,1848
2019-04-28,1846
2019-04-29,1863
2019-04-30,1851
2019-05-01,1857
2019-05-02,1876
2019-05-03,1896
2019-05-04,1882
2019-05-05,1895
2019-05-06,1882
2019-05-07,1887
2019-05-08,1870
2019-05-09,1875
2019-05-10,1877
2019-05-11,1879
2019-05-12,1873
2019-05-13,1882
2019-05-14,1879
2019-05-15,1890
2019-05-16,1895
2019-05-17,1910
2019-05-18,1901
2019-05-19,1892
2019-05-20,1890
2019-05-21,1888
2019-05-22,1889
2019-05-23,1904
2019-05-24,1874
2019-05-25,1864
2019-05-26,1877
2019-05-27,1875
2019-05-28,1876
2019-05-29,1869
2019-05-30,1862
2019-05-31,1845
2019-06-01,1821
2019-06-02,1846
2019-06-03,1862
2019-06-04,1872
2019-06-05,1878
2019-06-06,1872
2019-06-07,1906
2019-06-08,1884
2019-06-09,1885
2019-06-10,1896
2019-06-11,1864
2019-06-12,1863
2019-06-13,1859
2019-06-14,1882
2019-06-15,1863
2019-06-16,1858
2019-06-17,1861
2019-06-18,1875
2019-06-19,1869
2019-06-20,1851
2019-06-21,1847
2019-06-22,1867
2019-06-23,1836
2019-06-24,1853
2019-06-25,1873
2019-06-26,1873
2019-06-27,1867
2019-06-28,1874
2019-06-29,1868
2019-06-30,1853
2019-07-01,1868
2019-07-02,1888
2019-07-03,1872
2019-07-04,1867
2019-07-05,1877
2019-07-06,1872
2019-07-07,1888
2019-07-08,1891
2019-07-09,1893
2019-07-10,1885
2019-07-11,1905
2019-07-12,1906
2019-07-13,1904
2019-07-14,1901
2019-07-15,1854
2019-07-16,1870
2019-07-17,1879
2019-07-18,1872
2019-07-19,1869
2019-07-20,1849
2019-07-21,1877
2019-07-22,1893
2019-07-23,1892
2019-07-24,1870
2019-07-25,1869
2019-07-26,1850
2019-07-27,1837
2019-07-28,1836
2019-07-29,1853
2019-07-30,1878
2019-07-31,1888
2019-08-01,1854
2019-08-02,1856
2019-08-03,1861
2019-08-04,1876
2019-08-05,1880
2019-08-06,1897
2019-08-07,1893
2019-08-08,1881
2019-08-09,1872
2019-08-10,1845
2019-08-11,1840
2019-08-12,1852
2019-08-13,1842
2019-08-14,1836
2019-08-15,1849
2019-08-16,1864
2019-08-17,1891
2019-08-18,1871
2019-08-19,1864
2019-08-20,1834
2019-08-21,1855
2019-08-22,1855
2019-08-23,1852
2019-08-23,1852
2019-08-24,1837
2019-08-24,1837
2019-08-25,1835
2019-08-25,1835
2019-08-26,1849
2019-08-27,1848
2019-08-27,1848
2019-08-28,1867
2019-08-29,1876
2019-08-30,1854
2019-08-31,1853
2019-09-01,1841
2019-09-02,1824
2019-09-03,1848
2019-09-04,1834
2019-09-05,1831
2019-09-06,1815
2019-09-07,1813
2019-09-08,1773
2019-09-09,1803
2019-09-10,1831
2019-09-11,1834
2019-09-12,1832
2019-09-13,1856
2019-09-14,1864
2019-09-15,1881
2019-09-16,1875
2019-09-17,1867
2019-09-18,1872
2019-09-19,1863
2019-09-20,1873
2019-09-21,1866
2019-09-22,1864
2019-09-23,1866
2019-09-24,1859
2019-09-25,1862
2019-09-26,1859
2019-09-27,1844
2019-09-28,1851
2019-09-29,1853
2019-09-30,1846
2019-10-01,1854
2019-10-02,1829
2019-10-03,1827
2019-10-04,1822
2019-10-05,1820
2019-10-06,1822
2019-10-07,1826
2019-10-08,1810
2019-10-09,1806
2019-10-10,1832
2019-10-11,1834
2019-10-12,1839
2019-10-13,1834
2019-10-14,1830
2019-10-15,1833
2019-10-16,1852
2019-10-17,1844
2019-10-18,1852
2019-10-19,1836
2019-10-20,1836
2019-10-21,1854
2019-10-22,1856
2019-10-23,1846
2019-10-24,1845
2019-10-25,1845
2019-10-26,1841
2019-10-27,1823
2019-10-28,1835
2019-10-29,1839
2019-10-30,1854
2019-10-31,1861
2019-11-01,1855
2019-11-02,1856
2019-11-03,1858
2019-11-04,1829
2019-11-05,1867
2019-11-06,1864
2019-11-07,1847
2019-11-08,1869
2019-11-09,1853
2019-11-10,1831
2019-11-11,1859
2019-11-12,1867
2019-11-13,1867
2019-11-14,1857
2019-11-15,1862
2019-11-16,1882
2019-11-17,1866
2019-11-18,1882
2019-11-19,1885
2019-11-20,1892
2019-11-21,1853
2019-11-22,1868
2019-11-23,1860
2019-11-24,1842
2019-11-25,1852
2019-11-26,1859
2019-11-27,1835
2019-11-28,1855
2019-11-29,1829
2019-11-30,1834
2019-12-01,1847
2019-12-02,1868
2019-12-03,1868
2019-12-04,1853
2019-12-05,1833
2019-12-06,1840
2019-12-07,1833
2019-12-08,1843
2019-12-09,1862
2019-12-10,1852
2019-12-11,1845
2019-12-12,1839
2019-12-13,1824
2019-12-14,1822
2019-12-15,1842
2019-12-16,1862
2019-12-17,1866
2019-12-18,1883
2019-12-19,1880
2019-12-20,1873
2019-12-21,1850
2019-12-22,1838
2019-12-23,1860
2019-12-24,1828
2019-12-25,1836
2019-12-26,1824
2019-12-27,1805
2019-12-28,1800
2019-12-29,1817
2019-12-30,1833
2019-12-31,1840
2020-01-01,1843
2020-01-02,1845
2020-01-03,1862
2020-01-04,1846
2020-01-05,1845
2020-01-06,1854
2020-01-07,1869
2020-01-08,1888
2020-01-09,1856
2020-01-10,1851
2020-01-11,1826
2020-01-12,1839
2020-01-13,1850
2020-01-14,1863
2020-01-15,1840
2020-01-16,1852
2020-01-17,1847
2020-01-18,1828
2020-01-19,1811
2020-01-20,1827
2020-01-21,1839
2020-01-22,1846
2020-01-23,1848
2020-01-24,1830
2020-01-25,1803
2020-01-26,1797
2020-01-27,1808
2020-01-28,1821
2020-01-29,1822
2020-01-30,1827
2020-01-31,1821
2020-02-01,1808
2020-02-02,1817
2020-02-03,1825
2020-02-04,1848
2020-02-05,1839
2020-02-06,1825
2020-02-07,1794
2020-02-08,1762
2020-02-09,1781
2020-02-10,1798
2020-02-11,1790
2020-02-12,1804
2020-02-13,1813
2020-02-14,1812
2020-02-15,1802
2020-02-16,1799
2020-02-17,1819
2020-02-18,1833
2020-02-19,1833
2020-02-20,1828
2020-02-21,1809
2020-02-22,1801
2020-02-23,1778
2020-02-24,1782
2020-02-25,1821
2020-02-26,1822
2020-02-27,1823
2020-02-28,1803
2020-02-29,1815
2020-03-01,1793
2020-03-02,1803
2020-03-03,1795
2020-03-04,1814
2020-03-05,1819
2020-03-06,1795
2020-03-07,1798
2020-03-08,1798
2020-03-09,1798
2020-03-10,1799
2020-03-11,1795
2020-03-12,1822
2020-03-13,1812
2020-03-14,1827
2020-03-15,1813
2020-03-16,1825
2020-03-17,1834
2020-03-18,1826
2020-03-19,1819
2020-03-20,1801
2020-03-21,1803
2020-03-22,1794
2020-03-23,1797
2020-03-24,1814
2020-03-25,1819
2020-03-26,1819
2020-03-27,1806
2020-03-28,1792
2020-03-29,1794
2020-03-30,1798
2020-03-31,1823
2020-04-01,1826
2020-04-02,1820
2020-04-03,1803
2020-04-04,1804
2020-04-05,1804
2020-04-06,1813
2020-04-07,1820
2020-04-08,1816
2020-04-09,1810
2020-04-10,1794
2020-04-11,1793
2020-04-12,1769
2020-04-13,1784
2020-04-14,1809
2020-04-15,1808
2020-04-16,1820
2020-04-17,1821
2020-04-18,1811
2020-04-19,1806
2020-04-20,1814
2020-04-21,1825
2020-04-22,1830
2020-04-23,1829
2020-04-24,1813
2020-04-25,1808
2020-04-26,1814
2020-04-27,1830
2020-04-28,1821
2020-04-29,1819
2020-04-30,1821
2020-05-01,1823
2020-05-02,1814
2020-05-03,1815
2020-05-04,1836
2020-05-05,1840
2020-05-06,1846
2020-05-07,1839
2020-05-08,1801
2020-05-09,1822
2020-05-10,1832
2020-05-11,1803
2020-05-12,1836
2020-05-13,1833
