date_obj,Blue%20headband price
2019-03-27,2418
2019-03-28,2448
2019-03-29,2373
2019-03-30,2373
2019-03-31,2347
2019-04-01,2357
2019-04-02,2409
2019-04-03,2441
2019-04-04,2436
2019-04-05,2437
2019-04-06,2458
2019-04-07,2457
2019-04-08,2458
2019-04-09,2435
2019-04-10,2450
2019-04-11,2392
2019-04-12,2287
2019-04-13,2206
2019-04-14,2118
2019-04-15,2037
2019-04-16,1944
2019-04-17,1887
2019-04-18,1799
2019-04-19,1728
2019-04-20,1696
2019-04-21,1634
2019-04-22,1565
2019-04-23,1506
2019-04-24,1456
2019-04-25,1386
2019-04-26,1343
2019-04-27,1294
2019-04-28,1250
2019-04-29,1244
2019-04-30,1237
2019-05-01,1234
2019-05-02,1222
2019-05-03,1188
2019-05-04,1170
2019-05-05,1143
2019-05-06,1156
2019-05-07,1163
2019-05-08,1171
2019-05-09,1188
2019-05-10,1165
2019-05-11,1145
2019-05-12,1127
2019-05-13,1142
2019-05-14,1149
2019-05-15,1159
2019-05-16,1190
2019-05-17,1190
2019-05-18,1218
2019-05-19,1266
2019-05-20,1313
2019-05-21,1376
2019-05-22,1423
2019-05-23,1464
2019-05-24,1507
2019-05-25,1507
2019-05-26,1459
2019-05-27,1425
2019-05-28,1392
2019-05-29,1389
2019-05-30,1368
2019-05-31,1368
2019-06-01,1372
2019-06-02,1375
2019-06-03,1327
2019-06-04,1296
2019-06-05,1282
2019-06-06,1268
2019-06-07,1304
2019-06-08,1349
2019-06-09,1417
2019-06-10,1417
2019-06-11,1472
2019-06-12,1546
2019-06-13,1624
2019-06-14,1702
2019-06-15,1786
2019-06-16,1876
2019-06-17,1970
2019-06-18,2056
2019-06-19,2159
2019-06-20,2151
2019-06-21,2211
2019-06-22,2281
2019-06-23,2265
2019-06-24,2295
2019-06-25,2287
2019-06-26,2265
2019-06-27,2212
2019-06-28,2212
2019-06-29,2176
2019-06-30,2225
2019-07-01,2225
2019-07-02,2292
2019-07-03,2285
2019-07-04,2220
2019-07-05,2173
2019-07-06,2080
2019-07-07,1999
2019-07-08,1942
2019-07-09,1865
2019-07-10,1818
2019-07-11,1818
2019-07-12,1778
2019-07-13,1778
2019-07-14,1735
2019-07-15,1735
2019-07-16,1708
2019-07-17,1655
2019-07-18,1655
2019-07-19,1575
2019-07-20,1509
2019-07-21,1491
2019-07-22,1433
2019-07-23,1436
2019-07-24,1436
2019-07-25,1490
2019-07-26,1490
2019-07-27,1535
2019-07-28,1557
2019-07-29,1562
2019-07-30,1612
2019-07-31,1612
2019-08-01,1654
2019-08-02,1714
2019-08-03,1759
2019-08-04,1696
2019-08-05,1676
2019-08-06,1723
2019-08-07,1780
2019-08-08,1780
2019-08-09,1850
2019-08-10,1939
2019-08-11,1966
2019-08-12,2043
2019-08-13,2119
2019-08-14,2111
2019-08-15,2008
2019-08-16,2003
2019-08-17,2003
2019-08-18,1999
2019-08-19,1961
2019-08-20,1963
2019-08-21,1973
2019-08-22,1951
2019-08-23,1951
2019-08-24,1938
2019-08-24,1938
2019-08-25,1938
2019-08-25,1938
2019-08-26,1945
2019-08-27,2001
2019-08-27,2001
2019-08-28,2037
2019-08-29,2055
2019-08-30,2053
2019-08-31,2053
2019-09-01,1998
2019-09-02,1998
2019-09-03,1959
2019-09-04,1959
2019-09-05,1941
2019-09-06,1941
2019-09-07,1926
2019-09-08,1953
2019-09-09,1953
2019-09-10,2036
2019-09-11,2072
2019-09-12,2072
2019-09-13,2066
2019-09-14,2079
2019-09-15,2044
2019-09-16,2112
2019-09-17,2164
2019-09-18,2160
2019-09-19,2160
2019-09-20,2135
2019-09-21,2114
2019-09-22,2057
2019-09-23,1954
2019-09-24,1954
2019-09-25,1894
2019-09-26,1877
2019-09-27,1877
2019-09-28,1885
2019-09-29,1885
2019-09-30,1893
2019-10-01,1868
2019-10-02,1868
2019-10-03,1820
2019-10-04,1790
2019-10-05,1761
2019-10-06,1715
2019-10-07,1715
2019-10-08,1682
2019-10-09,1682
2019-10-10,1621
2019-10-11,1621
2019-10-12,1654
2019-10-13,1666
2019-10-14,1704
2019-10-15,1704
2019-10-16,1715
2019-10-17,1715
2019-10-18,1717
2019-10-19,1751
2019-10-20,1751
2019-10-21,1753
2019-10-22,1753
2019-10-23,1793
2019-10-24,1793
2019-10-25,1783
2019-10-26,1748
2019-10-27,1759
2019-10-28,1755
2019-10-29,1755
2019-10-30,1730
2019-10-31,1738
2019-11-01,1738
2019-11-02,1736
2019-11-03,1776
2019-11-04,1809
2019-11-05,1809
2019-11-06,1797
2019-11-07,1857
2019-11-08,1835
2019-11-09,1815
2019-11-10,1860
2019-11-11,1906
2019-11-12,1906
2019-11-13,1892
2019-11-14,1892
2019-11-15,1886
2019-11-16,1855
2019-11-17,1855
2019-11-18,1856
2019-11-19,1856
2019-11-20,1823
2019-11-21,1823
2019-11-22,1870
2019-11-23,1916
2019-11-24,1916
2019-11-25,1936
2019-11-26,1912
2019-11-27,1912
2019-11-28,1898
2019-11-29,1898
2019-11-30,1949
2019-12-01,1949
2019-12-02,2014
2019-12-03,2085
2019-12-04,2085
2019-12-05,2117
2019-12-06,2117
2019-12-07,2053
2019-12-08,2053
2019-12-09,2004
2019-12-10,1997
2019-12-11,1997
2019-12-12,1910
2019-12-13,1930
2019-12-14,1930
2019-12-15,1883
2019-12-16,1883
2019-12-17,1866
2019-12-18,1866
2019-12-19,1858
2019-12-20,1858
2019-12-21,1773
2019-12-22,1697
2019-12-23,1697
2019-12-24,1623
2019-12-25,1541
2019-12-26,1541
2019-12-27,1487
2019-12-28,1425
2019-12-29,1425
2019-12-30,1401
2019-12-31,1401
2020-01-01,1363
2020-01-02,1348
2020-01-03,1350
2020-01-04,1363
2020-01-05,1362
2020-01-06,1362
2020-01-07,1322
2020-01-08,1322
2020-01-09,1293
2020-01-10,1333
2020-01-11,1355
2020-01-12,1341
2020-01-13,1341
2020-01-14,1316
2020-01-15,1340
2020-01-16,1345
2020-01-17,1379
2020-01-18,1379
2020-01-19,1409
2020-01-20,1414
2020-01-21,1414
2020-01-22,1451
2020-01-23,1453
2020-01-24,1504
2020-01-25,1559
2020-01-26,1562
2020-01-27,1594
2020-01-28,1594
2020-01-29,1620
2020-01-30,1643
2020-01-31,1652
2020-02-01,1637
2020-02-02,1628
2020-02-03,1639
2020-02-04,1674
2020-02-05,1658
2020-02-06,1636
2020-02-07,1595
2020-02-08,1570
2020-02-09,1573
2020-02-10,1601
2020-02-11,1617
2020-02-12,1598
2020-02-13,1591
2020-02-14,1592
2020-02-15,1592
2020-02-16,1598
2020-02-17,1623
2020-02-18,1606
2020-02-19,1606
2020-02-20,1579
2020-02-21,1579
2020-02-22,1583
2020-02-23,1610
2020-02-24,1644
2020-02-25,1641
2020-02-26,1605
2020-02-27,1652
2020-02-28,1699
2020-02-29,1699
2020-03-01,1743
2020-03-02,1823
2020-03-03,1854
2020-03-04,1854
2020-03-05,1874
2020-03-06,1897
2020-03-07,1928
2020-03-08,1959
2020-03-09,1972
2020-03-10,1967
2020-03-11,1946
2020-03-12,1900
2020-03-13,1878
2020-03-14,1847
2020-03-15,1832
2020-03-16,1781
2020-03-17,1738
2020-03-18,1719
2020-03-19,1794
2020-03-20,1846
2020-03-21,1932
2020-03-22,1994
2020-03-23,2057
2020-03-24,2127
2020-03-25,2172
2020-03-26,2268
2020-03-27,2313
2020-03-28,2358
2020-03-29,2422
2020-03-30,2504
2020-03-31,2569
2020-04-01,2601
2020-04-02,2620
2020-04-03,2620
2020-04-04,2620
2020-04-05,2560
2020-04-06,2524
2020-04-07,2476
2020-04-08,2413
2020-04-09,2332
2020-04-10,2282
2020-04-11,2263
2020-04-12,2241
2020-04-13,2254
2020-04-14,2179
2020-04-15,2149
2020-04-16,2117
2020-04-17,2103
2020-04-18,2051
2020-04-19,2044
2020-04-20,2066
2020-04-21,2039
2020-04-22,2039
2020-04-23,2043
2020-04-24,2036
2020-04-25,2048
2020-04-26,2022
2020-04-27,2037
2020-04-28,2032
2020-04-29,2008
2020-04-30,2012
2020-05-01,2029
2020-05-02,2030
2020-05-03,2078
2020-05-04,2113
2020-05-05,2141
2020-05-06,2135
2020-05-07,2179
2020-05-08,2181
2020-05-09,2152
2020-05-10,2184
2020-05-11,2203
2020-05-12,2222
2020-05-13,2274
