date_obj,Uncut%20emerald price
2019-06-23,791
2019-06-24,799
2019-06-25,794
2019-06-26,804
2019-06-27,809
2019-06-28,810
2019-06-29,792
2019-06-30,800
2019-07-01,797
2019-07-02,803
2019-07-03,803
2019-07-04,797
2019-07-05,795
2019-07-06,797
2019-07-07,790
2019-07-08,786
2019-07-09,792
2019-07-10,794
2019-07-11,783
2019-07-12,774
2019-07-13,770
2019-07-14,772
2019-07-15,774
2019-07-16,771
2019-07-17,769
2019-07-18,769
2019-07-19,767
2019-07-20,762
2019-07-21,763
2019-07-22,760
2019-07-23,757
2019-07-24,762
2019-07-25,758
2019-07-26,751
2019-07-27,723
2019-07-28,707
2019-07-29,685
2019-07-30,678
2019-07-31,680
2019-08-01,666
2019-08-02,651
2019-08-03,648
2019-08-04,664
2019-08-05,681
2019-08-06,707
2019-08-07,719
2019-08-08,706
2019-08-09,696
2019-08-10,693
2019-08-11,720
2019-08-12,715
2019-08-13,708
2019-08-14,711
2019-08-15,713
2019-08-16,715
2019-08-17,734
2019-08-18,742
2019-08-19,759
2019-08-20,746
2019-08-21,735
2019-08-22,743
2019-08-23,742
2019-08-24,732
2019-08-24,732
2019-08-25,725
2019-08-25,725
2019-08-26,720
2019-08-26,720
2019-08-27,717
2019-08-27,717
2019-08-28,725
2019-08-29,754
2019-08-30,761
2019-08-31,746
2019-09-01,760
2019-09-02,767
2019-09-03,768
2019-09-04,770
2019-09-05,764
2019-09-06,762
2019-09-07,754
2019-09-08,737
2019-09-09,717
2019-09-10,711
2019-09-11,690
2019-09-12,666
2019-09-13,678
2019-09-14,691
2019-09-15,708
2019-09-16,713
2019-09-17,708
2019-09-18,726
2019-09-19,737
2019-09-20,744
2019-09-21,746
2019-09-22,732
2019-09-23,738
2019-09-24,747
2019-09-25,744
2019-09-26,749
2019-09-27,736
2019-09-28,738
2019-09-29,749
2019-09-30,771
2019-10-01,757
2019-10-02,776
2019-10-03,762
2019-10-04,756
2019-10-05,763
2019-10-06,750
2019-10-07,733
2019-10-08,731
2019-10-09,735
2019-10-10,733
2019-10-11,718
2019-10-12,711
2019-10-13,711
2019-10-14,703
2019-10-15,684
2019-10-16,679
2019-10-17,687
2019-10-18,684
2019-10-19,688
2019-10-20,696
2019-10-21,701
2019-10-22,705
2019-10-23,691
2019-10-24,684
2019-10-25,681
2019-10-26,670
2019-10-27,651
2019-10-28,648
2019-10-29,655
2019-10-30,654
2019-10-31,662
2019-11-01,668
2019-11-02,675
2019-11-03,666
2019-11-04,677
2019-11-05,705
2019-11-06,706
2019-11-07,701
2019-11-08,689
2019-11-09,684
2019-11-10,675
2019-11-11,676
2019-11-12,700
2019-11-13,707
2019-11-14,685
2019-11-15,672
2019-11-16,675
2019-11-17,667
2019-11-18,677
2019-11-19,684
2019-11-20,673
2019-11-21,672
2019-11-22,671
2019-11-23,673
2019-11-24,682
2019-11-25,703
2019-11-26,721
2019-11-27,714
2019-11-28,723
2019-11-29,714
2019-11-30,697
2019-12-01,693
2019-12-02,693
2019-12-03,692
2019-12-04,687
2019-12-05,686
2019-12-06,681
2019-12-07,684
2019-12-08,684
2019-12-09,672
2019-12-10,670
2019-12-11,677
2019-12-12,675
2019-12-13,699
2019-12-14,711
2019-12-15,707
2019-12-16,700
2019-12-17,702
2019-12-18,706
2019-12-19,726
2019-12-20,715
2019-12-21,708
2019-12-22,713
2019-12-23,702
2019-12-24,696
2019-12-25,702
2019-12-26,712
2019-12-27,700
2019-12-28,684
2019-12-29,686
2019-12-30,690
2019-12-31,692
2020-01-01,701
2020-01-02,700
2020-01-03,710
2020-01-04,736
2020-01-05,728
2020-01-06,710
2020-01-07,704
2020-01-08,712
2020-01-09,706
2020-01-10,708
2020-01-11,722
2020-01-12,734
2020-01-13,729
2020-01-14,728
2020-01-15,748
2020-01-16,747
2020-01-17,749
2020-01-18,735
2020-01-19,737
2020-01-20,739
2020-01-21,741
2020-01-22,738
2020-01-23,721
2020-01-24,732
2020-01-25,727
2020-01-26,718
2020-01-27,708
2020-01-28,708
2020-01-29,703
2020-01-30,699
2020-01-31,699
2020-02-01,704
2020-02-02,706
2020-02-03,699
2020-02-04,696
2020-02-05,698
2020-02-06,683
2020-02-07,684
2020-02-08,692
2020-02-09,684
2020-02-10,684
2020-02-11,689
2020-02-12,689
2020-02-13,687
2020-02-14,685
2020-02-15,685
2020-02-16,691
2020-02-17,681
2020-02-18,680
2020-02-19,681
2020-02-20,680
2020-02-21,695
2020-02-22,686
2020-02-23,689
2020-02-24,689
2020-02-25,694
2020-02-26,691
2020-02-27,691
2020-02-28,692
2020-02-29,692
2020-03-01,690
2020-03-02,686
2020-03-03,679
2020-03-04,672
2020-03-05,672
2020-03-06,673
2020-03-07,671
2020-03-08,669
2020-03-09,670
2020-03-10,668
2020-03-11,670
2020-03-12,682
2020-03-13,689
2020-03-14,680
2020-03-15,681
2020-03-16,683
2020-03-17,688
2020-03-18,686
2020-03-19,699
2020-03-20,709
2020-03-21,708
2020-03-22,692
2020-03-23,695
2020-03-24,701
2020-03-25,694
2020-03-26,703
2020-03-27,720
2020-03-28,746
2020-03-29,775
2020-03-30,793
2020-03-31,785
2020-04-01,767
2020-04-02,738
2020-04-03,706
2020-04-04,679
2020-04-05,676
2020-04-06,690
2020-04-07,713
2020-04-08,738
2020-04-09,761
2020-04-10,740
2020-04-11,719
2020-04-12,722
2020-04-13,720
2020-04-14,722
2020-04-15,714
2020-04-16,701
2020-04-17,710
2020-04-18,716
2020-04-19,725
2020-04-20,759
2020-04-21,753
2020-04-22,765
2020-04-23,759
2020-04-24,749
2020-04-25,732
2020-04-26,714
2020-04-27,712
2020-04-28,726
2020-04-29,731
2020-04-30,741
2020-05-01,732
2020-05-02,740
2020-05-03,740
2020-05-04,734
2020-05-05,721
2020-05-06,714
2020-05-07,711
2020-05-08,714
2020-05-09,732
2020-05-10,764
2020-05-11,798
2020-05-12,781
2020-05-13,789
