date_obj,Staff%20of%20the%20dead price
2018-11-27,5339788
2018-11-28,5315575
2018-11-29,5389271
2018-12-01,5749204
2018-12-02,5904049
2018-12-03,5904049
2018-12-04,5930596
2018-12-05,6056413
2018-12-09,6072720
2018-12-10,6156975
2018-12-11,5940823
2018-12-12,5980012
2018-12-13,5925662
2018-12-14,5965082
2018-12-15,6029802
2018-12-16,5952764
2018-12-17,5903054
2018-12-18,5957003
2018-12-19,5939398
2018-12-20,5921694
2018-12-21,6086033
2018-12-22,6051241
2018-12-23,6008674
2018-12-24,5983954
2018-12-25,5943712
2018-12-26,5936190
2018-12-27,6015187
2018-12-28,5968807
2018-12-29,5963443
2018-12-30,6023588
2018-12-31,5932398
2019-01-01,5843801
2019-01-02,5605972
2019-01-03,5435901
2019-01-04,5222435
2019-01-05,5142090
2019-01-06,5220827
2019-01-08,5363393
2019-01-10,5196202
2019-01-11,4937674
2019-01-12,4691276
2019-01-13,4482344
2019-01-14,4467391
2019-01-15,4450031
2019-01-16,4433238
2019-01-17,4577738
2019-01-18,4656094
2019-01-19,4808868
2019-01-20,4805332
2019-01-21,4905465
2019-01-22,5043659
2019-01-23,4938241
2019-01-25,5035703
2019-01-26,4945086
2019-01-27,4821522
2019-01-28,4706422
2019-01-29,4621410
2019-01-30,4535701
2019-01-31,4558422
2019-02-01,4501058
2019-02-02,4423828
2019-02-03,4486492
2019-02-04,4541591
2019-02-05,4540748
2019-02-06,4470285
2019-02-07,4538983
2019-02-08,4630440
2019-02-09,4831142
2019-02-10,4836463
2019-02-11,4875038
2019-02-12,5037003
2019-02-13,4958405
2019-02-14,5065690
2019-02-15,5073855
2019-02-16,5326987
2019-02-17,5575491
2019-02-18,5794076
2019-02-19,5616398
2019-02-20,5387671
2019-02-21,5272537
2019-02-22,5233379
2019-02-23,5170944
2019-02-24,5143339
2019-02-25,5194648
2019-02-26,5189634
2019-02-27,5255761
2019-02-28,5152837
2019-03-01,5225026
2019-03-02,5251933
2019-03-03,5299827
2019-03-04,5237628
2019-03-05,5113025
2019-03-06,5054822
2019-03-07,4871593
2019-03-08,4863967
2019-03-09,4933606
2019-03-10,4948248
2019-03-11,4946283
2019-03-12,4967980
2019-03-13,5001206
2019-03-14,5092555
2019-03-15,5136342
2019-03-16,5282469
2019-03-17,5456719
2019-03-18,5505645
2019-03-19,5640413
2019-03-20,5739776
2019-03-21,5905509
2019-03-22,5979611
2019-03-23,6142885
2019-03-24,6264530
2019-03-25,6206686
2019-03-26,6237261
2019-03-27,6338719
2019-03-28,6419121
2019-03-29,6360941
2019-03-30,6360941
2019-03-31,6339441
2019-04-01,6379640
2019-04-02,6397480
2019-04-03,6326783
2019-04-04,6362405
2019-04-05,6526097
2019-04-06,6663710
2019-04-07,6904243
2019-04-08,6933831
2019-04-09,7064287
2019-04-10,7077835
2019-04-11,7208123
2019-04-12,7042663
2019-04-13,7065094
2019-04-14,7157974
2019-04-15,6958572
2019-04-16,6832684
2019-04-17,6680671
2019-04-18,6746977
2019-04-19,6572834
2019-04-20,6755169
2019-04-21,6787809
2019-04-22,6952863
2019-04-23,7115279
2019-04-24,7037477
2019-04-25,7032699
2019-04-26,6985940
2019-04-27,7244905
2019-04-28,7329955
2019-04-29,7230809
2019-04-30,7524653
2019-05-01,7796636
2019-05-02,7887409
2019-05-03,7865005
2019-05-04,7943821
2019-05-05,7959141
2019-05-06,8119242
2019-05-07,8251355
2019-05-08,8157273
2019-05-09,8284657
2019-05-10,8234626
2019-05-11,8316724
2019-05-12,8622062
2019-05-13,8582515
2019-05-14,8548657
2019-05-15,8565068
2019-05-16,8533487
2019-05-17,8724897
2019-05-18,9048545
2019-05-19,8879896
2019-05-20,8863759
2019-05-21,8925606
2019-05-22,8865871
2019-05-23,8676312
2019-05-24,8562258
2019-05-25,8572114
2019-05-26,8567942
2019-05-27,8382341
2019-05-28,8246674
2019-05-29,8160834
2019-05-30,8035196
2019-05-31,7840086
2019-06-01,7850857
2019-06-02,7777347
2019-06-03,7668923
2019-06-04,7598720
2019-06-05,7426534
2019-06-06,7248965
2019-06-07,7129423
2019-06-08,7084001
2019-06-09,6850185
2019-06-10,6850185
2019-06-11,6780675
2019-06-12,6569768
2019-06-13,6255082
2019-06-14,5944992
2019-06-15,5957546
2019-06-16,6068830
2019-06-17,6151205
2019-06-18,6074362
2019-06-19,6184104
2019-06-20,6055523
2019-06-21,6015489
2019-06-22,5966542
2019-06-23,5920065
2019-06-24,5960112
2019-06-25,5906903
2019-06-26,5875579
2019-06-27,6101817
2019-06-28,6395955
2019-06-29,6715753
2019-06-30,7001849
2019-07-01,7321943
2019-07-02,7595117
2019-07-03,7383771
2019-07-04,7274650
2019-07-05,7179499
2019-07-06,7020771
2019-07-07,7177764
2019-07-08,7063055
2019-07-09,6969368
2019-07-10,6868110
2019-07-11,7172591
2019-07-12,7326962
2019-07-13,7359529
2019-07-14,7458147
2019-07-15,7360603
2019-07-16,7222193
2019-07-17,7202246
2019-07-18,7280992
2019-07-19,7249681
2019-07-20,7419441
2019-07-21,7625389
2019-07-22,7551391
2019-07-23,7399148
2019-07-24,7185146
2019-07-25,6930943
2019-07-26,6792866
2019-07-27,6692666
2019-07-28,6751405
2019-07-29,6961022
2019-07-30,7072825
2019-07-31,7254256
2019-08-01,7317121
2019-08-02,7325354
2019-08-03,7442352
2019-08-04,7222030
2019-08-05,7307889
2019-08-06,7233152
2019-08-07,7245901
2019-08-08,7310443
2019-08-09,7582325
2019-08-10,7945908
2019-08-11,8185741
2019-08-12,8218894
2019-08-13,8261038
2019-08-14,8161253
2019-08-15,8033462
2019-08-16,7909123
2019-08-17,7909123
2019-08-18,7853260
2019-08-19,7623288
2019-08-20,7440777
2019-08-21,7367877
2019-08-22,7312630
2019-08-23,7526443
2019-08-24,7681095
2019-08-24,7681095
2019-08-25,7779963
2019-08-25,7779963
2019-08-26,7848260
2019-08-26,7848260
2019-08-27,7784619
2019-08-27,7784619
2019-08-28,7846069
2019-08-29,8238373
2019-08-30,8650110
2019-08-31,9054635
2019-09-01,9049320
2019-09-02,9181285
2019-09-03,9192488
2019-09-04,9207436
2019-09-05,9160150
2019-09-06,9141200
2019-09-07,9020579
2019-09-08,8930873
2019-09-09,8932194
2019-09-10,8893894
2019-09-11,8769962
2019-09-12,8751549
2019-09-13,8860526
2019-09-14,8986448
2019-09-15,9090231
2019-09-16,9065623
2019-09-17,9002308
2019-09-18,8981057
2019-09-19,8938549
2019-09-20,8993393
2019-09-21,9032332
2019-09-22,9256186
2019-09-23,9185499
2019-09-24,8901647
2019-09-25,8745325
2019-09-26,8856524
2019-09-27,9133501
2019-09-28,9071713
2019-09-29,8965779
2019-09-30,8718248
2019-10-01,8577601
2019-10-02,8354317
2019-10-03,8318097
2019-10-04,8295370
2019-10-05,8271814
2019-10-06,8343803
2019-10-07,8212491
2019-10-08,8121155
2019-10-09,7905499
2019-10-10,7769132
2019-10-11,7718878
2019-10-12,7630378
2019-10-13,7469680
2019-10-14,7451506
2019-10-15,7335503
2019-10-16,7278244
2019-10-17,7123863
2019-10-18,7084094
2019-10-19,7133994
2019-10-20,7172633
2019-10-21,7189974
2019-10-22,7249655
2019-10-23,7253285
2019-10-24,7237198
2019-10-25,7050768
2019-10-26,7045360
2019-10-27,6970154
2019-10-28,6811154
2019-10-29,6750534
2019-10-30,6801788
2019-10-31,6673483
2019-11-01,6653881
2019-11-02,6815975
2019-11-03,6935193
2019-11-04,6768123
2019-11-05,6817238
2019-11-06,6782559
2019-11-07,6737368
2019-11-08,6672091
2019-11-09,6764262
2019-11-10,6804619
2019-11-11,6919114
2019-11-12,6959033
2019-11-13,7138504
2019-11-14,7136536
2019-11-15,7197321
2019-11-16,7148623
2019-11-17,7148623
2019-11-18,7204835
2019-11-19,7267620
2019-11-20,7220114
2019-11-21,7220114
2019-11-22,7179703
2019-11-23,6981642
2019-11-24,6887544
2019-11-25,7058595
2019-11-26,6968001
2019-11-27,6968001
2019-11-28,6792795
2019-11-29,6697250
2019-11-30,6556193
2019-12-01,6465928
2019-12-02,6429760
2019-12-03,6404380
2019-12-04,6301457
2019-12-05,6499432
2019-12-06,6641742
2019-12-07,6469293
2019-12-08,6321076
2019-12-09,6238687
2019-12-10,6146309
2019-12-11,6066761
2019-12-12,6050267
2019-12-13,5994924
2019-12-14,5837163
2019-12-15,5944629
2019-12-16,5925349
2019-12-17,5891077
2019-12-18,5951166
2019-12-19,5941919
2019-12-20,5921112
2019-12-21,6104933
2019-12-22,6385650
2019-12-23,6392747
2019-12-24,6311601
2019-12-25,6273985
2019-12-26,6291145
2019-12-27,6179250
2019-12-28,6058307
2019-12-29,6113299
2019-12-30,6050543
2019-12-31,5945793
2020-01-01,5855487
2020-01-02,5825662
2020-01-03,5835630
2020-01-04,5885962
2020-01-05,5991504
2020-01-06,6010667
2020-01-07,5937553
2020-01-08,5895981
2020-01-09,5920488
2020-01-10,6019364
2020-01-11,6166785
2020-01-12,6129754
2020-01-13,6129754
2020-01-14,6114859
2020-01-15,6020919
2020-01-16,5959260
2020-01-17,5766936
2020-01-18,5745672
2020-01-19,5736798
2020-01-20,5693448
2020-01-21,5666418
2020-01-22,5616816
2020-01-23,5626774
2020-01-24,5556568
2020-01-25,5439234
2020-01-26,5440973
2020-01-27,5489168
2020-01-28,5430348
2020-01-29,5327268
2020-01-30,5217672
2020-01-31,5147128
2020-02-01,5107116
2020-02-02,5145633
2020-02-03,5178076
2020-02-04,5124766
2020-02-05,5047843
2020-02-06,4840812
2020-02-07,4603377
2020-02-08,4530447
2020-02-09,4579022
2020-02-10,4694563
2020-02-11,4656537
2020-02-12,4576670
2020-02-13,4545766
2020-02-14,4583533
2020-02-15,4750505
2020-02-16,4853124
2020-02-17,4797411
2020-02-18,4761738
2020-02-19,4660902
2020-02-20,4624122
2020-02-21,4612365
2020-02-22,4556378
2020-02-23,4566786
2020-02-24,4750965
2020-02-25,4832531
2020-02-26,4831604
2020-02-27,4824718
2020-02-28,4753798
2020-02-29,4917075
2020-03-01,4966365
2020-03-02,5043847
2020-03-03,4999795
2020-03-04,4996281
2020-03-05,4974053
2020-03-06,4914935
2020-03-07,4871753
2020-03-08,4874637
2020-03-09,4910484
2020-03-10,4898627
2020-03-11,5000485
2020-03-12,5131664
2020-03-13,5063640
2020-03-14,5061847
2020-03-15,5024661
2020-03-16,5006080
2020-03-17,4966932
2020-03-18,4925260
2020-03-19,4950341
2020-03-20,4981271
2020-03-21,5158454
2020-03-22,5225673
2020-03-23,5210305
2020-03-24,5186383
2020-03-25,5046118
2020-03-26,4906331
2020-03-27,4865184
2020-03-28,4829360
2020-03-29,4806751
2020-03-30,4772559
2020-03-31,4778745
2020-04-01,4675350
2020-04-02,4686724
2020-04-03,4645149
2020-04-04,4590395
2020-04-05,4557978
2020-04-06,4573403
2020-04-07,4561206
2020-04-08,4491706
2020-04-09,4507632
2020-04-10,4543839
2020-04-11,4674981
2020-04-12,4736374
2020-04-13,4765515
2020-04-14,4648043
2020-04-15,4586803
2020-04-16,4573955
2020-04-17,4634675
2020-04-18,4646403
2020-04-19,4743975
2020-04-20,4885345
2020-04-21,4910557
2020-04-22,4901768
2020-04-23,4859195
2020-04-24,4814232
2020-04-25,4655052
2020-04-26,4479205
2020-04-27,4417505
2020-04-28,4330601
2020-04-29,4306742
2020-04-30,4377412
2020-05-01,4357270
2020-05-02,4392941
2020-05-03,4443776
2020-05-04,4418386
2020-05-05,4343016
2020-05-06,4255084
2020-05-07,4236645
2020-05-08,4205337
2020-05-09,4219677
2020-05-10,4271463
2020-05-11,4264729
2020-05-12,4317036
2020-05-13,4340416
