date_obj,Dharok's%20greataxe price
2019-03-29,579233
2019-03-30,582199
2019-03-31,581675
2019-04-01,581973
2019-04-02,569290
2019-04-03,561682
2019-04-04,561239
2019-04-05,561022
2019-04-06,561525
2019-04-07,545429
2019-04-08,528953
2019-04-09,521867
2019-04-10,529707
2019-04-11,527965
2019-04-12,548953
2019-04-13,553438
2019-04-14,542353
2019-04-15,538255
2019-04-16,533418
2019-04-17,544924
2019-04-18,523506
2019-04-19,524149
2019-04-20,547301
2019-04-21,554203
2019-04-22,553640
2019-04-23,557918
2019-04-24,566008
2019-04-25,555377
2019-04-26,561348
2019-04-27,588526
2019-04-28,594189
2019-04-29,622210
2019-04-30,630333
2019-05-01,624330
2019-05-02,622666
2019-05-03,630874
2019-05-04,630075
2019-05-05,640305
2019-05-06,661082
2019-05-07,672003
2019-05-08,669868
2019-05-09,677379
2019-05-10,675210
2019-05-11,649258
2019-05-12,636234
2019-05-13,647789
2019-05-14,660591
2019-05-15,678513
2019-05-16,710953
2019-05-17,694094
2019-05-18,686026
2019-05-19,683328
2019-05-20,676803
2019-05-21,673198
2019-05-22,668382
2019-05-23,664615
2019-05-24,653531
2019-05-25,650733
2019-05-26,658054
2019-05-27,669487
2019-05-28,691270
2019-05-29,709087
2019-05-30,744542
2019-05-31,781699
2019-06-01,820784
2019-06-02,861824
2019-06-03,904748
2019-06-04,944445
2019-06-05,991097
2019-06-06,1032698
2019-06-07,1084333
2019-06-08,1137186
2019-06-09,1151404
2019-06-10,1135007
2019-06-11,1088532
2019-06-12,1035861
2019-06-13,993968
2019-06-14,965878
2019-06-15,948887
2019-06-16,938048
2019-06-17,939172
2019-06-18,942199
2019-06-19,954245
2019-06-20,956181
2019-06-21,973698
2019-06-22,970407
2019-06-23,964156
2019-06-24,962216
2019-06-25,965625
2019-06-26,959071
2019-06-27,959624
2019-06-28,989510
2019-06-29,990201
2019-06-30,1001738
2019-07-01,1036534
2019-07-02,1022969
2019-07-03,1002394
2019-07-04,986583
2019-07-05,982874
2019-07-06,975109
2019-07-07,965592
2019-07-08,963960
2019-07-09,976065
2019-07-10,963360
2019-07-11,965114
2019-07-12,965852
2019-07-13,960256
2019-07-14,965659
2019-07-15,963814
2019-07-16,951456
2019-07-17,946521
2019-07-18,934773
2019-07-19,923140
2019-07-20,926374
2019-07-21,925016
2019-07-22,908423
2019-07-23,899819
2019-07-24,888391
2019-07-25,848926
2019-07-26,811174
2019-07-27,788767
2019-07-28,780305
2019-07-29,762658
2019-07-30,766195
2019-07-31,775352
2019-08-01,784052
2019-08-02,776547
2019-08-03,778958
2019-08-04,787987
2019-08-05,814646
2019-08-06,822613
2019-08-07,827379
2019-08-08,834917
2019-08-09,852421
2019-08-10,835321
2019-08-11,834310
2019-08-12,831701
2019-08-13,832345
2019-08-14,829386
2019-08-15,834970
2019-08-16,847121
2019-08-17,855973
2019-08-18,876844
2019-08-19,899959
2019-08-20,903173
2019-08-21,893206
2019-08-22,875545
2019-08-23,860013
2019-08-24,861406
2019-08-24,861406
2019-08-25,853175
2019-08-25,853175
2019-08-26,843274
2019-08-26,843274
2019-08-27,845393
2019-08-27,845393
2019-08-28,818714
2019-08-29,810274
2019-08-30,799140
2019-08-31,788204
2019-09-01,786915
2019-09-02,777529
2019-09-03,785951
2019-09-04,808356
2019-09-05,806421
2019-09-06,794791
2019-09-07,804454
2019-09-08,803175
2019-09-09,800871
2019-09-10,794287
2019-09-11,788861
2019-09-12,769865
2019-09-13,764923
2019-09-14,756260
2019-09-15,759093
2019-09-16,773558
2019-09-17,770677
2019-09-18,775739
2019-09-19,781433
2019-09-20,778043
2019-09-21,769609
2019-09-22,769472
2019-09-23,780841
2019-09-24,779359
2019-09-25,775815
2019-09-26,764928
2019-09-27,767032
2019-09-28,775118
2019-09-29,754567
2019-09-30,760927
2019-10-01,768373
2019-10-02,790183
2019-10-03,781263
2019-10-04,780405
2019-10-05,773730
2019-10-06,767082
2019-10-07,779445
2019-10-08,774253
2019-10-09,763058
2019-10-10,755240
2019-10-11,748377
2019-10-12,753306
2019-10-13,747223
2019-10-14,741808
2019-10-15,741415
2019-10-16,740234
2019-10-17,706279
2019-10-18,686215
2019-10-19,689687
2019-10-20,686659
2019-10-21,673311
2019-10-22,664893
2019-10-23,665573
2019-10-24,665676
2019-10-25,674548
2019-10-26,693433
2019-10-27,707649
2019-10-28,709867
2019-10-29,739726
2019-10-30,731729
2019-10-31,729459
2019-11-01,741502
2019-11-02,752053
2019-11-03,764599
2019-11-04,758214
2019-11-05,744863
2019-11-06,746280
2019-11-07,759482
2019-11-08,759510
2019-11-09,773094
2019-11-10,791414
2019-11-11,813728
2019-11-12,817279
2019-11-13,811488
2019-11-14,811403
2019-11-15,795960
2019-11-16,792143
2019-11-17,803938
2019-11-18,797901
2019-11-19,778844
2019-11-20,781472
2019-11-21,769655
2019-11-22,766368
2019-11-23,755494
2019-11-24,730376
2019-11-25,729498
2019-11-26,740148
2019-11-27,739819
2019-11-28,760291
2019-11-29,782168
2019-11-30,771820
2019-12-01,775254
2019-12-02,765396
2019-12-03,760616
2019-12-04,754274
2019-12-05,760883
2019-12-06,774621
2019-12-07,763800
2019-12-08,787566
2019-12-09,793388
2019-12-10,801943
2019-12-11,792760
2019-12-12,787930
2019-12-13,796061
2019-12-14,812418
2019-12-15,802672
2019-12-16,784575
2019-12-17,780001
2019-12-18,778199
2019-12-19,786020
2019-12-20,781061
2019-12-21,776265
2019-12-22,789913
2019-12-23,777129
2019-12-24,775138
2019-12-25,781532
2019-12-26,775030
2019-12-27,768438
2019-12-28,762862
2019-12-29,764669
2019-12-30,764023
2019-12-31,753566
2020-01-01,748909
2020-01-02,766480
2020-01-03,761725
2020-01-04,758916
2020-01-05,754752
2020-01-06,760546
2020-01-07,765090
2020-01-08,762915
2020-01-09,766303
2020-01-10,752430
2020-01-11,751132
2020-01-12,748638
2020-01-13,751979
2020-01-14,749294
2020-01-15,746543
2020-01-16,751660
2020-01-17,746628
2020-01-18,735275
2020-01-19,733205
2020-01-20,738122
2020-01-21,740656
2020-01-22,737999
2020-01-23,746786
2020-01-24,734797
2020-01-25,728450
2020-01-26,729776
2020-01-27,726410
2020-01-28,724368
2020-01-29,726781
2020-01-30,716518
2020-01-31,706860
2020-02-01,699632
2020-02-02,710887
2020-02-03,730712
2020-02-04,724350
2020-02-05,722026
2020-02-06,704275
2020-02-07,681486
2020-02-08,684599
2020-02-09,675131
2020-02-10,673220
2020-02-11,676178
2020-02-12,677237
2020-02-13,677810
2020-02-14,669937
2020-02-15,656832
2020-02-16,653166
2020-02-17,649828
2020-02-18,655813
2020-02-19,647663
2020-02-20,645320
2020-02-21,652328
2020-02-22,654307
2020-02-23,663852
2020-02-24,667303
2020-02-25,671851
2020-02-26,667999
2020-02-27,672230
2020-02-28,673401
2020-02-29,683538
2020-03-01,698654
2020-03-02,692781
2020-03-03,708199
2020-03-04,709449
2020-03-05,704494
2020-03-06,697349
2020-03-07,690048
2020-03-08,684429
2020-03-09,674655
2020-03-10,663015
2020-03-11,652021
2020-03-12,647157
2020-03-13,647438
2020-03-14,634602
2020-03-15,639705
2020-03-16,640274
2020-03-17,650964
2020-03-18,653058
2020-03-19,662793
2020-03-20,685071
2020-03-21,681364
2020-03-22,679635
2020-03-23,677975
2020-03-24,687342
2020-03-25,683265
2020-03-26,684945
2020-03-27,681425
2020-03-28,680136
2020-03-29,668920
2020-03-30,656237
2020-03-31,649815
2020-04-01,643544
2020-04-02,640764
2020-04-03,633646
2020-04-04,628585
2020-04-05,657336
2020-04-06,649607
2020-04-07,638806
2020-04-08,659475
2020-04-09,650170
2020-04-10,645544
2020-04-11,635730
2020-04-12,655483
2020-04-13,679392
2020-04-14,662742
2020-04-15,658568
2020-04-16,664130
2020-04-17,645434
2020-04-18,630353
2020-04-19,626788
2020-04-20,623359
2020-04-21,623254
2020-04-22,631513
2020-04-23,663089
2020-04-24,680672
2020-04-25,680798
2020-04-26,690734
2020-04-27,706804
2020-04-28,683728
2020-04-29,666448
2020-04-30,661791
2020-05-01,662889
2020-05-02,658579
2020-05-03,651655
2020-05-04,645084
2020-05-05,631042
2020-05-06,626517
2020-05-07,628076
2020-05-08,630584
2020-05-09,632571
2020-05-10,651524
2020-05-11,648084
2020-05-12,649797
2020-05-13,645776
