date_obj,Jar%20of%20souls price
2019-04-04,95111
2019-04-05,95111
2019-04-06,95111
2019-04-07,95111
2019-04-08,95111
2019-04-09,98982
2019-04-10,98982
2019-04-11,98982
2019-04-12,98982
2019-04-13,98982
2019-04-14,101695
2019-04-15,101695
2019-04-16,101695
2019-04-17,101695
2019-04-18,101695
2019-04-19,101695
2019-04-20,104760
2019-04-21,104760
2019-04-22,104760
2019-04-23,104760
2019-04-24,104760
2019-04-25,104760
2019-04-26,109513
2019-04-27,109513
2019-04-28,109513
2019-04-29,109513
2019-04-30,109513
2019-05-01,109513
2019-05-02,113732
2019-05-03,113732
2019-05-04,113732
2019-05-05,113732
2019-05-06,113732
2019-05-07,114033
2019-05-08,114033
2019-05-09,114033
2019-05-10,114033
2019-05-11,114033
2019-05-12,111286
2019-05-13,111286
2019-05-14,111286
2019-05-15,111286
2019-05-16,111286
2019-05-17,111286
2019-05-18,105756
2019-05-19,105756
2019-05-20,105756
2019-05-21,105756
2019-05-22,105756
2019-05-23,105756
2019-05-24,100715
2019-05-25,100715
2019-05-26,100715
2019-05-27,100715
2019-05-28,96129
2019-05-29,96129
2019-05-30,96129
2019-05-31,96129
2019-06-01,91612
2019-06-02,91612
2019-06-03,91612
2019-06-04,91612
2019-06-05,91612
2019-06-06,87268
2019-06-07,87268
2019-06-08,87268
2019-06-09,87268
2019-06-10,87268
2019-06-11,83216
2019-06-12,83216
2019-06-13,83216
2019-06-14,83216
2019-06-15,79380
2019-06-16,79380
2019-06-17,79380
2019-06-18,79380
2019-06-19,79380
2019-06-20,75722
2019-06-21,75722
2019-06-22,75722
2019-06-23,75722
2019-06-24,75722
2019-06-25,72243
2019-06-26,72243
2019-06-27,72243
2019-06-28,72243
2019-06-29,72243
2019-06-30,68968
2019-07-01,68968
2019-07-02,68968
2019-07-03,68968
2019-07-04,68968
2019-07-05,65845
2019-07-06,65845
2019-07-07,65845
2019-07-08,65845
2019-07-09,65845
2019-07-10,63415
2019-07-11,63415
2019-07-12,63415
2019-07-13,63415
2019-07-14,63415
2019-07-15,63415
2019-07-16,61023
2019-07-17,61023
2019-07-18,61023
2019-07-19,61023
2019-07-20,61023
2019-07-21,58165
2019-07-22,58165
2019-07-23,58165
2019-07-24,58165
2019-07-25,58165
2019-07-26,58165
2019-07-27,55444
2019-07-28,55444
2019-07-29,55444
2019-07-30,55444
2019-07-31,55444
2019-08-01,53021
2019-08-02,53021
2019-08-03,53021
2019-08-04,53021
2019-08-05,53021
2019-08-06,50668
2019-08-07,50668
2019-08-08,50668
2019-08-09,50668
2019-08-10,50668
2019-08-11,48553
2019-08-12,48553
2019-08-13,48553
2019-08-14,48553
2019-08-15,48553
2019-08-16,47740
2019-08-17,47740
2019-08-18,47740
2019-08-19,47740
2019-08-20,47740
2019-08-21,50007
2019-08-22,50007
2019-08-23,50007
2019-08-24,50007
2019-08-24,50007
2019-08-25,52351
2019-08-25,52351
2019-08-26,52351
2019-08-26,52351
2019-08-27,52351
2019-08-27,52351
2019-08-28,52351
2019-08-29,52351
2019-08-30,54541
2019-08-31,54541
2019-09-01,54541
2019-09-02,54541
2019-09-03,54541
2019-09-04,54541
2019-09-05,54541
2019-09-06,56274
2019-09-07,56274
2019-09-08,56274
2019-09-09,56274
2019-09-10,56274
2019-09-11,56675
2019-09-12,56675
2019-09-13,56675
2019-09-14,56675
2019-09-15,56675
2019-09-16,55841
2019-09-17,55841
2019-09-18,55841
2019-09-19,55841
2019-09-20,55841
2019-09-21,56050
2019-09-22,56050
2019-09-23,56050
2019-09-24,56050
2019-09-25,56050
2019-09-26,56050
2019-09-27,55499
2019-09-28,55499
2019-09-29,55499
2019-09-30,55499
2019-10-01,55499
2019-10-02,54274
2019-10-03,54274
2019-10-04,54274
2019-10-05,54274
2019-10-06,54274
2019-10-07,53772
2019-10-08,53772
2019-10-09,53772
2019-10-10,53772
2019-10-11,53772
2019-10-12,53772
2019-10-13,54897
2019-10-14,54897
2019-10-15,54897
2019-10-16,54897
2019-10-17,54897
2019-10-18,54897
2019-10-19,54785
2019-10-20,54785
2019-10-21,54785
2019-10-22,54785
2019-10-23,54785
2019-10-24,54785
2019-10-25,53613
2019-10-26,53613
2019-10-27,53613
2019-10-28,53613
2019-10-29,53613
2019-10-30,53613
2019-10-31,51616
2019-11-01,51616
2019-11-02,51616
2019-11-03,51616
2019-11-04,51616
2019-11-05,49929
2019-11-06,49929
2019-11-07,49929
2019-11-08,49929
2019-11-09,49929
2019-11-10,48693
2019-11-11,48693
2019-11-12,48693
2019-11-13,48693
2019-11-14,48693
2019-11-15,47511
2019-11-16,47511
2019-11-17,47511
2019-11-18,47511
2019-11-19,47511
2019-11-20,47511
2019-11-21,47511
2019-11-22,47173
2019-11-23,47173
2019-11-24,47173
2019-11-25,47173
2019-11-26,47173
2019-11-27,47173
2019-11-28,46885
2019-11-29,46885
2019-11-30,46885
2019-12-01,46885
2019-12-02,46885
2019-12-03,46885
2019-12-04,45396
2019-12-05,45396
2019-12-06,45396
2019-12-07,45396
2019-12-08,45396
2019-12-09,45396
2019-12-10,45396
2019-12-11,45321
2019-12-12,45321
2019-12-13,45321
2019-12-14,45321
2019-12-15,45321
2019-12-16,45321
2019-12-17,46339
2019-12-18,46339
2019-12-19,46339
2019-12-20,46339
2019-12-21,46339
2019-12-22,46339
2019-12-23,48266
2019-12-24,48266
2019-12-25,48266
2019-12-26,48266
2019-12-27,48266
2019-12-28,48266
2019-12-29,48266
2019-12-30,50328
2019-12-31,50328
2020-01-01,50328
2020-01-02,50328
2020-01-03,50328
2020-01-04,52128
2020-01-05,52128
2020-01-06,52128
2020-01-07,52128
2020-01-08,52128
2020-01-09,50531
2020-01-10,50531
2020-01-11,50531
2020-01-12,50531
2020-01-13,50531
2020-01-14,49732
2020-01-15,49732
2020-01-16,49732
2020-01-17,49732
2020-01-18,49098
2020-01-19,49098
2020-01-20,49098
2020-01-21,49098
2020-01-22,49098
2020-01-23,50669
2020-01-24,50669
2020-01-25,50669
2020-01-26,50669
2020-01-27,50967
2020-01-28,50967
2020-01-29,50967
2020-01-30,50967
2020-01-31,50967
2020-02-01,49712
2020-02-02,49712
2020-02-03,49712
2020-02-04,49712
2020-02-05,49712
2020-02-06,50459
2020-02-07,50459
2020-02-08,50459
2020-02-09,50459
2020-02-10,51197
2020-02-11,51197
2020-02-12,51197
2020-02-13,51197
2020-02-14,53316
2020-02-15,53316
2020-02-16,53316
2020-02-17,53316
2020-02-18,55864
2020-02-19,55864
2020-02-20,55864
2020-02-21,55864
2020-02-22,58585
2020-02-23,58585
2020-02-24,58585
2020-02-25,58585
2020-02-26,61348
2020-02-27,61348
2020-02-28,61348
2020-02-29,61348
2020-03-01,64382
2020-03-02,64382
2020-03-03,64382
2020-03-04,64382
2020-03-05,67535
2020-03-06,67535
2020-03-07,67535
2020-03-08,67535
2020-03-09,67535
2020-03-10,68893
2020-03-11,68893
2020-03-12,68893
2020-03-13,68893
2020-03-14,71299
2020-03-15,71299
2020-03-16,71299
2020-03-17,71299
2020-03-18,74201
2020-03-19,74201
2020-03-20,74201
2020-03-21,74201
2020-03-22,76851
2020-03-23,76851
2020-03-24,76851
2020-03-25,76851
2020-03-26,79324
2020-03-27,79324
2020-03-28,79324
2020-03-29,80590
2020-03-30,80590
2020-03-31,80590
2020-04-01,81454
2020-04-02,81454
2020-04-03,81454
2020-04-04,83250
2020-04-05,83250
2020-04-06,83250
2020-04-07,80952
2020-04-08,80952
2020-04-09,78474
2020-04-10,78474
2020-04-11,78474
2020-04-12,76626
2020-04-13,76626
2020-04-14,76626
2020-04-15,74828
2020-04-16,74828
2020-04-17,74828
2020-04-18,72958
2020-04-19,72958
2020-04-20,72958
2020-04-21,71309
2020-04-22,71309
2020-04-23,71309
2020-04-24,70023
2020-04-25,70023
2020-04-26,70023
2020-04-27,69921
2020-04-28,69921
2020-04-29,69921
2020-04-30,69741
2020-05-01,69741
2020-05-02,69741
2020-05-03,69079
2020-05-04,69079
2020-05-05,69079
2020-05-06,65980
2020-05-07,65980
2020-05-08,65980
2020-05-09,63366
2020-05-10,63366
2020-05-11,63366
2020-05-12,63366
2020-05-13,61440
