date_obj,Bolt%20of%20cloth price
2019-07-10,917
2019-07-11,911
2019-07-12,911
2019-07-13,911
2019-07-14,902
2019-07-15,902
2019-07-16,903
2019-07-17,911
2019-07-18,914
2019-07-19,923
2019-07-20,928
2019-07-21,908
2019-07-22,910
2019-07-23,906
2019-07-24,902
2019-07-25,906
2019-07-26,911
2019-07-27,918
2019-07-28,923
2019-07-29,927
2019-07-30,917
2019-07-31,934
2019-08-01,969
2019-08-02,972
2019-08-03,945
2019-08-04,980
2019-08-05,965
2019-08-06,951
2019-08-07,949
2019-08-08,949
2019-08-09,924
2019-08-10,908
2019-08-11,914
2019-08-12,945
2019-08-13,963
2019-08-14,942
2019-08-15,939
2019-08-16,951
2019-08-17,951
2019-08-18,930
2019-08-19,917
2019-08-20,899
2019-08-21,891
2019-08-22,905
2019-08-23,905
2019-08-24,936
2019-08-24,936
2019-08-25,936
2019-08-25,936
2019-08-26,960
2019-08-27,939
2019-08-27,939
2019-08-28,950
2019-08-29,966
2019-08-30,974
2019-08-31,974
2019-09-01,953
2019-09-02,953
2019-09-03,932
2019-09-04,927
2019-09-05,925
2019-09-06,925
2019-09-07,911
2019-09-08,928
2019-09-09,928
2019-09-10,953
2019-09-11,956
2019-09-12,961
2019-09-13,961
2019-09-14,927
2019-09-15,890
2019-09-16,875
2019-09-17,849
2019-09-18,836
2019-09-19,822
2019-09-20,822
2019-09-21,827
2019-09-22,835
2019-09-23,835
2019-09-24,835
2019-09-25,851
2019-09-26,846
2019-09-27,846
2019-09-28,840
2019-09-29,840
2019-09-30,843
2019-10-01,842
2019-10-02,842
2019-10-03,856
2019-10-04,856
2019-10-05,887
2019-10-06,918
2019-10-07,946
2019-10-08,975
2019-10-09,975
2019-10-10,991
2019-10-11,991
2019-10-12,991
2019-10-13,995
2019-10-14,994
2019-10-15,994
2019-10-16,986
2019-10-17,986
2019-10-18,980
2019-10-19,955
2019-10-20,951
2019-10-21,944
2019-10-22,933
2019-10-23,930
2019-10-24,929
2019-10-25,902
2019-10-26,889
2019-10-27,913
2019-10-28,912
2019-10-29,912
2019-10-30,897
2019-10-31,917
2019-11-01,935
2019-11-02,957
2019-11-03,975
2019-11-04,1018
2019-11-05,1018
2019-11-06,1056
2019-11-07,1098
2019-11-08,1114
2019-11-09,1115
2019-11-10,1090
2019-11-11,1042
2019-11-12,1042
2019-11-13,989
2019-11-14,939
2019-11-15,894
2019-11-16,871
2019-11-17,871
2019-11-18,874
2019-11-19,874
2019-11-20,887
2019-11-21,887
2019-11-22,895
2019-11-23,914
2019-11-24,928
2019-11-25,923
2019-11-26,918
2019-11-27,918
2019-11-28,897
2019-11-29,897
2019-11-30,901
2019-12-01,924
2019-12-02,932
2019-12-03,955
2019-12-04,993
2019-12-05,993
2019-12-06,1000
2019-12-07,960
2019-12-08,956
2019-12-09,963
2019-12-10,997
2019-12-11,1009
2019-12-12,1009
2019-12-13,1014
2019-12-14,999
2019-12-15,1034
2019-12-16,1034
2019-12-17,1037
2019-12-18,1037
2019-12-19,999
2019-12-20,988
2019-12-21,1004
2019-12-22,1021
2019-12-23,1021
2019-12-24,1039
2019-12-25,1047
2019-12-26,1047
2019-12-27,1068
2019-12-28,1078
2019-12-29,1078
2019-12-30,1084
2019-12-31,1124
2020-01-01,1131
2020-01-02,1123
2020-01-03,1146
2020-01-04,1166
2020-01-05,1144
2020-01-06,1089
2020-01-07,1036
2020-01-08,1036
2020-01-09,988
2020-01-10,988
2020-01-11,978
2020-01-12,972
2020-01-13,972
2020-01-14,946
2020-01-15,961
2020-01-16,968
2020-01-17,970
2020-01-18,970
2020-01-19,971
2020-01-20,980
2020-01-21,980
2020-01-22,1019
2020-01-23,1026
2020-01-24,1013
2020-01-25,1046
2020-01-26,1047
2020-01-27,1027
2020-01-28,1003
2020-01-29,978
2020-01-30,983
2020-01-31,981
2020-02-01,970
2020-02-02,1001
2020-02-03,1008
2020-02-04,969
2020-02-05,955
2020-02-06,936
2020-02-07,954
2020-02-08,968
2020-02-09,969
2020-02-10,952
2020-02-11,923
2020-02-12,890
2020-02-13,890
2020-02-14,908
2020-02-15,900
2020-02-16,927
2020-02-17,963
2020-02-18,980
2020-02-19,953
2020-02-20,950
2020-02-21,950
2020-02-22,958
2020-02-23,1004
2020-02-24,1013
2020-02-25,979
2020-02-26,950
2020-02-27,949
2020-02-28,993
2020-02-29,993
2020-03-01,1006
2020-03-02,956
2020-03-03,915
2020-03-04,915
2020-03-05,891
2020-03-06,898
2020-03-07,929
2020-03-08,943
2020-03-09,951
2020-03-10,956
2020-03-11,960
2020-03-12,968
2020-03-13,997
2020-03-14,961
2020-03-15,982
2020-03-16,998
2020-03-17,1008
2020-03-18,1018
2020-03-19,1012
2020-03-20,1018
2020-03-21,1012
2020-03-22,1002
2020-03-23,992
2020-03-24,976
2020-03-25,970
2020-03-26,960
2020-03-27,972
2020-03-28,977
2020-03-29,1019
2020-03-30,1018
2020-03-31,1014
2020-04-01,1018
2020-04-02,990
2020-04-03,990
2020-04-04,975
2020-04-05,966
2020-04-06,972
2020-04-07,978
2020-04-08,965
2020-04-09,959
2020-04-10,945
2020-04-11,957
2020-04-12,998
2020-04-13,999
2020-04-14,1016
2020-04-15,1028
2020-04-16,1045
2020-04-17,1027
2020-04-18,975
2020-04-19,940
2020-04-20,903
2020-04-21,888
2020-04-22,866
2020-04-23,869
2020-04-24,878
2020-04-25,904
2020-04-26,906
2020-04-27,882
2020-04-28,867
2020-04-29,865
2020-04-30,867
2020-05-01,836
2020-05-02,839
2020-05-03,836
2020-05-04,852
2020-05-05,842
2020-05-06,835
2020-05-07,826
2020-05-08,831
2020-05-09,857
2020-05-10,895
2020-05-11,883
2020-05-12,854
2020-05-13,829
