date_obj,Saradomin%20mitre price
2019-04-04,18711
2019-04-05,18182
2019-04-06,17761
2019-04-07,17744
2019-04-08,17841
2019-04-09,18494
2019-04-10,18886
2019-04-11,18475
2019-04-12,18172
2019-04-13,17820
2019-04-14,17213
2019-04-15,16903
2019-04-16,16141
2019-04-17,15451
2019-04-18,14678
2019-04-19,14359
2019-04-20,14035
2019-04-21,13839
2019-04-22,13748
2019-04-23,14078
2019-04-24,14226
2019-04-25,13829
2019-04-26,13703
2019-04-27,14021
2019-04-28,13825
2019-04-29,13792
2019-04-30,13666
2019-05-01,13618
2019-05-02,13703
2019-05-03,13740
2019-05-04,14139
2019-05-05,14272
2019-05-06,14341
2019-05-07,14389
2019-05-08,14538
2019-05-09,15063
2019-05-10,14901
2019-05-11,15324
2019-05-12,15945
2019-05-13,16364
2019-05-14,16644
2019-05-15,17009
2019-05-16,17196
2019-05-17,17578
2019-05-18,17777
2019-05-19,18223
2019-05-20,18782
2019-05-21,19595
2019-05-22,20314
2019-05-23,20870
2019-05-24,20773
2019-05-25,21182
2019-05-26,21458
2019-05-27,22172
2019-05-28,22440
2019-05-29,22838
2019-05-30,23253
2019-05-31,24239
2019-06-01,25065
2019-06-02,26197
2019-06-03,27425
2019-06-04,28472
2019-06-05,29571
2019-06-06,29789
2019-06-07,30271
2019-06-08,30883
2019-06-09,31271
2019-06-10,31543
2019-06-11,31441
2019-06-12,31539
2019-06-13,30877
2019-06-14,30218
2019-06-15,29860
2019-06-16,30011
2019-06-17,29436
2019-06-18,28870
2019-06-19,28233
2019-06-20,28056
2019-06-21,27587
2019-06-22,28218
2019-06-23,28399
2019-06-24,28723
2019-06-25,28680
2019-06-26,28299
2019-06-27,27521
2019-06-28,26819
2019-06-29,26785
2019-06-30,26275
2019-07-01,24961
2019-07-02,23870
2019-07-03,23242
2019-07-04,22344
2019-07-05,21333
2019-07-06,20710
2019-07-07,20458
2019-07-08,20289
2019-07-09,20038
2019-07-10,20441
2019-07-11,20721
2019-07-12,20863
2019-07-13,20365
2019-07-14,20367
2019-07-15,20346
2019-07-16,20046
2019-07-17,20105
2019-07-18,20032
2019-07-19,20184
2019-07-20,20460
2019-07-21,20797
2019-07-22,21683
2019-07-23,22286
2019-07-24,21407
2019-07-25,21404
2019-07-26,21622
2019-07-27,21631
2019-07-28,21224
2019-07-29,20438
2019-07-30,19881
2019-07-31,19695
2019-08-01,19969
2019-08-02,20064
2019-08-03,19345
2019-08-04,19493
2019-08-05,19573
2019-08-06,19725
2019-08-07,19700
2019-08-08,19552
2019-08-09,19062
2019-08-10,18877
2019-08-11,18331
2019-08-12,18171
2019-08-13,17979
2019-08-14,18271
2019-08-15,18315
2019-08-16,18107
2019-08-17,18103
2019-08-18,17831
2019-08-19,17613
2019-08-20,17354
2019-08-21,17257
2019-08-22,17473
2019-08-23,17938
2019-08-24,17711
2019-08-24,17711
2019-08-25,17908
2019-08-25,17908
2019-08-26,17689
2019-08-26,17689
2019-08-27,17964
2019-08-27,17964
2019-08-28,18079
2019-08-29,17981
2019-08-30,17864
2019-08-31,18042
2019-09-01,17817
2019-09-02,17751
2019-09-03,17809
2019-09-04,17658
2019-09-05,17452
2019-09-06,17533
2019-09-07,17685
2019-09-08,17782
2019-09-09,17679
2019-09-10,17680
2019-09-11,17532
2019-09-12,17666
2019-09-13,17852
2019-09-14,17628
2019-09-15,17455
2019-09-16,17528
2019-09-17,17282
2019-09-18,17030
2019-09-19,17249
2019-09-20,17105
2019-09-21,17309
2019-09-22,16699
2019-09-23,16301
2019-09-24,15686
2019-09-25,15632
2019-09-26,15880
2019-09-27,16075
2019-09-28,16145
2019-09-29,16053
2019-09-30,16057
2019-10-01,15961
2019-10-02,16546
2019-10-03,16777
2019-10-04,16658
2019-10-05,16137
2019-10-06,16339
2019-10-07,16004
2019-10-08,16318
2019-10-09,16291
2019-10-10,16253
2019-10-11,16234
2019-10-12,16288
2019-10-13,15997
2019-10-14,16115
2019-10-15,16146
2019-10-16,15967
2019-10-17,16317
2019-10-18,16731
2019-10-19,16506
2019-10-20,16270
2019-10-21,16142
2019-10-22,15803
2019-10-23,15619
2019-10-24,15399
2019-10-25,15199
2019-10-26,14841
2019-10-27,14335
2019-10-28,14430
2019-10-29,14383
2019-10-30,14809
2019-10-31,14896
2019-11-01,14773
2019-11-02,14723
2019-11-03,14807
2019-11-04,14820
2019-11-05,14363
2019-11-06,14172
2019-11-07,14218
2019-11-08,14367
2019-11-09,14380
2019-11-10,14194
2019-11-11,14477
2019-11-12,14992
2019-11-13,15216
2019-11-14,15052
2019-11-15,15148
2019-11-16,14752
2019-11-17,14790
2019-11-18,14941
2019-11-19,15119
2019-11-20,14899
2019-11-21,14972
2019-11-22,14923
2019-11-23,14706
2019-11-24,14418
2019-11-25,14501
2019-11-26,14650
2019-11-27,13965
2019-11-28,14246
2019-11-29,14547
2019-11-30,14642
2019-12-01,14877
2019-12-02,14864
2019-12-03,15105
2019-12-04,15247
2019-12-05,15510
2019-12-06,15802
2019-12-07,16071
2019-12-08,16113
2019-12-09,16226
2019-12-10,16152
2019-12-11,16220
2019-12-12,16494
2019-12-13,16641
2019-12-14,16738
2019-12-15,16578
2019-12-16,16946
2019-12-17,16774
2019-12-18,16447
2019-12-19,16313
2019-12-20,16454
2019-12-21,16613
2019-12-22,16428
2019-12-23,15967
2019-12-24,15290
2019-12-25,15724
2019-12-26,15584
2019-12-27,15837
2019-12-28,16359
2019-12-29,17006
2019-12-30,17515
2019-12-31,17573
2020-01-01,17984
2020-01-02,18249
2020-01-03,18037
2020-01-04,17315
2020-01-05,16456
2020-01-06,15797
2020-01-07,15466
2020-01-08,15100
2020-01-09,15126
2020-01-10,15626
2020-01-11,16131
2020-01-12,16213
2020-01-13,16897
2020-01-14,17526
2020-01-15,18001
2020-01-16,18181
2020-01-17,17816
2020-01-18,17772
2020-01-19,17795
2020-01-20,18040
2020-01-21,17956
2020-01-22,17953
2020-01-23,17688
2020-01-24,17392
2020-01-25,17344
2020-01-26,17648
2020-01-27,17860
2020-01-28,17933
2020-01-29,17958
2020-01-30,18125
2020-01-31,18230
2020-02-01,17551
2020-02-02,17102
2020-02-03,16473
2020-02-04,16393
2020-02-05,16218
2020-02-06,16079
2020-02-07,15685
2020-02-08,15366
2020-02-09,14880
2020-02-10,14254
2020-02-11,13657
2020-02-12,13253
2020-02-13,12948
2020-02-14,13101
2020-02-15,13136
2020-02-16,13279
2020-02-17,13269
2020-02-18,13230
2020-02-19,13282
2020-02-20,13311
2020-02-21,13125
2020-02-22,13125
2020-02-23,13163
2020-02-24,13136
2020-02-25,13116
2020-02-26,13469
2020-02-27,13815
2020-02-28,14137
2020-02-29,14314
2020-03-01,14771
2020-03-02,14609
2020-03-03,14672
2020-03-04,14652
2020-03-05,14773
2020-03-06,15064
2020-03-07,14917
2020-03-08,14828
2020-03-09,15192
2020-03-10,15305
2020-03-11,15375
2020-03-12,15476
2020-03-13,15543
2020-03-14,15900
2020-03-15,16070
2020-03-16,16257
2020-03-17,16301
2020-03-18,16141
2020-03-19,16200
2020-03-20,16481
2020-03-21,16564
2020-03-22,17157
2020-03-23,17883
2020-03-24,18321
2020-03-25,18674
2020-03-26,18854
2020-03-27,19000
2020-03-28,18951
2020-03-29,19032
2020-03-30,19170
2020-03-31,18982
2020-04-01,18928
2020-04-02,18911
2020-04-03,18865
2020-04-04,19003
2020-04-05,19022
2020-04-06,18728
2020-04-07,18540
2020-04-08,18062
2020-04-09,17686
2020-04-10,17405
2020-04-11,17246
2020-04-12,17291
2020-04-13,17240
2020-04-14,17103
2020-04-15,16954
2020-04-16,17012
2020-04-17,16937
2020-04-18,16858
2020-04-19,16795
2020-04-20,16549
2020-04-21,16162
2020-04-22,16137
2020-04-23,15735
2020-04-24,15714
2020-04-25,15331
2020-04-26,15136
2020-04-27,14567
2020-04-28,14380
2020-04-29,14225
2020-04-30,14729
2020-05-01,14989
2020-05-02,15028
2020-05-03,15313
2020-05-04,15440
2020-05-05,15766
2020-05-06,15752
2020-05-07,15694
2020-05-08,15538
2020-05-09,16017
2020-05-10,16052
2020-05-11,15984
2020-05-12,16013
2020-05-13,16143
