date_obj,Amulet%20of%20glory%20(t) price
2019-03-16,49815
2019-03-17,49618
2019-03-18,49618
2019-03-19,50033
2019-03-20,50154
2019-03-21,50855
2019-03-22,50855
2019-03-23,50957
2019-03-24,50951
2019-03-25,50951
2019-03-26,51684
2019-03-27,51684
2019-03-28,51203
2019-03-29,51395
2019-03-30,51395
2019-03-31,50809
2019-04-01,51051
2019-04-02,51051
2019-04-03,49842
2019-04-04,48533
2019-04-05,48533
2019-04-06,47684
2019-04-07,46558
2019-04-08,45294
2019-04-09,45294
2019-04-10,45081
2019-04-11,45883
2019-04-12,45335
2019-04-13,44569
2019-04-14,43602
2019-04-15,43602
2019-04-16,43916
2019-04-17,43916
2019-04-18,44694
2019-04-19,44694
2019-04-20,45148
2019-04-21,45148
2019-04-22,44962
2019-04-23,45926
2019-04-24,45926
2019-04-25,45939
2019-04-26,47167
2019-04-27,47167
2019-04-28,47366
2019-04-29,47366
2019-04-30,48289
2019-05-01,48289
2019-05-02,49560
2019-05-03,49801
2019-05-04,50129
2019-05-05,50129
2019-05-06,51001
2019-05-07,52151
2019-05-08,52151
2019-05-09,52678
2019-05-10,52678
2019-05-11,53597
2019-05-12,53494
2019-05-13,53498
2019-05-14,54147
2019-05-15,54147
2019-05-16,54672
2019-05-17,54672
2019-05-18,55331
2019-05-19,55331
2019-05-20,55155
2019-05-21,55155
2019-05-22,56084
2019-05-23,56427
2019-05-24,56427
2019-05-25,55791
2019-05-26,55791
2019-05-27,55016
2019-05-28,54114
2019-05-29,54874
2019-05-30,54874
2019-05-31,54122
2019-06-01,54122
2019-06-02,53845
2019-06-03,53845
2019-06-04,53483
2019-06-05,54105
2019-06-06,54105
2019-06-07,53849
2019-06-08,54490
2019-06-09,54322
2019-06-10,54322
2019-06-11,53538
2019-06-12,53538
2019-06-13,54128
2019-06-14,54128
2019-06-15,54490
2019-06-16,54700
2019-06-17,54700
2019-06-18,54515
2019-06-19,54515
2019-06-20,55319
2019-06-21,55319
2019-06-22,55017
2019-06-23,53382
2019-06-24,53382
2019-06-25,54404
2019-06-26,54404
2019-06-27,54882
2019-06-28,54882
2019-06-29,54444
2019-06-30,54852
2019-07-01,54852
2019-07-02,54574
2019-07-03,54574
2019-07-04,54342
2019-07-05,54342
2019-07-06,53761
2019-07-07,53761
2019-07-08,54229
2019-07-09,54229
2019-07-10,55709
2019-07-11,55709
2019-07-12,55314
2019-07-13,55314
2019-07-14,56420
2019-07-15,56420
2019-07-16,55742
2019-07-17,55794
2019-07-18,55794
2019-07-19,56135
2019-07-20,56135
2019-07-21,56594
2019-07-22,56594
2019-07-23,57104
2019-07-24,57104
2019-07-25,57636
2019-07-26,57636
2019-07-27,57653
2019-07-28,57653
2019-07-29,58231
2019-07-30,58231
2019-07-31,58312
2019-08-01,58312
2019-08-02,59322
2019-08-03,60100
2019-08-04,60100
2019-08-05,60418
2019-08-06,60418
2019-08-07,60691
2019-08-08,60691
2019-08-09,60691
2019-08-10,61048
2019-08-11,61048
2019-08-12,60061
2019-08-13,60061
2019-08-14,58878
2019-08-15,58878
2019-08-16,57573
2019-08-17,57573
2019-08-18,57814
2019-08-19,57814
2019-08-20,57530
2019-08-21,57530
2019-08-22,57584
2019-08-23,57584
2019-08-24,57430
2019-08-24,57430
2019-08-25,57430
2019-08-25,57430
2019-08-26,57029
2019-08-27,57029
2019-08-27,57029
2019-08-28,57859
2019-08-29,57859
2019-08-30,58028
2019-08-31,58028
2019-09-01,56974
2019-09-02,56974
2019-09-03,58030
2019-09-04,58030
2019-09-05,58545
2019-09-06,58545
2019-09-07,58758
2019-09-08,59097
2019-09-09,59097
2019-09-10,59372
2019-09-11,59372
2019-09-12,59369
2019-09-13,59369
2019-09-14,59108
2019-09-15,59108
2019-09-16,57379
2019-09-17,57379
2019-09-18,56427
2019-09-19,56427
2019-09-20,56427
2019-09-21,56674
2019-09-22,56674
2019-09-23,56635
2019-09-24,56635
2019-09-25,56860
2019-09-26,56860
2019-09-27,57807
2019-09-28,57807
2019-09-29,57500
2019-09-30,57500
2019-10-01,57312
2019-10-02,57312
2019-10-03,57312
2019-10-04,56884
2019-10-05,56884
2019-10-06,56085
2019-10-07,56085
2019-10-08,55664
2019-10-09,55664
2019-10-10,55708
2019-10-11,55708
2019-10-12,55708
2019-10-13,55679
2019-10-14,55679
2019-10-15,56186
2019-10-16,56186
2019-10-17,55595
2019-10-18,55595
2019-10-19,54866
2019-10-20,54866
2019-10-21,54940
2019-10-22,54940
2019-10-23,55562
2019-10-24,55562
2019-10-25,56492
2019-10-26,56492
2019-10-27,56412
2019-10-28,56412
2019-10-29,56427
2019-10-30,56427
2019-10-31,56342
2019-11-01,56342
2019-11-02,56680
2019-11-03,56680
2019-11-04,56030
2019-11-05,56030
2019-11-06,56030
2019-11-07,56367
2019-11-08,56367
2019-11-09,57248
2019-11-10,57248
2019-11-11,57995
2019-11-12,57995
2019-11-13,57995
2019-11-14,58882
2019-11-15,58882
2019-11-16,59445
2019-11-17,59445
2019-11-18,60324
2019-11-19,60324
2019-11-20,60013
2019-11-21,60013
2019-11-22,58409
2019-11-23,58409
2019-11-24,56946
2019-11-25,56946
2019-11-26,56709
2019-11-27,56709
2019-11-28,57594
2019-11-29,57594
2019-11-30,57594
2019-12-01,57909
2019-12-02,57909
2019-12-03,58898
2019-12-04,58898
2019-12-05,58898
2019-12-06,58566
2019-12-07,58566
2019-12-08,59093
2019-12-09,59093
2019-12-10,57686
2019-12-11,57686
2019-12-12,57686
2019-12-13,57412
2019-12-14,57412
2019-12-15,56575
2019-12-16,56575
2019-12-17,57332
2019-12-18,57332
2019-12-19,57332
2019-12-20,58246
2019-12-21,58246
2019-12-22,58455
2019-12-23,58455
2019-12-24,58189
2019-12-25,58189
2019-12-26,57173
2019-12-27,57173
2019-12-28,56261
2019-12-29,56261
2019-12-30,54894
2019-12-31,54894
2020-01-01,53310
2020-01-02,51294
2020-01-03,51294
2020-01-04,50086
2020-01-05,50086
2020-01-06,49289
2020-01-07,49158
2020-01-08,49158
2020-01-09,49158
2020-01-10,49289
2020-01-11,49289
2020-01-12,48298
2020-01-13,48298
2020-01-14,48298
2020-01-15,47112
2020-01-16,47112
2020-01-17,46572
2020-01-18,46572
2020-01-19,45951
2020-01-20,45951
2020-01-21,46538
2020-01-22,46538
2020-01-23,47385
2020-01-24,47385
2020-01-25,48329
2020-01-26,49148
2020-01-27,49148
2020-01-28,48586
2020-01-29,48586
2020-01-30,47517
2020-01-31,47517
2020-02-01,45814
2020-02-02,45291
2020-02-03,45291
2020-02-04,44604
2020-02-05,44604
2020-02-06,44983
2020-02-07,44983
2020-02-08,44234
2020-02-09,44234
2020-02-10,43320
2020-02-11,43320
2020-02-12,42194
2020-02-13,42194
2020-02-14,42764
2020-02-15,42764
2020-02-16,42834
2020-02-17,42664
2020-02-18,42664
2020-02-19,42728
2020-02-20,42252
2020-02-21,42252
2020-02-22,42180
2020-02-23,42180
2020-02-24,42319
2020-02-25,42319
2020-02-26,43000
2020-02-27,43000
2020-02-28,43309
2020-02-29,43309
2020-03-01,42851
2020-03-02,42851
2020-03-03,42397
2020-03-04,42397
2020-03-05,42257
2020-03-06,42257
2020-03-07,42456
2020-03-08,42456
2020-03-09,42432
2020-03-10,42432
2020-03-11,43334
2020-03-12,44121
2020-03-13,44121
2020-03-14,44205
2020-03-15,44205
2020-03-16,44512
2020-03-17,44512
2020-03-18,44702
2020-03-19,44862
2020-03-20,44989
2020-03-21,44989
2020-03-22,44284
2020-03-23,43055
2020-03-24,42093
2020-03-25,42093
2020-03-26,42069
2020-03-27,41941
2020-03-28,41941
2020-03-29,42287
2020-03-30,42503
2020-03-31,42559
2020-04-01,42927
2020-04-02,42509
2020-04-03,42509
2020-04-04,41535
2020-04-05,40714
2020-04-06,41088
2020-04-07,41924
2020-04-08,40866
2020-04-09,39432
2020-04-10,39432
2020-04-11,38417
2020-04-12,36927
2020-04-13,35169
2020-04-14,34018
2020-04-15,34004
2020-04-16,34004
2020-04-17,34081
2020-04-18,34279
2020-04-19,34403
2020-04-20,34685
2020-04-21,35409
2020-04-22,35940
2020-04-23,36511
2020-04-24,36930
2020-04-25,37417
2020-04-26,37529
2020-04-27,37922
2020-04-28,37118
2020-04-29,35894
2020-04-30,35384
2020-05-01,35384
2020-05-02,35758
2020-05-03,36234
2020-05-04,36788
2020-05-05,37320
2020-05-06,37480
2020-05-07,38190
2020-05-08,38190
2020-05-09,38331
2020-05-10,38852
2020-05-11,38852
2020-05-12,38742
2020-05-13,38740
