date_obj,Ancient%20platebody price
2019-03-19,47358
2019-03-20,47578
2019-03-21,47740
2019-03-22,47710
2019-03-23,47506
2019-03-24,46759
2019-03-25,46579
2019-03-26,45989
2019-03-27,45835
2019-03-28,46177
2019-03-29,46055
2019-03-30,45229
2019-03-31,44756
2019-04-01,45269
2019-04-02,45769
2019-04-03,46280
2019-04-04,45972
2019-04-05,46520
2019-04-06,46130
2019-04-07,45665
2019-04-08,44530
2019-04-09,44143
2019-04-10,44439
2019-04-11,43685
2019-04-12,42846
2019-04-13,42191
2019-04-14,42068
2019-04-15,41250
2019-04-16,41220
2019-04-17,41071
2019-04-18,40611
2019-04-19,40795
2019-04-20,40598
2019-04-21,41039
2019-04-22,40594
2019-04-23,40312
2019-04-24,39941
2019-04-25,40078
2019-04-26,39794
2019-04-27,39174
2019-04-28,38866
2019-04-29,38812
2019-04-30,39644
2019-05-01,39645
2019-05-02,39423
2019-05-03,39429
2019-05-04,39253
2019-05-05,39670
2019-05-06,40087
2019-05-07,39993
2019-05-08,40026
2019-05-09,41089
2019-05-10,41800
2019-05-11,42053
2019-05-12,42411
2019-05-13,42245
2019-05-14,41687
2019-05-15,41264
2019-05-16,40998
2019-05-17,41470
2019-05-18,42057
2019-05-19,42255
2019-05-20,42174
2019-05-21,42599
2019-05-22,42387
2019-05-23,42250
2019-05-24,43183
2019-05-25,43196
2019-05-26,42903
2019-05-27,43422
2019-05-28,43658
2019-05-29,43598
2019-05-30,44104
2019-05-31,44350
2019-06-01,44620
2019-06-02,45172
2019-06-03,45638
2019-06-04,46276
2019-06-05,46654
2019-06-06,46483
2019-06-07,46475
2019-06-08,47376
2019-06-09,47288
2019-06-10,47288
2019-06-11,46865
2019-06-12,46355
2019-06-13,46848
2019-06-14,47589
2019-06-15,48189
2019-06-16,47887
2019-06-17,47601
2019-06-18,46659
2019-06-19,46209
2019-06-20,45933
2019-06-21,46030
2019-06-22,45414
2019-06-23,45402
2019-06-24,45992
2019-06-25,46270
2019-06-26,45948
2019-06-27,45381
2019-06-28,45941
2019-06-29,45453
2019-06-30,44941
2019-07-01,45433
2019-07-02,45851
2019-07-03,46060
2019-07-04,45990
2019-07-05,45688
2019-07-06,45582
2019-07-07,45821
2019-07-08,46052
2019-07-09,45898
2019-07-10,46154
2019-07-11,46127
2019-07-12,46310
2019-07-13,46547
2019-07-14,47195
2019-07-15,47274
2019-07-16,47545
2019-07-17,47121
2019-07-18,47198
2019-07-19,47673
2019-07-20,47843
2019-07-21,46684
2019-07-22,45686
2019-07-23,45464
2019-07-24,44191
2019-07-25,43028
2019-07-26,42726
2019-07-27,42379
2019-07-28,43078
2019-07-29,43025
2019-07-30,41902
2019-07-31,41455
2019-08-01,41124
2019-08-02,40190
2019-08-03,40347
2019-08-04,40850
2019-08-05,41206
2019-08-06,41315
2019-08-07,41386
2019-08-08,41505
2019-08-09,41578
2019-08-10,42355
2019-08-11,42410
2019-08-12,42595
2019-08-13,42625
2019-08-14,41850
2019-08-15,42520
2019-08-16,43358
2019-08-17,43699
2019-08-18,44163
2019-08-19,44409
2019-08-20,44347
2019-08-21,44658
2019-08-22,45360
2019-08-23,45840
2019-08-24,46357
2019-08-24,46357
2019-08-25,46762
2019-08-25,46762
2019-08-26,46152
2019-08-27,45532
2019-08-27,45532
2019-08-28,45714
2019-08-29,45538
2019-08-30,45961
2019-08-31,46907
2019-09-01,47717
2019-09-02,47720
2019-09-03,47512
2019-09-04,47695
2019-09-05,47326
2019-09-06,47236
2019-09-07,47216
2019-09-08,47527
2019-09-09,47796
2019-09-10,48041
2019-09-11,48427
2019-09-12,49387
2019-09-13,50463
2019-09-14,50779
2019-09-15,50902
2019-09-16,51407
2019-09-17,51541
2019-09-18,52094
2019-09-19,52773
2019-09-20,53193
2019-09-21,53381
2019-09-22,53195
2019-09-23,53853
2019-09-24,53853
2019-09-25,54008
2019-09-26,54333
2019-09-27,52256
2019-09-28,50007
2019-09-29,48127
2019-09-30,48082
2019-10-01,48084
2019-10-02,46202
2019-10-03,44800
2019-10-04,44415
2019-10-05,44287
2019-10-06,44796
2019-10-07,43428
2019-10-08,43116
2019-10-09,43116
2019-10-10,43316
2019-10-11,43372
2019-10-12,43396
2019-10-13,43779
2019-10-14,43914
2019-10-15,44042
2019-10-16,44728
2019-10-17,44993
2019-10-18,45201
2019-10-19,45281
2019-10-20,45321
2019-10-21,45073
2019-10-22,45365
2019-10-23,44931
2019-10-24,45520
2019-10-25,44776
2019-10-26,44920
2019-10-27,44910
2019-10-28,44086
2019-10-29,43653
2019-10-30,43296
2019-10-31,42525
2019-11-01,42368
2019-11-02,42209
2019-11-03,42343
2019-11-04,42488
2019-11-05,42488
2019-11-06,42763
2019-11-07,42909
2019-11-08,43469
2019-11-09,43488
2019-11-10,42873
2019-11-11,42643
2019-11-12,42498
2019-11-13,42542
2019-11-14,42858
2019-11-15,43053
2019-11-16,43412
2019-11-17,43412
2019-11-18,43375
2019-11-19,42851
2019-11-20,43071
2019-11-21,42844
2019-11-22,43051
2019-11-23,43018
2019-11-24,43215
2019-11-25,43636
2019-11-26,43350
2019-11-27,44021
2019-11-28,44606
2019-11-29,44606
2019-11-30,44797
2019-12-01,45013
2019-12-02,45404
2019-12-03,45535
2019-12-04,45782
2019-12-05,45782
2019-12-06,45261
2019-12-07,44304
2019-12-08,43272
2019-12-09,43247
2019-12-10,43812
2019-12-11,44098
2019-12-12,44390
2019-12-13,44335
2019-12-14,44582
2019-12-15,44393
2019-12-16,44710
2019-12-17,45068
2019-12-18,44937
2019-12-19,44351
2019-12-20,44449
2019-12-21,44627
2019-12-22,44836
2019-12-23,45228
2019-12-24,45129
2019-12-25,45129
2019-12-26,45220
2019-12-27,45575
2019-12-28,44606
2019-12-29,44880
2019-12-30,45002
2019-12-31,45721
2020-01-01,45872
2020-01-02,45990
2020-01-03,45923
2020-01-04,45908
2020-01-05,45783
2020-01-06,45474
2020-01-07,45463
2020-01-08,45121
2020-01-09,45454
2020-01-10,45597
2020-01-11,45361
2020-01-12,45355
2020-01-13,45355
2020-01-14,44620
2020-01-15,45026
2020-01-16,44756
2020-01-17,44726
2020-01-18,44848
2020-01-19,43981
2020-01-20,45023
2020-01-21,45160
2020-01-22,44855
2020-01-23,44541
2020-01-24,45155
2020-01-25,44895
2020-01-26,44803
2020-01-27,45033
2020-01-28,45020
2020-01-29,45095
2020-01-30,45787
2020-01-31,45736
2020-02-01,45645
2020-02-02,45539
2020-02-03,45596
2020-02-04,45970
2020-02-05,45895
2020-02-06,45438
2020-02-07,45929
2020-02-08,45639
2020-02-09,45055
2020-02-10,44785
2020-02-11,44814
2020-02-12,44528
2020-02-13,44246
2020-02-14,43744
2020-02-15,42495
2020-02-16,42377
2020-02-17,41629
2020-02-18,42248
2020-02-19,41370
2020-02-20,41363
2020-02-21,41344
2020-02-22,41965
2020-02-23,42094
2020-02-24,42189
2020-02-25,42565
2020-02-26,43182
2020-02-27,43462
2020-02-28,42207
2020-02-29,41414
2020-03-01,41611
2020-03-02,42508
2020-03-03,41542
2020-03-04,42489
2020-03-05,42621
2020-03-06,42158
2020-03-07,41194
2020-03-08,40677
2020-03-09,41203
2020-03-10,41242
2020-03-11,41292
2020-03-12,41436
2020-03-13,41589
2020-03-14,41524
2020-03-15,41817
2020-03-16,41909
2020-03-17,41586
2020-03-18,42005
2020-03-19,41966
2020-03-20,41486
2020-03-21,40950
2020-03-22,40753
2020-03-23,40979
2020-03-24,41069
2020-03-25,41830
2020-03-26,42619
2020-03-27,42833
2020-03-28,42999
2020-03-29,42436
2020-03-30,42645
2020-03-31,42678
2020-04-01,42936
2020-04-02,43004
2020-04-03,43462
2020-04-04,43902
2020-04-05,43876
2020-04-06,44057
2020-04-07,43132
2020-04-08,43146
2020-04-09,43166
2020-04-10,43479
2020-04-11,43518
2020-04-12,43666
2020-04-13,43623
2020-04-14,43710
2020-04-15,43754
2020-04-16,43415
2020-04-17,42095
2020-04-18,41477
2020-04-19,41083
2020-04-20,40665
2020-04-21,40908
2020-04-22,41184
2020-04-23,41353
2020-04-24,41778
2020-04-25,41498
2020-04-26,41354
2020-04-27,41665
2020-04-28,41571
2020-04-29,41565
2020-04-30,41692
2020-05-01,41079
2020-05-02,40578
2020-05-03,40876
2020-05-04,41294
2020-05-05,41474
2020-05-06,42024
2020-05-07,42261
2020-05-08,42077
2020-05-09,42139
2020-05-10,41740
2020-05-11,42062
2020-05-12,42308
2020-05-13,42319
