date_obj,Dragon%20scimitar%20ornament%20kit price
2020-03-06,794284
2020-03-07,797407
2020-03-08,797576
2020-03-09,795692
2020-03-10,811382
2020-03-11,836279
2020-03-12,852043
2020-03-13,860360
2020-03-14,846283
2020-03-15,838375
2020-03-16,841246
2020-03-17,855900
2020-03-18,850845
2020-03-19,834244
2020-03-20,811790
2020-03-21,787452
2020-03-22,768843
2020-03-23,750837
2020-03-24,742989
2020-03-25,750204
2020-03-26,762284
2020-03-27,769662
2020-03-28,784862
2020-03-29,809435
2020-03-30,827352
2020-03-31,867738
2020-04-01,896579
2020-04-02,889828
2020-04-03,909902
2020-04-04,936223
2020-04-05,939933
2020-04-06,911731
2020-04-07,908540
2020-04-08,892187
2020-04-09,904599
2020-04-10,899384
2020-04-11,900269
2020-04-12,879623
2020-04-13,853039
2020-04-14,838179
2020-04-15,848546
2020-04-16,847287
2020-04-17,843627
2020-04-18,824426
2020-04-19,802713
2020-04-20,797949
2020-04-21,789149
2020-04-22,786425
2020-04-23,770501
2020-04-24,759556
2020-04-25,770703
2020-04-26,796948
2020-04-27,813861
2020-04-28,804986
2020-04-29,813163
2020-04-30,829154
2020-05-01,844829
2020-05-02,865810
2020-05-03,863180
2020-05-04,851743
2020-05-05,844140
2020-05-06,847678
2020-05-07,867353
2020-05-08,867540
2020-05-09,867280
2020-05-10,858385
2020-05-11,853494
2020-05-12,844374
2020-05-13,837292
