date_obj,Ensouled%20dragon%20head price
2020-01-01,9752
2020-01-02,9889
2020-01-03,10039
2020-01-04,10432
2020-01-05,10486
2020-01-06,10111
2020-01-07,10385
2020-01-08,10220
2020-01-09,10136
2020-01-10,10211
2020-01-11,10214
2020-01-12,10269
2020-01-13,10304
2020-01-14,10495
2020-01-15,10445
2020-01-16,10396
2020-01-17,10426
2020-01-18,10541
2020-01-19,10515
2020-01-20,10481
2020-01-21,10487
2020-01-22,10767
2020-01-23,11306
2020-01-24,11861
2020-01-25,11967
2020-01-26,11661
2020-01-27,11539
2020-01-28,11363
2020-01-29,11204
2020-01-30,11064
2020-01-31,10828
2020-02-01,10359
2020-02-02,10316
2020-02-03,10387
2020-02-04,10416
2020-02-05,10427
2020-02-06,10383
2020-02-07,10310
2020-02-08,10299
2020-02-09,10341
2020-02-10,10278
2020-02-11,10273
2020-02-12,10252
2020-02-13,10032
2020-02-14,9867
2020-02-15,9887
2020-02-16,9860
2020-02-17,9849
2020-02-18,9796
2020-02-19,9768
2020-02-20,9502
2020-02-21,9443
2020-02-22,9490
2020-02-23,9649
2020-02-24,9672
2020-02-25,9991
2020-02-26,10308
2020-02-27,10297
2020-02-28,10267
2020-02-29,10176
2020-03-01,10184
2020-03-02,10150
2020-03-03,10128
2020-03-04,10083
2020-03-05,10079
2020-03-06,10130
2020-03-07,10049
2020-03-08,10040
2020-03-09,9930
2020-03-10,9900
2020-03-11,9962
2020-03-12,9985
2020-03-13,9987
2020-03-14,9971
2020-03-15,9975
2020-03-16,9982
2020-03-17,10056
2020-03-18,10011
2020-03-19,9998
2020-03-20,9989
2020-03-21,10020
2020-03-22,10004
2020-03-23,10164
2020-03-24,10062
2020-03-25,10044
2020-03-26,10000
2020-03-27,9996
2020-03-28,10054
2020-03-29,10343
2020-03-30,10643
2020-03-31,10680
2020-04-01,10560
2020-04-02,10664
2020-04-03,10996
2020-04-04,10967
2020-04-05,10913
2020-04-06,10829
2020-04-07,10792
2020-04-08,10607
2020-04-09,10352
2020-04-10,10349
2020-04-11,10184
2020-04-12,10180
2020-04-13,10137
2020-04-14,10141
2020-04-15,10169
2020-04-16,10387
2020-04-17,10409
2020-04-18,10297
2020-04-19,10265
2020-04-20,10237
2020-04-21,10233
2020-04-22,10193
2020-04-23,10211
2020-04-24,10140
2020-04-25,10087
2020-04-26,10186
2020-04-27,10501
2020-04-28,10458
2020-04-29,10363
2020-04-30,10342
2020-05-01,10463
2020-05-02,10650
2020-05-03,10767
2020-05-04,10742
2020-05-05,11014
2020-05-06,11459
2020-05-07,11166
2020-05-08,11194
2020-05-09,11184
2020-05-10,11152
2020-05-11,11146
2020-05-12,11174
2020-05-13,11196
