date_obj,Adamant%20med%20helm price
2019-08-01,957
2019-08-02,951
2019-08-03,939
2019-08-04,937
2019-08-05,923
2019-08-06,919
2019-08-07,911
2019-08-08,943
2019-08-09,945
2019-08-10,954
2019-08-11,964
2019-08-12,947
2019-08-13,942
2019-08-14,935
2019-08-15,957
2019-08-16,964
2019-08-17,958
2019-08-18,954
2019-08-19,943
2019-08-20,936
2019-08-21,936
2019-08-22,934
2019-08-23,968
2019-08-23,968
2019-08-24,948
2019-08-24,948
2019-08-25,909
2019-08-25,909
2019-08-26,916
2019-08-27,912
2019-08-27,912
2019-08-28,928
2019-08-29,941
2019-08-30,932
2019-08-31,929
2019-09-01,901
2019-09-02,879
2019-09-03,916
2019-09-04,937
2019-09-05,966
2019-09-06,966
2019-09-07,954
2019-09-08,948
2019-09-09,962
2019-09-10,956
2019-09-11,951
2019-09-12,936
2019-09-13,940
2019-09-14,937
2019-09-15,933
2019-09-16,972
2019-09-17,947
2019-09-18,934
2019-09-19,931
2019-09-20,938
2019-09-21,960
2019-09-22,945
2019-09-23,931
2019-09-24,913
2019-09-25,926
2019-09-26,936
2019-09-27,963
2019-09-28,966
2019-09-29,961
2019-09-30,967
2019-10-01,960
2019-10-02,927
2019-10-03,925
2019-10-04,956
2019-10-05,942
2019-10-06,935
2019-10-07,922
2019-10-08,904
2019-10-09,892
2019-10-10,898
2019-10-11,918
2019-10-12,917
2019-10-13,920
2019-10-14,914
2019-10-15,920
2019-10-16,906
2019-10-17,902
2019-10-18,911
2019-10-19,912
2019-10-20,904
2019-10-21,915
2019-10-22,924
2019-10-23,910
2019-10-24,898
2019-10-25,900
2019-10-26,905
2019-10-27,888
2019-10-28,908
2019-10-29,924
2019-10-30,928
2019-10-31,932
2019-11-01,934
2019-11-02,932
2019-11-03,930
2019-11-04,930
2019-11-05,927
2019-11-06,920
2019-11-07,924
2019-11-08,942
2019-11-09,959
2019-11-10,935
2019-11-11,932
2019-11-12,932
2019-11-13,915
2019-11-14,928
2019-11-15,923
2019-11-16,933
2019-11-17,927
2019-11-18,931
2019-11-19,956
2019-11-20,940
2019-11-21,941
2019-11-22,942
2019-11-23,909
2019-11-24,923
2019-11-25,948
2019-11-26,941
2019-11-27,909
2019-11-28,907
2019-11-29,927
2019-11-30,932
2019-12-01,896
2019-12-02,918
2019-12-03,927
2019-12-04,897
2019-12-05,901
2019-12-06,921
2019-12-07,926
2019-12-08,934
2019-12-09,921
2019-12-10,925
2019-12-11,921
2019-12-12,910
2019-12-13,910
2019-12-14,907
2019-12-15,917
2019-12-16,925
2019-12-17,943
2019-12-18,947
2019-12-19,970
2019-12-20,979
2019-12-21,964
2019-12-22,943
2019-12-23,942
2019-12-24,929
2019-12-25,905
2019-12-26,895
2019-12-27,914
2019-12-28,911
2019-12-29,938
2019-12-30,933
2019-12-31,935
2020-01-01,929
2020-01-02,918
2020-01-03,920
2020-01-04,911
2020-01-05,905
2020-01-06,916
2020-01-07,918
2020-01-08,921
2020-01-09,924
2020-01-10,926
2020-01-11,932
2020-01-12,926
2020-01-13,915
2020-01-14,940
2020-01-15,923
2020-01-16,929
2020-01-17,930
2020-01-18,932
2020-01-19,935
2020-01-20,939
2020-01-21,923
2020-01-22,897
2020-01-23,908
2020-01-24,914
2020-01-25,913
2020-01-26,900
2020-01-27,892
2020-01-28,911
2020-01-29,923
2020-01-30,927
2020-01-31,934
2020-02-01,934
2020-02-02,912
2020-02-03,931
2020-02-04,968
2020-02-05,987
2020-02-06,978
2020-02-07,985
2020-02-08,974
2020-02-09,933
2020-02-10,930
2020-02-11,930
2020-02-12,922
2020-02-13,910
2020-02-14,928
2020-02-15,892
2020-02-16,885
2020-02-17,900
2020-02-18,916
2020-02-19,952
2020-02-20,937
2020-02-21,916
2020-02-22,906
2020-02-23,899
2020-02-24,901
2020-02-25,923
2020-02-26,902
2020-02-27,887
2020-02-28,870
2020-02-29,859
2020-03-01,888
2020-03-02,916
2020-03-03,904
2020-03-04,887
2020-03-05,890
2020-03-06,888
2020-03-07,909
2020-03-08,901
2020-03-09,902
2020-03-10,892
2020-03-11,886
2020-03-12,871
2020-03-13,895
2020-03-14,901
2020-03-15,916
2020-03-16,910
2020-03-17,912
2020-03-18,907
2020-03-19,889
2020-03-20,892
2020-03-21,889
2020-03-22,895
2020-03-23,908
2020-03-24,896
2020-03-25,908
2020-03-26,891
2020-03-27,892
2020-03-28,881
2020-03-29,882
2020-03-30,881
2020-03-31,898
2020-04-01,904
2020-04-02,886
2020-04-03,874
2020-04-04,880
2020-04-05,876
2020-04-06,855
2020-04-07,851
2020-04-08,858
2020-04-09,869
2020-04-10,877
2020-04-11,874
2020-04-12,869
2020-04-13,873
2020-04-14,875
2020-04-15,877
2020-04-16,885
2020-04-17,889
2020-04-18,877
2020-04-19,887
2020-04-20,880
2020-04-21,892
2020-04-22,879
2020-04-23,866
2020-04-24,876
2020-04-25,905
2020-04-26,883
2020-04-27,882
2020-04-28,896
2020-04-29,895
2020-04-30,907
2020-05-01,924
2020-05-02,918
2020-05-03,909
2020-05-04,906
2020-05-05,910
2020-05-06,908
2020-05-07,911
2020-05-08,899
2020-05-09,904
2020-05-10,913
2020-05-11,928
2020-05-12,912
2020-05-13,901
