date_obj,Blue%20d'hide%20chaps%20(g) price
2019-03-24,6083
2019-03-25,6129
2019-03-26,6152
2019-03-27,6251
2019-03-28,6115
2019-03-29,6096
2019-03-30,6156
2019-03-31,6228
2019-04-01,6249
2019-04-02,6166
2019-04-03,6233
2019-04-04,6196
2019-04-05,6151
2019-04-06,6229
2019-04-07,6218
2019-04-08,6105
2019-04-09,6049
2019-04-10,6160
2019-04-11,6133
2019-04-12,5959
2019-04-13,5846
2019-04-14,5739
2019-04-15,5665
2019-04-16,5595
2019-04-17,5598
2019-04-18,5619
2019-04-19,5613
2019-04-20,5671
2019-04-21,5610
2019-04-22,5597
2019-04-23,5547
2019-04-24,5538
2019-04-25,5560
2019-04-26,5415
2019-04-27,5330
2019-04-28,5293
2019-04-29,5305
2019-04-30,5281
2019-05-01,5231
2019-05-02,5173
2019-05-03,5145
2019-05-04,5080
2019-05-05,4973
2019-05-06,4907
2019-05-07,4882
2019-05-08,4913
2019-05-09,4863
2019-05-10,4793
2019-05-11,4624
2019-05-12,4518
2019-05-13,4453
2019-05-14,4470
2019-05-15,4435
2019-05-16,4411
2019-05-17,4449
2019-05-18,4459
2019-05-19,4499
2019-05-20,4491
2019-05-21,4464
2019-05-22,4482
2019-05-23,4499
2019-05-24,4482
2019-05-25,4417
2019-05-26,4400
2019-05-27,4449
2019-05-28,4482
2019-05-29,4442
2019-05-30,4479
2019-05-31,4543
2019-06-01,4506
2019-06-02,4541
2019-06-03,4538
2019-06-04,4553
2019-06-05,4537
2019-06-06,4535
2019-06-07,4444
2019-06-08,4345
2019-06-09,4293
2019-06-10,4151
2019-06-11,4158
2019-06-12,4151
2019-06-13,3993
2019-06-14,4063
2019-06-15,3930
2019-06-16,3865
2019-06-17,3808
2019-06-18,3788
2019-06-19,3730
2019-06-20,3714
2019-06-21,3686
2019-06-22,3574
2019-06-23,3548
2019-06-24,3567
2019-06-25,3572
2019-06-26,3522
2019-06-27,3632
2019-06-28,3692
2019-06-29,3682
2019-06-30,3720
2019-07-01,3802
2019-07-02,3931
2019-07-03,4108
2019-07-04,4228
2019-07-05,4415
2019-07-06,4546
2019-07-07,4415
2019-07-08,4374
2019-07-09,4343
2019-07-10,4308
2019-07-11,4270
2019-07-12,4336
2019-07-13,4356
2019-07-14,4307
2019-07-15,4190
2019-07-16,4170
2019-07-17,4203
2019-07-18,4209
2019-07-19,4412
2019-07-20,4498
2019-07-21,4559
2019-07-22,4785
2019-07-23,5010
2019-07-24,5246
2019-07-25,5351
2019-07-26,5143
2019-07-27,5181
2019-07-28,5269
2019-07-29,5269
2019-07-30,5185
2019-07-31,5018
2019-08-01,4772
2019-08-02,4728
2019-08-03,4752
2019-08-04,4741
2019-08-05,4821
2019-08-06,4828
2019-08-07,4725
2019-08-08,4685
2019-08-09,4650
2019-08-10,4634
2019-08-11,4532
2019-08-12,4516
2019-08-13,4418
2019-08-14,4366
2019-08-15,4275
2019-08-16,4213
2019-08-17,4167
2019-08-18,4055
2019-08-19,4045
2019-08-20,4121
2019-08-21,4215
2019-08-22,4202
2019-08-23,4077
2019-08-24,4097
2019-08-24,4097
2019-08-25,4191
2019-08-25,4191
2019-08-26,4269
2019-08-27,4358
2019-08-27,4358
2019-08-28,4340
2019-08-29,4133
2019-08-30,4121
2019-08-31,4084
2019-09-01,4043
2019-09-02,4003
2019-09-03,4006
2019-09-04,4021
2019-09-05,4055
2019-09-06,4203
2019-09-07,4304
2019-09-08,4220
2019-09-09,4181
2019-09-10,4076
2019-09-11,3951
2019-09-12,3765
2019-09-13,3708
2019-09-14,3622
2019-09-15,3723
2019-09-16,3826
2019-09-17,3990
2019-09-18,3973
2019-09-19,3904
2019-09-20,3849
2019-09-21,3772
2019-09-22,3586
2019-09-23,3552
2019-09-24,3441
2019-09-25,3559
2019-09-26,3708
2019-09-27,3799
2019-09-28,3779
2019-09-29,3691
2019-09-30,3708
2019-10-01,3718
2019-10-02,3676
2019-10-03,3717
2019-10-04,3741
2019-10-05,3684
2019-10-06,3596
2019-10-07,3598
2019-10-08,3486
2019-10-09,3453
2019-10-10,3441
2019-10-11,3443
2019-10-12,3468
2019-10-13,3388
2019-10-14,3322
2019-10-15,3387
2019-10-16,3384
2019-10-17,3333
2019-10-18,3429
2019-10-19,3489
2019-10-20,3336
2019-10-21,3169
2019-10-22,3126
2019-10-23,3041
2019-10-24,3034
2019-10-25,3092
2019-10-26,3040
2019-10-27,3157
2019-10-28,3276
2019-10-29,3345
2019-10-30,3470
2019-10-31,3614
2019-11-01,3652
2019-11-02,3655
2019-11-03,3793
2019-11-04,3847
2019-11-05,3859
2019-11-06,3949
2019-11-07,3943
2019-11-08,3831
2019-11-09,3843
2019-11-10,3930
2019-11-11,3946
2019-11-12,4114
2019-11-13,4269
2019-11-14,4483
2019-11-15,4612
2019-11-16,4542
2019-11-17,4542
2019-11-18,4524
2019-11-19,4641
2019-11-20,4738
2019-11-21,4595
2019-11-22,4786
2019-11-23,4965
2019-11-24,4968
2019-11-25,5127
2019-11-26,5384
2019-11-27,5570
2019-11-28,5801
2019-11-29,6064
2019-11-30,6368
2019-12-01,6670
2019-12-02,6979
2019-12-03,7328
2019-12-04,7688
2019-12-05,8014
2019-12-06,8380
2019-12-07,8796
2019-12-08,9121
2019-12-09,9431
2019-12-10,9903
2019-12-11,10195
2019-12-12,10095
2019-12-13,9745
2019-12-14,9527
2019-12-15,9339
2019-12-16,9347
2019-12-17,9509
2019-12-18,9225
2019-12-19,9312
2019-12-20,9255
2019-12-21,9457
2019-12-22,9210
2019-12-23,9429
2019-12-24,9518
2019-12-25,9561
2019-12-26,9216
2019-12-27,8864
2019-12-28,8766
2019-12-29,8439
2019-12-30,8207
2019-12-31,8090
2020-01-01,7739
2020-01-02,7509
2020-01-03,7325
2020-01-04,6958
2020-01-05,6785
2020-01-06,6846
2020-01-07,7040
2020-01-08,6919
2020-01-09,6971
2020-01-10,7044
2020-01-11,6866
2020-01-12,6658
2020-01-13,6342
2020-01-14,6257
2020-01-15,6203
2020-01-16,6161
2020-01-17,6205
2020-01-18,6297
2020-01-19,6158
2020-01-20,6015
2020-01-21,5922
2020-01-22,5740
2020-01-23,5566
2020-01-24,5354
2020-01-25,5086
2020-01-26,4876
2020-01-27,4633
2020-01-28,4401
2020-01-29,4184
2020-01-30,4044
2020-01-31,4009
2020-02-01,3915
2020-02-02,3905
2020-02-03,3889
2020-02-04,3768
2020-02-05,3581
2020-02-06,3418
2020-02-07,3269
2020-02-08,3182
2020-02-09,3074
2020-02-10,3059
2020-02-11,3085
2020-02-12,3098
2020-02-13,3194
2020-02-14,3228
2020-02-15,3304
2020-02-16,3464
2020-02-17,3459
2020-02-18,3629
2020-02-19,3731
2020-02-20,3766
2020-02-21,3766
2020-02-22,3899
2020-02-23,3827
2020-02-24,3635
2020-02-25,3453
2020-02-26,3381
2020-02-27,3312
2020-02-28,3424
2020-02-29,3409
2020-03-01,3508
2020-03-02,3535
2020-03-03,3558
2020-03-04,3531
2020-03-05,3575
2020-03-06,3541
2020-03-07,3468
2020-03-08,3386
2020-03-09,3377
2020-03-10,3479
2020-03-11,3631
2020-03-12,3705
2020-03-13,3661
2020-03-14,3665
2020-03-15,3745
2020-03-16,3667
2020-03-17,3584
2020-03-18,3422
2020-03-19,3374
2020-03-20,3408
2020-03-21,3514
2020-03-22,3598
2020-03-23,3619
2020-03-24,3675
2020-03-25,3715
2020-03-26,3766
2020-03-27,3827
2020-03-28,3835
2020-03-29,3910
2020-03-30,3977
2020-03-31,4084
2020-04-01,4117
2020-04-02,4229
2020-04-03,4312
2020-04-04,4309
2020-04-05,4409
2020-04-06,4495
2020-04-07,4619
2020-04-08,4632
2020-04-09,4659
2020-04-10,4717
2020-04-11,4781
2020-04-12,4840
2020-04-13,4740
2020-04-14,4733
2020-04-15,4824
2020-04-16,4824
2020-04-17,4918
2020-04-18,4919
2020-04-19,4954
2020-04-20,4917
2020-04-21,4817
2020-04-22,4844
2020-04-23,4830
2020-04-24,4702
2020-04-25,4754
2020-04-26,4790
2020-04-27,4885
2020-04-28,4741
2020-04-29,4572
2020-04-30,4527
2020-05-01,4529
2020-05-02,4455
2020-05-03,4456
2020-05-04,4471
2020-05-05,4417
2020-05-06,4455
2020-05-07,4417
2020-05-08,4323
2020-05-09,4319
2020-05-10,4277
2020-05-11,4169
2020-05-12,4114
2020-05-13,4111
