date_obj,Red%20dragon%20mask price
2019-04-06,6723
2019-04-07,6616
2019-04-08,6593
2019-04-09,6579
2019-04-10,6810
2019-04-11,6830
2019-04-12,6804
2019-04-13,6722
2019-04-14,6571
2019-04-15,6537
2019-04-16,6495
2019-04-17,6546
2019-04-18,6602
2019-04-19,6513
2019-04-20,6441
2019-04-21,6177
2019-04-22,6176
2019-04-23,6098
2019-04-24,6233
2019-04-25,6195
2019-04-26,6146
2019-04-27,6078
2019-04-28,6217
2019-04-29,6263
2019-04-30,6182
2019-05-01,6138
2019-05-02,6087
2019-05-03,6129
2019-05-04,6209
2019-05-05,6352
2019-05-06,6564
2019-05-07,6402
2019-05-08,6466
2019-05-09,6466
2019-05-10,6426
2019-05-11,6513
2019-05-12,6724
2019-05-13,6902
2019-05-14,6924
2019-05-15,6924
2019-05-16,7010
2019-05-17,6864
2019-05-18,6838
2019-05-19,6948
2019-05-20,7025
2019-05-21,7036
2019-05-22,7205
2019-05-23,7201
2019-05-24,7115
2019-05-25,7013
2019-05-26,6927
2019-05-27,6813
2019-05-28,6708
2019-05-29,6463
2019-05-30,6396
2019-05-31,6439
2019-06-01,6553
2019-06-02,6369
2019-06-03,6262
2019-06-04,6200
2019-06-05,6094
2019-06-06,6056
2019-06-07,6051
2019-06-08,5999
2019-06-09,5938
2019-06-10,5938
2019-06-11,5922
2019-06-12,5954
2019-06-13,5983
2019-06-14,5987
2019-06-15,5930
2019-06-16,5870
2019-06-17,5853
2019-06-18,5850
2019-06-19,5832
2019-06-20,5851
2019-06-21,5848
2019-06-22,5856
2019-06-23,5971
2019-06-24,5940
2019-06-25,5822
2019-06-26,5723
2019-06-27,5722
2019-06-28,5722
2019-06-29,5704
2019-06-30,5698
2019-07-01,5698
2019-07-02,5868
2019-07-03,5999
2019-07-04,5920
2019-07-05,6027
2019-07-06,6258
2019-07-07,6274
2019-07-08,6329
2019-07-09,6407
2019-07-10,6553
2019-07-11,6621
2019-07-12,6580
2019-07-13,6580
2019-07-14,6529
2019-07-15,6529
2019-07-16,6583
2019-07-17,6615
2019-07-18,6547
2019-07-19,6777
2019-07-20,6993
2019-07-21,7288
2019-07-22,7574
2019-07-23,7684
2019-07-24,7684
2019-07-25,7740
2019-07-26,7707
2019-07-27,7608
2019-07-28,7723
2019-07-29,7800
2019-07-30,7967
2019-07-31,8044
2019-08-01,8048
2019-08-02,8236
2019-08-03,8161
2019-08-04,8091
2019-08-05,8053
2019-08-06,8101
2019-08-07,8243
2019-08-08,8329
2019-08-09,8329
2019-08-10,8364
2019-08-11,8292
2019-08-12,8397
2019-08-13,8351
2019-08-14,8449
2019-08-15,8419
2019-08-16,8408
2019-08-17,8170
2019-08-18,8012
2019-08-19,8109
2019-08-20,8198
2019-08-21,8125
2019-08-22,8106
2019-08-23,8106
2019-08-24,8055
2019-08-24,8055
2019-08-25,8055
2019-08-25,8055
2019-08-26,8001
2019-08-26,8001
2019-08-27,8190
2019-08-27,8190
2019-08-28,8238
2019-08-29,8123
2019-08-30,8003
2019-08-31,8003
2019-09-01,8087
2019-09-02,8087
2019-09-03,8107
2019-09-04,8273
2019-09-05,8248
2019-09-06,8248
2019-09-07,8193
2019-09-08,7968
2019-09-09,7968
2019-09-10,7807
2019-09-11,7963
2019-09-12,7920
2019-09-13,7814
2019-09-14,7979
2019-09-15,8057
2019-09-16,7887
2019-09-17,7902
2019-09-18,7876
2019-09-19,7876
2019-09-20,7839
2019-09-21,7693
2019-09-22,7741
2019-09-23,7691
2019-09-24,7691
2019-09-25,7812
2019-09-26,7970
2019-09-27,7970
2019-09-28,7869
2019-09-29,7869
2019-09-30,7961
2019-10-01,7906
2019-10-02,7906
2019-10-03,7944
2019-10-04,7944
2019-10-05,7774
2019-10-06,7580
2019-10-07,7580
2019-10-08,7446
2019-10-09,7446
2019-10-10,7428
2019-10-11,7428
2019-10-12,7568
2019-10-13,7680
2019-10-14,7778
2019-10-15,7952
2019-10-16,8014
2019-10-17,8014
2019-10-18,7913
2019-10-19,7938
2019-10-20,7988
2019-10-21,7988
2019-10-22,8175
2019-10-23,8239
2019-10-24,8169
2019-10-25,8077
2019-10-26,8050
2019-10-27,8050
2019-10-28,8232
2019-10-29,8232
2019-10-30,8227
2019-10-31,8311
2019-11-01,8311
2019-11-02,8257
2019-11-03,8190
2019-11-04,8186
2019-11-05,8186
2019-11-06,7997
2019-11-07,7997
2019-11-08,7964
2019-11-09,7874
2019-11-10,7685
2019-11-11,7840
2019-11-12,7840
2019-11-13,8016
2019-11-14,8016
2019-11-15,7726
2019-11-16,7596
2019-11-17,7596
2019-11-18,7305
2019-11-19,7305
2019-11-20,7322
2019-11-21,7322
2019-11-22,7376
2019-11-23,7376
2019-11-24,7373
2019-11-25,7325
2019-11-26,7385
2019-11-27,7385
2019-11-28,7277
2019-11-29,7277
2019-11-30,7079
2019-12-01,7079
2019-12-02,7185
2019-12-03,7215
2019-12-04,7215
2019-12-05,7225
2019-12-06,7437
2019-12-07,7479
2019-12-08,7479
2019-12-09,7491
2019-12-10,7226
2019-12-11,6914
2019-12-12,6914
2019-12-13,6788
2019-12-14,6781
2019-12-15,6823
2019-12-16,6823
2019-12-17,6852
2019-12-18,6852
2019-12-19,6569
2019-12-20,6455
2019-12-21,6276
2019-12-22,6331
2019-12-23,6331
2019-12-24,6566
2019-12-25,6667
2019-12-26,6667
2019-12-27,6790
2019-12-28,6790
2019-12-29,6852
2019-12-30,6760
2019-12-31,6760
2020-01-01,6755
2020-01-02,6866
2020-01-03,6866
2020-01-04,6981
2020-01-05,6893
2020-01-06,6893
2020-01-07,6607
2020-01-08,6607
2020-01-09,6329
2020-01-10,6136
2020-01-11,6099
2020-01-12,6092
2020-01-13,6092
2020-01-14,6128
2020-01-15,6183
2020-01-16,6104
2020-01-17,6089
2020-01-18,6089
2020-01-19,6008
2020-01-20,6008
2020-01-21,5846
2020-01-22,5742
2020-01-23,5621
2020-01-24,5640
2020-01-25,5669
2020-01-26,5729
2020-01-27,5728
2020-01-28,5728
2020-01-29,5690
2020-01-30,5690
2020-01-31,5774
2020-02-01,5832
2020-02-02,5982
2020-02-03,5936
2020-02-04,5982
2020-02-05,5858
2020-02-06,5734
2020-02-07,5621
2020-02-08,5467
2020-02-09,5392
2020-02-10,5513
2020-02-11,5569
2020-02-12,5515
2020-02-13,5521
2020-02-14,5690
2020-02-15,5826
2020-02-16,6054
2020-02-17,6009
2020-02-18,6134
2020-02-19,6134
2020-02-20,6091
2020-02-21,6091
2020-02-22,5905
2020-02-23,6003
2020-02-24,6168
2020-02-25,6168
2020-02-26,6347
2020-02-27,6347
2020-02-28,6152
2020-02-29,6152
2020-03-01,5939
2020-03-02,5867
2020-03-03,5897
2020-03-04,5897
2020-03-05,6020
2020-03-06,5928
2020-03-07,6014
2020-03-08,5992
2020-03-09,6007
2020-03-10,5931
2020-03-11,5814
2020-03-12,5838
2020-03-13,5921
2020-03-14,5841
2020-03-15,5968
2020-03-16,6032
2020-03-17,6149
2020-03-18,6168
2020-03-19,6185
2020-03-20,6220
2020-03-21,6030
2020-03-22,5916
2020-03-23,5840
2020-03-24,5837
2020-03-25,5676
2020-03-26,5447
2020-03-27,5366
2020-03-28,5362
2020-03-29,5374
2020-03-30,5362
2020-03-31,5326
2020-04-01,5302
2020-04-02,5338
2020-04-03,5338
2020-04-04,5312
2020-04-05,5311
2020-04-06,5357
2020-04-07,5535
2020-04-08,5575
2020-04-09,5542
2020-04-10,5556
2020-04-11,5561
2020-04-12,5525
2020-04-13,5531
2020-04-14,5380
2020-04-15,5536
2020-04-16,5550
2020-04-17,5649
2020-04-18,5663
2020-04-19,5650
2020-04-20,5637
2020-04-21,5652
2020-04-22,5580
2020-04-23,5595
2020-04-24,5676
2020-04-25,5706
2020-04-26,5707
2020-04-27,5582
2020-04-28,5629
2020-04-29,5697
2020-04-30,5676
2020-05-01,5610
2020-05-02,5635
2020-05-03,5630
2020-05-04,5592
2020-05-05,5626
2020-05-06,5649
2020-05-07,5687
2020-05-08,5727
2020-05-09,5738
2020-05-10,5787
2020-05-11,5802
2020-05-12,5854
2020-05-13,5839
