date_obj,Studded%20chaps%20(g) price
2019-04-08,68723
2019-04-09,66751
2019-04-10,66097
2019-04-11,64809
2019-04-12,62057
2019-04-13,59118
2019-04-14,56162
2019-04-15,53474
2019-04-16,50862
2019-04-17,48395
2019-04-18,45975
2019-04-19,43755
2019-04-20,41567
2019-04-21,39834
2019-04-22,38504
2019-04-23,37211
2019-04-24,35840
2019-04-25,34471
2019-04-26,33872
2019-04-27,33584
2019-04-28,33433
2019-04-29,32827
2019-04-30,32179
2019-05-01,31772
2019-05-02,31372
2019-05-03,31628
2019-05-04,31745
2019-05-05,31634
2019-05-06,31861
2019-05-07,31781
2019-05-08,31430
2019-05-09,31808
2019-05-10,31644
2019-05-11,31103
2019-05-12,30625
2019-05-13,30636
2019-05-14,30847
2019-05-15,31349
2019-05-16,31091
2019-05-17,31407
2019-05-18,31680
2019-05-19,32355
2019-05-20,32799
2019-05-21,33230
2019-05-22,34018
2019-05-23,34557
2019-05-24,35625
2019-05-25,36538
2019-05-26,37657
2019-05-27,38052
2019-05-28,38236
2019-05-29,38541
2019-05-30,39515
2019-05-31,40117
2019-06-01,40276
2019-06-02,40382
2019-06-03,41683
2019-06-04,42400
2019-06-05,42161
2019-06-06,42126
2019-06-07,42627
2019-06-08,42752
2019-06-09,41464
2019-06-10,41464
2019-06-11,39769
2019-06-12,38176
2019-06-13,37629
2019-06-14,36495
2019-06-15,36355
2019-06-16,36034
2019-06-17,35358
2019-06-18,35692
2019-06-19,35692
2019-06-20,36256
2019-06-21,36864
2019-06-22,37079
2019-06-23,37281
2019-06-24,38364
2019-06-25,39221
2019-06-26,40966
2019-06-27,43015
2019-06-28,43015
2019-06-29,44814
2019-06-30,46335
2019-07-01,46335
2019-07-02,47427
2019-07-03,48131
2019-07-04,47599
2019-07-05,47901
2019-07-06,48411
2019-07-07,48171
2019-07-08,47698
2019-07-09,47666
2019-07-10,48581
2019-07-11,49433
2019-07-12,49314
2019-07-13,49314
2019-07-14,49272
2019-07-15,49272
2019-07-16,48882
2019-07-17,48459
2019-07-18,48814
2019-07-19,49264
2019-07-20,49940
2019-07-21,49248
2019-07-22,48300
2019-07-23,48272
2019-07-24,48272
2019-07-25,47819
2019-07-26,48104
2019-07-27,47919
2019-07-28,46587
2019-07-29,46180
2019-07-30,46120
2019-07-31,45482
2019-08-01,45403
2019-08-02,45096
2019-08-03,44886
2019-08-04,44886
2019-08-05,44817
2019-08-06,45116
2019-08-07,44783
2019-08-08,44758
2019-08-09,44758
2019-08-10,44979
2019-08-11,44708
2019-08-12,45129
2019-08-13,45085
2019-08-14,44883
2019-08-15,44821
2019-08-16,44906
2019-08-17,44906
2019-08-18,45938
2019-08-19,46186
2019-08-20,47141
2019-08-21,47542
2019-08-22,48510
2019-08-23,48510
2019-08-24,47594
2019-08-24,47594
2019-08-25,47594
2019-08-25,47594
2019-08-26,47282
2019-08-26,47282
2019-08-27,47002
2019-08-27,47002
2019-08-28,46958
2019-08-29,46668
2019-08-30,46236
2019-08-31,46236
2019-09-01,45802
2019-09-02,45802
2019-09-03,45930
2019-09-04,46659
2019-09-05,47873
2019-09-06,47873
2019-09-07,48590
2019-09-08,48640
2019-09-09,49502
2019-09-10,49502
2019-09-11,50246
2019-09-12,50208
2019-09-13,50208
2019-09-14,49770
2019-09-15,49410
2019-09-16,49523
2019-09-17,50633
2019-09-18,51115
2019-09-19,51115
2019-09-20,50730
2019-09-21,50398
2019-09-22,49075
2019-09-23,48809
2019-09-24,48809
2019-09-25,48841
2019-09-26,48576
2019-09-27,48576
2019-09-28,48350
2019-09-29,48350
2019-09-30,48110
2019-10-01,47696
2019-10-02,47696
2019-10-03,48918
2019-10-04,48918
2019-10-05,51364
2019-10-06,53443
2019-10-07,53443
2019-10-08,55033
2019-10-09,55033
2019-10-10,55911
2019-10-11,55911
2019-10-12,55728
2019-10-13,55010
2019-10-14,55577
2019-10-15,55577
2019-10-16,55437
2019-10-17,55437
2019-10-18,55885
2019-10-19,54661
2019-10-20,53798
2019-10-21,53798
2019-10-22,53121
2019-10-23,53396
2019-10-24,53396
2019-10-25,52980
2019-10-26,52202
2019-10-27,52229
2019-10-28,52305
2019-10-29,52305
2019-10-30,51315
2019-10-31,51173
2019-11-01,51173
2019-11-02,51118
2019-11-03,51471
2019-11-04,52693
2019-11-05,52693
2019-11-06,53641
2019-11-07,54387
2019-11-08,53275
2019-11-09,53121
2019-11-10,52942
2019-11-11,53276
2019-11-12,53276
2019-11-13,53210
2019-11-14,52620
2019-11-15,51983
2019-11-16,51466
2019-11-17,51466
2019-11-18,51150
2019-11-19,51150
2019-11-20,50168
2019-11-21,50168
2019-11-22,49937
2019-11-23,49847
2019-11-24,50460
2019-11-25,51270
2019-11-26,49691
2019-11-27,49691
2019-11-28,49382
2019-11-29,49382
2019-11-30,49795
2019-12-01,49897
2019-12-02,49897
2019-12-03,51073
2019-12-04,51667
2019-12-05,51667
2019-12-06,51204
2019-12-07,50331
2019-12-08,50331
2019-12-09,50642
2019-12-10,49917
2019-12-11,49917
2019-12-12,49223
2019-12-13,48286
2019-12-14,47512
2019-12-15,46929
2019-12-16,46929
2019-12-17,47387
2019-12-18,47387
2019-12-19,48011
2019-12-20,48521
2019-12-21,49013
2019-12-22,49591
2019-12-23,49591
2019-12-24,49186
2019-12-25,49093
2019-12-26,49093
2019-12-27,48423
2019-12-28,47845
2019-12-29,47845
2019-12-30,47115
2019-12-31,47097
2020-01-01,47473
2020-01-02,46858
2020-01-03,46858
2020-01-04,46963
2020-01-05,47122
2020-01-06,46847
2020-01-07,46172
2020-01-08,46172
2020-01-09,45984
2020-01-10,44897
2020-01-11,44186
2020-01-12,44225
2020-01-13,44225
2020-01-14,44691
2020-01-15,43889
2020-01-16,42873
2020-01-17,42413
2020-01-18,42413
2020-01-19,42519
2020-01-20,41527
2020-01-21,41527
2020-01-22,41380
2020-01-23,41349
2020-01-24,41944
2020-01-25,42254
2020-01-26,42038
2020-01-27,41372
2020-01-28,41372
2020-01-29,42050
2020-01-30,43164
2020-01-31,43164
2020-02-01,44134
2020-02-02,45721
2020-02-03,47651
2020-02-04,49577
2020-02-05,50783
2020-02-06,53039
2020-02-07,53039
2020-02-08,52768
2020-02-09,52522
2020-02-10,52396
2020-02-11,52396
2020-02-12,51886
2020-02-13,51848
2020-02-14,51311
2020-02-15,51311
2020-02-16,50428
2020-02-17,50419
2020-02-18,49685
2020-02-19,49685
2020-02-20,50046
2020-02-21,50046
2020-02-22,49532
2020-02-23,49585
2020-02-24,49085
2020-02-25,49085
2020-02-26,48649
2020-02-27,48506
2020-02-28,48450
2020-02-29,48450
2020-03-01,49265
2020-03-02,50805
2020-03-03,51971
2020-03-04,51971
2020-03-05,53275
2020-03-06,54442
2020-03-07,54442
2020-03-08,54722
2020-03-09,54226
2020-03-10,55718
2020-03-11,57072
2020-03-12,58734
2020-03-13,58734
2020-03-14,60542
2020-03-15,62180
2020-03-16,62611
2020-03-17,62873
2020-03-18,63355
2020-03-19,63908
2020-03-20,63187
2020-03-21,64652
2020-03-22,65472
2020-03-23,65194
2020-03-24,65127
2020-03-25,65733
2020-03-26,64806
2020-03-27,65477
2020-03-28,65852
2020-03-29,65758
2020-03-30,65650
2020-03-31,65802
2020-04-01,64452
2020-04-02,65273
2020-04-03,65273
2020-04-04,65447
2020-04-05,64872
2020-04-06,65412
2020-04-07,65112
2020-04-08,64807
2020-04-09,65306
2020-04-10,65707
2020-04-11,65240
2020-04-12,65608
2020-04-13,65467
2020-04-14,63940
2020-04-15,63468
2020-04-16,63468
2020-04-17,61415
2020-04-18,58999
2020-04-19,56195
2020-04-20,54122
2020-04-21,51698
2020-04-22,49880
2020-04-23,49126
2020-04-24,47886
2020-04-25,46950
2020-04-26,46990
2020-04-27,47895
2020-04-28,49224
2020-04-29,50221
2020-04-30,50439
2020-05-01,49904
2020-05-02,50630
2020-05-03,50703
2020-05-04,51564
2020-05-05,52722
2020-05-06,53301
2020-05-07,53843
2020-05-08,54752
2020-05-09,54746
2020-05-10,54509
2020-05-11,54486
2020-05-12,54555
2020-05-13,53517
