date_obj,Ring%20of%20suffering price
2019-12-31,15532421
2020-01-01,15695690
2020-01-02,15521559
2020-01-03,15530581
2020-01-04,15594157
2020-01-05,15723675
2020-01-06,15633278
2020-01-07,15521838
2020-01-08,15465524
2020-01-09,15456409
2020-01-10,15696495
2020-01-11,15773969
2020-01-12,15682739
2020-01-13,15843131
2020-01-14,15869487
2020-01-15,15791887
2020-01-16,15856206
2020-01-17,16062138
2020-01-18,16037518
2020-01-19,16132902
2020-01-20,16166939
2020-01-21,16519932
2020-01-22,16201941
2020-01-23,16144379
2020-01-24,16205127
2020-01-25,16238132
2020-01-26,16534798
2020-01-27,16540137
2020-01-28,16552815
2020-01-29,16512152
2020-01-30,16472484
2020-01-31,16529541
2020-02-01,16516782
2020-02-02,16547452
2020-02-03,16573327
2020-02-04,16581486
2020-02-05,16558002
2020-02-06,16069207
2020-02-07,16295792
2020-02-08,15923312
2020-02-09,15825424
2020-02-10,15637808
2020-02-11,15653307
2020-02-12,15585235
2020-02-13,15645775
2020-02-14,15550416
2020-02-15,15742104
2020-02-16,15801921
2020-02-17,15797608
2020-02-18,15781295
2020-02-19,15754630
2020-02-20,15675605
2020-02-21,15619091
2020-02-22,15549944
2020-02-23,15518974
2020-02-24,15523620
2020-02-25,15517441
2020-02-26,15501900
2020-02-27,15490313
2020-02-28,15675001
2020-02-29,16049239
2020-03-01,15916655
2020-03-02,15923789
2020-03-03,15845489
2020-03-04,15956040
2020-03-05,15837083
2020-03-06,15879841
2020-03-07,15946466
2020-03-08,15887455
2020-03-09,15898579
2020-03-10,15994816
2020-03-11,16024635
2020-03-12,15944881
2020-03-13,16060795
2020-03-14,16408440
2020-03-15,16374916
2020-03-16,16392782
2020-03-17,16376166
2020-03-18,16493184
2020-03-19,16584621
2020-03-20,16715290
2020-03-21,17152061
2020-03-22,17040536
2020-03-23,16995637
2020-03-24,17250118
2020-03-25,17368257
2020-03-26,17264593
2020-03-27,17274570
2020-03-28,17185946
2020-03-29,17282627
2020-03-30,17455163
2020-03-31,17465460
2020-04-01,17681772
2020-04-02,17937248
2020-04-03,17925532
2020-04-04,18002743
2020-04-05,18124501
2020-04-06,18063190
2020-04-07,17951003
2020-04-08,17945229
2020-04-09,17894341
2020-04-10,18090859
2020-04-11,18030082
2020-04-12,18059166
2020-04-13,17969149
2020-04-14,18096629
2020-04-15,18205985
2020-04-16,18188723
2020-04-17,18261597
2020-04-18,18343429
2020-04-19,18347411
2020-04-20,18299380
2020-04-21,18374881
2020-04-22,18162422
2020-04-23,18008664
2020-04-24,17776139
2020-04-25,17722757
2020-04-26,17619579
2020-04-27,17579813
2020-04-28,17540134
2020-04-29,17517514
2020-04-30,17537483
2020-05-01,17513984
2020-05-02,17501231
2020-05-03,17560181
2020-05-04,17759941
2020-05-05,17619047
2020-05-06,17687635
2020-05-07,17895970
2020-05-08,18095203
2020-05-09,18330520
2020-05-10,18252038
2020-05-11,18314787
2020-05-12,18452063
2020-05-13,18377822
