date_obj,Purple%20boots price
2019-05-13,810
2019-05-14,810
2019-05-15,810
2019-05-16,817
2019-05-17,817
2019-05-18,817
2019-05-19,829
2019-05-20,829
2019-05-21,829
2019-05-22,831
2019-05-23,831
2019-05-24,831
2019-05-25,832
2019-05-26,832
2019-05-27,832
2019-05-28,830
2019-05-29,830
2019-05-30,830
2019-05-31,788
2019-06-01,788
2019-06-02,788
2019-06-03,810
2019-06-04,810
2019-06-05,810
2019-06-06,824
2019-06-07,824
2019-06-08,824
2019-06-09,845
2019-06-10,845
2019-06-11,845
2019-06-12,843
2019-06-13,843
2019-06-14,843
2019-06-15,843
2019-06-16,860
2019-06-17,860
2019-06-18,860
2019-06-19,836
2019-06-20,836
2019-06-21,836
2019-06-22,840
2019-06-23,840
2019-06-24,840
2019-06-25,865
2019-06-26,865
2019-06-27,865
2019-06-28,865
2019-06-29,891
2019-06-30,891
2019-07-01,891
2019-07-02,891
2019-07-03,924
2019-07-04,924
2019-07-05,924
2019-07-06,935
2019-07-07,935
2019-07-08,935
2019-07-09,915
2019-07-10,915
2019-07-11,915
2019-07-12,875
2019-07-13,875
2019-07-14,875
2019-07-15,834
2019-07-16,834
2019-07-17,834
2019-07-18,836
2019-07-19,836
2019-07-20,836
2019-07-21,832
2019-07-22,832
2019-07-23,832
2019-07-24,825
2019-07-25,825
2019-07-26,825
2019-07-27,831
2019-07-28,831
2019-07-29,831
2019-07-30,831
2019-07-31,846
2019-08-01,846
2019-08-02,846
2019-08-03,869
2019-08-04,869
2019-08-05,869
2019-08-06,852
2019-08-07,852
2019-08-08,852
2019-08-09,852
2019-08-10,862
2019-08-11,862
2019-08-12,862
2019-08-13,862
2019-08-14,883
2019-08-15,883
2019-08-16,883
2019-08-17,885
2019-08-18,885
2019-08-19,885
2019-08-20,868
2019-08-21,868
2019-08-22,868
2019-08-23,868
2019-08-24,868
2019-08-24,868
2019-08-25,868
2019-08-25,868
2019-08-26,868
2019-08-26,868
2019-08-27,868
2019-08-27,868
2019-08-28,873
2019-08-29,873
2019-08-30,873
2019-08-31,873
2019-09-01,893
2019-09-02,893
2019-09-03,893
2019-09-04,893
2019-09-05,880
2019-09-06,880
2019-09-07,880
2019-09-08,893
2019-09-09,893
2019-09-10,893
2019-09-11,893
2019-09-12,888
2019-09-13,888
2019-09-14,888
2019-09-15,888
2019-09-16,886
2019-09-17,886
2019-09-18,886
2019-09-19,886
2019-09-20,927
2019-09-21,927
2019-09-22,927
2019-09-23,927
2019-09-24,928
2019-09-25,928
2019-09-26,928
2019-09-27,928
2019-09-28,905
2019-09-29,905
2019-09-30,905
2019-10-01,905
2019-10-02,914
2019-10-03,914
2019-10-04,914
2019-10-05,914
2019-10-06,938
2019-10-07,938
2019-10-08,938
2019-10-09,938
2019-10-10,927
2019-10-11,927
2019-10-12,927
2019-10-13,927
2019-10-14,918
2019-10-15,918
2019-10-16,918
2019-10-17,918
2019-10-18,955
2019-10-19,955
2019-10-20,955
2019-10-21,955
2019-10-22,981
2019-10-23,981
2019-10-24,981
2019-10-25,981
2019-10-26,961
2019-10-27,961
2019-10-28,961
2019-10-29,961
2019-10-30,961
2019-10-31,967
2019-11-01,967
2019-11-02,967
2019-11-03,967
2019-11-04,974
2019-11-05,974
2019-11-06,974
2019-11-07,974
2019-11-08,974
2019-11-09,976
2019-11-10,976
2019-11-11,976
2019-11-12,976
2019-11-13,1002
2019-11-14,1002
2019-11-15,1002
2019-11-16,1002
2019-11-17,1002
2019-11-18,995
2019-11-19,995
2019-11-20,995
2019-11-21,995
2019-11-22,995
2019-11-23,998
2019-11-24,998
2019-11-25,998
2019-11-26,998
2019-11-27,1025
2019-11-28,1025
2019-11-29,1025
2019-11-30,1025
2019-12-01,1033
2019-12-02,1033
2019-12-03,1033
2019-12-04,1033
2019-12-05,1035
2019-12-06,1035
2019-12-07,1035
2019-12-08,1035
2019-12-09,1040
2019-12-10,1040
2019-12-11,1040
2019-12-12,1040
2019-12-13,1048
2019-12-14,1048
2019-12-15,1048
2019-12-16,1048
2019-12-17,1048
2019-12-18,1026
2019-12-19,1026
2019-12-20,1026
2019-12-21,1026
2019-12-22,1026
2019-12-23,1005
2019-12-24,1005
2019-12-25,1005
2019-12-26,1005
2019-12-27,1041
2019-12-28,1041
2019-12-29,1041
2019-12-30,1041
2019-12-31,1074
2020-01-01,1074
2020-01-02,1074
2020-01-03,1074
2020-01-04,1094
2020-01-05,1094
2020-01-06,1094
2020-01-07,1094
2020-01-08,1056
2020-01-09,1056
2020-01-10,1056
2020-01-11,1056
2020-01-12,1035
2020-01-13,1035
2020-01-14,1035
2020-01-15,1035
2020-01-16,1014
2020-01-17,1014
2020-01-18,1014
2020-01-19,1010
2020-01-20,1010
2020-01-21,1010
2020-01-22,1010
2020-01-23,992
2020-01-24,992
2020-01-25,992
2020-01-26,1021
2020-01-27,1021
2020-01-28,1021
2020-01-29,1021
2020-01-30,1044
2020-01-31,1044
2020-02-01,1044
2020-02-02,1044
2020-02-03,1027
2020-02-04,1027
2020-02-05,1027
2020-02-06,1027
2020-02-07,1035
2020-02-08,1035
2020-02-09,1035
2020-02-10,1023
2020-02-11,1023
2020-02-12,1023
2020-02-13,1023
2020-02-14,1009
2020-02-15,1009
2020-02-16,1009
2020-02-17,1009
2020-02-18,1030
2020-02-19,1030
2020-02-20,1030
2020-02-21,1030
2020-02-22,1006
2020-02-23,1006
2020-02-24,1006
2020-02-25,1006
2020-02-26,998
2020-02-27,998
2020-02-28,998
2020-02-29,998
2020-03-01,980
2020-03-02,980
2020-03-03,980
2020-03-04,980
2020-03-05,980
2020-03-06,999
2020-03-07,999
2020-03-08,999
2020-03-09,999
2020-03-10,989
2020-03-11,989
2020-03-12,989
2020-03-13,989
2020-03-14,1015
2020-03-15,1015
2020-03-16,1015
2020-03-17,1015
2020-03-18,995
2020-03-19,995
2020-03-20,995
2020-03-21,1012
2020-03-22,1012
2020-03-23,1012
2020-03-24,990
2020-03-25,990
2020-03-26,990
2020-03-27,987
2020-03-28,987
2020-03-29,986
2020-03-30,986
2020-03-31,986
2020-04-01,984
2020-04-02,984
2020-04-03,984
2020-04-04,1001
2020-04-05,1001
2020-04-06,1001
2020-04-07,1014
2020-04-08,1014
2020-04-09,994
2020-04-10,994
2020-04-11,994
2020-04-12,986
2020-04-13,986
2020-04-14,986
2020-04-15,972
2020-04-16,972
2020-04-17,972
2020-04-18,950
2020-04-19,950
2020-04-20,949
2020-04-21,949
2020-04-22,903
2020-04-23,903
2020-04-24,903
2020-04-25,878
2020-04-26,878
2020-04-27,877
2020-04-28,877
2020-04-29,877
2020-04-30,886
2020-05-01,886
2020-05-02,886
2020-05-03,907
2020-05-04,907
2020-05-05,907
2020-05-06,930
2020-05-07,930
2020-05-08,930
2020-05-09,953
2020-05-10,953
2020-05-11,953
2020-05-12,966
2020-05-13,966
