date_obj,Red%20d'hide%20chaps%20(g) price
2019-04-06,14686
2019-04-07,14898
2019-04-08,15162
2019-04-09,15571
2019-04-10,16219
2019-04-11,16562
2019-04-12,16204
2019-04-13,16255
2019-04-14,16694
2019-04-15,16442
2019-04-16,16807
2019-04-17,17168
2019-04-18,17190
2019-04-19,16649
2019-04-20,16607
2019-04-21,16515
2019-04-22,16665
2019-04-23,16444
2019-04-24,16389
2019-04-25,16409
2019-04-26,16142
2019-04-27,15781
2019-04-28,15570
2019-04-29,15409
2019-04-30,15396
2019-05-01,15393
2019-05-02,15217
2019-05-03,15083
2019-05-04,15081
2019-05-05,15082
2019-05-06,14939
2019-05-07,14848
2019-05-08,14834
2019-05-09,14931
2019-05-10,14977
2019-05-11,14915
2019-05-12,14948
2019-05-13,15066
2019-05-14,15183
2019-05-15,15467
2019-05-16,15715
2019-05-17,15935
2019-05-18,16206
2019-05-19,16156
2019-05-20,16093
2019-05-21,16197
2019-05-22,16231
2019-05-23,16153
2019-05-24,16056
2019-05-25,16095
2019-05-26,16211
2019-05-27,16212
2019-05-28,15911
2019-05-29,15895
2019-05-30,16043
2019-05-31,16073
2019-06-01,15722
2019-06-02,15532
2019-06-03,15310
2019-06-04,15089
2019-06-05,14949
2019-06-06,14838
2019-06-07,14740
2019-06-08,14636
2019-06-09,14605
2019-06-10,14548
2019-06-11,14292
2019-06-12,14121
2019-06-13,13946
2019-06-14,13948
2019-06-15,13790
2019-06-16,13689
2019-06-17,13462
2019-06-18,13427
2019-06-19,13436
2019-06-20,13333
2019-06-21,13608
2019-06-22,13669
2019-06-23,13868
2019-06-24,13593
2019-06-25,13234
2019-06-26,13165
2019-06-27,13008
2019-06-28,12928
2019-06-29,12769
2019-06-30,12691
2019-07-01,12529
2019-07-02,12444
2019-07-03,12249
2019-07-04,12102
2019-07-05,11986
2019-07-06,12159
2019-07-07,12098
2019-07-08,11784
2019-07-09,11553
2019-07-10,11504
2019-07-11,11639
2019-07-12,11884
2019-07-13,12112
2019-07-14,12275
2019-07-15,12180
2019-07-16,11927
2019-07-17,11732
2019-07-18,11683
2019-07-19,11279
2019-07-20,10973
2019-07-21,10645
2019-07-22,10353
2019-07-23,10322
2019-07-24,10331
2019-07-25,10365
2019-07-26,10319
2019-07-27,10329
2019-07-28,10376
2019-07-29,10427
2019-07-30,10388
2019-07-31,10333
2019-08-01,10146
2019-08-02,10189
2019-08-03,10166
2019-08-04,10004
2019-08-05,10043
2019-08-06,9902
2019-08-07,9847
2019-08-08,9877
2019-08-09,9975
2019-08-10,9929
2019-08-11,9748
2019-08-12,9624
2019-08-13,9490
2019-08-14,9420
2019-08-15,9354
2019-08-16,9284
2019-08-17,9406
2019-08-18,9357
2019-08-19,9350
2019-08-20,9375
2019-08-21,9417
2019-08-22,9452
2019-08-23,9624
2019-08-24,9757
2019-08-24,9757
2019-08-25,9463
2019-08-25,9463
2019-08-26,9409
2019-08-26,9409
2019-08-27,9445
2019-08-27,9445
2019-08-28,9706
2019-08-29,9676
2019-08-30,9712
2019-08-31,9757
2019-09-01,9770
2019-09-02,9762
2019-09-03,9808
2019-09-04,9757
2019-09-05,9670
2019-09-06,9702
2019-09-07,9771
2019-09-08,9688
2019-09-09,9741
2019-09-10,9576
2019-09-11,9607
2019-09-12,9627
2019-09-13,9824
2019-09-14,9733
2019-09-15,9827
2019-09-16,9920
2019-09-17,10085
2019-09-18,9914
2019-09-19,9823
2019-09-20,9831
2019-09-21,9777
2019-09-22,9361
2019-09-23,9318
2019-09-24,9183
2019-09-25,9191
2019-09-26,9069
2019-09-27,9055
2019-09-28,8752
2019-09-29,8826
2019-09-30,8971
2019-10-01,8874
2019-10-02,8931
2019-10-03,8851
2019-10-04,8468
2019-10-05,8416
2019-10-06,8246
2019-10-07,8165
2019-10-08,8231
2019-10-09,8148
2019-10-10,8204
2019-10-11,7882
2019-10-12,7798
2019-10-13,7744
2019-10-14,7590
2019-10-15,7523
2019-10-16,7401
2019-10-17,7149
2019-10-18,7184
2019-10-19,7062
2019-10-20,7111
2019-10-21,7270
2019-10-22,7203
2019-10-23,7068
2019-10-24,7020
2019-10-25,6941
2019-10-26,6901
2019-10-27,6865
2019-10-28,6902
2019-10-29,6956
2019-10-30,7018
2019-10-31,7035
2019-11-01,7194
2019-11-02,7092
2019-11-03,6919
2019-11-04,6709
2019-11-05,6764
2019-11-06,6894
2019-11-07,7044
2019-11-08,6825
2019-11-09,6749
2019-11-10,6734
2019-11-11,6673
2019-11-12,6724
2019-11-13,6903
2019-11-14,7191
2019-11-15,7483
2019-11-16,7661
2019-11-17,7775
2019-11-18,7935
2019-11-19,7578
2019-11-20,7546
2019-11-21,7561
2019-11-22,7599
2019-11-23,7759
2019-11-24,7858
2019-11-25,7756
2019-11-26,7927
2019-11-27,8052
2019-11-28,8064
2019-11-29,8058
2019-11-30,8219
2019-12-01,8285
2019-12-02,8496
2019-12-03,8682
2019-12-04,8835
2019-12-05,9026
2019-12-06,9299
2019-12-07,9642
2019-12-08,10067
2019-12-09,10237
2019-12-10,10412
2019-12-11,10825
2019-12-12,10962
2019-12-13,11071
2019-12-14,11048
2019-12-15,11146
2019-12-16,11179
2019-12-17,11063
2019-12-18,10685
2019-12-19,10473
2019-12-20,10376
2019-12-21,10362
2019-12-22,10410
2019-12-23,10364
2019-12-24,10382
2019-12-25,10258
2019-12-26,10220
2019-12-27,10278
2019-12-28,10141
2019-12-29,9871
2019-12-30,9810
2019-12-31,9823
2020-01-01,9593
2020-01-02,9562
2020-01-03,9342
2020-01-04,9635
2020-01-05,9746
2020-01-06,9587
2020-01-07,9565
2020-01-08,9336
2020-01-09,9478
2020-01-10,9550
2020-01-11,9714
2020-01-12,10088
2020-01-13,10051
2020-01-14,10197
2020-01-15,10301
2020-01-16,10645
2020-01-17,10927
2020-01-18,10973
2020-01-19,11136
2020-01-20,11248
2020-01-21,11248
2020-01-22,11316
2020-01-23,11572
2020-01-24,10993
2020-01-25,10550
2020-01-26,10308
2020-01-27,9823
2020-01-28,9438
2020-01-29,9020
2020-01-30,8622
2020-01-31,8308
2020-02-01,8051
2020-02-02,7816
2020-02-03,7609
2020-02-04,7481
2020-02-05,7384
2020-02-06,7336
2020-02-07,7110
2020-02-08,6850
2020-02-09,6605
2020-02-10,6622
2020-02-11,6529
2020-02-12,6457
2020-02-13,6443
2020-02-14,6506
2020-02-15,6579
2020-02-16,6737
2020-02-17,6933
2020-02-18,7177
2020-02-19,7122
2020-02-20,7198
2020-02-21,7193
2020-02-22,7098
2020-02-23,7130
2020-02-24,7016
2020-02-25,7049
2020-02-26,6966
2020-02-27,6806
2020-02-28,6944
2020-02-29,7059
2020-03-01,6858
2020-03-02,6938
2020-03-03,6969
2020-03-04,6897
2020-03-05,6763
2020-03-06,6800
2020-03-07,6730
2020-03-08,6648
2020-03-09,6587
2020-03-10,6509
2020-03-11,6428
2020-03-12,6353
2020-03-13,6353
2020-03-14,6314
2020-03-15,6241
2020-03-16,6179
2020-03-17,6197
2020-03-18,6029
2020-03-19,6174
2020-03-20,6308
2020-03-21,6358
2020-03-22,6479
2020-03-23,6598
2020-03-24,6648
2020-03-25,6645
2020-03-26,6761
2020-03-27,6863
2020-03-28,6924
2020-03-29,7004
2020-03-30,7192
2020-03-31,7487
2020-04-01,7750
2020-04-02,7930
2020-04-03,8131
2020-04-04,8149
2020-04-05,8296
2020-04-06,8426
2020-04-07,8446
2020-04-08,8378
2020-04-09,8279
2020-04-10,8257
2020-04-11,8333
2020-04-12,8275
2020-04-13,8198
2020-04-14,8191
2020-04-15,8187
2020-04-16,8064
2020-04-17,8092
2020-04-18,8308
2020-04-19,8502
2020-04-20,8798
2020-04-21,8846
2020-04-22,8875
2020-04-23,8735
2020-04-24,8711
2020-04-25,8896
2020-04-26,8808
2020-04-27,8797
2020-04-28,8954
2020-04-29,8812
2020-04-30,8659
2020-05-01,8756
2020-05-02,8806
2020-05-03,8891
2020-05-04,8924
2020-05-05,9212
2020-05-06,9484
2020-05-07,9745
2020-05-08,9994
2020-05-09,10288
2020-05-10,10346
2020-05-11,10335
2020-05-12,10464
2020-05-13,10653
