date_obj,Zamorak%20mitre price
2019-04-08,18964
2019-04-09,18891
2019-04-10,18463
2019-04-11,18090
2019-04-12,18005
2019-04-13,17784
2019-04-14,17671
2019-04-15,17907
2019-04-16,17855
2019-04-17,17158
2019-04-18,16753
2019-04-19,16273
2019-04-20,16062
2019-04-21,16040
2019-04-22,15946
2019-04-23,15796
2019-04-24,16150
2019-04-25,16268
2019-04-26,16357
2019-04-27,16462
2019-04-28,16490
2019-04-29,16837
2019-04-30,16969
2019-05-01,17322
2019-05-02,17331
2019-05-03,17643
2019-05-04,17935
2019-05-05,18234
2019-05-06,18604
2019-05-07,18765
2019-05-08,19398
2019-05-09,19460
2019-05-10,20263
2019-05-11,20918
2019-05-12,21845
2019-05-13,22609
2019-05-14,23081
2019-05-15,23603
2019-05-16,23957
2019-05-17,24487
2019-05-18,25021
2019-05-19,24944
2019-05-20,25342
2019-05-21,26008
2019-05-22,26591
2019-05-23,27284
2019-05-24,27213
2019-05-25,27306
2019-05-26,27346
2019-05-27,27476
2019-05-28,27195
2019-05-29,27344
2019-05-30,28311
2019-05-31,29454
2019-06-01,30305
2019-06-02,31348
2019-06-03,31969
2019-06-04,31849
2019-06-05,32460
2019-06-06,33113
2019-06-07,32651
2019-06-08,32423
2019-06-09,32464
2019-06-10,31789
2019-06-11,31768
2019-06-12,31683
2019-06-13,32029
2019-06-14,32089
2019-06-15,31428
2019-06-16,30661
2019-06-17,29814
2019-06-18,29415
2019-06-19,29130
2019-06-20,28607
2019-06-21,27840
2019-06-22,27045
2019-06-23,26444
2019-06-24,26224
2019-06-25,26144
2019-06-26,26190
2019-06-27,26273
2019-06-28,25872
2019-06-29,26000
2019-06-30,26004
2019-07-01,25714
2019-07-02,25706
2019-07-03,25441
2019-07-04,24584
2019-07-05,24425
2019-07-06,24245
2019-07-07,24221
2019-07-08,23605
2019-07-09,23375
2019-07-10,23237
2019-07-11,23818
2019-07-12,24271
2019-07-13,24724
2019-07-14,24829
2019-07-15,24762
2019-07-16,24671
2019-07-17,24916
2019-07-18,24950
2019-07-19,24542
2019-07-20,24814
2019-07-21,25004
2019-07-22,25514
2019-07-23,25982
2019-07-24,26306
2019-07-25,26626
2019-07-26,27716
2019-07-27,28531
2019-07-28,29668
2019-07-29,29800
2019-07-30,28984
2019-07-31,28401
2019-08-01,28294
2019-08-02,28114
2019-08-03,27477
2019-08-04,27575
2019-08-05,27804
2019-08-06,28102
2019-08-07,27746
2019-08-08,27030
2019-08-09,25974
2019-08-10,25591
2019-08-11,25513
2019-08-12,25385
2019-08-13,25133
2019-08-14,24684
2019-08-15,24718
2019-08-16,24514
2019-08-17,24359
2019-08-18,24382
2019-08-19,24606
2019-08-20,24931
2019-08-21,25371
2019-08-22,25511
2019-08-23,25759
2019-08-24,25601
2019-08-24,25601
2019-08-25,25117
2019-08-25,25117
2019-08-26,24642
2019-08-26,24642
2019-08-27,24914
2019-08-27,24914
2019-08-28,25094
2019-08-29,24709
2019-08-30,24786
2019-08-31,24888
2019-09-01,24799
2019-09-02,24588
2019-09-03,24335
2019-09-04,23824
2019-09-05,23484
2019-09-06,23396
2019-09-07,23369
2019-09-08,23231
2019-09-09,23300
2019-09-10,23179
2019-09-11,23352
2019-09-12,23428
2019-09-13,23578
2019-09-14,23350
2019-09-15,22923
2019-09-16,23214
2019-09-17,23313
2019-09-18,23232
2019-09-19,23301
2019-09-20,23245
2019-09-21,23052
2019-09-22,22985
2019-09-23,23263
2019-09-24,23315
2019-09-25,23003
2019-09-26,22824
2019-09-27,22482
2019-09-28,22666
2019-09-29,22740
2019-09-30,22839
2019-10-01,23069
2019-10-02,23019
2019-10-03,22732
2019-10-04,22958
2019-10-05,22305
2019-10-06,22721
2019-10-07,22607
2019-10-08,22847
2019-10-09,22874
2019-10-10,22735
2019-10-11,22345
2019-10-12,21951
2019-10-13,22066
2019-10-14,21490
2019-10-15,21445
2019-10-16,21382
2019-10-17,20970
2019-10-18,21107
2019-10-19,21093
2019-10-20,21214
2019-10-21,21180
2019-10-22,21359
2019-10-23,21192
2019-10-24,20788
2019-10-25,20387
2019-10-26,20266
2019-10-27,19681
2019-10-28,19398
2019-10-29,19224
2019-10-30,19148
2019-10-31,19621
2019-11-01,19777
2019-11-02,20071
2019-11-03,20059
2019-11-04,20056
2019-11-05,20288
2019-11-06,20157
2019-11-07,19523
2019-11-08,19605
2019-11-09,19648
2019-11-10,19253
2019-11-11,19633
2019-11-12,20092
2019-11-13,20436
2019-11-14,20112
2019-11-15,20082
2019-11-16,20193
2019-11-17,20092
2019-11-18,20011
2019-11-19,20252
2019-11-20,20392
2019-11-21,20334
2019-11-22,19806
2019-11-23,19507
2019-11-24,19637
2019-11-25,19675
2019-11-26,19767
2019-11-27,19668
2019-11-28,19911
2019-11-29,19845
2019-11-30,20134
2019-12-01,20751
2019-12-02,21042
2019-12-03,21091
2019-12-04,20742
2019-12-05,20607
2019-12-06,20689
2019-12-07,20829
2019-12-08,20823
2019-12-09,21107
2019-12-10,20945
2019-12-11,20032
2019-12-12,20510
2019-12-13,20681
2019-12-14,20652
2019-12-15,20513
2019-12-16,20286
2019-12-17,20166
2019-12-18,20143
2019-12-19,20425
2019-12-20,20669
2019-12-21,20774
2019-12-22,20980
2019-12-23,21063
2019-12-24,21628
2019-12-25,22338
2019-12-26,23103
2019-12-27,23386
2019-12-28,23740
2019-12-29,24002
2019-12-30,24169
2019-12-31,24500
2020-01-01,25156
2020-01-02,25926
2020-01-03,26171
2020-01-04,25983
2020-01-05,25658
2020-01-06,25056
2020-01-07,24329
2020-01-08,23993
2020-01-09,24101
2020-01-10,24664
2020-01-11,24943
2020-01-12,24307
2020-01-13,24647
2020-01-14,25053
2020-01-15,25023
2020-01-16,24636
2020-01-17,24101
2020-01-18,23724
2020-01-19,23317
2020-01-20,23768
2020-01-21,24484
2020-01-22,24636
2020-01-23,24916
2020-01-24,24380
2020-01-25,24520
2020-01-26,24443
2020-01-27,23889
2020-01-28,23774
2020-01-29,23524
2020-01-30,23556
2020-01-31,23301
2020-02-01,22681
2020-02-02,21938
2020-02-03,21704
2020-02-04,21533
2020-02-05,20815
2020-02-06,20000
2020-02-07,19645
2020-02-08,19597
2020-02-09,19127
2020-02-10,18536
2020-02-11,17624
2020-02-12,17496
2020-02-13,17254
2020-02-14,16841
2020-02-15,17141
2020-02-16,16781
2020-02-17,17008
2020-02-18,17132
2020-02-19,17393
2020-02-20,17265
2020-02-21,16753
2020-02-22,16509
2020-02-23,16118
2020-02-24,16243
2020-02-25,16117
2020-02-26,16303
2020-02-27,16256
2020-02-28,16220
2020-02-29,16634
2020-03-01,16591
2020-03-02,16527
2020-03-03,16454
2020-03-04,16325
2020-03-05,16532
2020-03-06,16731
2020-03-07,16707
2020-03-08,16481
2020-03-09,16623
2020-03-10,16866
2020-03-11,16846
2020-03-12,16526
2020-03-13,16511
2020-03-14,17087
2020-03-15,17455
2020-03-16,18092
2020-03-17,18469
2020-03-18,18693
2020-03-19,19100
2020-03-20,19760
2020-03-21,20374
2020-03-22,21206
2020-03-23,22027
2020-03-24,22982
2020-03-25,23480
2020-03-26,23538
2020-03-27,23586
2020-03-28,23546
2020-03-29,23441
2020-03-30,23635
2020-03-31,23580
2020-04-01,23766
2020-04-02,23837
2020-04-03,24174
2020-04-04,24218
2020-04-05,24018
2020-04-06,24150
2020-04-07,24221
2020-04-08,24236
2020-04-09,24148
2020-04-10,23534
2020-04-11,23355
2020-04-12,23259
2020-04-13,23131
2020-04-14,22991
2020-04-15,22735
2020-04-16,22212
2020-04-17,21606
2020-04-18,21650
2020-04-19,21266
2020-04-20,20829
2020-04-21,20540
2020-04-22,20149
2020-04-23,19925
2020-04-24,19679
2020-04-25,18911
2020-04-26,18478
2020-04-27,17986
2020-04-28,17791
2020-04-29,17525
2020-04-30,17696
2020-05-01,18080
2020-05-02,18090
2020-05-03,18463
2020-05-04,18482
2020-05-05,18748
2020-05-06,18498
2020-05-07,18500
2020-05-08,18147
2020-05-09,17935
2020-05-10,18162
2020-05-11,18548
2020-05-12,18479
2020-05-13,18518
