date_obj,Zamorak%20d'hide%20boots price
2020-05-01,1182830
2020-05-02,1192482
2020-05-03,1198019
2020-05-04,1193652
2020-05-05,1200518
2020-05-06,1191961
2020-05-07,1192144
2020-05-08,1193959
2020-05-09,1199029
2020-05-10,1192812
2020-05-11,1193089
2020-05-12,1189882
2020-05-13,1194470
