date_obj,Pot%20of%20flour price
2019-09-06,149
2019-09-07,156
2019-09-08,153
2019-09-09,153
2019-09-10,161
2019-09-11,167
2019-09-12,175
2019-09-13,183
2019-09-14,181
2019-09-15,180
2019-09-16,183
2019-09-17,189
2019-09-18,197
2019-09-19,205
2019-09-20,209
2019-09-21,198
2019-09-22,188
2019-09-23,179
2019-09-24,170
2019-09-25,163
2019-09-26,157
2019-09-27,161
2019-09-28,161
2019-09-29,158
2019-09-30,154
2019-10-01,150
2019-10-02,148
2019-10-03,147
2019-10-04,145
2019-10-05,140
2019-10-06,139
2019-10-07,136
2019-10-08,136
2019-10-09,136
2019-10-10,141
2019-10-11,149
2019-10-12,149
2019-10-13,149
2019-10-14,148
2019-10-15,150
2019-10-16,153
2019-10-17,152
2019-10-18,154
2019-10-19,152
2019-10-20,153
2019-10-21,153
2019-10-22,154
2019-10-23,154
2019-10-24,160
2019-10-25,165
2019-10-26,173
2019-10-27,177
2019-10-28,182
2019-10-29,180
2019-10-30,185
2019-10-31,186
2019-11-01,186
2019-11-02,188
2019-11-03,186
2019-11-04,181
2019-11-05,175
2019-11-06,171
2019-11-07,169
2019-11-08,171
2019-11-09,170
2019-11-10,162
2019-11-11,163
2019-11-12,160
2019-11-13,159
2019-11-14,158
2019-11-15,159
2019-11-16,155
2019-11-17,153
2019-11-18,151
2019-11-19,155
2019-11-20,155
2019-11-21,154
2019-11-22,155
2019-11-23,152
2019-11-24,150
2019-11-25,147
2019-11-26,148
2019-11-27,151
2019-11-28,152
2019-11-29,152
2019-11-30,151
2019-12-01,151
2019-12-02,151
2019-12-03,149
2019-12-04,147
2019-12-05,147
2019-12-06,144
2019-12-07,139
2019-12-08,143
2019-12-09,140
2019-12-10,138
2019-12-11,135
2019-12-12,133
2019-12-13,132
2019-12-14,135
2019-12-15,135
2019-12-16,137
2019-12-17,138
2019-12-18,139
2019-12-19,140
2019-12-20,140
2019-12-21,138
2019-12-22,135
2019-12-23,137
2019-12-24,138
2019-12-25,135
2019-12-26,137
2019-12-27,138
2019-12-28,139
2019-12-29,143
2019-12-30,144
2019-12-31,150
2020-01-01,147
2020-01-02,152
2020-01-03,160
2020-01-04,160
2020-01-05,158
2020-01-06,153
2020-01-07,147
2020-01-08,139
2020-01-09,143
2020-01-10,139
2020-01-11,135
2020-01-12,128
2020-01-13,128
2020-01-14,131
2020-01-15,136
2020-01-16,133
2020-01-17,132
2020-01-18,132
2020-01-19,129
2020-01-20,128
2020-01-21,125
2020-01-22,124
2020-01-23,123
2020-01-24,120
2020-01-25,119
2020-01-26,119
2020-01-27,120
2020-01-28,125
2020-01-29,120
2020-01-30,118
2020-01-31,120
2020-02-01,122
2020-02-02,119
2020-02-03,118
2020-02-04,119
2020-02-05,119
2020-02-06,117
2020-02-07,112
2020-02-08,107
2020-02-09,107
2020-02-10,109
2020-02-11,109
2020-02-12,111
2020-02-13,116
2020-02-14,117
2020-02-15,118
2020-02-16,116
2020-02-17,115
2020-02-18,114
2020-02-19,114
2020-02-20,113
2020-02-21,111
2020-02-22,110
2020-02-23,108
2020-02-24,106
2020-02-25,105
2020-02-26,106
2020-02-27,108
2020-02-28,108
2020-02-29,109
2020-03-01,110
2020-03-02,111
2020-03-03,115
2020-03-04,113
2020-03-05,118
2020-03-06,120
2020-03-07,122
2020-03-08,123
2020-03-09,128
2020-03-10,135
2020-03-11,139
2020-03-12,145
2020-03-13,149
2020-03-14,152
2020-03-15,150
2020-03-16,156
2020-03-17,162
2020-03-18,171
2020-03-19,177
2020-03-20,183
2020-03-21,184
2020-03-22,184
2020-03-23,191
2020-03-24,196
2020-03-25,197
2020-03-26,201
2020-03-27,201
2020-03-28,209
2020-03-29,219
2020-03-30,230
2020-03-31,242
2020-04-01,254
2020-04-02,267
2020-04-03,281
2020-04-04,296
2020-04-05,311
2020-04-06,327
2020-04-07,343
2020-04-08,332
2020-04-09,315
2020-04-10,299
2020-04-11,284
2020-04-12,269
2020-04-13,255
2020-04-14,242
2020-04-15,229
2020-04-16,217
2020-04-17,210
2020-04-18,199
2020-04-19,189
2020-04-20,185
2020-04-21,181
2020-04-22,172
2020-04-23,164
2020-04-24,156
2020-04-25,148
2020-04-26,141
2020-04-27,136
2020-04-28,132
2020-04-29,128
2020-04-30,127
2020-05-01,133
2020-05-02,140
2020-05-03,147
2020-05-04,150
2020-05-05,151
2020-05-06,151
2020-05-07,151
2020-05-08,148
2020-05-09,150
2020-05-10,144
2020-05-11,137
2020-05-12,136
2020-05-13,136
