date_obj,Adamant%20set%20(lg) price
2019-03-16,18663
2019-03-17,18627
2019-03-18,18651
2019-03-19,18476
2019-03-20,18399
2019-03-21,18444
2019-03-22,18431
2019-03-23,18351
2019-03-24,18337
2019-03-25,18397
2019-03-26,18329
2019-03-27,18267
2019-03-28,18333
2019-03-29,18329
2019-03-30,18370
2019-03-31,18349
2019-04-01,18279
2019-04-02,18195
2019-04-03,18275
2019-04-04,18265
2019-04-05,18311
2019-04-06,18350
2019-04-07,18311
2019-04-08,18295
2019-04-09,18333
2019-04-10,18345
2019-04-11,18415
2019-04-12,18189
2019-04-13,18669
2019-04-14,18780
2019-04-15,18690
2019-04-16,18774
2019-04-17,18730
2019-04-18,18979
2019-04-19,18731
2019-04-20,19029
2019-04-21,19146
2019-04-22,19067
2019-04-23,18947
2019-04-24,18843
2019-04-25,18680
2019-04-26,18771
2019-04-27,18685
2019-04-28,18569
2019-04-29,18411
2019-04-30,18425
2019-05-01,18243
2019-05-02,18428
2019-05-03,18600
2019-05-04,18811
2019-05-05,18658
2019-05-06,18773
2019-05-07,19099
2019-05-08,19410
2019-05-09,19509
2019-05-10,19495
2019-05-11,19295
2019-05-12,19141
2019-05-13,18928
2019-05-14,18724
2019-05-15,18626
2019-05-16,18514
2019-05-17,18423
2019-05-18,18450
2019-05-19,18679
2019-05-20,18519
2019-05-21,18362
2019-05-22,18293
2019-05-23,18285
2019-05-24,18288
2019-05-25,18399
2019-05-26,18448
2019-05-27,18458
2019-05-28,18457
2019-05-29,18590
2019-05-30,18506
2019-05-31,18840
2019-06-01,19406
2019-06-02,19457
2019-06-03,19417
2019-06-04,19346
2019-06-05,19174
2019-06-06,19104
2019-06-07,19007
2019-06-08,18911
2019-06-09,18986
2019-06-10,18828
2019-06-11,18800
2019-06-12,19052
2019-06-13,18836
2019-06-14,18633
2019-06-15,18546
2019-06-16,18593
2019-06-17,18584
2019-06-18,18408
2019-06-19,18536
2019-06-20,18493
2019-06-21,18439
2019-06-22,18453
2019-06-23,18584
2019-06-24,18418
2019-06-25,18761
2019-06-26,18739
2019-06-27,18531
2019-06-28,18301
2019-06-29,18275
2019-06-30,18412
2019-07-01,18604
2019-07-02,18649
2019-07-03,18656
2019-07-04,18639
2019-07-05,18511
2019-07-06,18535
2019-07-07,18604
2019-07-08,18400
2019-07-09,18370
2019-07-10,18238
2019-07-11,18358
2019-07-12,18178
2019-07-13,17927
2019-07-14,17787
2019-07-15,18194
2019-07-16,18717
2019-07-17,18808
2019-07-18,18644
2019-07-19,18556
2019-07-20,18423
2019-07-21,18308
2019-07-22,18207
2019-07-23,18370
2019-07-24,18265
2019-07-25,18584
2019-07-26,18498
2019-07-27,18345
2019-07-28,18380
2019-07-29,18501
2019-07-30,18627
2019-07-31,18865
2019-08-01,18834
2019-08-02,18341
2019-08-03,18462
2019-08-04,18381
2019-08-05,18375
2019-08-06,18314
2019-08-07,18410
2019-08-08,18447
2019-08-09,18459
2019-08-10,18300
2019-08-11,18171
2019-08-12,18174
2019-08-13,18689
2019-08-14,18593
2019-08-15,18722
2019-08-16,18744
2019-08-17,18744
2019-08-18,19179
2019-08-19,19516
2019-08-20,19303
2019-08-21,18989
2019-08-22,18661
2019-08-23,18849
2019-08-24,19080
2019-08-24,19080
2019-08-25,19410
2019-08-25,19410
2019-08-26,19429
2019-08-27,19175
2019-08-27,19175
2019-08-28,18920
2019-08-29,18756
2019-08-30,18546
2019-08-31,18500
2019-09-01,18814
2019-09-02,18837
2019-09-03,19097
2019-09-04,18964
2019-09-05,18846
2019-09-06,18609
2019-09-07,18508
2019-09-08,18445
2019-09-09,18487
2019-09-10,18304
2019-09-11,18548
2019-09-12,18561
2019-09-13,18289
2019-09-14,18511
2019-09-15,18373
2019-09-16,18454
2019-09-17,18800
2019-09-18,18968
2019-09-19,19093
2019-09-20,18805
2019-09-21,19009
2019-09-22,18988
2019-09-23,18551
2019-09-24,18765
2019-09-25,18663
2019-09-26,18765
2019-09-27,18844
2019-09-28,18809
2019-09-29,18637
2019-09-30,18877
2019-10-01,18841
2019-10-02,19133
2019-10-03,19163
2019-10-04,18813
2019-10-05,18844
2019-10-06,18989
2019-10-07,18903
2019-10-08,18627
2019-10-09,18908
2019-10-10,18699
2019-10-11,18632
2019-10-12,18519
2019-10-13,18354
2019-10-14,18157
2019-10-15,18153
2019-10-16,17858
2019-10-17,17768
2019-10-18,17768
2019-10-19,17938
2019-10-20,18015
2019-10-21,18007
2019-10-22,17916
2019-10-23,18063
2019-10-24,18355
2019-10-25,18642
2019-10-26,18512
2019-10-27,18477
2019-10-28,18548
2019-10-29,18653
2019-10-30,18524
2019-10-31,18608
2019-11-01,18499
2019-11-02,18469
2019-11-03,18584
2019-11-04,18423
2019-11-05,18415
2019-11-06,18568
2019-11-07,18485
2019-11-08,18620
2019-11-09,18631
2019-11-10,18528
2019-11-11,18364
2019-11-12,18351
2019-11-13,18193
2019-11-14,18294
2019-11-15,18490
2019-11-16,18392
2019-11-17,18382
2019-11-18,18430
2019-11-19,18330
2019-11-20,18278
2019-11-21,18323
2019-11-22,18284
2019-11-23,18197
2019-11-24,18105
2019-11-25,18031
2019-11-26,18161
2019-11-27,18315
2019-11-28,18454
2019-11-29,18607
2019-11-30,18284
2019-12-01,18242
2019-12-02,18120
2019-12-03,18128
2019-12-04,18387
2019-12-05,18274
2019-12-06,18248
2019-12-07,18373
2019-12-08,18288
2019-12-09,18182
2019-12-10,18157
2019-12-11,18200
2019-12-12,18325
2019-12-13,18413
2019-12-14,18451
2019-12-15,18407
2019-12-16,18245
2019-12-17,18371
2019-12-18,18374
2019-12-19,18486
2019-12-20,18340
2019-12-21,18420
2019-12-22,18426
2019-12-23,18357
2019-12-24,18358
2019-12-25,18263
2019-12-26,18166
2019-12-27,18193
2019-12-28,18161
2019-12-29,18278
2019-12-30,18300
2019-12-31,18119
2020-01-01,18157
2020-01-02,18226
2020-01-03,18067
2020-01-04,18365
2020-01-05,18306
2020-01-06,18178
2020-01-07,18047
2020-01-08,17997
2020-01-09,18050
2020-01-10,18078
2020-01-11,18013
2020-01-12,17898
2020-01-13,18063
2020-01-14,18028
2020-01-15,18026
2020-01-16,18077
2020-01-17,18073
2020-01-18,18156
2020-01-19,17959
2020-01-20,18030
2020-01-21,18002
2020-01-22,17807
2020-01-23,17745
2020-01-24,17629
2020-01-25,17809
2020-01-26,17679
2020-01-27,17521
2020-01-28,17660
2020-01-29,17884
2020-01-30,17749
2020-01-31,17495
2020-02-01,17667
2020-02-02,17806
2020-02-03,17708
2020-02-04,17623
2020-02-05,17510
2020-02-06,17747
2020-02-07,17455
2020-02-08,17495
2020-02-09,17282
2020-02-10,17668
2020-02-11,18038
2020-02-12,18295
2020-02-13,18644
2020-02-14,18605
2020-02-15,18461
2020-02-16,18471
2020-02-17,18357
2020-02-18,18057
2020-02-19,17778
2020-02-20,17657
2020-02-21,17612
2020-02-22,18099
2020-02-23,18045
2020-02-24,18178
2020-02-25,18285
2020-02-26,18082
2020-02-27,18184
2020-02-28,18355
2020-02-29,18523
2020-03-01,18275
2020-03-02,18385
2020-03-03,18406
2020-03-04,18349
2020-03-05,18310
2020-03-06,18346
2020-03-07,18495
2020-03-08,18543
2020-03-09,18585
2020-03-10,18387
2020-03-11,18315
2020-03-12,18247
2020-03-13,18204
2020-03-14,18274
2020-03-15,18129
2020-03-16,18196
2020-03-17,18297
2020-03-18,18415
2020-03-19,18552
2020-03-20,18513
2020-03-21,18486
2020-03-22,18622
2020-03-23,18649
2020-03-24,18497
2020-03-25,18576
2020-03-26,18553
2020-03-27,18438
2020-03-28,18312
2020-03-29,18329
2020-03-30,18201
2020-03-31,18172
2020-04-01,18093
2020-04-02,18186
2020-04-03,18259
2020-04-04,18339
2020-04-05,18296
2020-04-06,18225
2020-04-07,18137
2020-04-08,18091
2020-04-09,18093
2020-04-10,18277
2020-04-11,18139
2020-04-12,18024
2020-04-13,18015
2020-04-14,17981
2020-04-15,17944
2020-04-16,18106
2020-04-17,17932
2020-04-18,17955
2020-04-19,18017
2020-04-20,18254
2020-04-21,18458
2020-04-22,18492
2020-04-23,18518
2020-04-24,18379
2020-04-25,18480
2020-04-26,18359
2020-04-27,18213
2020-04-28,18080
2020-04-29,17984
2020-04-30,18013
2020-05-01,18507
2020-05-02,18439
2020-05-03,18313
2020-05-04,18313
2020-05-05,18277
2020-05-06,18248
2020-05-07,18166
2020-05-08,18267
2020-05-09,18224
2020-05-10,18202
2020-05-11,18304
2020-05-12,18266
2020-05-13,18419
