date_obj,Gold%20headband price
2019-04-29,689
2019-04-30,709
2019-05-01,709
2019-05-02,709
2019-05-03,702
2019-05-04,717
2019-05-05,731
2019-05-06,745
2019-05-07,759
2019-05-08,759
2019-05-09,767
2019-05-10,781
2019-05-11,781
2019-05-12,799
2019-05-13,833
2019-05-14,862
2019-05-15,862
2019-05-16,886
2019-05-17,886
2019-05-18,879
2019-05-19,879
2019-05-20,880
2019-05-21,880
2019-05-22,913
2019-05-23,938
2019-05-24,938
2019-05-25,977
2019-05-26,977
2019-05-27,1004
2019-05-28,1004
2019-05-29,1026
2019-05-30,1026
2019-05-31,1046
2019-06-01,1046
2019-06-02,1063
2019-06-03,1063
2019-06-04,1054
2019-06-05,1054
2019-06-06,1063
2019-06-07,1063
2019-06-08,1106
2019-06-09,1158
2019-06-10,1158
2019-06-11,1209
2019-06-12,1270
2019-06-13,1332
2019-06-14,1395
2019-06-15,1395
2019-06-16,1436
2019-06-17,1495
2019-06-18,1495
2019-06-19,1517
2019-06-20,1519
2019-06-21,1519
2019-06-22,1568
2019-06-23,1583
2019-06-24,1583
2019-06-25,1574
2019-06-26,1574
2019-06-27,1515
2019-06-28,1515
2019-06-29,1455
2019-06-30,1386
2019-07-01,1386
2019-07-02,1347
2019-07-03,1347
2019-07-04,1283
2019-07-05,1228
2019-07-06,1228
2019-07-07,1174
2019-07-08,1174
2019-07-09,1137
2019-07-10,1137
2019-07-11,1090
2019-07-12,1047
2019-07-13,1047
2019-07-14,1031
2019-07-15,1031
2019-07-16,1040
2019-07-17,1040
2019-07-18,1070
2019-07-19,1070
2019-07-20,1070
2019-07-21,1123
2019-07-22,1123
2019-07-23,1166
2019-07-24,1166
2019-07-25,1219
2019-07-26,1219
2019-07-27,1276
2019-07-28,1276
2019-07-29,1327
2019-07-30,1389
2019-07-31,1400
2019-08-01,1400
2019-08-02,1407
2019-08-03,1380
2019-08-04,1380
2019-08-05,1370
2019-08-06,1370
2019-08-07,1414
2019-08-08,1414
2019-08-09,1441
2019-08-10,1477
2019-08-11,1477
2019-08-12,1502
2019-08-13,1502
2019-08-14,1453
2019-08-15,1386
2019-08-16,1411
2019-08-17,1411
2019-08-18,1427
2019-08-19,1420
2019-08-20,1420
2019-08-21,1402
2019-08-22,1447
2019-08-23,1447
2019-08-24,1487
2019-08-24,1487
2019-08-25,1487
2019-08-25,1487
2019-08-26,1481
2019-08-26,1481
2019-08-27,1481
2019-08-27,1481
2019-08-28,1497
2019-08-29,1497
2019-08-30,1532
2019-08-31,1532
2019-09-01,1492
2019-09-02,1492
2019-09-03,1427
2019-09-04,1427
2019-09-05,1363
2019-09-06,1363
2019-09-07,1318
2019-09-08,1318
2019-09-09,1328
2019-09-10,1328
2019-09-11,1386
2019-09-12,1386
2019-09-13,1422
2019-09-14,1422
2019-09-15,1485
2019-09-16,1540
2019-09-17,1540
2019-09-18,1567
2019-09-19,1567
2019-09-20,1593
2019-09-21,1584
2019-09-22,1584
2019-09-23,1538
2019-09-24,1538
2019-09-25,1529
2019-09-26,1529
2019-09-27,1535
2019-09-28,1535
2019-09-29,1499
2019-09-30,1499
2019-10-01,1507
2019-10-02,1507
2019-10-03,1524
2019-10-04,1524
2019-10-05,1547
2019-10-06,1556
2019-10-07,1556
2019-10-08,1478
2019-10-09,1478
2019-10-10,1423
2019-10-11,1423
2019-10-12,1408
2019-10-13,1368
2019-10-14,1368
2019-10-15,1341
2019-10-16,1341
2019-10-17,1311
2019-10-18,1285
2019-10-19,1250
2019-10-20,1250
2019-10-21,1235
2019-10-22,1235
2019-10-23,1218
2019-10-24,1218
2019-10-25,1168
2019-10-26,1168
2019-10-27,1149
2019-10-28,1146
2019-10-29,1146
2019-10-30,1125
2019-10-31,1120
2019-11-01,1120
2019-11-02,1129
2019-11-03,1162
2019-11-04,1162
2019-11-05,1182
2019-11-06,1182
2019-11-07,1216
2019-11-08,1216
2019-11-09,1201
2019-11-10,1229
2019-11-11,1229
2019-11-12,1225
2019-11-13,1225
2019-11-14,1236
2019-11-15,1236
2019-11-16,1185
2019-11-17,1185
2019-11-18,1177
2019-11-19,1177
2019-11-20,1212
2019-11-21,1212
2019-11-22,1242
2019-11-23,1259
2019-11-24,1259
2019-11-25,1293
2019-11-26,1293
2019-11-27,1292
2019-11-28,1292
2019-11-29,1242
2019-11-30,1242
2019-12-01,1229
2019-12-02,1229
2019-12-03,1246
2019-12-04,1246
2019-12-05,1253
2019-12-06,1253
2019-12-07,1265
2019-12-08,1265
2019-12-09,1274
2019-12-10,1274
2019-12-11,1279
2019-12-12,1279
2019-12-13,1307
2019-12-14,1307
2019-12-15,1305
2019-12-16,1305
2019-12-17,1338
2019-12-18,1338
2019-12-19,1349
2019-12-20,1349
2019-12-21,1315
2019-12-22,1315
2019-12-23,1277
2019-12-24,1277
2019-12-25,1259
2019-12-26,1259
2019-12-27,1233
2019-12-28,1233
2019-12-29,1239
2019-12-30,1239
2019-12-31,1241
2020-01-01,1241
2020-01-02,1244
2020-01-03,1244
2020-01-04,1261
2020-01-05,1261
2020-01-06,1290
2020-01-07,1299
2020-01-08,1299
2020-01-09,1299
2020-01-10,1248
2020-01-11,1227
2020-01-12,1227
2020-01-13,1200
2020-01-14,1200
2020-01-15,1182
2020-01-16,1182
2020-01-17,1170
2020-01-18,1170
2020-01-19,1193
2020-01-20,1193
2020-01-21,1193
2020-01-22,1222
2020-01-23,1222
2020-01-24,1224
2020-01-25,1224
2020-01-26,1230
2020-01-27,1230
2020-01-28,1237
2020-01-29,1236
2020-01-30,1236
2020-01-31,1247
2020-02-01,1255
2020-02-02,1276
2020-02-03,1276
2020-02-04,1299
2020-02-05,1299
2020-02-06,1291
2020-02-07,1291
2020-02-08,1320
2020-02-09,1320
2020-02-10,1345
2020-02-11,1345
2020-02-12,1332
2020-02-13,1332
2020-02-14,1289
2020-02-15,1289
2020-02-16,1254
2020-02-17,1245
2020-02-18,1231
2020-02-19,1231
2020-02-20,1198
2020-02-21,1198
2020-02-22,1233
2020-02-23,1233
2020-02-24,1254
2020-02-25,1254
2020-02-26,1266
2020-02-27,1266
2020-02-28,1273
2020-02-29,1273
2020-03-01,1267
2020-03-02,1267
2020-03-03,1301
2020-03-04,1301
2020-03-05,1288
2020-03-06,1283
2020-03-07,1283
2020-03-08,1268
2020-03-09,1268
2020-03-10,1264
2020-03-11,1264
2020-03-12,1244
2020-03-13,1244
2020-03-14,1242
2020-03-15,1242
2020-03-16,1240
2020-03-17,1240
2020-03-18,1244
2020-03-19,1294
2020-03-20,1341
2020-03-21,1404
2020-03-22,1468
2020-03-23,1539
2020-03-24,1613
2020-03-25,1681
2020-03-26,1738
2020-03-27,1760
2020-03-28,1769
2020-03-29,1782
2020-03-30,1777
2020-03-31,1760
2020-04-01,1751
2020-04-02,1751
2020-04-03,1751
2020-04-04,1722
2020-04-05,1722
2020-04-06,1670
2020-04-07,1638
2020-04-08,1584
2020-04-09,1525
2020-04-10,1525
2020-04-11,1494
2020-04-12,1452
2020-04-13,1399
2020-04-14,1348
2020-04-15,1280
2020-04-16,1218
2020-04-17,1157
2020-04-18,1113
2020-04-19,1112
2020-04-20,1101
2020-04-21,1078
2020-04-22,1058
2020-04-23,1007
2020-04-24,1004
2020-04-25,1024
2020-04-26,1030
2020-04-27,1056
2020-04-28,1072
2020-04-29,1090
2020-04-30,1117
2020-05-01,1149
2020-05-02,1162
2020-05-03,1187
2020-05-04,1209
2020-05-05,1152
2020-05-06,1161
2020-05-07,1191
2020-05-08,1191
2020-05-09,1191
2020-05-10,1197
2020-05-11,1197
2020-05-12,1231
2020-05-13,1265
