date_obj,Barrows%20teleport%20(tablet) price
2020-04-28,2816
2020-04-29,2794
2020-04-30,2744
2020-05-01,2672
2020-05-02,2728
2020-05-03,2704
2020-05-04,2680
2020-05-05,2673
2020-05-06,2777
2020-05-07,2889
2020-05-08,2868
2020-05-09,2874
2020-05-10,2880
2020-05-11,2805
2020-05-12,2794
2020-05-13,2765
