date_obj,Desert%20boots price
2019-08-28,115
2019-08-29,117
2019-08-30,122
2019-08-31,129
2019-09-01,133
2019-09-02,139
2019-09-03,143
2019-09-04,151
2019-09-05,157
2019-09-06,164
2019-09-07,168
2019-09-08,174
2019-09-09,176
2019-09-10,178
2019-09-11,171
2019-09-12,179
2019-09-13,182
2019-09-14,190
2019-09-15,196
2019-09-16,203
2019-09-17,206
2019-09-18,202
2019-09-19,201
2019-09-20,210
2019-09-21,208
2019-09-22,217
2019-09-23,222
2019-09-24,216
2019-09-25,213
2019-09-26,210
2019-09-27,209
2019-09-28,213
2019-09-29,213
2019-09-30,208
2019-10-01,212
2019-10-02,219
2019-10-03,230
2019-10-04,242
2019-10-05,245
2019-10-06,247
2019-10-07,257
2019-10-08,260
2019-10-09,256
2019-10-10,246
2019-10-11,237
2019-10-12,240
2019-10-13,239
2019-10-14,232
2019-10-15,236
2019-10-16,239
2019-10-17,247
2019-10-18,247
2019-10-19,240
2019-10-20,239
2019-10-21,241
2019-10-22,238
2019-10-23,241
2019-10-24,234
2019-10-25,227
2019-10-26,221
2019-10-27,213
2019-10-28,206
2019-10-29,214
2019-10-30,217
2019-10-31,228
2019-11-01,220
2019-11-02,216
2019-11-03,218
2019-11-04,218
2019-11-05,218
2019-11-06,219
2019-11-07,211
2019-11-08,207
2019-11-09,197
2019-11-10,192
2019-11-11,194
2019-11-12,184
2019-11-13,174
2019-11-14,166
2019-11-15,174
2019-11-16,180
2019-11-17,187
2019-11-18,194
2019-11-19,201
2019-11-20,207
2019-11-21,216
2019-11-22,220
2019-11-23,217
2019-11-24,218
2019-11-25,208
2019-11-26,207
2019-11-27,196
2019-11-28,199
2019-11-29,200
2019-11-30,200
2019-12-01,196
2019-12-02,192
2019-12-03,202
2019-12-04,204
2019-12-05,214
2019-12-06,218
2019-12-07,220
2019-12-08,216
2019-12-09,210
2019-12-10,199
2019-12-11,192
2019-12-12,186
2019-12-13,184
2019-12-14,185
2019-12-15,186
2019-12-16,187
2019-12-17,191
2019-12-18,194
2019-12-19,201
2019-12-20,194
2019-12-21,197
2019-12-22,202
2019-12-23,201
2019-12-24,190
2019-12-25,185
2019-12-26,191
2019-12-27,193
2019-12-28,186
2019-12-29,196
2019-12-30,204
2019-12-31,214
2020-01-01,219
2020-01-02,226
2020-01-03,226
2020-01-04,230
2020-01-05,228
2020-01-06,239
2020-01-07,250
2020-01-08,258
2020-01-09,260
2020-01-10,263
2020-01-11,271
2020-01-12,278
2020-01-13,284
2020-01-14,278
2020-01-15,283
2020-01-16,285
2020-01-17,292
2020-01-18,307
2020-01-19,320
2020-01-20,324
2020-01-21,314
2020-01-22,309
2020-01-23,293
2020-01-24,278
2020-01-25,264
2020-01-26,253
2020-01-27,246
2020-01-28,236
2020-01-29,237
2020-01-30,234
2020-01-31,230
2020-02-01,239
2020-02-02,248
2020-02-03,258
2020-02-04,263
2020-02-05,257
2020-02-06,247
2020-02-07,241
2020-02-08,234
2020-02-09,222
2020-02-10,210
2020-02-11,203
2020-02-12,200
2020-02-13,201
2020-02-14,207
2020-02-15,218
2020-02-16,220
2020-02-17,223
2020-02-18,226
2020-02-19,226
2020-02-20,227
2020-02-21,215
2020-02-22,213
2020-02-23,203
2020-02-24,202
2020-02-25,207
2020-02-26,212
2020-02-27,220
2020-02-28,226
2020-02-29,227
2020-03-01,232
2020-03-02,236
2020-03-03,248
2020-03-04,249
2020-03-05,251
2020-03-06,245
2020-03-07,252
2020-03-08,255
2020-03-09,263
2020-03-10,254
2020-03-11,258
2020-03-12,261
2020-03-13,247
2020-03-14,245
2020-03-15,232
2020-03-16,220
2020-03-17,213
2020-03-18,203
2020-03-19,195
2020-03-20,188
2020-03-21,188
2020-03-22,187
2020-03-23,190
2020-03-24,197
2020-03-25,206
2020-03-26,211
2020-03-27,216
2020-03-28,224
2020-03-29,224
2020-03-30,234
2020-03-31,245
2020-04-01,242
2020-04-02,244
2020-04-03,244
2020-04-04,257
2020-04-05,256
2020-04-06,247
2020-04-07,241
2020-04-08,234
2020-04-09,225
2020-04-10,235
2020-04-11,236
2020-04-12,228
2020-04-13,231
2020-04-14,228
2020-04-15,232
2020-04-16,227
2020-04-17,221
2020-04-18,210
2020-04-19,200
2020-04-20,190
2020-04-21,180
2020-04-22,181
2020-04-23,187
2020-04-24,194
2020-04-25,191
2020-04-26,195
2020-04-27,198
2020-04-28,199
2020-04-29,204
2020-04-30,207
2020-05-01,207
2020-05-02,203
2020-05-03,202
2020-05-04,206
2020-05-05,195
2020-05-06,186
2020-05-07,191
2020-05-08,181
2020-05-09,181
2020-05-10,171
2020-05-11,170
2020-05-12,165
2020-05-13,156
