date_obj,Saradomin%20bracers price
2019-04-06,35264
2019-04-07,36756
2019-04-08,36784
2019-04-09,35696
2019-04-10,35420
2019-04-11,34588
2019-04-12,33704
2019-04-13,32880
2019-04-14,32275
2019-04-15,32107
2019-04-16,31558
2019-04-17,31249
2019-04-18,31094
2019-04-19,31786
2019-04-20,31840
2019-04-21,30619
2019-04-22,29542
2019-04-23,28919
2019-04-24,28771
2019-04-25,28750
2019-04-26,28703
2019-04-27,28842
2019-04-28,28741
2019-04-29,28006
2019-04-30,27875
2019-05-01,27634
2019-05-02,27079
2019-05-03,26880
2019-05-04,26933
2019-05-05,26658
2019-05-06,26208
2019-05-07,25126
2019-05-08,24260
2019-05-09,23461
2019-05-10,22971
2019-05-11,22621
2019-05-12,22346
2019-05-13,22517
2019-05-14,21943
2019-05-15,21765
2019-05-16,21310
2019-05-17,21428
2019-05-18,21327
2019-05-19,21091
2019-05-20,20730
2019-05-21,20444
2019-05-22,20105
2019-05-23,19972
2019-05-24,19871
2019-05-25,19191
2019-05-26,19138
2019-05-27,19022
2019-05-28,18692
2019-05-29,18679
2019-05-30,18724
2019-05-31,18799
2019-06-01,18930
2019-06-02,19059
2019-06-03,19139
2019-06-04,19324
2019-06-05,19365
2019-06-06,19842
2019-06-07,19310
2019-06-08,19207
2019-06-09,18829
2019-06-10,18901
2019-06-11,18914
2019-06-12,18862
2019-06-13,18643
2019-06-14,18375
2019-06-15,18102
2019-06-16,18236
2019-06-17,18272
2019-06-18,18399
2019-06-19,18005
2019-06-20,17848
2019-06-21,17890
2019-06-22,17770
2019-06-23,17722
2019-06-24,18554
2019-06-25,18878
2019-06-26,18977
2019-06-27,19070
2019-06-28,18794
2019-06-29,18681
2019-06-30,18710
2019-07-01,19040
2019-07-02,19257
2019-07-03,19191
2019-07-04,19348
2019-07-05,19413
2019-07-06,20049
2019-07-07,19973
2019-07-08,20741
2019-07-09,21193
2019-07-10,21445
2019-07-11,21387
2019-07-12,21654
2019-07-13,21347
2019-07-14,21074
2019-07-15,20916
2019-07-16,21482
2019-07-17,21780
2019-07-18,22261
2019-07-19,22338
2019-07-20,22559
2019-07-21,22807
2019-07-22,22533
2019-07-23,22596
2019-07-24,22198
2019-07-25,22063
2019-07-26,21722
2019-07-27,21072
2019-07-28,20726
2019-07-29,20287
2019-07-30,19680
2019-07-31,19549
2019-08-01,19595
2019-08-02,19081
2019-08-03,19450
2019-08-04,19584
2019-08-05,19161
2019-08-06,18563
2019-08-07,17945
2019-08-08,17463
2019-08-09,17217
2019-08-10,16963
2019-08-11,16580
2019-08-12,16403
2019-08-13,16415
2019-08-14,16669
2019-08-15,17283
2019-08-16,17457
2019-08-17,17917
2019-08-18,18756
2019-08-19,19694
2019-08-20,20679
2019-08-21,21713
2019-08-22,22799
2019-08-23,23880
2019-08-24,23879
2019-08-24,23879
2019-08-25,23535
2019-08-25,23535
2019-08-26,23377
2019-08-26,23377
2019-08-27,23577
2019-08-27,23577
2019-08-28,23846
2019-08-29,24107
2019-08-30,24440
2019-08-31,24539
2019-09-01,25048
2019-09-02,25219
2019-09-03,25416
2019-09-04,25949
2019-09-05,25828
2019-09-06,26035
2019-09-07,26643
2019-09-08,27336
2019-09-09,27160
2019-09-10,27158
2019-09-11,27265
2019-09-12,27311
2019-09-13,27590
2019-09-14,27736
2019-09-15,27789
2019-09-16,28095
2019-09-17,28731
2019-09-18,28453
2019-09-19,28491
2019-09-20,28769
2019-09-21,28407
2019-09-22,28624
2019-09-23,29041
2019-09-24,29793
2019-09-25,29268
2019-09-26,29251
2019-09-27,29182
2019-09-28,28628
2019-09-29,28107
2019-09-30,28375
2019-10-01,28275
2019-10-02,28176
2019-10-03,28001
2019-10-04,27876
2019-10-05,28159
2019-10-06,27629
2019-10-07,26921
2019-10-08,26001
2019-10-09,24798
2019-10-10,23851
2019-10-11,22948
2019-10-12,22659
2019-10-13,22270
2019-10-14,22195
2019-10-15,21612
2019-10-16,21167
2019-10-17,21147
2019-10-18,20717
2019-10-19,20853
2019-10-20,21464
2019-10-21,21388
2019-10-22,21626
2019-10-23,22171
2019-10-24,22468
2019-10-25,22576
2019-10-26,22130
2019-10-27,22027
2019-10-28,21978
2019-10-29,22283
2019-10-30,22381
2019-10-31,22344
2019-11-01,21866
2019-11-02,21902
2019-11-03,21862
2019-11-04,21753
2019-11-05,21888
2019-11-06,22289
2019-11-07,22613
2019-11-08,22351
2019-11-09,22254
2019-11-10,22095
2019-11-11,22298
2019-11-12,22522
2019-11-13,22518
2019-11-14,22543
2019-11-15,22348
2019-11-16,22290
2019-11-17,21950
2019-11-18,22217
2019-11-19,22109
2019-11-20,22072
2019-11-21,22516
2019-11-22,22109
2019-11-23,22666
2019-11-24,22769
2019-11-25,23118
2019-11-26,23554
2019-11-27,23582
2019-11-28,23754
2019-11-29,23793
2019-11-30,24291
2019-12-01,25119
2019-12-02,25731
2019-12-03,26401
2019-12-04,26687
2019-12-05,26555
2019-12-06,26187
2019-12-07,26464
2019-12-08,26781
2019-12-09,27082
2019-12-10,27329
2019-12-11,27818
2019-12-12,28159
2019-12-13,28112
2019-12-14,27791
2019-12-15,28121
2019-12-16,28274
2019-12-17,28554
2019-12-18,28996
2019-12-19,29146
2019-12-20,29192
2019-12-21,29110
2019-12-22,29600
2019-12-23,29369
2019-12-24,29516
2019-12-25,29787
2019-12-26,30285
2019-12-27,30435
2019-12-28,30775
2019-12-29,30770
2019-12-30,31293
2019-12-31,32025
2020-01-01,32909
2020-01-02,33580
2020-01-03,34366
2020-01-04,34450
2020-01-05,35255
2020-01-06,35262
2020-01-07,34708
2020-01-08,34136
2020-01-09,33989
2020-01-10,34250
2020-01-11,33612
2020-01-12,33116
2020-01-13,32554
2020-01-14,32658
2020-01-15,31968
2020-01-16,31571
2020-01-17,31085
2020-01-18,31146
2020-01-19,31266
2020-01-20,31290
2020-01-21,31644
2020-01-22,31111
2020-01-23,31018
2020-01-24,30762
2020-01-25,30467
2020-01-26,29891
2020-01-27,29370
2020-01-28,28711
2020-01-29,29020
2020-01-30,28960
2020-01-31,28500
2020-02-01,28515
2020-02-02,28524
2020-02-03,28586
2020-02-04,28156
2020-02-05,27621
2020-02-06,27155
2020-02-07,26752
2020-02-08,26591
2020-02-09,26853
2020-02-10,26985
2020-02-11,26600
2020-02-12,26579
2020-02-13,26939
2020-02-14,26253
2020-02-15,25402
2020-02-16,25252
2020-02-17,24889
2020-02-18,24826
2020-02-19,25008
2020-02-20,24086
2020-02-21,23361
2020-02-22,22321
2020-02-23,22158
2020-02-24,21421
2020-02-25,21006
2020-02-26,20439
2020-02-27,20362
2020-02-28,20294
2020-02-29,20436
2020-03-01,20671
2020-03-02,21029
2020-03-03,21160
2020-03-04,21877
2020-03-05,21862
2020-03-06,22272
2020-03-07,22620
2020-03-08,23328
2020-03-09,24110
2020-03-10,24756
2020-03-11,25340
2020-03-12,25497
2020-03-13,25622
2020-03-14,26107
2020-03-15,26296
2020-03-16,26343
2020-03-17,25974
2020-03-18,25395
2020-03-19,24437
2020-03-20,23626
2020-03-21,23210
2020-03-22,22484
2020-03-23,21890
2020-03-24,21724
2020-03-25,21553
2020-03-26,21582
2020-03-27,21394
2020-03-28,21085
2020-03-29,20844
2020-03-30,20319
2020-03-31,20276
2020-04-01,20621
2020-04-02,20704
2020-04-03,21182
2020-04-04,21828
2020-04-05,21883
2020-04-06,21846
2020-04-07,21773
2020-04-08,21548
2020-04-09,21342
2020-04-10,21693
2020-04-11,21537
2020-04-12,21433
2020-04-13,21297
2020-04-14,21293
2020-04-15,21452
2020-04-16,21328
2020-04-17,21353
2020-04-18,21932
2020-04-19,22048
2020-04-20,21739
2020-04-21,22015
2020-04-22,22481
2020-04-23,23252
2020-04-24,24408
2020-04-25,24948
2020-04-26,25203
2020-04-27,24928
2020-04-28,23780
2020-04-29,22695
2020-04-30,21919
2020-05-01,21644
2020-05-02,21568
2020-05-03,20760
2020-05-04,20424
2020-05-05,20467
2020-05-06,20376
2020-05-07,20430
2020-05-08,20177
2020-05-09,19980
2020-05-10,20139
2020-05-11,20094
2020-05-12,19829
2020-05-13,19873
