date_obj,Jar%20of%20swamp price
2019-04-02,21706
2019-04-03,21498
2019-04-04,21498
2019-04-05,21160
2019-04-06,21160
2019-04-07,21659
2019-04-08,21659
2019-04-09,22527
2019-04-10,22527
2019-04-11,23267
2019-04-12,23267
2019-04-13,23425
2019-04-14,23425
2019-04-15,23873
2019-04-16,23873
2019-04-17,24048
2019-04-18,24048
2019-04-19,23739
2019-04-20,23739
2019-04-21,24078
2019-04-22,24078
2019-04-23,25282
2019-04-24,25282
2019-04-25,26034
2019-04-26,26439
2019-04-27,26439
2019-04-28,26038
2019-04-29,26038
2019-04-30,24905
2019-05-01,24905
2019-05-02,24158
2019-05-03,23350
2019-05-04,23350
2019-05-05,22300
2019-05-06,22300
2019-05-07,21185
2019-05-08,21185
2019-05-09,20248
2019-05-10,19549
2019-05-11,19549
2019-05-12,19384
2019-05-13,19384
2019-05-14,18727
2019-05-15,18727
2019-05-16,17818
2019-05-17,17818
2019-05-18,16927
2019-05-19,16927
2019-05-20,16228
2019-05-21,16228
2019-05-22,15416
2019-05-23,15416
2019-05-24,14791
2019-05-25,14791
2019-05-26,14510
2019-05-27,14510
2019-05-28,14569
2019-05-29,14168
2019-05-30,14168
2019-05-31,14066
2019-06-01,14066
2019-06-02,13922
2019-06-03,13922
2019-06-04,13703
2019-06-05,13703
2019-06-06,13345
2019-06-07,13345
2019-06-08,12794
2019-06-09,12794
2019-06-10,12794
2019-06-11,12203
2019-06-12,12203
2019-06-13,11812
2019-06-14,11812
2019-06-15,11360
2019-06-16,11360
2019-06-17,11355
2019-06-18,11355
2019-06-19,11206
2019-06-20,10853
2019-06-21,10853
2019-06-22,10704
2019-06-23,10704
2019-06-24,10564
2019-06-25,10564
2019-06-26,10730
2019-06-27,11171
2019-06-28,11171
2019-06-29,11319
2019-06-30,11319
2019-07-01,11243
2019-07-02,11243
2019-07-03,11446
2019-07-04,11446
2019-07-05,11407
2019-07-06,11407
2019-07-07,11921
2019-07-08,11921
2019-07-09,12349
2019-07-10,12349
2019-07-11,12236
2019-07-12,12642
2019-07-13,12642
2019-07-14,12825
2019-07-15,12825
2019-07-16,12825
2019-07-17,12916
2019-07-18,12916
2019-07-19,12755
2019-07-20,12755
2019-07-21,12145
2019-07-22,12145
2019-07-23,11758
2019-07-24,11758
2019-07-25,11758
2019-07-26,11912
2019-07-27,11912
2019-07-28,12026
2019-07-29,12026
2019-07-30,12192
2019-07-31,12192
2019-08-01,12207
2019-08-02,12207
2019-08-03,12249
2019-08-04,12249
2019-08-05,11709
2019-08-06,11709
2019-08-07,11285
2019-08-08,11285
2019-08-09,11285
2019-08-10,10924
2019-08-11,10924
2019-08-12,10984
2019-08-13,10984
2019-08-14,10984
2019-08-15,10843
2019-08-16,10843
2019-08-17,10969
2019-08-18,10969
2019-08-19,11274
2019-08-20,11274
2019-08-21,11274
2019-08-22,11724
2019-08-23,11724
2019-08-24,12311
2019-08-24,12311
2019-08-25,12311
2019-08-25,12311
2019-08-26,12903
2019-08-26,12903
2019-08-27,12903
2019-08-27,12903
2019-08-28,13522
2019-08-29,13522
2019-08-30,14093
2019-08-31,14093
2019-09-01,14407
2019-09-02,14407
2019-09-03,14054
2019-09-04,14054
2019-09-05,14054
2019-09-06,13406
2019-09-07,13406
2019-09-08,12960
2019-09-09,12960
2019-09-10,12960
2019-09-11,12960
2019-09-12,12894
2019-09-13,12894
2019-09-14,12894
2019-09-15,12884
2019-09-16,12884
2019-09-17,12962
2019-09-18,12962
2019-09-19,12962
2019-09-20,13273
2019-09-21,13273
2019-09-22,13692
2019-09-23,13692
2019-09-24,13838
2019-09-25,13838
2019-09-26,13491
2019-09-27,13491
2019-09-28,13491
2019-09-29,13285
2019-09-30,13285
2019-10-01,13742
2019-10-02,13742
2019-10-03,13742
2019-10-04,13887
2019-10-05,13887
2019-10-06,13750
2019-10-07,13750
2019-10-08,13750
2019-10-09,13488
2019-10-10,13488
2019-10-11,13488
2019-10-12,12813
2019-10-13,12813
2019-10-14,12871
2019-10-15,12871
2019-10-16,12871
2019-10-17,12424
2019-10-18,12424
2019-10-19,12424
2019-10-20,11972
2019-10-21,11972
2019-10-22,11972
2019-10-23,11499
2019-10-24,11499
2019-10-25,11906
2019-10-26,11906
2019-10-27,11906
2019-10-28,12153
2019-10-29,12153
2019-10-30,12153
2019-10-31,12301
2019-11-01,12301
2019-11-02,12329
2019-11-03,12329
2019-11-04,12329
2019-11-05,12338
2019-11-06,12338
2019-11-07,12338
2019-11-08,12281
2019-11-09,12281
2019-11-10,12351
2019-11-11,12351
2019-11-12,12333
2019-11-13,12333
2019-11-14,12333
2019-11-15,12349
2019-11-16,12349
2019-11-17,12349
2019-11-18,12577
2019-11-19,12577
2019-11-20,12577
2019-11-21,12926
2019-11-22,12926
2019-11-23,12638
2019-11-24,12638
2019-11-25,12402
2019-11-26,12402
2019-11-27,12402
2019-11-28,12473
2019-11-29,12473
2019-11-30,12761
2019-12-01,12761
2019-12-02,12761
2019-12-03,12926
2019-12-04,12926
2019-12-05,12926
2019-12-06,13243
2019-12-07,13243
2019-12-08,13531
2019-12-09,13531
2019-12-10,13451
2019-12-11,13451
2019-12-12,13451
2019-12-13,13863
2019-12-14,13863
2019-12-15,13905
2019-12-16,13905
2019-12-17,13905
2019-12-18,14474
2019-12-19,14474
2019-12-20,14474
2019-12-21,14591
2019-12-22,14591
2019-12-23,14143
2019-12-24,14143
2019-12-25,13546
2019-12-26,13546
2019-12-27,13198
2019-12-28,13198
2019-12-29,13291
2019-12-30,13291
2019-12-31,13414
2020-01-01,13414
2020-01-02,13925
2020-01-03,13925
2020-01-04,13925
2020-01-05,14366
2020-01-06,14366
2020-01-07,14169
2020-01-08,14169
2020-01-09,14169
2020-01-10,13800
2020-01-11,13800
2020-01-12,13302
2020-01-13,13302
2020-01-14,13302
2020-01-15,13249
2020-01-16,13249
2020-01-17,13312
2020-01-18,13312
2020-01-19,13508
2020-01-20,13508
2020-01-21,13216
2020-01-22,13216
2020-01-23,13435
2020-01-24,13435
2020-01-25,13851
2020-01-26,14030
2020-01-27,14030
2020-01-28,13902
2020-01-29,13902
2020-01-30,14094
2020-01-31,14094
2020-02-01,14451
2020-02-02,14451
2020-02-03,14890
2020-02-04,14890
2020-02-05,14854
2020-02-06,14195
2020-02-07,14195
2020-02-08,14644
2020-02-09,14644
2020-02-10,14946
2020-02-11,14946
2020-02-12,15156
2020-02-13,15156
2020-02-14,15443
2020-02-15,15443
2020-02-16,14884
2020-02-17,14884
2020-02-18,15229
2020-02-19,15229
2020-02-20,15883
2020-02-21,15883
2020-02-22,16570
2020-02-23,16570
2020-02-24,16905
2020-02-25,16905
2020-02-26,16279
2020-02-27,16279
2020-02-28,15662
2020-02-29,15662
2020-03-01,15943
2020-03-02,15943
2020-03-03,16678
2020-03-04,16678
2020-03-05,17271
2020-03-06,17271
2020-03-07,18069
2020-03-08,18069
2020-03-09,18760
2020-03-10,18760
2020-03-11,19098
2020-03-12,19098
2020-03-13,19710
2020-03-14,19710
2020-03-15,20291
2020-03-16,20291
2020-03-17,20923
2020-03-18,20923
2020-03-19,21768
2020-03-20,22162
2020-03-21,22162
2020-03-22,22172
2020-03-23,22172
2020-03-24,22742
2020-03-25,22742
2020-03-26,22789
2020-03-27,22789
2020-03-28,22851
2020-03-29,23062
2020-03-30,22839
2020-03-31,22839
2020-04-01,23093
2020-04-02,22960
2020-04-03,22960
2020-04-04,22849
2020-04-05,22849
2020-04-06,21964
2020-04-07,21964
2020-04-08,21394
2020-04-09,21394
2020-04-10,20982
2020-04-11,20736
2020-04-12,20170
2020-04-13,20170
2020-04-14,19539
2020-04-15,19084
2020-04-16,19084
2020-04-17,18783
2020-04-18,18765
2020-04-19,18855
2020-04-20,18357
2020-04-21,18427
2020-04-22,18475
2020-04-23,18475
2020-04-24,18023
2020-04-25,18023
2020-04-26,17552
2020-04-27,16674
2020-04-28,16006
2020-04-29,16006
2020-04-30,16041
2020-05-01,16041
2020-05-02,16317
2020-05-03,16148
2020-05-04,16148
2020-05-05,15509
2020-05-06,14904
2020-05-07,14382
2020-05-08,14382
2020-05-09,14235
2020-05-10,14177
2020-05-11,14177
2020-05-12,14153
2020-05-13,14611
