date_obj,Jar%20of%20miasma price
2019-10-03,64853
2019-10-04,64853
2019-10-05,64853
2019-10-06,64853
2019-10-07,64853
2019-10-08,64853
2019-10-09,64853
2019-10-10,64853
2019-10-11,63319
2019-10-12,63319
2019-10-13,63319
2019-10-14,63319
2019-10-15,63319
2019-10-16,62095
2019-10-17,62095
2019-10-18,62095
2019-10-19,62095
2019-10-20,62095
2019-10-21,62095
2019-10-22,62095
2019-10-23,62095
2019-10-24,60230
2019-10-25,60230
2019-10-26,60230
2019-10-27,60230
2019-10-28,60230
2019-10-29,60230
2019-10-30,60230
2019-10-31,60230
2019-11-01,60230
2019-11-02,59240
2019-11-03,59240
2019-11-04,59240
2019-11-05,59240
2019-11-06,59240
2019-11-07,59240
2019-11-08,59240
2019-11-09,59240
2019-11-10,58692
2019-11-11,58692
2019-11-12,58692
2019-11-13,58692
2019-11-14,58692
2019-11-15,58692
2019-11-16,58692
2019-11-17,58692
2019-11-18,58625
2019-11-19,58625
2019-11-20,58625
2019-11-21,58625
2019-11-22,58625
2019-11-23,58625
2019-11-24,58625
2019-11-25,58625
2019-11-26,58625
2019-11-27,58049
2019-11-28,58049
2019-11-29,58049
2019-11-30,58049
2019-12-01,58049
2019-12-02,58049
2019-12-03,58049
2019-12-04,58049
2019-12-05,58049
2019-12-06,57685
2019-12-07,57685
2019-12-08,57685
2019-12-09,57685
2019-12-10,57685
2019-12-11,57685
2019-12-12,57685
2019-12-13,57685
2019-12-14,55035
2019-12-15,55035
2019-12-16,55035
2019-12-17,55035
2019-12-18,55035
2019-12-19,55035
2019-12-20,55035
2019-12-21,53481
2019-12-22,53481
2019-12-23,53481
2019-12-24,53481
2019-12-25,53481
2019-12-26,53481
2019-12-27,53481
2019-12-28,53481
2019-12-29,53481
2019-12-30,51270
2019-12-31,51270
2020-01-01,51270
2020-01-02,51270
2020-01-03,51270
2020-01-04,51270
2020-01-05,51270
2020-01-06,51989
2020-01-07,51989
2020-01-08,51989
2020-01-09,51989
2020-01-10,51989
2020-01-11,51989
2020-01-12,51989
2020-01-13,51989
2020-01-14,51989
2020-01-15,53106
2020-01-16,53106
2020-01-17,53106
2020-01-18,53106
2020-01-19,53106
2020-01-20,55131
2020-01-21,55131
2020-01-22,55131
2020-01-23,55131
2020-01-24,55131
2020-01-25,55131
2020-01-26,57560
2020-01-27,57560
2020-01-28,57560
2020-01-29,57560
2020-01-30,57560
2020-01-31,60036
2020-02-01,60036
2020-02-02,60036
2020-02-03,60036
2020-02-04,60036
2020-02-05,60036
2020-02-06,61029
2020-02-07,61029
2020-02-08,61029
2020-02-09,61029
2020-02-10,61029
2020-02-11,59059
2020-02-12,59059
2020-02-13,59059
2020-02-14,59059
2020-02-15,59059
2020-02-16,57464
2020-02-17,57464
2020-02-18,57464
2020-02-19,57464
2020-02-20,56040
2020-02-21,56040
2020-02-22,56040
2020-02-23,56040
2020-02-24,54060
2020-02-25,54060
2020-02-26,54060
2020-02-27,54060
2020-02-28,54060
2020-02-29,51525
2020-03-01,51525
2020-03-02,51525
2020-03-03,51525
2020-03-04,49193
2020-03-05,49193
2020-03-06,49193
2020-03-07,49193
2020-03-08,49193
2020-03-09,46863
2020-03-10,46863
2020-03-11,46863
2020-03-12,45070
2020-03-13,45070
2020-03-14,45070
2020-03-15,45070
2020-03-16,43023
2020-03-17,43023
2020-03-18,43023
2020-03-19,43023
2020-03-20,41065
2020-03-21,41065
2020-03-22,41065
2020-03-23,41065
2020-03-24,39752
2020-03-25,39752
2020-03-26,39752
2020-03-27,39752
2020-03-28,39752
2020-03-29,37786
2020-03-30,37786
2020-03-31,37786
2020-04-01,36036
2020-04-02,36036
2020-04-03,36036
2020-04-04,34465
2020-04-05,34465
2020-04-06,34465
2020-04-07,32940
2020-04-08,32940
2020-04-09,32940
2020-04-10,31385
2020-04-11,31385
2020-04-12,31385
2020-04-13,30094
2020-04-14,30094
2020-04-15,30094
2020-04-16,29237
2020-04-17,29237
2020-04-18,29237
2020-04-19,30021
2020-04-20,30021
2020-04-21,30021
2020-04-22,30830
2020-04-23,30830
2020-04-24,30830
2020-04-25,30830
2020-04-26,30949
2020-04-27,30949
2020-04-28,30949
2020-04-29,31432
2020-04-30,31432
2020-05-01,31432
2020-05-02,31432
2020-05-03,31538
2020-05-04,31538
2020-05-05,31538
2020-05-06,31538
2020-05-07,30210
2020-05-08,30210
2020-05-09,30210
2020-05-10,29520
2020-05-11,29520
2020-05-12,29520
2020-05-13,29520
