date_obj,Blue%20dragonhide price
2019-03-26,1916
2019-03-27,1887
2019-03-28,1889
2019-03-29,1884
2019-03-30,1934
2019-03-31,1945
2019-04-01,1927
2019-04-02,1882
2019-04-03,1872
2019-04-04,1864
2019-04-05,1855
2019-04-06,1876
2019-04-07,1908
2019-04-08,1908
2019-04-09,1888
2019-04-10,1874
2019-04-11,1871
2019-04-12,1881
2019-04-13,1902
2019-04-14,1889
2019-04-15,1870
2019-04-16,1882
2019-04-17,1883
2019-04-18,1902
2019-04-19,1921
2019-04-20,1895
2019-04-21,1889
2019-04-22,1892
2019-04-23,1902
2019-04-24,1910
2019-04-25,1890
2019-04-26,1876
2019-04-27,1865
2019-04-28,1864
2019-04-29,1836
2019-04-30,1823
2019-05-01,1825
2019-05-02,1833
2019-05-03,1866
2019-05-04,1902
2019-05-05,1888
2019-05-06,1910
2019-05-07,1902
2019-05-08,1902
2019-05-09,1915
2019-05-10,1890
2019-05-11,1851
2019-05-12,1853
2019-05-13,1867
2019-05-14,1881
2019-05-15,1890
2019-05-16,1872
2019-05-17,1865
2019-05-18,1872
2019-05-19,1866
2019-05-20,1892
2019-05-21,1909
2019-05-22,1882
2019-05-23,1852
2019-05-24,1878
2019-05-25,1910
2019-05-26,1903
2019-05-27,1899
2019-05-28,1889
2019-05-29,1872
2019-05-30,1859
2019-05-31,1900
2019-06-01,1898
2019-06-02,1869
2019-06-03,1859
2019-06-04,1863
2019-06-05,1882
2019-06-06,1910
2019-06-07,1916
2019-06-08,1899
2019-06-09,1874
2019-06-10,1902
2019-06-11,1885
2019-06-12,1868
2019-06-13,1868
2019-06-14,1864
2019-06-15,1853
2019-06-16,1821
2019-06-17,1813
2019-06-18,1819
2019-06-19,1841
2019-06-20,1828
2019-06-21,1776
2019-06-22,1783
2019-06-23,1800
2019-06-24,1811
2019-06-25,1813
2019-06-26,1795
2019-06-27,1791
2019-06-28,1781
2019-06-29,1804
2019-06-30,1798
2019-07-01,1862
2019-07-02,1827
2019-07-03,1826
2019-07-04,1822
2019-07-05,1799
2019-07-06,1799
2019-07-07,1810
2019-07-08,1800
2019-07-09,1800
2019-07-10,1822
2019-07-11,1869
2019-07-12,1827
2019-07-13,1818
2019-07-14,1822
2019-07-15,1833
2019-07-16,1835
2019-07-17,1838
2019-07-18,1834
2019-07-19,1820
2019-07-20,1820
2019-07-21,1836
2019-07-22,1836
2019-07-23,1823
2019-07-24,1823
2019-07-25,1822
2019-07-26,1807
2019-07-27,1824
2019-07-28,1824
2019-07-29,1812
2019-07-30,1793
2019-07-31,1785
2019-08-01,1834
2019-08-02,1823
2019-08-03,1863
2019-08-04,1872
2019-08-05,1830
2019-08-06,1823
2019-08-07,1811
2019-08-08,1812
2019-08-09,1819
2019-08-10,1853
2019-08-11,1854
2019-08-12,1834
2019-08-13,1815
2019-08-14,1813
2019-08-15,1849
2019-08-16,1859
2019-08-17,1863
2019-08-18,1856
2019-08-19,1884
2019-08-20,1860
2019-08-21,1852
2019-08-22,1856
2019-08-23,1834
2019-08-24,1858
2019-08-24,1858
2019-08-25,1858
2019-08-25,1858
2019-08-26,1866
2019-08-27,1874
2019-08-27,1874
2019-08-28,1858
2019-08-29,1854
2019-08-30,1852
2019-08-31,1892
2019-09-01,1834
2019-09-02,1798
2019-09-03,1812
2019-09-04,1823
2019-09-05,1816
2019-09-06,1800
2019-09-07,1781
2019-09-08,1785
2019-09-09,1806
2019-09-10,1821
2019-09-11,1825
2019-09-12,1816
2019-09-13,1809
2019-09-14,1813
2019-09-15,1823
2019-09-16,1822
2019-09-17,1816
2019-09-18,1803
2019-09-19,1802
2019-09-20,1800
2019-09-21,1798
2019-09-22,1782
2019-09-23,1771
2019-09-24,1758
2019-09-25,1767
2019-09-26,1776
2019-09-27,1787
2019-09-28,1802
2019-09-29,1802
2019-09-30,1807
2019-10-01,1802
2019-10-02,1792
2019-10-03,1795
2019-10-04,1792
2019-10-05,1779
2019-10-06,1773
2019-10-07,1779
2019-10-08,1784
2019-10-09,1789
2019-10-10,1804
2019-10-11,1801
2019-10-12,1789
2019-10-13,1770
2019-10-14,1770
2019-10-15,1773
2019-10-16,1760
2019-10-17,1748
2019-10-18,1761
2019-10-19,1773
2019-10-20,1763
2019-10-21,1764
2019-10-22,1762
2019-10-23,1765
2019-10-24,1768
2019-10-25,1782
2019-10-26,1792
2019-10-27,1797
2019-10-28,1784
2019-10-29,1775
2019-10-30,1774
2019-10-31,1778
2019-11-01,1783
2019-11-02,1796
2019-11-03,1797
2019-11-04,1812
2019-11-05,1797
2019-11-06,1823
2019-11-07,1857
2019-11-08,1874
2019-11-09,1861
2019-11-10,1833
2019-11-11,1850
2019-11-12,1888
2019-11-13,1872
2019-11-14,1855
2019-11-15,1855
2019-11-16,1816
2019-11-17,1803
2019-11-18,1814
2019-11-19,1840
2019-11-20,1826
2019-11-21,1831
2019-11-22,1850
2019-11-23,1829
2019-11-24,1833
2019-11-25,1863
2019-11-26,1870
2019-11-27,1885
2019-11-28,1901
2019-11-29,1897
2019-11-30,1846
2019-12-01,1829
2019-12-02,1821
2019-12-03,1830
2019-12-04,1821
2019-12-05,1814
2019-12-06,1796
2019-12-07,1792
2019-12-08,1808
2019-12-09,1822
2019-12-10,1811
2019-12-11,1801
2019-12-12,1796
2019-12-13,1806
2019-12-14,1800
2019-12-15,1800
2019-12-16,1776
2019-12-17,1784
2019-12-18,1809
2019-12-19,1822
2019-12-20,1817
2019-12-21,1806
2019-12-22,1788
2019-12-23,1772
2019-12-24,1771
2019-12-25,1784
2019-12-26,1796
2019-12-27,1798
2019-12-28,1797
2019-12-29,1811
2019-12-30,1816
2019-12-31,1807
2020-01-01,1813
2020-01-02,1804
2020-01-03,1798
2020-01-04,1784
2020-01-05,1796
2020-01-06,1797
2020-01-07,1792
2020-01-08,1778
2020-01-09,1777
2020-01-10,1794
2020-01-11,1798
2020-01-12,1787
2020-01-13,1794
2020-01-14,1801
2020-01-15,1799
2020-01-16,1777
2020-01-17,1784
2020-01-18,1790
2020-01-19,1792
2020-01-20,1785
2020-01-21,1785
2020-01-22,1786
2020-01-23,1773
2020-01-24,1771
2020-01-25,1761
2020-01-26,1752
2020-01-27,1737
2020-01-28,1743
2020-01-29,1760
2020-01-30,1765
2020-01-31,1777
2020-02-01,1781
2020-02-02,1764
2020-02-03,1753
2020-02-04,1767
2020-02-05,1762
2020-02-06,1717
2020-02-07,1701
2020-02-08,1724
2020-02-09,1726
2020-02-10,1725
2020-02-11,1707
2020-02-12,1706
2020-02-13,1699
2020-02-14,1702
2020-02-15,1710
2020-02-16,1721
2020-02-17,1718
2020-02-18,1718
2020-02-19,1709
2020-02-20,1720
2020-02-21,1719
2020-02-22,1723
2020-02-23,1715
2020-02-24,1713
2020-02-25,1715
2020-02-26,1720
2020-02-27,1718
2020-02-28,1716
2020-02-29,1697
2020-03-01,1709
2020-03-02,1720
2020-03-03,1716
2020-03-04,1720
2020-03-05,1709
2020-03-06,1731
2020-03-07,1735
2020-03-08,1746
2020-03-09,1745
2020-03-10,1745
2020-03-11,1737
2020-03-12,1725
2020-03-13,1731
2020-03-14,1748
2020-03-15,1744
2020-03-16,1748
2020-03-17,1754
2020-03-18,1766
2020-03-19,1775
2020-03-20,1778
2020-03-21,1769
2020-03-22,1784
2020-03-23,1791
2020-03-24,1807
2020-03-25,1796
2020-03-26,1805
2020-03-27,1825
2020-03-28,1837
2020-03-29,1877
2020-03-30,1881
2020-03-31,1857
2020-04-01,1840
2020-04-02,1834
2020-04-03,1833
2020-04-04,1866
2020-04-05,1879
2020-04-06,1872
2020-04-07,1823
2020-04-08,1809
2020-04-09,1811
2020-04-10,1829
2020-04-11,1835
2020-04-12,1825
2020-04-13,1815
2020-04-14,1829
2020-04-15,1848
2020-04-16,1882
2020-04-17,1922
2020-04-18,1907
2020-04-19,1860
2020-04-20,1842
2020-04-21,1846
2020-04-22,1860
2020-04-23,1912
2020-04-24,1912
2020-04-25,1875
2020-04-26,1847
2020-04-27,1808
2020-04-28,1795
2020-04-29,1794
2020-04-30,1826
2020-05-01,1865
2020-05-02,1849
2020-05-03,1845
2020-05-04,1844
2020-05-05,1841
2020-05-06,1842
2020-05-07,1845
2020-05-08,1850
2020-05-09,1846
2020-05-10,1834
2020-05-11,1824
2020-05-12,1830
2020-05-13,1825
