date_obj,Ring%20of%20wealth%20scroll price
2019-04-07,13990
2019-04-08,14042
2019-04-09,14468
2019-04-10,15153
2019-04-11,15230
2019-04-12,14541
2019-04-13,14017
2019-04-14,13379
2019-04-15,13040
2019-04-16,13153
2019-04-17,12741
2019-04-18,13177
2019-04-19,12939
2019-04-20,12882
2019-04-21,12833
2019-04-22,13118
2019-04-23,12663
2019-04-24,12029
2019-04-25,12150
2019-04-26,12299
2019-04-27,12836
2019-04-28,13067
2019-04-29,13131
2019-04-30,12831
2019-05-01,13126
2019-05-02,13057
2019-05-03,12963
2019-05-04,12918
2019-05-05,13198
2019-05-06,13280
2019-05-07,12937
2019-05-08,12896
2019-05-09,12870
2019-05-10,13380
2019-05-11,13961
2019-05-12,13570
2019-05-13,14078
2019-05-14,14642
2019-05-15,14642
2019-05-16,14899
2019-05-17,14899
2019-05-18,15619
2019-05-19,16058
2019-05-20,16487
2019-05-21,17288
2019-05-22,17760
2019-05-23,17859
2019-05-24,18169
2019-05-25,17868
2019-05-26,18288
2019-05-27,17989
2019-05-28,17214
2019-05-29,16463
2019-05-30,16803
2019-05-31,16084
2019-06-01,16532
2019-06-02,17359
2019-06-03,18161
2019-06-04,18431
2019-06-05,18276
2019-06-06,18226
2019-06-07,17849
2019-06-08,16956
2019-06-09,16812
2019-06-10,16812
2019-06-11,16826
2019-06-12,16034
2019-06-13,15326
2019-06-14,14559
2019-06-15,14373
2019-06-16,14677
2019-06-17,15076
2019-06-18,15076
2019-06-19,15829
2019-06-20,16521
2019-06-21,16977
2019-06-22,17826
2019-06-23,18718
2019-06-24,19479
2019-06-25,20447
2019-06-26,21470
2019-06-27,22544
2019-06-28,22544
2019-06-29,23534
2019-06-30,23085
2019-07-01,23085
2019-07-02,22978
2019-07-03,22294
2019-07-04,22294
2019-07-05,22046
2019-07-06,21126
2019-07-07,21165
2019-07-08,20552
2019-07-09,19708
2019-07-10,18722
2019-07-11,17785
2019-07-12,16895
2019-07-13,16895
2019-07-14,16050
2019-07-15,16050
2019-07-16,15247
2019-07-17,14738
2019-07-18,15255
2019-07-19,15246
2019-07-20,15998
2019-07-21,16700
2019-07-22,17049
2019-07-23,17628
2019-07-24,17628
2019-07-25,18101
2019-07-26,18101
2019-07-27,18577
2019-07-28,18876
2019-07-29,18851
2019-07-30,19056
2019-07-31,19314
2019-08-01,19314
2019-08-02,19406
2019-08-03,19198
2019-08-04,19198
2019-08-05,18697
2019-08-06,18983
2019-08-07,18506
2019-08-08,18506
2019-08-09,18884
2019-08-10,19368
2019-08-11,19368
2019-08-12,19760
2019-08-13,19583
2019-08-14,19997
2019-08-15,20732
2019-08-16,20904
2019-08-17,20904
2019-08-18,20888
2019-08-19,20939
2019-08-20,20007
2019-08-21,19862
2019-08-22,20204
2019-08-23,20204
2019-08-24,19588
2019-08-24,19588
2019-08-25,19588
2019-08-25,19588
2019-08-26,19796
2019-08-26,19796
2019-08-27,19432
2019-08-27,19432
2019-08-28,18998
2019-08-29,18594
2019-08-30,18026
2019-08-31,18026
2019-09-01,17189
2019-09-02,17189
2019-09-03,16834
2019-09-04,16705
2019-09-05,16705
2019-09-06,16864
2019-09-07,16555
2019-09-08,16281
2019-09-09,16281
2019-09-10,16158
2019-09-11,16047
2019-09-12,16047
2019-09-13,16397
2019-09-14,17064
2019-09-15,17750
2019-09-16,18492
2019-09-17,18492
2019-09-18,19170
2019-09-19,19170
2019-09-20,19925
2019-09-21,20632
2019-09-22,21528
2019-09-23,22604
2019-09-24,22604
2019-09-25,23565
2019-09-26,23480
2019-09-27,23480
2019-09-28,23766
2019-09-29,23766
2019-09-30,24203
2019-10-01,23551
2019-10-02,23551
2019-10-03,23180
2019-10-04,23797
2019-10-05,24761
2019-10-06,24875
2019-10-07,24875
2019-10-08,25077
2019-10-09,25077
2019-10-10,24651
2019-10-11,24651
2019-10-12,25071
2019-10-13,24569
2019-10-14,24809
2019-10-15,24809
2019-10-16,24433
2019-10-17,24433
2019-10-18,25327
2019-10-19,26543
2019-10-20,27871
2019-10-21,27871
2019-10-22,28746
2019-10-23,29798
2019-10-24,29671
2019-10-25,29301
2019-10-26,28524
2019-10-27,28083
2019-10-28,26752
2019-10-29,25496
2019-10-30,25052
2019-10-31,24337
2019-11-01,25003
2019-11-02,25855
2019-11-03,27135
2019-11-04,27935
2019-11-05,27947
2019-11-06,28965
2019-11-07,30216
2019-11-08,31727
2019-11-09,33314
2019-11-10,34852
2019-11-11,35822
2019-11-12,35822
2019-11-13,35850
2019-11-14,35850
2019-11-15,34701
2019-11-16,33645
2019-11-17,33645
2019-11-18,35305
2019-11-19,35305
2019-11-20,37071
2019-11-21,37071
2019-11-22,38925
2019-11-23,40848
2019-11-24,42838
2019-11-25,44684
2019-11-26,44158
2019-11-27,44158
2019-11-28,42734
2019-11-29,42734
2019-11-30,42745
2019-12-01,42745
2019-12-02,42625
2019-12-03,41923
2019-12-04,40620
2019-12-05,40620
2019-12-06,40778
2019-12-07,40576
2019-12-08,40576
2019-12-09,40864
2019-12-10,41131
2019-12-11,41131
2019-12-12,40202
2019-12-13,39292
2019-12-14,39292
2019-12-15,39388
2019-12-16,39388
2019-12-17,41325
2019-12-18,41325
2019-12-19,41848
2019-12-20,43914
2019-12-21,45742
2019-12-22,43893
2019-12-23,43893
2019-12-24,41698
2019-12-25,39613
2019-12-26,39613
2019-12-27,37852
2019-12-28,38144
2019-12-29,38144
2019-12-30,39115
2019-12-31,39779
2020-01-01,38794
2020-01-02,36854
2020-01-03,36854
2020-01-04,35011
2020-01-05,34514
2020-01-06,34514
2020-01-07,33768
2020-01-08,33768
2020-01-09,34647
2020-01-10,35838
2020-01-11,36190
2020-01-12,37507
2020-01-13,37507
2020-01-14,39383
2020-01-15,41085
2020-01-16,42070
2020-01-17,40536
2020-01-18,40536
2020-01-19,38734
2020-01-20,36797
2020-01-21,36797
2020-01-22,34957
2020-01-23,35848
2020-01-24,37436
2020-01-25,37150
2020-01-26,38481
2020-01-27,40341
2020-01-28,40913
2020-01-29,38910
2020-01-30,36964
2020-01-31,35115
2020-02-01,33359
2020-02-02,31776
2020-02-03,30688
2020-02-04,30014
2020-02-05,30213
2020-02-06,29414
2020-02-07,28530
2020-02-08,28216
2020-02-09,28794
2020-02-10,30025
2020-02-11,31527
2020-02-12,33104
2020-02-13,34760
2020-02-14,36331
2020-02-15,37701
2020-02-16,39319
2020-02-17,41065
2020-02-18,43119
2020-02-19,45275
2020-02-20,47068
2020-02-21,47068
2020-02-22,48869
2020-02-23,51313
2020-02-24,53834
2020-02-25,55752
2020-02-26,57102
2020-02-27,54775
2020-02-28,52276
2020-02-29,49859
2020-03-01,48565
2020-03-02,47449
2020-03-03,45812
2020-03-04,43964
2020-03-05,43010
2020-03-06,42207
2020-03-07,40845
2020-03-08,39328
2020-03-09,38022
2020-03-10,38684
2020-03-11,37876
2020-03-12,36856
2020-03-13,36113
2020-03-14,35866
2020-03-15,35785
2020-03-16,36303
2020-03-17,36559
2020-03-18,36596
2020-03-19,37210
2020-03-20,37949
2020-03-21,38594
2020-03-22,38673
2020-03-23,38158
2020-03-24,37852
2020-03-25,37259
2020-03-26,36337
2020-03-27,36039
2020-03-28,34295
2020-03-29,34508
2020-03-30,36184
2020-03-31,35600
2020-04-01,35746
2020-04-02,36375
2020-04-03,36481
2020-04-04,36228
2020-04-05,35077
2020-04-06,33482
2020-04-07,32202
2020-04-08,30787
2020-04-09,29247
2020-04-10,27805
2020-04-11,26834
2020-04-12,27438
2020-04-13,28663
2020-04-14,29337
2020-04-15,29035
2020-04-16,27583
2020-04-17,26347
2020-04-18,25726
2020-04-19,26825
2020-04-20,28088
2020-04-21,29493
2020-04-22,30939
2020-04-23,32135
2020-04-24,33392
2020-04-25,34409
2020-04-26,35478
2020-04-27,36101
2020-04-28,36272
2020-04-29,37048
2020-04-30,38803
2020-05-01,40264
2020-05-02,41890
2020-05-03,43985
2020-05-04,45991
2020-05-05,48291
2020-05-06,50706
2020-05-07,53242
2020-05-08,55854
2020-05-09,58647
2020-05-10,61580
2020-05-11,64659
2020-05-12,67892
2020-05-13,71287
