date_obj,Gold%20elegant%20legs price
2019-03-26,1625
2019-03-27,1625
2019-03-28,1591
2019-03-29,1560
2019-03-30,1560
2019-03-31,1492
2019-04-01,1492
2019-04-02,1449
2019-04-03,1449
2019-04-04,1409
2019-04-05,1409
2019-04-06,1409
2019-04-07,1384
2019-04-08,1384
2019-04-09,1326
2019-04-10,1326
2019-04-11,1277
2019-04-12,1277
2019-04-13,1251
2019-04-14,1251
2019-04-15,1232
2019-04-16,1232
2019-04-17,1267
2019-04-18,1267
2019-04-19,1280
2019-04-20,1280
2019-04-21,1280
2019-04-22,1266
2019-04-23,1266
2019-04-24,1266
2019-04-25,1229
2019-04-26,1229
2019-04-27,1179
2019-04-28,1179
2019-04-29,1158
2019-04-30,1158
2019-05-01,1155
2019-05-02,1155
2019-05-03,1158
2019-05-04,1146
2019-05-05,1146
2019-05-06,1185
2019-05-07,1185
2019-05-08,1242
2019-05-09,1242
2019-05-10,1297
2019-05-11,1297
2019-05-12,1336
2019-05-13,1271
2019-05-14,1271
2019-05-15,1302
2019-05-16,1302
2019-05-17,1302
2019-05-18,1353
2019-05-19,1353
2019-05-20,1418
2019-05-21,1418
2019-05-22,1418
2019-05-23,1470
2019-05-24,1470
2019-05-25,1521
2019-05-26,1521
2019-05-27,1513
2019-05-28,1513
2019-05-29,1516
2019-05-30,1516
2019-05-31,1508
2019-06-01,1508
2019-06-02,1508
2019-06-03,1521
2019-06-04,1521
2019-06-05,1558
2019-06-06,1558
2019-06-07,1572
2019-06-08,1572
2019-06-09,1584
2019-06-10,1584
2019-06-11,1562
2019-06-12,1562
2019-06-13,1558
2019-06-14,1558
2019-06-15,1558
2019-06-16,1569
2019-06-17,1569
2019-06-18,1569
2019-06-19,1586
2019-06-20,1586
2019-06-21,1640
2019-06-22,1640
2019-06-23,1685
2019-06-24,1685
2019-06-25,1732
2019-06-26,1732
2019-06-27,1775
2019-06-28,1775
2019-06-29,1799
2019-06-30,1799
2019-07-01,1803
2019-07-02,1803
2019-07-03,1825
2019-07-04,1825
2019-07-05,1825
2019-07-06,1746
2019-07-07,1746
2019-07-08,1680
2019-07-09,1680
2019-07-10,1666
2019-07-11,1666
2019-07-12,1666
2019-07-13,1640
2019-07-14,1640
2019-07-15,1640
2019-07-16,1659
2019-07-17,1659
2019-07-18,1726
2019-07-19,1726
2019-07-20,1726
2019-07-21,1811
2019-07-22,1811
2019-07-23,1902
2019-07-24,1902
2019-07-25,1902
2019-07-26,1923
2019-07-27,1923
2019-07-28,2001
2019-07-29,2001
2019-07-30,2102
2019-07-31,2102
2019-08-01,2203
2019-08-02,2203
2019-08-03,2310
2019-08-04,2310
2019-08-05,2310
2019-08-06,2294
2019-08-07,2294
2019-08-08,2294
2019-08-09,2397
2019-08-10,2397
2019-08-11,2490
2019-08-12,2490
2019-08-13,2571
2019-08-14,2571
2019-08-15,2571
2019-08-16,2690
2019-08-17,2690
2019-08-18,2690
2019-08-19,2769
2019-08-20,2769
2019-08-21,2868
2019-08-22,2868
2019-08-23,2895
2019-08-24,2895
2019-08-24,2895
2019-08-25,2827
2019-08-25,2827
2019-08-26,2827
2019-08-26,2827
2019-08-27,2827
2019-08-27,2827
2019-08-28,2833
2019-08-29,2833
2019-08-30,2705
2019-08-31,2705
2019-09-01,2636
2019-09-02,2636
2019-09-03,2522
2019-09-04,2522
2019-09-05,2522
2019-09-06,2404
2019-09-07,2404
2019-09-08,2283
2019-09-09,2283
2019-09-10,2283
2019-09-11,2190
2019-09-12,2190
2019-09-13,2190
2019-09-14,2091
2019-09-15,2091
2019-09-16,2001
2019-09-17,2001
2019-09-18,2025
2019-09-19,2025
2019-09-20,2025
2019-09-21,2034
2019-09-22,2034
2019-09-23,1932
2019-09-24,1932
2019-09-25,1932
2019-09-26,1957
2019-09-27,1957
2019-09-28,1869
2019-09-29,1869
2019-09-30,1869
2019-10-01,1780
2019-10-02,1780
2019-10-03,1780
2019-10-04,1709
2019-10-05,1709
2019-10-06,1643
2019-10-07,1643
2019-10-08,1574
2019-10-09,1574
2019-10-10,1574
2019-10-11,1502
2019-10-12,1502
2019-10-13,1456
2019-10-14,1456
2019-10-15,1456
2019-10-16,1491
2019-10-17,1491
2019-10-18,1491
2019-10-19,1474
2019-10-20,1474
2019-10-21,1474
2019-10-22,1525
2019-10-23,1525
2019-10-24,1541
2019-10-25,1541
2019-10-26,1587
2019-10-27,1587
2019-10-28,1627
2019-10-29,1627
2019-10-30,1627
2019-10-31,1588
2019-11-01,1588
2019-11-02,1597
2019-11-03,1597
2019-11-04,1597
2019-11-05,1607
2019-11-06,1607
2019-11-07,1607
2019-11-08,1666
2019-11-09,1666
2019-11-10,1628
2019-11-11,1628
2019-11-12,1628
2019-11-13,1584
2019-11-14,1584
2019-11-15,1584
2019-11-16,1526
2019-11-17,1526
2019-11-18,1526
2019-11-19,1527
2019-11-20,1527
2019-11-21,1527
2019-11-22,1552
2019-11-23,1552
2019-11-24,1547
2019-11-25,1547
2019-11-26,1589
2019-11-27,1589
2019-11-28,1589
2019-11-29,1525
2019-11-30,1525
2019-12-01,1525
2019-12-02,1587
2019-12-03,1587
2019-12-04,1587
2019-12-05,1536
2019-12-06,1536
2019-12-07,1536
2019-12-08,1541
2019-12-09,1541
2019-12-10,1541
2019-12-11,1602
2019-12-12,1602
2019-12-13,1602
2019-12-14,1602
2019-12-15,1585
2019-12-16,1585
2019-12-17,1585
2019-12-18,1585
2019-12-19,1561
2019-12-20,1561
2019-12-21,1561
2019-12-22,1532
2019-12-23,1532
2019-12-24,1532
2019-12-25,1550
2019-12-26,1550
2019-12-27,1550
2019-12-28,1573
2019-12-29,1573
2019-12-30,1573
2019-12-31,1638
2020-01-01,1638
2020-01-02,1638
2020-01-03,1670
2020-01-04,1670
2020-01-05,1670
2020-01-06,1605
2020-01-07,1605
2020-01-08,1605
2020-01-09,1578
2020-01-10,1578
2020-01-11,1603
2020-01-12,1603
2020-01-13,1603
2020-01-14,1612
2020-01-15,1612
2020-01-16,1612
2020-01-17,1605
2020-01-18,1605
2020-01-19,1605
2020-01-20,1663
2020-01-21,1663
2020-01-22,1663
2020-01-23,1694
2020-01-24,1694
2020-01-25,1694
2020-01-26,1633
2020-01-27,1633
2020-01-28,1633
2020-01-29,1614
2020-01-30,1614
2020-01-31,1614
2020-02-01,1539
2020-02-02,1539
2020-02-03,1467
2020-02-04,1467
2020-02-05,1467
2020-02-06,1408
2020-02-07,1408
2020-02-08,1404
2020-02-09,1404
2020-02-10,1402
2020-02-11,1402
2020-02-12,1445
2020-02-13,1445
2020-02-14,1492
2020-02-15,1492
2020-02-16,1492
2020-02-17,1484
2020-02-18,1484
2020-02-19,1484
2020-02-20,1518
2020-02-21,1518
2020-02-22,1518
2020-02-23,1552
2020-02-24,1552
2020-02-25,1604
2020-02-26,1604
2020-02-27,1604
2020-02-28,1622
2020-02-29,1622
2020-03-01,1622
2020-03-02,1664
2020-03-03,1664
2020-03-04,1664
2020-03-05,1730
2020-03-06,1730
2020-03-07,1753
2020-03-08,1753
2020-03-09,1682
2020-03-10,1682
2020-03-11,1607
2020-03-12,1607
2020-03-13,1578
2020-03-14,1578
2020-03-15,1578
2020-03-16,1549
2020-03-17,1549
2020-03-18,1501
2020-03-19,1501
2020-03-20,1524
2020-03-21,1524
2020-03-22,1564
2020-03-23,1564
2020-03-24,1526
2020-03-25,1526
2020-03-26,1578
2020-03-27,1578
2020-03-28,1626
2020-03-29,1683
2020-03-30,1615
2020-03-31,1615
2020-04-01,1559
2020-04-02,1559
2020-04-03,1523
2020-04-04,1504
2020-04-05,1504
2020-04-06,1457
2020-04-07,1457
2020-04-08,1470
2020-04-09,1470
2020-04-10,1451
2020-04-11,1382
2020-04-12,1382
2020-04-13,1312
2020-04-14,1249
2020-04-15,1222
2020-04-16,1222
2020-04-17,1233
2020-04-18,1202
2020-04-19,1147
2020-04-20,1147
2020-04-21,1096
2020-04-22,1043
2020-04-23,1043
2020-04-24,993
2020-04-25,993
2020-04-26,1015
2020-04-27,1015
2020-04-28,1005
2020-04-29,1005
2020-04-30,975
2020-05-01,975
2020-05-02,961
2020-05-03,961
2020-05-04,982
2020-05-05,982
2020-05-06,957
2020-05-07,957
2020-05-08,942
2020-05-09,942
2020-05-10,931
2020-05-11,931
2020-05-12,896
2020-05-13,902
