date_obj,Bandos%20bracers price
2019-03-21,36922
2019-03-22,36360
2019-03-23,35554
2019-03-24,36438
2019-03-25,38002
2019-03-26,38889
2019-03-27,39546
2019-03-28,39861
2019-03-29,39939
2019-03-30,39932
2019-03-31,39571
2019-04-01,40357
2019-04-02,40942
2019-04-03,41590
2019-04-04,41811
2019-04-05,41607
2019-04-06,41262
2019-04-07,42011
2019-04-08,41778
2019-04-09,41210
2019-04-10,40750
2019-04-11,39347
2019-04-12,39400
2019-04-13,38165
2019-04-14,36297
2019-04-15,34482
2019-04-16,33053
2019-04-17,31464
2019-04-18,30121
2019-04-19,29365
2019-04-20,28289
2019-04-21,27428
2019-04-22,26203
2019-04-23,26389
2019-04-24,26046
2019-04-25,25627
2019-04-26,24987
2019-04-27,24035
2019-04-28,23356
2019-04-29,22955
2019-04-30,22469
2019-05-01,22046
2019-05-02,21806
2019-05-03,21254
2019-05-04,21041
2019-05-05,21554
2019-05-06,21597
2019-05-07,21780
2019-05-08,21358
2019-05-09,21328
2019-05-10,21335
2019-05-11,21079
2019-05-12,21428
2019-05-13,21688
2019-05-14,22168
2019-05-15,22719
2019-05-16,23377
2019-05-17,24056
2019-05-18,24865
2019-05-19,25558
2019-05-20,26314
2019-05-21,26458
2019-05-22,26896
2019-05-23,27483
2019-05-24,27679
2019-05-25,27573
2019-05-26,27605
2019-05-27,27339
2019-05-28,26994
2019-05-29,26809
2019-05-30,26060
2019-05-31,25806
2019-06-01,25254
2019-06-02,24959
2019-06-03,24602
2019-06-04,24537
2019-06-05,25206
2019-06-06,25633
2019-06-07,25473
2019-06-08,25756
2019-06-09,25555
2019-06-10,25398
2019-06-11,24944
2019-06-12,25088
2019-06-13,24517
2019-06-14,24024
2019-06-15,23785
2019-06-16,23685
2019-06-17,24095
2019-06-18,23868
2019-06-19,23942
2019-06-20,24144
2019-06-21,24192
2019-06-22,24158
2019-06-23,24441
2019-06-24,24783
2019-06-25,25040
2019-06-26,25143
2019-06-27,25760
2019-06-28,26418
2019-06-29,27053
2019-06-30,27691
2019-07-01,27618
2019-07-02,27632
2019-07-03,27360
2019-07-04,27317
2019-07-05,28438
2019-07-06,28718
2019-07-07,28368
2019-07-08,28060
2019-07-09,27731
2019-07-10,27974
2019-07-11,27778
2019-07-12,27652
2019-07-13,27654
2019-07-14,27505
2019-07-15,27439
2019-07-16,28053
2019-07-17,27947
2019-07-18,28379
2019-07-19,29648
2019-07-20,30202
2019-07-21,30352
2019-07-22,30005
2019-07-23,30285
2019-07-24,30049
2019-07-25,29298
2019-07-26,28835
2019-07-27,28178
2019-07-28,28555
2019-07-29,29647
2019-07-30,30801
2019-07-31,31380
2019-08-01,30955
2019-08-02,30772
2019-08-03,31114
2019-08-04,31778
2019-08-05,31238
2019-08-06,31129
2019-08-07,31526
2019-08-08,32043
2019-08-09,32499
2019-08-10,32934
2019-08-11,33053
2019-08-12,33089
2019-08-13,33365
2019-08-14,34315
2019-08-15,35042
2019-08-16,36269
2019-08-17,37397
2019-08-18,38432
2019-08-19,39773
2019-08-20,41423
2019-08-21,42840
2019-08-22,44382
2019-08-23,45581
2019-08-24,46610
2019-08-24,46610
2019-08-25,47933
2019-08-25,47933
2019-08-26,47500
2019-08-27,47860
2019-08-27,47860
2019-08-28,48405
2019-08-29,49030
2019-08-30,48791
2019-08-31,48710
2019-09-01,48314
2019-09-02,47684
2019-09-03,46310
2019-09-04,44760
2019-09-05,44481
2019-09-06,43881
2019-09-07,43302
2019-09-08,42327
2019-09-09,42324
2019-09-10,40937
2019-09-11,40204
2019-09-12,39102
2019-09-13,37866
2019-09-14,37348
2019-09-15,36855
2019-09-16,36652
2019-09-17,36561
2019-09-18,35025
2019-09-19,33771
2019-09-20,33213
2019-09-21,32898
2019-09-22,33063
2019-09-23,33462
2019-09-24,34499
2019-09-25,35714
2019-09-26,36077
2019-09-27,36419
2019-09-28,35385
2019-09-29,35155
2019-09-30,35879
2019-10-01,36674
2019-10-02,36909
2019-10-03,37012
2019-10-04,37637
2019-10-05,37641
2019-10-06,37712
2019-10-07,36819
2019-10-08,36839
2019-10-09,36048
2019-10-10,36576
2019-10-11,36789
2019-10-12,36875
2019-10-13,37203
2019-10-14,36935
2019-10-15,36996
2019-10-16,36270
2019-10-17,36842
2019-10-18,36593
2019-10-19,36902
2019-10-20,37328
2019-10-21,37112
2019-10-22,36984
2019-10-23,36716
2019-10-24,36631
2019-10-25,37387
2019-10-26,37530
2019-10-27,36861
2019-10-28,36324
2019-10-29,36442
2019-10-30,37150
2019-10-31,36855
2019-11-01,37044
2019-11-02,37179
2019-11-03,37152
2019-11-04,37632
2019-11-05,37281
2019-11-06,37436
2019-11-07,37224
2019-11-08,36847
2019-11-09,37160
2019-11-10,36731
2019-11-11,36699
2019-11-12,36632
2019-11-13,36254
2019-11-14,35732
2019-11-15,35639
2019-11-16,35736
2019-11-17,35674
2019-11-18,35166
2019-11-19,34400
2019-11-20,34600
2019-11-21,35153
2019-11-22,35491
2019-11-23,35581
2019-11-24,36037
2019-11-25,36514
2019-11-26,36396
2019-11-27,35536
2019-11-28,35576
2019-11-29,35262
2019-11-30,34517
2019-12-01,34195
2019-12-02,33552
2019-12-03,33940
2019-12-04,33035
2019-12-05,32775
2019-12-06,32325
2019-12-07,32366
2019-12-08,32201
2019-12-09,32159
2019-12-10,32253
2019-12-11,32895
2019-12-12,32722
2019-12-13,32621
2019-12-14,33249
2019-12-15,33723
2019-12-16,33593
2019-12-17,33569
2019-12-18,33614
2019-12-19,33655
2019-12-20,33949
2019-12-21,34245
2019-12-22,34149
2019-12-23,33678
2019-12-24,33173
2019-12-25,33525
2019-12-26,33287
2019-12-27,33397
2019-12-28,34025
2019-12-29,35123
2019-12-30,35058
2019-12-31,34647
2020-01-01,34949
2020-01-02,34939
2020-01-03,35093
2020-01-04,35519
2020-01-05,36375
2020-01-06,37119
2020-01-07,37248
2020-01-08,37790
2020-01-09,38973
2020-01-10,39719
2020-01-11,40342
2020-01-12,40441
2020-01-13,40231
2020-01-14,39381
2020-01-15,38614
2020-01-16,38555
2020-01-17,38338
2020-01-18,37914
2020-01-19,37832
2020-01-20,37500
2020-01-21,37395
2020-01-22,37068
2020-01-23,37761
2020-01-24,38537
2020-01-25,38627
2020-01-26,38635
2020-01-27,38750
2020-01-28,38607
2020-01-29,38177
2020-01-30,38440
2020-01-31,38509
2020-02-01,37628
2020-02-02,37305
2020-02-03,36224
2020-02-04,35380
2020-02-05,34781
2020-02-06,34275
2020-02-07,33924
2020-02-08,33316
2020-02-09,32966
2020-02-10,32771
2020-02-11,32255
2020-02-12,31781
2020-02-13,31628
2020-02-14,31337
2020-02-15,31245
2020-02-16,31049
2020-02-17,31105
2020-02-18,30785
2020-02-19,30471
2020-02-20,30242
2020-02-21,30662
2020-02-22,29818
2020-02-23,28736
2020-02-24,28630
2020-02-25,28240
2020-02-26,28481
2020-02-27,27977
2020-02-28,27805
2020-02-29,28233
2020-03-01,29061
2020-03-02,30180
2020-03-03,31554
2020-03-04,32963
2020-03-05,34099
2020-03-06,35488
2020-03-07,36410
2020-03-08,36699
2020-03-09,36867
2020-03-10,36566
2020-03-11,37085
2020-03-12,36798
2020-03-13,36746
2020-03-14,36876
2020-03-15,36765
2020-03-16,36765
2020-03-17,36428
2020-03-18,35969
2020-03-19,35555
2020-03-20,35216
2020-03-21,35333
2020-03-22,35359
2020-03-23,35403
2020-03-24,35056
2020-03-25,36361
2020-03-26,36345
2020-03-27,36966
2020-03-28,37397
2020-03-29,38006
2020-03-30,38524
2020-03-31,38674
2020-04-01,38685
2020-04-02,39647
2020-04-03,39693
2020-04-04,40998
2020-04-05,41049
2020-04-06,42347
2020-04-07,43084
2020-04-08,43579
2020-04-09,44290
2020-04-10,45417
2020-04-11,46534
2020-04-12,46951
2020-04-13,47304
2020-04-14,47817
2020-04-15,47903
2020-04-16,47947
2020-04-17,47689
2020-04-18,47186
2020-04-19,47146
2020-04-20,47145
2020-04-21,47471
2020-04-22,47663
2020-04-23,47767
2020-04-24,47682
2020-04-25,47613
2020-04-26,46788
2020-04-27,46509
2020-04-28,45915
2020-04-29,45710
2020-04-30,45468
2020-05-01,45047
2020-05-02,45608
2020-05-03,46475
2020-05-04,45961
2020-05-05,45380
2020-05-06,45404
2020-05-07,45426
2020-05-08,45137
2020-05-09,44989
2020-05-10,45808
2020-05-11,47087
2020-05-12,48099
2020-05-13,48617
