date_obj,Adamant%20pickaxe price
2019-03-16,2251
2019-03-17,2235
2019-03-18,2183
2019-03-19,2196
2019-03-20,2189
2019-03-21,2126
2019-03-22,2122
2019-03-23,2069
2019-03-24,2036
2019-03-25,1993
2019-03-26,1952
2019-03-27,1937
2019-03-28,1925
2019-03-29,1900
2019-03-30,1874
2019-03-31,1841
2019-04-01,1814
2019-04-02,1805
2019-04-03,1793
2019-04-04,1757
2019-04-05,1735
2019-04-06,1700
2019-04-07,1681
2019-04-08,1692
2019-04-09,1729
2019-04-10,1780
2019-04-11,1755
2019-04-12,1743
2019-04-13,1705
2019-04-14,1705
2019-04-15,1700
2019-04-16,1701
2019-04-17,1724
2019-04-18,1723
2019-04-19,1715
2019-04-20,1707
2019-04-21,1711
2019-04-22,1727
2019-04-23,1730
2019-04-24,1696
2019-04-25,1690
2019-04-26,1706
2019-04-27,1702
2019-04-28,1724
2019-04-29,1754
2019-04-30,1798
2019-05-01,1781
2019-05-02,1793
2019-05-03,1790
2019-05-04,1739
2019-05-05,1755
2019-05-06,1795
2019-05-07,1797
2019-05-08,1790
2019-05-09,1776
2019-05-10,1793
2019-05-11,1790
2019-05-12,1761
2019-05-13,1734
2019-05-14,1748
2019-05-15,1724
2019-05-16,1739
2019-05-17,1790
2019-05-18,1823
2019-05-19,1907
2019-05-20,1996
2019-05-21,2090
2019-05-22,2185
2019-05-23,2274
2019-05-24,2367
2019-05-25,2462
2019-05-26,2578
2019-05-27,2644
2019-05-28,2732
2019-05-29,2859
2019-05-30,2975
2019-05-31,3118
2019-06-01,3265
2019-06-02,3413
2019-06-03,3563
2019-06-04,3730
2019-06-05,3898
2019-06-06,4038
2019-06-07,4085
2019-06-08,4183
2019-06-09,4203
2019-06-10,4177
2019-06-11,4184
2019-06-12,4213
2019-06-13,4299
2019-06-14,4376
2019-06-15,4343
2019-06-16,4414
2019-06-17,4499
2019-06-18,4521
2019-06-19,4578
2019-06-20,4461
2019-06-21,4319
2019-06-22,4230
2019-06-23,4137
2019-06-24,4041
2019-06-25,3897
2019-06-26,3850
2019-06-27,3808
2019-06-28,3814
2019-06-29,3804
2019-06-30,3801
2019-07-01,3720
2019-07-02,3779
2019-07-03,3739
2019-07-04,3669
2019-07-05,3649
2019-07-06,3566
2019-07-07,3514
2019-07-08,3495
2019-07-09,3512
2019-07-10,3503
2019-07-11,3440
2019-07-12,3488
2019-07-13,3462
2019-07-14,3505
2019-07-15,3572
2019-07-16,3683
2019-07-17,3776
2019-07-18,3837
2019-07-19,3866
2019-07-20,3926
2019-07-21,3995
2019-07-22,4054
2019-07-23,4100
2019-07-24,4033
2019-07-25,3958
2019-07-26,3976
2019-07-27,3987
2019-07-28,3982
2019-07-29,4044
2019-07-30,4029
2019-07-31,3982
2019-08-01,3996
2019-08-02,3996
2019-08-03,3994
2019-08-04,3997
2019-08-05,4040
2019-08-06,3981
2019-08-07,3935
2019-08-08,3903
2019-08-09,3869
2019-08-10,3877
2019-08-11,3863
2019-08-12,3923
2019-08-13,4039
2019-08-14,4106
2019-08-15,4105
2019-08-16,4120
2019-08-17,4071
2019-08-18,4047
2019-08-19,4033
2019-08-20,4036
2019-08-21,4070
2019-08-22,4103
2019-08-23,4118
2019-08-24,4101
2019-08-24,4101
2019-08-25,4050
2019-08-25,4050
2019-08-26,4052
2019-08-27,4166
2019-08-27,4166
2019-08-28,4164
2019-08-29,4190
2019-08-30,4288
2019-08-31,4340
2019-09-01,4392
2019-09-02,4426
2019-09-03,4579
2019-09-04,4696
2019-09-05,4713
2019-09-06,4830
2019-09-07,4651
2019-09-08,4505
2019-09-09,4347
2019-09-10,4218
2019-09-11,4129
2019-09-12,3998
2019-09-13,4043
2019-09-14,4057
2019-09-15,4113
2019-09-16,4137
2019-09-17,4133
2019-09-18,4179
2019-09-19,4292
2019-09-20,4261
2019-09-21,4233
2019-09-22,4157
2019-09-23,4137
2019-09-24,4034
2019-09-25,4093
2019-09-26,4128
2019-09-27,4100
2019-09-28,4101
2019-09-29,4078
2019-09-30,4046
2019-10-01,4028
2019-10-02,4115
2019-10-03,4119
2019-10-04,4166
2019-10-05,4218
2019-10-06,4215
2019-10-07,4230
2019-10-08,4268
2019-10-09,4110
2019-10-10,4051
2019-10-11,3946
2019-10-12,4020
2019-10-13,4043
2019-10-14,4039
2019-10-15,3936
2019-10-16,3927
2019-10-17,3902
2019-10-18,3849
2019-10-19,3823
2019-10-20,3793
2019-10-21,3773
2019-10-22,3762
2019-10-23,3737
2019-10-24,3695
2019-10-25,3651
2019-10-26,3513
2019-10-27,3402
2019-10-28,3306
2019-10-29,3283
2019-10-30,3224
2019-10-31,3169
2019-11-01,3114
2019-11-02,3066
2019-11-03,2996
2019-11-04,2912
2019-11-05,2860
2019-11-06,2816
2019-11-07,2747
2019-11-08,2742
2019-11-09,2710
2019-11-10,2617
2019-11-11,2523
2019-11-12,2457
2019-11-13,2362
2019-11-14,2271
2019-11-15,2158
2019-11-16,2050
2019-11-17,1966
2019-11-18,1961
2019-11-19,1971
2019-11-20,2053
2019-11-21,2097
2019-11-22,2118
2019-11-23,2104
2019-11-24,2118
2019-11-25,2102
2019-11-26,2113
2019-11-27,2126
2019-11-28,2151
2019-11-29,2172
2019-11-30,2246
2019-12-01,2353
2019-12-02,2455
2019-12-03,2570
2019-12-04,2681
2019-12-05,2805
2019-12-06,2910
2019-12-07,3056
2019-12-08,3169
2019-12-09,3273
2019-12-10,3390
2019-12-11,3503
2019-12-12,3671
2019-12-13,3820
2019-12-14,3941
2019-12-15,4060
2019-12-16,4139
2019-12-17,4231
2019-12-18,4231
2019-12-19,4327
2019-12-20,4347
2019-12-21,4287
2019-12-22,4236
2019-12-23,4088
2019-12-24,3952
2019-12-25,3867
2019-12-26,3898
2019-12-27,3893
2019-12-28,3998
2019-12-29,3968
2019-12-30,3986
2019-12-31,4044
2020-01-01,4103
2020-01-02,4130
2020-01-03,4174
2020-01-04,4116
2020-01-05,4032
2020-01-06,3963
2020-01-07,3929
2020-01-08,3889
2020-01-09,3859
2020-01-10,3945
2020-01-11,3866
2020-01-12,3819
2020-01-13,3851
2020-01-14,3969
2020-01-15,3968
2020-01-16,4102
2020-01-17,4187
2020-01-18,4249
2020-01-19,4222
2020-01-20,4224
2020-01-21,4234
2020-01-22,4263
2020-01-23,4180
2020-01-24,4204
2020-01-25,4185
2020-01-26,4093
2020-01-27,4100
2020-01-28,4088
2020-01-29,4138
2020-01-30,4115
2020-01-31,4058
2020-02-01,3914
2020-02-02,3870
2020-02-03,3828
2020-02-04,3836
2020-02-05,3829
2020-02-06,3922
2020-02-07,3975
2020-02-08,3923
2020-02-09,3971
2020-02-10,3991
2020-02-11,3867
2020-02-12,3873
2020-02-13,3914
2020-02-14,3932
2020-02-15,4004
2020-02-16,3942
2020-02-17,3936
2020-02-18,3938
2020-02-19,3954
2020-02-20,3924
2020-02-21,4015
2020-02-22,4070
2020-02-23,4027
2020-02-24,3972
2020-02-25,3998
2020-02-26,3994
2020-02-27,3946
2020-02-28,3940
2020-02-29,3957
2020-03-01,3987
2020-03-02,3995
2020-03-03,3987
2020-03-04,3996
2020-03-05,3940
2020-03-06,3984
2020-03-07,4001
2020-03-08,3907
2020-03-09,3938
2020-03-10,3956
2020-03-11,3963
2020-03-12,3985
2020-03-13,3955
2020-03-14,3940
2020-03-15,3880
2020-03-16,3877
2020-03-17,3848
2020-03-18,3841
2020-03-19,3856
2020-03-20,3866
2020-03-21,3851
2020-03-22,3830
2020-03-23,3758
2020-03-24,3760
2020-03-25,3787
2020-03-26,3816
2020-03-27,3791
2020-03-28,3786
2020-03-29,3784
2020-03-30,3859
2020-03-31,3843
2020-04-01,3851
2020-04-02,3813
2020-04-03,3801
2020-04-04,3764
2020-04-05,3690
2020-04-06,3676
2020-04-07,3578
2020-04-08,3504
2020-04-09,3417
2020-04-10,3309
2020-04-11,3257
2020-04-12,3180
2020-04-13,3107
2020-04-14,3071
2020-04-15,3032
2020-04-16,3024
2020-04-17,3026
2020-04-18,3082
2020-04-19,3087
2020-04-20,3088
2020-04-21,2935
2020-04-22,2887
2020-04-23,2893
2020-04-24,2871
2020-04-25,2844
2020-04-26,2823
2020-04-27,2784
2020-04-28,2698
2020-04-29,2616
2020-04-30,2598
2020-05-01,2542
2020-05-02,2488
2020-05-03,2451
2020-05-04,2380
2020-05-05,2357
2020-05-06,2354
2020-05-07,2382
2020-05-08,2406
2020-05-09,2430
2020-05-10,2451
2020-05-11,2494
2020-05-12,2500
2020-05-13,2551
