date_obj,Archer%20helm price
2019-03-23,45116
2019-03-24,43170
2019-03-25,43055
2019-03-26,43094
2019-03-27,43137
2019-03-28,43321
2019-03-29,42650
2019-03-30,40914
2019-03-31,40578
2019-04-01,41515
2019-04-02,41977
2019-04-03,42461
2019-04-04,42038
2019-04-05,42096
2019-04-06,42651
2019-04-07,42224
2019-04-08,42863
2019-04-09,43203
2019-04-10,43430
2019-04-11,43999
2019-04-12,43515
2019-04-13,42468
2019-04-14,41545
2019-04-15,41590
2019-04-16,41615
2019-04-17,42050
2019-04-18,42392
2019-04-19,42819
2019-04-20,42739
2019-04-21,43279
2019-04-22,42553
2019-04-23,42479
2019-04-24,42660
2019-04-25,42148
2019-04-26,42133
2019-04-27,42199
2019-04-28,42391
2019-04-29,42272
2019-04-30,42248
2019-05-01,42328
2019-05-02,42784
2019-05-03,42886
2019-05-04,43171
2019-05-05,43341
2019-05-06,43856
2019-05-07,44748
2019-05-08,44965
2019-05-09,46256
2019-05-10,47353
2019-05-11,48113
2019-05-12,46833
2019-05-13,46667
2019-05-14,45665
2019-05-15,45033
2019-05-16,44591
2019-05-17,43776
2019-05-18,43657
2019-05-19,43276
2019-05-20,43246
2019-05-21,43203
2019-05-22,43211
2019-05-23,42744
2019-05-24,43236
2019-05-25,43536
2019-05-26,43112
2019-05-27,42700
2019-05-28,42220
2019-05-29,42439
2019-05-30,42385
2019-05-31,42607
2019-06-01,42403
2019-06-02,42339
2019-06-03,42397
2019-06-04,42045
2019-06-05,42509
2019-06-06,42308
2019-06-07,42612
2019-06-08,42326
2019-06-09,42445
2019-06-10,42405
2019-06-11,42273
2019-06-12,42395
2019-06-13,42430
2019-06-14,42664
2019-06-15,42562
2019-06-16,42757
2019-06-17,44252
2019-06-18,45174
2019-06-19,44629
2019-06-20,44749
2019-06-21,44527
2019-06-22,44470
2019-06-23,44687
2019-06-24,44922
2019-06-25,44912
2019-06-26,45544
2019-06-27,45598
2019-06-28,47336
2019-06-29,45984
2019-06-30,45576
2019-07-01,44967
2019-07-02,44451
2019-07-03,43694
2019-07-04,42752
2019-07-05,42297
2019-07-06,42628
2019-07-07,42066
2019-07-08,42277
2019-07-09,43215
2019-07-10,42905
2019-07-11,43015
2019-07-12,43044
2019-07-13,42662
2019-07-14,41539
2019-07-15,40958
2019-07-16,39956
2019-07-17,40827
2019-07-18,40955
2019-07-19,40973
2019-07-20,41458
2019-07-21,41919
2019-07-22,41967
2019-07-23,41924
2019-07-24,41496
2019-07-25,41662
2019-07-26,42283
2019-07-27,41755
2019-07-28,41406
2019-07-29,42063
2019-07-30,43890
2019-07-31,44986
2019-08-01,45133
2019-08-02,45259
2019-08-03,45941
2019-08-04,45782
2019-08-05,45502
2019-08-06,44705
2019-08-07,43396
2019-08-08,43016
2019-08-09,42630
2019-08-10,42787
2019-08-11,43791
2019-08-12,44958
2019-08-13,45865
2019-08-14,44921
2019-08-15,44183
2019-08-16,43497
2019-08-17,43149
2019-08-18,42979
2019-08-19,43166
2019-08-20,42934
2019-08-21,44169
2019-08-22,45758
2019-08-23,45935
2019-08-24,44413
2019-08-24,44413
2019-08-25,45371
2019-08-25,45371
2019-08-26,44658
2019-08-27,44243
2019-08-27,44243
2019-08-28,44237
2019-08-29,44481
2019-08-30,44349
2019-08-31,44388
2019-09-01,45236
2019-09-02,44881
2019-09-03,44784
2019-09-04,45293
2019-09-05,45226
2019-09-06,44588
2019-09-07,45106
2019-09-08,45292
2019-09-09,44668
2019-09-10,44541
2019-09-11,44144
2019-09-12,43786
2019-09-13,45265
2019-09-14,45411
2019-09-15,44494
2019-09-16,43899
2019-09-17,43990
2019-09-18,43500
2019-09-19,44482
2019-09-20,44418
2019-09-21,43373
2019-09-22,43196
2019-09-23,42999
2019-09-24,43971
2019-09-25,44339
2019-09-26,43735
2019-09-27,43851
2019-09-28,44199
2019-09-29,44719
2019-09-30,43044
2019-10-01,41536
2019-10-02,41084
2019-10-03,40657
2019-10-04,40238
2019-10-05,40165
2019-10-06,40338
2019-10-07,40421
2019-10-08,41769
2019-10-09,41549
2019-10-10,41082
2019-10-11,40249
2019-10-12,40861
2019-10-13,41537
2019-10-14,42153
2019-10-15,42548
2019-10-16,42231
2019-10-17,41975
2019-10-18,42259
2019-10-19,41280
2019-10-20,40885
2019-10-21,41926
2019-10-22,42150
2019-10-23,41766
2019-10-24,41460
2019-10-25,41461
2019-10-26,41239
2019-10-27,40986
2019-10-28,41059
2019-10-29,41108
2019-10-30,41486
2019-10-31,41256
2019-11-01,40999
2019-11-02,40940
2019-11-03,40512
2019-11-04,40525
2019-11-05,40957
2019-11-06,41008
2019-11-07,41090
2019-11-08,40565
2019-11-09,40261
2019-11-10,40626
2019-11-11,40723
2019-11-12,40342
2019-11-13,40653
2019-11-14,41515
2019-11-15,41203
2019-11-16,40414
2019-11-17,40888
2019-11-18,40867
2019-11-19,40711
2019-11-20,41246
2019-11-21,40785
2019-11-22,41267
2019-11-23,41119
2019-11-24,40768
2019-11-25,40705
2019-11-26,41529
2019-11-27,41564
2019-11-28,41209
2019-11-29,41275
2019-11-30,41160
2019-12-01,40699
2019-12-02,40542
2019-12-03,40840
2019-12-04,41527
2019-12-05,41023
2019-12-06,40409
2019-12-07,40845
2019-12-08,41316
2019-12-09,40812
2019-12-10,40612
2019-12-11,40320
2019-12-12,39752
2019-12-13,40476
2019-12-14,40152
2019-12-15,40606
2019-12-16,40707
2019-12-17,40690
2019-12-18,40408
2019-12-19,40713
2019-12-20,41024
2019-12-21,40987
2019-12-22,41023
2019-12-23,40995
2019-12-24,40391
2019-12-25,39256
2019-12-26,38821
2019-12-27,40450
2019-12-28,41418
2019-12-29,41135
2019-12-30,40807
2019-12-31,40663
2020-01-01,41155
2020-01-02,40698
2020-01-03,41289
2020-01-04,41011
2020-01-05,40905
2020-01-06,41292
2020-01-07,40930
2020-01-08,42023
2020-01-09,43350
2020-01-10,42346
2020-01-11,41200
2020-01-12,42101
2020-01-13,42173
2020-01-14,41251
2020-01-15,41623
2020-01-16,42007
2020-01-17,41357
2020-01-18,41354
2020-01-19,41061
2020-01-20,40682
2020-01-21,40474
2020-01-22,40596
2020-01-23,40542
2020-01-24,40889
2020-01-25,40409
2020-01-26,40501
2020-01-27,41217
2020-01-28,41200
2020-01-29,41228
2020-01-30,40859
2020-01-31,40705
2020-02-01,40808
2020-02-02,40985
2020-02-03,41105
2020-02-04,40924
2020-02-05,40630
2020-02-06,40336
2020-02-07,39549
2020-02-08,40470
2020-02-09,40144
2020-02-10,40577
2020-02-11,40439
2020-02-12,40106
2020-02-13,39995
2020-02-14,40446
2020-02-15,41094
2020-02-16,40462
2020-02-17,40411
2020-02-18,41277
2020-02-19,40937
2020-02-20,40803
2020-02-21,40672
2020-02-22,40965
2020-02-23,41203
2020-02-24,40893
2020-02-25,40867
2020-02-26,41765
2020-02-27,41453
2020-02-28,41309
2020-02-29,41356
2020-03-01,42115
2020-03-02,41719
2020-03-03,42860
2020-03-04,45003
2020-03-05,46337
2020-03-06,44404
2020-03-07,42594
2020-03-08,42127
2020-03-09,42509
2020-03-10,43465
2020-03-11,44117
2020-03-12,44195
2020-03-13,43515
2020-03-14,43182
2020-03-15,42658
2020-03-16,42014
2020-03-17,42005
2020-03-18,41651
2020-03-19,42436
2020-03-20,43924
2020-03-21,42220
2020-03-22,42074
2020-03-23,42214
2020-03-24,42156
2020-03-25,42210
2020-03-26,42101
2020-03-27,42165
2020-03-28,41805
2020-03-29,42056
2020-03-30,42154
2020-03-31,41885
2020-04-01,41299
2020-04-02,41943
2020-04-03,42121
2020-04-04,42001
2020-04-05,41255
2020-04-06,41545
2020-04-07,41132
2020-04-08,41665
2020-04-09,41791
2020-04-10,41730
2020-04-11,41587
2020-04-12,41657
2020-04-13,41607
2020-04-14,41654
2020-04-15,41250
2020-04-16,41120
2020-04-17,41438
2020-04-18,40941
2020-04-19,40684
2020-04-20,41440
2020-04-21,41011
2020-04-22,41116
2020-04-23,41481
2020-04-24,42053
2020-04-25,41533
2020-04-26,41406
2020-04-27,41015
2020-04-28,41099
2020-04-29,41648
2020-04-30,42008
2020-05-01,42466
2020-05-02,42577
2020-05-03,42002
2020-05-04,41436
2020-05-05,41611
2020-05-06,41837
2020-05-07,41340
2020-05-08,42335
2020-05-09,44205
2020-05-10,43271
2020-05-11,42537
2020-05-12,42952
2020-05-13,42864
