date_obj,Yellow%20bead price
2019-04-11,1507
2019-04-12,1517
2019-04-13,1538
2019-04-14,1499
2019-04-15,1424
2019-04-16,1352
2019-04-17,1319
2019-04-18,1306
2019-04-19,1288
2019-04-20,1265
2019-04-21,1225
2019-04-22,1248
2019-04-23,1192
2019-04-24,1152
2019-04-25,1132
2019-04-26,1136
2019-04-27,1144
2019-04-28,1152
2019-04-29,1145
2019-04-30,1107
2019-05-01,1051
2019-05-02,1012
2019-05-03,979
2019-05-04,949
2019-05-05,938
2019-05-06,982
2019-05-07,1032
2019-05-08,1084
2019-05-09,1139
2019-05-10,1196
2019-05-11,1244
2019-05-12,1271
2019-05-13,1300
2019-05-14,1326
2019-05-15,1338
2019-05-16,1289
2019-05-17,1252
2019-05-18,1222
2019-05-19,1202
2019-05-20,1192
2019-05-21,1223
2019-05-22,1216
2019-05-23,1248
2019-05-24,1241
2019-05-25,1241
2019-05-26,1253
2019-05-27,1223
2019-05-28,1192
2019-05-29,1181
2019-05-30,1239
2019-05-31,1265
2019-06-01,1274
2019-06-02,1325
2019-06-03,1327
2019-06-04,1281
2019-06-05,1265
2019-06-06,1221
2019-06-07,1184
2019-06-08,1143
2019-06-09,1115
2019-06-10,1115
2019-06-11,1120
2019-06-12,1113
2019-06-13,1125
2019-06-14,1169
2019-06-15,1216
2019-06-16,1199
2019-06-17,1215
2019-06-18,1276
2019-06-19,1340
2019-06-20,1403
2019-06-21,1413
2019-06-22,1397
2019-06-23,1416
2019-06-24,1407
2019-06-25,1401
2019-06-26,1411
2019-06-27,1411
2019-06-28,1411
2019-06-29,1417
2019-06-30,1435
2019-07-01,1430
2019-07-02,1422
2019-07-03,1380
2019-07-04,1323
2019-07-05,1265
2019-07-06,1230
2019-07-07,1211
2019-07-08,1219
2019-07-09,1246
2019-07-10,1233
2019-07-11,1202
2019-07-12,1166
2019-07-13,1166
2019-07-14,1158
2019-07-15,1158
2019-07-16,1125
2019-07-17,1128
2019-07-18,1102
2019-07-19,1094
2019-07-20,1093
2019-07-21,1058
2019-07-22,1025
2019-07-23,1051
2019-07-24,1057
2019-07-25,1076
2019-07-26,1079
2019-07-27,1077
2019-07-28,1098
2019-07-29,1108
2019-07-30,1153
2019-07-31,1211
2019-08-01,1272
2019-08-02,1277
2019-08-03,1278
2019-08-04,1286
2019-08-05,1260
2019-08-06,1202
2019-08-07,1171
2019-08-08,1117
2019-08-09,1099
2019-08-10,1074
2019-08-11,1051
2019-08-12,1038
2019-08-13,992
2019-08-14,968
2019-08-15,981
2019-08-16,981
2019-08-17,981
2019-08-18,995
2019-08-19,1014
2019-08-20,1045
2019-08-21,1061
2019-08-22,1077
2019-08-23,1048
2019-08-24,1058
2019-08-24,1058
2019-08-25,1091
2019-08-25,1091
2019-08-26,1094
2019-08-26,1094
2019-08-27,1079
2019-08-27,1079
2019-08-28,1050
2019-08-29,1048
2019-08-30,1048
2019-08-31,1048
2019-09-01,1027
2019-09-02,1027
2019-09-03,995
2019-09-04,946
2019-09-05,949
2019-09-06,957
2019-09-07,963
2019-09-08,967
2019-09-09,957
2019-09-10,941
2019-09-11,945
2019-09-12,969
2019-09-13,957
2019-09-14,945
2019-09-15,920
2019-09-16,902
2019-09-17,923
2019-09-18,964
2019-09-19,950
2019-09-20,943
2019-09-21,987
2019-09-22,1010
2019-09-23,1014
2019-09-24,1014
2019-09-25,1011
2019-09-26,1013
2019-09-27,1013
2019-09-28,1017
2019-09-29,1021
2019-09-30,1007
2019-10-01,1016
2019-10-02,1016
2019-10-03,1014
2019-10-04,1016
2019-10-05,1014
2019-10-06,1007
2019-10-07,1017
2019-10-08,1012
2019-10-09,1012
2019-10-10,1009
2019-10-11,1005
2019-10-12,1002
2019-10-13,1003
2019-10-14,1006
2019-10-15,1006
2019-10-16,1016
2019-10-17,1016
2019-10-18,1012
2019-10-19,1008
2019-10-20,1002
2019-10-21,1009
2019-10-22,1034
2019-10-23,1025
2019-10-24,1020
2019-10-25,1014
2019-10-26,1012
2019-10-27,1010
2019-10-28,1004
2019-10-29,1004
2019-10-30,1012
2019-10-31,1010
2019-11-01,1013
2019-11-02,1029
2019-11-03,1018
2019-11-04,1016
2019-11-05,1016
2019-11-06,1017
2019-11-07,1008
2019-11-08,993
2019-11-09,1008
2019-11-10,1007
2019-11-11,1013
2019-11-12,1013
2019-11-13,1008
2019-11-14,1007
2019-11-15,1006
2019-11-16,1024
2019-11-17,1024
2019-11-18,1039
2019-11-19,1039
2019-11-20,1023
2019-11-21,1023
2019-11-22,1015
2019-11-23,1012
2019-11-24,1009
2019-11-25,1008
2019-11-26,1008
2019-11-27,1008
2019-11-28,1015
2019-11-29,1016
2019-11-30,1020
2019-12-01,1016
2019-12-02,1015
2019-12-03,1013
2019-12-04,1012
2019-12-05,1012
2019-12-06,1011
2019-12-07,1014
2019-12-08,1014
2019-12-09,1007
2019-12-10,1004
2019-12-11,1006
2019-12-12,1006
2019-12-13,1002
2019-12-14,1001
2019-12-15,1000
2019-12-16,999
2019-12-17,992
2019-12-18,992
2019-12-19,1009
2019-12-20,1012
2019-12-21,1011
2019-12-22,1008
2019-12-23,1008
2019-12-24,999
2019-12-25,1000
2019-12-26,1000
2019-12-27,1010
2019-12-28,999
2019-12-29,999
2019-12-30,1009
2019-12-31,995
2020-01-01,979
2020-01-02,1013
2020-01-03,1012
2020-01-04,1006
2020-01-05,984
2020-01-06,971
2020-01-07,976
2020-01-08,976
2020-01-09,1008
2020-01-10,1001
2020-01-11,980
2020-01-12,973
2020-01-13,973
2020-01-14,987
2020-01-15,976
2020-01-16,963
2020-01-17,961
2020-01-18,961
2020-01-19,954
2020-01-20,966
2020-01-21,966
2020-01-22,954
2020-01-23,943
2020-01-24,919
2020-01-25,910
2020-01-26,901
2020-01-27,870
2020-01-28,830
2020-01-29,796
2020-01-30,756
2020-01-31,721
2020-02-01,717
2020-02-02,714
2020-02-03,711
2020-02-04,723
2020-02-05,725
2020-02-06,731
2020-02-07,742
2020-02-08,722
2020-02-09,715
2020-02-10,712
2020-02-11,706
2020-02-12,703
2020-02-13,703
2020-02-14,711
2020-02-15,695
2020-02-16,694
2020-02-17,698
2020-02-18,692
2020-02-19,691
2020-02-20,707
2020-02-21,707
2020-02-22,699
2020-02-23,699
2020-02-24,702
2020-02-25,701
2020-02-26,710
2020-02-27,714
2020-02-28,718
2020-02-29,718
2020-03-01,720
2020-03-02,721
2020-03-03,713
2020-03-04,713
2020-03-05,706
2020-03-06,706
2020-03-07,712
2020-03-08,712
2020-03-09,737
2020-03-10,755
2020-03-11,754
2020-03-12,756
2020-03-13,744
2020-03-14,736
2020-03-15,717
2020-03-16,706
2020-03-17,701
2020-03-18,723
2020-03-19,753
2020-03-20,750
2020-03-21,746
2020-03-22,738
2020-03-23,758
2020-03-24,762
2020-03-25,764
2020-03-26,767
2020-03-27,787
2020-03-28,812
2020-03-29,817
2020-03-30,823
2020-03-31,802
2020-04-01,817
2020-04-02,856
2020-04-03,886
2020-04-04,900
2020-04-05,929
2020-04-06,941
2020-04-07,907
2020-04-08,892
2020-04-09,856
2020-04-10,834
2020-04-11,859
2020-04-12,884
2020-04-13,890
2020-04-14,905
2020-04-15,919
2020-04-16,904
2020-04-17,911
2020-04-18,900
2020-04-19,874
2020-04-20,846
2020-04-21,835
2020-04-22,870
2020-04-23,886
2020-04-24,878
2020-04-25,859
2020-04-26,856
2020-04-27,838
2020-04-28,796
2020-04-29,796
2020-04-30,816
2020-05-01,815
2020-05-02,809
2020-05-03,791
2020-05-04,770
2020-05-05,775
2020-05-06,775
2020-05-07,776
2020-05-08,745
2020-05-09,771
2020-05-10,753
2020-05-11,756
2020-05-12,770
2020-05-13,793
