date_obj,Black%20chinchompa price
2019-03-23,2987
2019-03-24,3003
2019-03-25,3035
2019-03-26,3067
2019-03-27,3067
2019-03-28,3065
2019-03-29,3040
2019-03-30,3040
2019-03-31,3064
2019-04-01,3077
2019-04-02,3180
2019-04-03,3148
2019-04-04,3093
2019-04-05,3067
2019-04-06,3072
2019-04-07,3070
2019-04-08,3127
2019-04-09,3157
2019-04-10,3206
2019-04-11,3214
2019-04-12,3156
2019-04-13,3067
2019-04-14,3062
2019-04-15,3093
2019-04-16,3082
2019-04-17,3075
2019-04-18,3117
2019-04-19,3189
2019-04-20,3154
2019-04-21,3139
2019-04-22,3121
2019-04-23,3057
2019-04-24,3030
2019-04-25,2998
2019-04-26,2955
2019-04-27,2942
2019-04-28,2976
2019-04-29,2994
2019-04-30,3007
2019-05-01,2986
2019-05-02,2981
2019-05-03,3048
2019-05-04,3041
2019-05-05,3018
2019-05-06,3013
2019-05-07,3001
2019-05-08,2974
2019-05-09,2967
2019-05-10,2961
2019-05-11,2960
2019-05-12,2976
2019-05-13,3019
2019-05-14,3008
2019-05-15,2999
2019-05-16,2992
2019-05-17,3011
2019-05-18,3002
2019-05-19,2998
2019-05-20,2997
2019-05-21,2984
2019-05-22,2974
2019-05-23,2965
2019-05-24,2955
2019-05-25,2941
2019-05-26,2926
2019-05-27,2924
2019-05-28,2920
2019-05-29,2934
2019-05-30,2911
2019-05-31,2907
2019-06-01,2919
2019-06-02,2933
2019-06-03,2923
2019-06-04,2897
2019-06-05,2813
2019-06-06,2877
2019-06-07,2945
2019-06-08,2965
2019-06-09,2923
2019-06-10,2923
2019-06-11,2909
2019-06-12,2909
2019-06-13,2885
2019-06-14,2866
2019-06-15,2849
2019-06-16,2859
2019-06-17,2833
2019-06-18,2793
2019-06-19,2777
2019-06-20,2803
2019-06-21,2785
2019-06-22,2806
2019-06-23,2820
2019-06-24,2805
2019-06-25,2780
2019-06-26,2772
2019-06-27,2750
2019-06-28,2734
2019-06-29,2745
2019-06-30,2816
2019-07-01,2842
2019-07-02,2860
2019-07-03,2826
2019-07-04,2821
2019-07-05,2822
2019-07-06,2833
2019-07-07,2853
2019-07-08,2834
2019-07-09,2843
2019-07-10,2809
2019-07-11,2782
2019-07-12,2766
2019-07-13,2736
2019-07-14,2702
2019-07-15,2660
2019-07-16,2665
2019-07-17,2723
2019-07-18,2715
2019-07-19,2686
2019-07-20,2687
2019-07-21,2682
2019-07-22,2691
2019-07-23,2689
2019-07-24,2633
2019-07-25,2595
2019-07-26,2497
2019-07-27,2474
2019-07-28,2485
2019-07-29,2511
2019-07-30,2558
2019-07-31,2628
2019-08-01,2711
2019-08-02,2664
2019-08-03,2676
2019-08-04,2682
2019-08-05,2745
2019-08-06,2734
2019-08-07,2716
2019-08-08,2697
2019-08-09,2667
2019-08-10,2644
2019-08-11,2653
2019-08-12,2656
2019-08-13,2647
2019-08-14,2622
2019-08-15,2602
2019-08-16,2573
2019-08-17,2573
2019-08-18,2530
2019-08-19,2469
2019-08-20,2487
2019-08-21,2463
2019-08-22,2476
2019-08-23,2485
2019-08-24,2566
2019-08-24,2566
2019-08-25,2585
2019-08-25,2585
2019-08-26,2585
2019-08-27,2599
2019-08-27,2599
2019-08-28,2584
2019-08-29,2562
2019-08-30,2560
2019-08-31,2567
2019-09-01,2587
2019-09-02,2587
2019-09-03,2629
2019-09-04,2669
2019-09-05,2707
2019-09-06,2722
2019-09-07,2710
2019-09-08,2715
2019-09-09,2753
2019-09-10,2786
2019-09-11,2787
2019-09-12,2777
2019-09-13,2817
2019-09-14,2900
2019-09-15,2917
2019-09-16,2893
2019-09-17,2883
2019-09-18,2890
2019-09-19,2883
2019-09-20,2883
2019-09-21,2885
2019-09-22,2947
2019-09-23,2976
2019-09-24,2976
2019-09-25,2974
2019-09-26,2972
2019-09-27,2970
2019-09-28,2967
2019-09-29,2964
2019-09-30,2964
2019-10-01,2990
2019-10-02,3005
2019-10-03,3025
2019-10-04,3019
2019-10-05,3045
2019-10-06,3091
2019-10-07,3061
2019-10-08,3051
2019-10-09,3051
2019-10-10,3028
2019-10-11,2986
2019-10-12,2968
2019-10-13,2955
2019-10-14,2980
2019-10-15,2973
2019-10-16,2963
2019-10-17,2939
2019-10-18,2920
2019-10-19,2916
2019-10-20,2958
2019-10-21,2986
2019-10-22,3025
2019-10-23,3003
2019-10-24,2985
2019-10-25,2968
2019-10-26,2949
2019-10-27,2949
2019-10-28,2948
2019-10-29,2948
2019-10-30,2938
2019-10-31,2944
2019-11-01,2951
2019-11-02,2958
2019-11-03,2973
2019-11-04,2964
2019-11-05,2964
2019-11-06,3000
2019-11-07,3016
2019-11-08,2986
2019-11-09,2982
2019-11-10,3060
2019-11-11,3134
2019-11-12,3055
2019-11-13,3007
2019-11-14,3014
2019-11-15,2991
2019-11-16,2978
2019-11-17,2978
2019-11-18,3012
2019-11-19,3040
2019-11-20,3101
2019-11-21,3101
2019-11-22,3187
2019-11-23,3230
2019-11-24,3245
2019-11-25,3226
2019-11-26,3232
2019-11-27,3232
2019-11-28,3243
2019-11-29,3268
2019-11-30,3290
2019-12-01,3295
2019-12-02,3338
2019-12-03,3324
2019-12-04,3303
2019-12-05,3303
2019-12-06,3317
2019-12-07,3343
2019-12-08,3361
2019-12-09,3458
2019-12-10,3483
2019-12-11,3451
2019-12-12,3441
2019-12-13,3488
2019-12-14,3661
2019-12-15,3800
2019-12-16,3698
2019-12-17,3604
2019-12-18,3649
2019-12-19,3654
2019-12-20,3638
2019-12-21,3591
2019-12-22,3573
2019-12-23,3578
2019-12-24,3698
2019-12-25,3848
2019-12-26,3892
2019-12-27,3904
2019-12-28,3907
2019-12-29,3852
2019-12-30,3769
2019-12-31,3708
2020-01-01,3834
2020-01-02,3938
2020-01-03,3973
2020-01-04,3909
2020-01-05,3863
2020-01-06,3754
2020-01-07,3594
2020-01-08,3561
2020-01-09,3510
2020-01-10,3411
2020-01-11,3508
2020-01-12,3525
2020-01-13,3508
2020-01-14,3502
2020-01-15,3535
2020-01-16,3518
2020-01-17,3571
2020-01-18,3699
2020-01-19,3757
2020-01-20,3685
2020-01-21,3674
2020-01-22,3671
2020-01-23,3672
2020-01-24,3676
2020-01-25,3660
2020-01-26,3661
2020-01-27,3646
2020-01-28,3635
2020-01-29,3660
2020-01-30,3686
2020-01-31,3675
2020-02-01,3651
2020-02-02,3704
2020-02-03,3750
2020-02-04,3735
2020-02-05,3687
2020-02-06,3527
2020-02-07,3371
2020-02-08,3297
2020-02-09,3330
2020-02-10,3402
2020-02-11,3389
2020-02-12,3406
2020-02-13,3408
2020-02-14,3405
2020-02-15,3395
2020-02-16,3397
2020-02-17,3424
2020-02-18,3419
2020-02-19,3382
2020-02-20,3334
2020-02-21,3334
2020-02-22,3319
2020-02-23,3343
2020-02-24,3348
2020-02-25,3429
2020-02-26,3499
2020-02-27,3458
2020-02-28,3515
2020-02-29,3585
2020-03-01,3565
2020-03-02,3564
2020-03-03,3534
2020-03-04,3523
2020-03-05,3528
2020-03-06,3540
2020-03-07,3495
2020-03-08,3546
2020-03-09,3589
2020-03-10,3571
2020-03-11,3574
2020-03-12,3650
2020-03-13,3655
2020-03-14,3642
2020-03-15,3688
2020-03-16,3613
2020-03-17,3528
2020-03-18,3551
2020-03-19,3537
2020-03-20,3531
2020-03-21,3516
2020-03-22,3603
2020-03-23,3576
2020-03-24,3585
2020-03-25,3554
2020-03-26,3531
2020-03-27,3537
2020-03-28,3521
2020-03-29,3512
2020-03-30,3483
2020-03-31,3467
2020-04-01,3420
2020-04-02,3367
2020-04-03,3344
2020-04-04,3347
2020-04-05,3434
2020-04-06,3411
2020-04-07,3403
2020-04-08,3379
2020-04-09,3364
2020-04-10,3374
2020-04-11,3400
2020-04-12,3407
2020-04-13,3395
2020-04-14,3336
2020-04-15,3297
2020-04-16,3305
2020-04-17,3296
2020-04-18,3285
2020-04-19,3258
2020-04-20,3250
2020-04-21,3241
2020-04-22,3232
2020-04-23,3216
2020-04-24,3189
2020-04-25,3177
2020-04-26,3166
2020-04-27,3160
2020-04-28,3243
2020-04-29,3329
2020-04-30,3439
2020-05-01,3413
2020-05-02,3439
2020-05-03,3406
2020-05-04,3377
2020-05-05,3359
2020-05-06,3341
2020-05-07,3323
2020-05-08,3327
2020-05-09,3232
2020-05-10,3199
2020-05-11,3167
2020-05-12,3139
2020-05-13,3124
