date_obj,Berserker%20necklace price
2018-10-05,3008903
2018-10-06,3002208
2018-10-07,2998086
2018-10-08,2985855
2018-10-09,3003956
2018-10-10,2996325
2018-10-11,3000597
2018-10-12,2988695
2018-10-13,2996947
2018-10-14,3068026
2018-10-15,3063788
2018-10-16,3046352
2018-10-17,3014936
2018-10-18,3017528
2018-10-19,3029793
2018-10-20,3030766
2018-10-21,3043615
2018-10-22,3043546
2018-10-23,3068204
2018-10-24,3077164
2018-10-25,3025994
2018-10-26,3036430
2018-10-27,3051115
2018-10-28,3078850
2018-10-29,3049129
2018-10-30,3040479
2018-10-31,3027626
2018-11-01,3033112
2018-11-03,3195723
2018-11-04,3285260
2018-11-05,3269813
2018-11-06,3183398
2018-11-07,3167513
2018-11-08,3144472
2018-11-09,3140287
