date_obj,Jar%20of%20darkness price
2020-02-22,6877155
2020-02-23,6976986
2020-02-24,6976986
2020-02-25,6976986
2020-02-26,6976986
2020-02-27,6976986
2020-02-28,6976986
2020-02-29,6976986
2020-03-01,6976986
2020-03-02,6976986
2020-03-03,6976986
2020-03-04,6976986
2020-03-05,6976986
2020-03-06,6976986
2020-03-07,6976986
2020-03-08,6976986
2020-03-09,6976986
2020-03-10,6976986
2020-03-11,7147153
2020-03-12,7147153
2020-03-13,7147153
2020-03-14,7147153
2020-03-15,7147153
2020-03-16,7147153
2020-03-17,7147153
2020-03-18,7147153
2020-03-19,7147153
2020-03-20,7147153
2020-03-21,7147153
2020-03-22,7147153
2020-03-23,7147153
2020-03-24,7147153
2020-03-25,7147153
2020-03-26,7147153
2020-03-27,7147153
2020-03-28,7343073
2020-03-29,7343073
2020-03-30,7343073
2020-03-31,7343073
2020-04-01,7343073
2020-04-02,7343073
2020-04-03,7343073
2020-04-04,7343073
2020-04-05,7343073
2020-04-06,7343073
2020-04-07,7343073
2020-04-08,7343073
2020-04-09,7343073
2020-04-10,7343073
2020-04-11,7343073
2020-04-12,7215894
2020-04-13,7215894
2020-04-14,7215894
2020-04-15,7215894
2020-04-16,7215894
2020-04-17,7215894
2020-04-18,7215894
2020-04-19,7215894
2020-04-20,7215894
2020-04-21,7215894
2020-04-22,7215894
2020-04-23,7215894
2020-04-24,7215894
2020-04-25,7215894
2020-04-26,6863032
2020-04-27,6863032
2020-04-28,6863032
2020-04-29,6863032
2020-04-30,6863032
2020-05-01,6863032
2020-05-02,6863032
2020-05-03,6863032
2020-05-04,6863032
2020-05-05,6863032
2020-05-06,6863032
2020-05-07,6863032
2020-05-08,6863032
2020-05-09,6863032
2020-05-10,6863032
2020-05-11,6863032
2020-05-12,6727186
2020-05-13,6727186
