date_obj,Supercompost price
2019-09-06,343
2019-09-07,339
2019-09-08,331
2019-09-09,324
2019-09-10,307
2019-09-11,299
2019-09-12,295
2019-09-13,300
2019-09-14,300
2019-09-15,311
2019-09-16,324
2019-09-17,341
2019-09-18,357
2019-09-19,373
2019-09-20,382
2019-09-21,392
2019-09-22,410
2019-09-23,430
2019-09-24,443
2019-09-25,458
2019-09-26,453
2019-09-27,440
2019-09-28,440
2019-09-29,446
2019-09-30,456
2019-10-01,456
2019-10-02,468
2019-10-03,479
2019-10-04,494
2019-10-05,491
2019-10-06,488
2019-10-07,497
2019-10-08,504
2019-10-09,521
2019-10-10,527
2019-10-11,517
2019-10-12,524
2019-10-13,540
2019-10-14,546
2019-10-15,547
2019-10-16,532
2019-10-17,519
2019-10-18,495
2019-10-19,476
2019-10-20,461
2019-10-21,461
2019-10-22,453
2019-10-23,464
2019-10-24,479
2019-10-25,469
2019-10-26,458
2019-10-27,449
2019-10-28,439
2019-10-29,421
2019-10-30,411
2019-10-31,402
2019-11-01,388
2019-11-02,377
2019-11-03,375
2019-11-04,377
2019-11-05,383
2019-11-06,390
2019-11-07,386
2019-11-08,382
2019-11-09,375
2019-11-10,371
2019-11-11,368
2019-11-12,366
2019-11-13,369
2019-11-14,367
2019-11-15,358
2019-11-16,346
2019-11-17,350
2019-11-18,351
2019-11-19,354
2019-11-20,353
2019-11-21,360
2019-11-22,364
2019-11-23,369
2019-11-24,369
2019-11-25,372
2019-11-26,371
2019-11-27,383
2019-11-28,392
2019-11-29,399
2019-11-30,393
2019-12-01,392
2019-12-02,383
2019-12-03,378
2019-12-04,381
2019-12-05,382
2019-12-06,385
2019-12-07,385
2019-12-08,384
2019-12-09,399
2019-12-10,409
2019-12-11,420
2019-12-12,427
2019-12-13,437
2019-12-14,445
2019-12-15,448
2019-12-16,456
2019-12-17,459
2019-12-18,467
2019-12-19,479
2019-12-20,485
2019-12-21,491
2019-12-22,505
2019-12-23,515
2019-12-24,531
2019-12-25,528
2019-12-26,535
2019-12-27,524
2019-12-28,538
2019-12-29,557
2019-12-30,572
2019-12-31,579
2020-01-01,595
2020-01-02,597
2020-01-03,598
2020-01-04,614
2020-01-05,619
2020-01-06,635
2020-01-07,655
2020-01-08,670
2020-01-09,691
2020-01-10,705
2020-01-11,693
2020-01-12,672
2020-01-13,674
2020-01-14,693
2020-01-15,707
2020-01-16,697
2020-01-17,675
2020-01-18,662
2020-01-19,639
2020-01-20,623
2020-01-21,619
2020-01-22,611
2020-01-23,605
2020-01-24,590
2020-01-25,575
2020-01-26,564
2020-01-27,551
2020-01-28,532
2020-01-29,525
2020-01-30,510
2020-01-31,501
2020-02-01,483
2020-02-02,463
2020-02-03,441
2020-02-04,418
2020-02-05,398
2020-02-06,378
2020-02-07,359
2020-02-08,341
2020-02-09,338
2020-02-10,350
2020-02-11,367
2020-02-12,385
2020-02-13,405
2020-02-14,422
2020-02-15,443
2020-02-16,458
2020-02-17,469
2020-02-18,478
2020-02-19,480
2020-02-20,471
2020-02-21,464
2020-02-22,456
2020-02-23,458
2020-02-24,467
2020-02-25,480
2020-02-26,487
2020-02-27,492
2020-02-28,489
2020-02-29,482
2020-03-01,472
2020-03-02,460
2020-03-03,464
2020-03-04,471
2020-03-05,468
2020-03-06,452
2020-03-07,436
2020-03-08,430
2020-03-09,416
2020-03-10,414
2020-03-11,404
2020-03-12,411
2020-03-13,421
2020-03-14,438
2020-03-15,451
2020-03-16,460
2020-03-17,475
2020-03-18,481
2020-03-19,490
2020-03-20,502
2020-03-21,509
2020-03-22,510
2020-03-23,503
2020-03-24,519
2020-03-25,534
2020-03-26,554
2020-03-27,561
2020-03-28,546
2020-03-29,524
2020-03-30,511
2020-03-31,517
2020-04-01,515
2020-04-02,504
2020-04-03,504
2020-04-04,490
2020-04-05,478
2020-04-06,467
2020-04-07,479
2020-04-08,490
2020-04-09,496
2020-04-10,485
2020-04-11,477
2020-04-12,486
2020-04-13,502
2020-04-14,509
2020-04-15,509
2020-04-16,510
2020-04-17,503
2020-04-18,495
2020-04-19,504
2020-04-20,509
2020-04-21,515
2020-04-22,524
2020-04-23,517
2020-04-24,510
2020-04-25,498
2020-04-26,479
2020-04-27,474
2020-04-28,491
2020-04-29,507
2020-04-30,516
2020-05-01,518
2020-05-02,510
2020-05-03,497
2020-05-04,492
2020-05-05,495
2020-05-06,500
2020-05-07,494
2020-05-08,485
2020-05-09,462
2020-05-10,438
2020-05-11,432
2020-05-12,439
2020-05-13,448
