date_obj,Limpwurt%20root price
2019-07-07,806
2019-07-08,822
2019-07-09,827
2019-07-10,831
2019-07-11,828
2019-07-12,823
2019-07-13,818
2019-07-14,819
2019-07-15,824
2019-07-16,819
2019-07-17,814
2019-07-18,820
2019-07-19,834
2019-07-20,856
2019-07-21,890
2019-07-22,925
2019-07-23,935
2019-07-24,943
2019-07-25,967
2019-07-26,982
2019-07-27,980
2019-07-28,969
2019-07-29,946
2019-07-30,918
2019-07-31,891
2019-08-01,856
2019-08-02,820
2019-08-03,792
2019-08-04,791
2019-08-05,787
2019-08-06,788
2019-08-07,781
2019-08-08,784
2019-08-09,786
2019-08-10,809
2019-08-11,844
2019-08-12,835
2019-08-13,839
2019-08-14,834
2019-08-15,830
2019-08-16,828
2019-08-17,838
2019-08-18,850
2019-08-19,849
2019-08-20,842
2019-08-21,834
2019-08-22,823
2019-08-23,814
2019-08-24,797
2019-08-24,797
2019-08-25,781
2019-08-25,781
2019-08-26,786
2019-08-26,786
2019-08-27,800
2019-08-27,800
2019-08-28,802
2019-08-29,799
2019-08-30,798
2019-08-31,798
2019-09-01,796
2019-09-02,789
2019-09-03,787
2019-09-04,784
2019-09-05,786
2019-09-06,776
2019-09-07,766
2019-09-08,764
2019-09-09,774
2019-09-10,786
2019-09-11,781
2019-09-12,780
2019-09-13,778
2019-09-14,780
2019-09-15,784
2019-09-16,780
2019-09-17,785
2019-09-18,796
2019-09-19,792
2019-09-20,792
2019-09-21,790
2019-09-22,787
2019-09-23,780
2019-09-24,774
2019-09-25,768
2019-09-26,762
2019-09-27,753
2019-09-28,748
2019-09-29,751
2019-09-30,751
2019-10-01,744
2019-10-02,740
2019-10-03,738
2019-10-04,736
2019-10-05,738
2019-10-06,761
2019-10-07,764
2019-10-08,765
2019-10-09,772
2019-10-10,789
2019-10-11,797
2019-10-12,789
2019-10-13,791
2019-10-14,779
2019-10-15,776
2019-10-16,766
2019-10-17,755
2019-10-18,752
2019-10-19,756
2019-10-20,765
2019-10-21,777
2019-10-22,779
2019-10-23,785
2019-10-24,780
2019-10-25,775
2019-10-26,773
2019-10-27,767
2019-10-28,758
2019-10-29,752
2019-10-30,747
2019-10-31,744
2019-11-01,743
2019-11-02,742
2019-11-03,757
2019-11-04,756
2019-11-05,754
2019-11-06,754
2019-11-07,747
2019-11-08,742
2019-11-09,736
2019-11-10,733
2019-11-11,733
2019-11-12,733
2019-11-13,731
2019-11-14,726
2019-11-15,727
2019-11-16,729
2019-11-17,734
2019-11-18,735
2019-11-19,739
2019-11-20,740
2019-11-21,739
2019-11-22,735
2019-11-23,730
2019-11-24,726
2019-11-25,722
2019-11-26,731
2019-11-27,729
2019-11-28,731
2019-11-29,737
2019-11-30,739
2019-12-01,752
2019-12-02,755
2019-12-03,751
2019-12-04,747
2019-12-05,743
2019-12-06,743
2019-12-07,754
2019-12-08,760
2019-12-09,771
2019-12-10,766
2019-12-11,763
2019-12-12,757
2019-12-13,753
2019-12-14,749
2019-12-15,761
2019-12-16,769
2019-12-17,774
2019-12-18,771
2019-12-19,768
2019-12-20,771
2019-12-21,776
2019-12-22,778
2019-12-23,794
2019-12-24,812
2019-12-25,808
2019-12-26,814
2019-12-27,807
2019-12-28,810
2019-12-29,805
2019-12-30,813
2019-12-31,809
2020-01-01,803
2020-01-02,796
2020-01-03,791
2020-01-04,788
2020-01-05,792
2020-01-06,796
2020-01-07,795
2020-01-08,807
2020-01-09,808
2020-01-10,808
2020-01-11,816
2020-01-12,826
2020-01-13,835
2020-01-14,838
2020-01-15,829
2020-01-16,822
2020-01-17,821
2020-01-18,822
2020-01-19,816
2020-01-20,812
2020-01-21,809
2020-01-22,811
2020-01-23,811
2020-01-24,808
2020-01-25,807
2020-01-26,806
2020-01-27,824
2020-01-28,817
2020-01-29,824
2020-01-30,831
2020-01-31,827
2020-02-01,827
2020-02-02,829
2020-02-03,828
2020-02-04,825
2020-02-05,816
2020-02-06,796
2020-02-07,776
2020-02-08,757
2020-02-09,749
2020-02-10,774
2020-02-11,787
2020-02-12,794
2020-02-13,797
2020-02-14,828
2020-02-15,843
2020-02-16,837
2020-02-17,828
2020-02-18,821
2020-02-19,819
2020-02-20,819
2020-02-21,814
2020-02-22,821
2020-02-23,831
2020-02-24,851
2020-02-25,853
2020-02-26,837
2020-02-27,830
2020-02-28,838
2020-02-29,846
2020-03-01,853
2020-03-02,847
2020-03-03,840
2020-03-04,844
2020-03-05,838
2020-03-06,825
2020-03-07,820
2020-03-08,816
2020-03-09,805
2020-03-10,790
2020-03-11,775
2020-03-12,766
2020-03-13,768
2020-03-14,781
2020-03-15,784
2020-03-16,793
2020-03-17,797
2020-03-18,793
2020-03-19,787
2020-03-20,810
2020-03-21,842
2020-03-22,861
2020-03-23,855
2020-03-24,876
2020-03-25,869
2020-03-26,888
2020-03-27,908
2020-03-28,909
2020-03-29,938
2020-03-30,955
2020-03-31,939
2020-04-01,923
2020-04-02,905
2020-04-03,909
2020-04-04,919
2020-04-05,931
2020-04-06,941
2020-04-07,930
2020-04-08,929
2020-04-09,937
2020-04-10,945
2020-04-11,939
2020-04-12,962
2020-04-13,969
2020-04-14,959
2020-04-15,947
2020-04-16,943
2020-04-17,931
2020-04-18,930
2020-04-19,938
2020-04-20,936
2020-04-21,933
2020-04-22,927
2020-04-23,913
2020-04-24,907
2020-04-25,934
2020-04-26,938
2020-04-27,961
2020-04-28,1010
2020-04-29,1015
2020-04-30,995
2020-05-01,1005
2020-05-02,998
2020-05-03,993
2020-05-04,984
2020-05-05,973
2020-05-06,959
2020-05-07,965
2020-05-08,970
2020-05-09,963
2020-05-10,956
2020-05-11,952
2020-05-12,948
2020-05-13,929
