date_obj,Lava%20scale price
2019-04-07,3410
2019-04-08,3446
2019-04-09,3465
2019-04-10,3453
2019-04-11,3318
2019-04-12,3175
2019-04-13,3035
2019-04-14,2944
2019-04-15,2922
2019-04-16,2940
2019-04-17,2938
2019-04-18,2943
2019-04-19,3043
2019-04-20,3168
2019-04-21,3084
2019-04-22,3053
2019-04-23,3038
2019-04-24,3003
2019-04-25,3127
2019-04-26,3203
2019-04-27,3230
2019-04-28,3273
2019-04-29,3222
2019-04-30,3140
2019-05-01,3229
2019-05-02,3229
2019-05-03,3246
2019-05-04,3336
2019-05-05,3366
2019-05-06,3400
2019-05-07,3473
2019-05-08,3435
2019-05-09,3283
2019-05-10,3281
2019-05-11,3263
2019-05-12,3253
2019-05-13,3260
2019-05-14,3257
2019-05-15,3254
2019-05-16,3262
2019-05-17,3291
2019-05-18,3300
2019-05-19,3321
2019-05-20,3293
2019-05-21,3296
2019-05-22,3301
2019-05-23,3305
2019-05-24,3218
2019-05-25,3160
2019-05-26,3152
2019-05-27,3173
2019-05-28,3182
2019-05-29,3188
2019-05-30,3048
2019-05-31,2948
2019-06-01,2937
2019-06-02,3014
2019-06-03,3127
2019-06-04,3076
2019-06-05,3025
2019-06-06,3063
2019-06-07,3060
2019-06-08,3061
2019-06-09,3072
2019-06-10,3083
2019-06-11,3086
2019-06-12,3049
2019-06-13,2941
2019-06-14,2929
2019-06-15,2782
2019-06-16,2713
2019-06-17,2594
2019-06-18,2671
2019-06-19,2691
2019-06-20,2702
2019-06-21,2712
2019-06-22,2701
2019-06-23,2602
2019-06-24,2478
2019-06-25,2362
2019-06-26,2309
2019-06-27,2310
2019-06-28,2345
2019-06-29,2336
2019-06-30,2366
2019-07-01,2463
2019-07-02,2418
2019-07-03,2395
2019-07-04,2424
2019-07-05,2445
2019-07-06,2457
2019-07-07,2492
2019-07-08,2485
2019-07-09,2500
2019-07-10,2516
2019-07-11,2549
2019-07-12,2592
2019-07-13,2602
2019-07-14,2616
2019-07-15,2626
2019-07-16,2630
2019-07-17,2632
2019-07-18,2643
2019-07-19,2648
2019-07-20,2646
2019-07-21,2685
2019-07-22,2820
2019-07-23,2945
2019-07-24,2948
2019-07-25,2949
2019-07-26,2907
2019-07-27,2782
2019-07-28,2737
2019-07-29,2735
2019-07-30,2745
2019-07-31,2795
2019-08-01,2819
2019-08-02,2865
2019-08-03,2849
2019-08-04,2881
2019-08-05,2903
2019-08-06,2952
2019-08-07,3008
2019-08-08,3116
2019-08-09,3133
2019-08-10,3177
2019-08-11,3122
2019-08-12,2989
2019-08-13,2956
2019-08-14,2833
2019-08-15,2786
2019-08-16,2879
2019-08-17,2930
2019-08-18,2994
2019-08-19,3008
2019-08-20,3011
2019-08-21,3031
2019-08-22,3054
2019-08-23,3074
2019-08-24,3057
2019-08-24,3057
2019-08-25,2969
2019-08-25,2969
2019-08-26,2882
2019-08-26,2882
2019-08-27,2895
2019-08-27,2895
2019-08-28,2925
2019-08-29,2926
2019-08-30,2905
2019-08-31,2906
2019-09-01,2878
2019-09-02,2914
2019-09-03,2931
2019-09-04,2914
2019-09-05,2859
2019-09-06,2800
2019-09-07,2783
2019-09-08,2770
2019-09-09,2794
2019-09-10,2873
2019-09-11,2988
2019-09-12,3021
2019-09-13,2957
2019-09-14,2871
2019-09-15,2896
2019-09-16,2922
2019-09-17,2954
2019-09-18,2889
2019-09-19,2868
2019-09-20,2932
2019-09-21,2894
2019-09-22,2969
2019-09-23,3032
2019-09-24,3041
2019-09-25,2990
2019-09-26,2943
2019-09-27,2931
2019-09-28,2929
2019-09-29,2939
2019-09-30,2940
2019-10-01,2946
2019-10-02,2943
2019-10-03,2946
2019-10-04,2946
2019-10-05,2888
2019-10-06,2774
2019-10-07,2839
2019-10-08,2841
2019-10-09,2846
2019-10-10,2843
2019-10-11,2819
2019-10-12,2814
2019-10-13,2841
2019-10-14,2876
2019-10-15,2891
2019-10-16,2897
2019-10-17,2906
2019-10-18,3007
2019-10-19,2948
2019-10-20,2906
2019-10-21,2910
2019-10-22,2922
2019-10-23,2929
2019-10-24,2930
2019-10-25,2905
2019-10-26,2799
2019-10-27,2690
2019-10-28,2645
2019-10-29,2741
2019-10-30,2779
2019-10-31,2789
2019-11-01,2808
2019-11-02,2681
2019-11-03,2575
2019-11-04,2697
2019-11-05,2818
2019-11-06,2822
2019-11-07,2680
2019-11-08,2672
2019-11-09,2724
2019-11-10,2706
2019-11-11,2764
2019-11-12,2672
2019-11-13,2684
2019-11-14,2697
2019-11-15,2721
2019-11-16,2719
2019-11-17,2711
2019-11-18,2718
2019-11-19,2730
2019-11-20,2737
2019-11-21,2750
2019-11-22,2746
2019-11-23,2736
2019-11-24,2776
2019-11-25,2766
2019-11-26,2775
2019-11-27,2789
2019-11-28,2792
2019-11-29,2820
2019-11-30,2862
2019-12-01,2915
2019-12-02,2947
2019-12-03,3017
2019-12-04,3082
2019-12-05,3115
2019-12-06,3127
2019-12-07,3153
2019-12-08,3171
2019-12-09,3154
2019-12-10,3028
2019-12-11,3053
2019-12-12,3079
2019-12-13,3107
2019-12-14,3225
2019-12-15,3236
2019-12-16,3220
2019-12-17,3077
2019-12-18,3011
2019-12-19,2994
2019-12-20,3019
2019-12-21,3133
2019-12-22,3166
2019-12-23,3168
2019-12-24,3189
2019-12-25,3198
2019-12-26,3202
2019-12-27,3164
2019-12-28,3079
2019-12-29,3108
2019-12-30,3112
2019-12-31,3102
2020-01-01,3086
2020-01-02,3108
2020-01-03,3096
2020-01-04,3138
2020-01-05,3148
2020-01-06,3122
2020-01-07,3171
2020-01-08,3207
2020-01-09,3218
2020-01-10,3151
2020-01-11,3127
2020-01-12,3102
2020-01-13,3130
2020-01-14,3133
2020-01-15,3088
2020-01-16,3074
2020-01-17,3092
2020-01-18,3139
2020-01-19,3092
2020-01-20,3083
2020-01-21,3098
2020-01-22,3108
2020-01-23,3094
2020-01-24,3105
2020-01-25,3124
2020-01-26,3146
2020-01-27,3168
2020-01-28,3121
2020-01-29,3117
2020-01-30,3127
2020-01-31,3150
2020-02-01,3143
2020-02-02,3168
2020-02-03,3168
2020-02-04,3098
2020-02-05,3025
2020-02-06,2964
2020-02-07,2964
2020-02-08,2980
2020-02-09,2986
2020-02-10,2992
2020-02-11,3006
2020-02-12,3022
2020-02-13,2978
2020-02-14,3018
2020-02-15,2989
2020-02-16,2984
2020-02-17,3124
2020-02-18,3281
2020-02-19,3445
2020-02-20,3543
2020-02-21,3525
2020-02-22,3411
2020-02-23,3337
2020-02-24,3456
2020-02-25,3487
2020-02-26,3560
2020-02-27,3562
2020-02-28,3578
2020-02-29,3486
2020-03-01,3556
2020-03-02,3602
2020-03-03,3506
2020-03-04,3331
2020-03-05,3350
2020-03-06,3382
2020-03-07,3401
2020-03-08,3380
2020-03-09,3410
2020-03-10,3462
2020-03-11,3504
2020-03-12,3517
2020-03-13,3527
2020-03-14,3512
2020-03-15,3525
2020-03-16,3415
2020-03-17,3436
2020-03-18,3465
2020-03-19,3497
2020-03-20,3608
2020-03-21,3684
2020-03-22,3728
2020-03-23,3898
2020-03-24,4079
2020-03-25,4283
2020-03-26,4498
2020-03-27,4723
2020-03-28,4960
2020-03-29,5208
2020-03-30,5455
2020-03-31,5474
2020-04-01,5317
2020-04-02,5051
2020-04-03,4798
2020-04-04,4559
2020-04-05,4331
2020-04-06,4114
2020-04-07,3918
2020-04-08,3758
2020-04-09,3822
2020-04-10,3751
2020-04-11,3638
2020-04-12,3676
2020-04-13,3796
2020-04-14,3901
2020-04-15,3935
2020-04-16,3803
2020-04-17,3781
2020-04-18,3801
2020-04-19,3856
2020-04-20,3874
2020-04-21,3883
2020-04-22,3802
2020-04-23,3807
2020-04-24,3794
2020-04-25,3795
2020-04-26,3655
2020-04-27,3762
2020-04-28,3689
2020-04-29,3779
2020-04-30,3803
2020-05-01,3837
2020-05-02,3877
2020-05-03,3923
2020-05-04,3827
2020-05-05,3855
2020-05-06,3878
2020-05-07,3955
2020-05-08,4026
2020-05-09,4027
2020-05-10,3959
2020-05-11,4141
2020-05-12,3980
2020-05-13,4007
