date_obj,Amulet%20of%20eternal%20glory price
2020-02-03,33651349
2020-02-04,33604330
2020-02-05,33395286
2020-02-06,32894236
2020-02-07,31979296
2020-02-08,30921038
2020-02-09,30031425
2020-02-10,29739026
2020-02-11,29717387
2020-02-12,30115174
2020-02-13,30339014
2020-02-14,30410393
2020-02-15,30553257
2020-02-16,30995843
2020-02-17,30961183
2020-02-18,31271665
2020-02-19,31244985
2020-02-20,31135429
2020-02-21,31135429
2020-02-22,31163455
2020-02-23,31294327
2020-02-24,31641626
2020-02-25,32387299
2020-02-26,32875377
2020-02-27,33350561
2020-02-28,34164607
2020-02-29,34618713
2020-03-01,34822374
2020-03-02,34727900
2020-03-03,34669080
2020-03-04,34669080
2020-03-05,35032846
2020-03-06,35543944
2020-03-07,35483695
2020-03-08,35305930
2020-03-09,35301633
2020-03-10,35169292
2020-03-11,35125457
2020-03-12,35029119
2020-03-13,34965556
2020-03-14,34934207
2020-03-15,35000628
2020-03-16,34963544
2020-03-17,34684346
2020-03-18,34685551
2020-03-19,34696333
2020-03-20,34329928
2020-03-21,34320335
2020-03-22,34267261
2020-03-23,34231969
2020-03-24,34161477
2020-03-25,34059455
2020-03-26,33949941
2020-03-27,33803878
2020-03-28,33656373
2020-03-29,33511367
2020-03-30,33363010
2020-03-31,33188466
2020-04-01,33148166
2020-04-02,33191648
2020-04-03,33191648
2020-04-04,33833518
2020-04-05,33844953
2020-04-06,33797422
2020-04-07,33660679
2020-04-08,33595504
2020-04-09,33378908
2020-04-10,33235477
2020-04-11,33082517
2020-04-12,33075543
2020-04-13,32945412
2020-04-14,32935888
2020-04-15,32888141
2020-04-16,32993541
2020-04-17,32950909
2020-04-18,32924205
2020-04-19,32835109
2020-04-20,32810143
2020-04-21,32745948
2020-04-22,32511788
2020-04-23,31756116
2020-04-24,31046860
2020-04-25,30807124
2020-04-26,30799951
2020-04-27,30671641
2020-04-28,31302761
2020-04-29,31480486
2020-04-30,31471313
2020-05-01,31471313
2020-05-02,31325555
2020-05-03,31300440
2020-05-04,31209261
2020-05-05,31085720
2020-05-06,31033730
2020-05-07,30731628
2020-05-08,30165847
2020-05-09,29770235
2020-05-10,29690818
2020-05-11,29731170
2020-05-12,30013587
2020-05-13,30172993
