date_obj,Disk%20of%20returning price
2019-03-29,5790
2019-03-30,5790
2019-03-31,5790
2019-04-01,5790
2019-04-02,5790
2019-04-03,5790
2019-04-04,5790
2019-04-05,5790
2019-04-06,5790
2019-04-07,5790
2019-04-08,5790
2019-04-09,5790
2019-04-10,5790
2019-04-11,5790
2019-04-12,5790
2019-04-13,5655
2019-04-14,5655
2019-04-15,5655
2019-04-16,5655
2019-04-17,5655
2019-04-18,5655
2019-04-19,5655
2019-04-20,5655
2019-04-21,5655
2019-04-22,5655
2019-04-23,5655
2019-04-24,5655
2019-04-25,5655
2019-04-26,5655
2019-04-27,5655
2019-04-28,5655
2019-04-29,5726
2019-04-30,5726
2019-05-01,5726
2019-05-02,5726
2019-05-03,5726
2019-05-04,5726
2019-05-05,5726
2019-05-06,5726
2019-05-07,5726
2019-05-08,5726
2019-05-09,5726
2019-05-10,5726
2019-05-11,5726
2019-05-12,5726
2019-05-13,5726
2019-05-14,5726
2019-05-15,5726
2019-05-16,5726
2019-05-17,5637
2019-05-18,5637
2019-05-19,5637
2019-05-20,5637
2019-05-21,5637
2019-05-22,5637
2019-05-23,5637
2019-05-24,5637
2019-05-25,5637
2019-05-26,5637
2019-05-27,5637
2019-05-28,5637
2019-05-29,5637
2019-05-30,5637
2019-05-31,5637
2019-06-01,5637
2019-06-02,5637
2019-06-03,5637
2019-06-04,5637
2019-06-05,5640
2019-06-06,5640
2019-06-07,5640
2019-06-08,5640
2019-06-09,5640
2019-06-10,5640
2019-06-11,5640
2019-06-12,5640
2019-06-13,5640
2019-06-14,5640
2019-06-15,5640
2019-06-16,5640
2019-06-17,5640
2019-06-18,5640
2019-06-19,5640
2019-06-20,5640
2019-06-21,5640
2019-06-22,5640
2019-06-23,5611
2019-06-24,5611
2019-06-25,5611
2019-06-26,5611
2019-06-27,5611
2019-06-28,5611
2019-06-29,5611
2019-06-30,5611
2019-07-01,5611
2019-07-02,5611
2019-07-03,5611
2019-07-04,5611
2019-07-05,5611
2019-07-06,5611
2019-07-07,5611
2019-07-08,5611
2019-07-09,5611
2019-07-10,5611
2019-07-11,5755
2019-07-12,5755
2019-07-13,5755
2019-07-14,5755
2019-07-15,5755
2019-07-16,5755
2019-07-17,5755
2019-07-18,5755
2019-07-19,5755
2019-07-20,5755
2019-07-21,5755
2019-07-22,5755
2019-07-23,5755
2019-07-24,5755
2019-07-25,5755
2019-07-26,5755
2019-07-27,5755
2019-07-28,5755
2019-07-29,5755
2019-07-30,5755
2019-07-31,5933
2019-08-01,5933
2019-08-02,5933
2019-08-03,5933
2019-08-04,5933
2019-08-05,5933
2019-08-06,5933
2019-08-07,5933
2019-08-08,5933
2019-08-09,5933
2019-08-10,5933
2019-08-11,5933
2019-08-12,5933
2019-08-13,5933
2019-08-14,5933
2019-08-15,5933
2019-08-16,5933
2019-08-17,5933
2019-08-18,5933
2019-08-19,6092
2019-08-20,6092
2019-08-21,6092
2019-08-22,6092
2019-08-23,6092
2019-08-24,6092
2019-08-24,6092
2019-08-25,6092
2019-08-25,6092
2019-08-26,6092
2019-08-26,6092
2019-08-27,6092
2019-08-27,6092
2019-08-28,6092
2019-08-29,6092
2019-08-30,6092
2019-08-31,6092
2019-09-01,6092
2019-09-02,6092
2019-09-03,6092
2019-09-04,6092
2019-09-05,6092
2019-09-06,6092
2019-09-07,6155
2019-09-08,6155
2019-09-09,6155
2019-09-10,6155
2019-09-11,6155
2019-09-12,6155
2019-09-13,6155
2019-09-14,6155
2019-09-15,6155
2019-09-16,6155
2019-09-17,6155
2019-09-18,6155
2019-09-19,6155
2019-09-20,6155
2019-09-21,6155
2019-09-22,6155
2019-09-23,6155
2019-09-24,6155
2019-09-25,6155
2019-09-26,6155
2019-09-27,6255
2019-09-28,6255
2019-09-29,6255
2019-09-30,6255
2019-10-01,6255
2019-10-02,6255
2019-10-03,6255
2019-10-04,6255
2019-10-05,6255
2019-10-06,6255
2019-10-07,6255
2019-10-08,6255
2019-10-09,6255
2019-10-10,6255
2019-10-11,6255
2019-10-12,6255
2019-10-13,6255
2019-10-14,6255
2019-10-15,6255
2019-10-16,6255
2019-10-17,6255
2019-10-18,6474
2019-10-19,6474
2019-10-20,6474
2019-10-21,6474
2019-10-22,6474
2019-10-23,6474
2019-10-24,6474
2019-10-25,6474
2019-10-26,6474
2019-10-27,6474
2019-10-28,6474
2019-10-29,6474
2019-10-30,6474
2019-10-31,6474
2019-11-01,6474
2019-11-02,6795
2019-11-03,6795
2019-11-04,6795
2019-11-05,6795
2019-11-06,6795
2019-11-07,6795
2019-11-08,6795
2019-11-09,6795
2019-11-10,6795
2019-11-11,6795
2019-11-12,6795
2019-11-13,6795
2019-11-14,6795
2019-11-15,6795
2019-11-16,6795
2019-11-17,6795
2019-11-18,6795
2019-11-19,6795
2019-11-20,6795
2019-11-21,6795
2019-11-22,6795
2019-11-23,7109
2019-11-24,7109
2019-11-25,7109
2019-11-26,7109
2019-11-27,7109
2019-11-28,7109
2019-11-29,7109
2019-11-30,7109
2019-12-01,7109
2019-12-02,7109
2019-12-03,7109
2019-12-04,7109
2019-12-05,7109
2019-12-06,7109
2019-12-07,7109
2019-12-08,7109
2019-12-09,7109
2019-12-10,7109
2019-12-11,7109
2019-12-12,7109
2019-12-13,7109
2019-12-14,7109
2019-12-15,7205
2019-12-16,7205
2019-12-17,7205
2019-12-18,7205
2019-12-19,7205
2019-12-20,7205
2019-12-21,7205
2019-12-22,7205
2019-12-23,7205
2019-12-24,7205
2019-12-25,7205
2019-12-26,7205
2019-12-27,7205
2019-12-28,7205
2019-12-29,7205
2019-12-30,7205
2019-12-31,7205
2020-01-01,7205
2020-01-02,7535
2020-01-03,7535
2020-01-04,7535
2020-01-05,7535
2020-01-06,7535
2020-01-07,7535
2020-01-08,7535
2020-01-09,7535
2020-01-10,7535
2020-01-11,7535
2020-01-12,7535
2020-01-13,7535
2020-01-14,7535
2020-01-15,7819
2020-01-16,8197
2020-01-17,8197
2020-01-18,8607
2020-01-19,9019
2020-01-20,9019
2020-01-21,9412
2020-01-22,9867
2020-01-23,9867
2020-01-24,10359
2020-01-25,10359
2020-01-26,10811
2020-01-27,10811
2020-01-28,10755
2020-01-29,10755
2020-01-30,10970
2020-01-31,10970
2020-02-01,11265
2020-02-02,11265
2020-02-03,11497
2020-02-04,11497
2020-02-05,11497
2020-02-06,11957
2020-02-07,11957
2020-02-08,12054
2020-02-09,12054
2020-02-10,11468
2020-02-11,11468
2020-02-12,11281
2020-02-13,11281
2020-02-14,11281
2020-02-15,11627
2020-02-16,11627
2020-02-17,12009
2020-02-18,12009
2020-02-19,12053
2020-02-20,12102
2020-02-21,12102
2020-02-22,12705
2020-02-23,12705
2020-02-24,13341
2020-02-25,13341
2020-02-26,13485
2020-02-27,13485
2020-02-28,13439
2020-02-29,13439
2020-03-01,13217
2020-03-02,13217
2020-03-03,12595
2020-03-04,12595
2020-03-05,11981
2020-03-06,11981
2020-03-07,11396
2020-03-08,11396
2020-03-09,10871
2020-03-10,10871
2020-03-11,10347
2020-03-12,9867
2020-03-13,9867
2020-03-14,9397
2020-03-15,9397
2020-03-16,9017
2020-03-17,9017
2020-03-18,8566
2020-03-19,8566
2020-03-20,8137
2020-03-21,8137
2020-03-22,7756
2020-03-23,7756
2020-03-24,7398
2020-03-25,7398
2020-03-26,7028
2020-03-27,7028
2020-03-28,6704
2020-03-29,6450
2020-03-30,6450
2020-03-31,6607
2020-04-01,6741
2020-04-02,6741
2020-04-03,6744
2020-04-04,6744
2020-04-05,6836
2020-04-06,6836
2020-04-07,6972
2020-04-08,6945
2020-04-09,6945
2020-04-10,7257
2020-04-11,7525
2020-04-12,7525
2020-04-13,7672
2020-04-14,7672
2020-04-15,7863
2020-04-16,7863
2020-04-17,7669
2020-04-18,7669
2020-04-19,7575
2020-04-20,7575
2020-04-21,7747
2020-04-22,7747
2020-04-23,7893
2020-04-24,7893
2020-04-25,7807
2020-04-26,7807
2020-04-27,7943
2020-04-28,7943
2020-04-29,7975
2020-04-30,7975
2020-05-01,7991
2020-05-02,7991
2020-05-03,8003
2020-05-04,8003
2020-05-05,8003
2020-05-06,7767
2020-05-07,7767
2020-05-08,7740
2020-05-09,7740
2020-05-10,7812
2020-05-11,7812
2020-05-12,7812
2020-05-13,7726
