date_obj,Slayer's%20staff price
2019-04-09,20617
2019-04-10,20617
2019-04-11,20992
2019-04-12,21176
2019-04-13,20874
2019-04-14,21003
2019-04-15,21003
2019-04-16,21039
2019-04-17,21039
2019-04-18,21130
2019-04-19,21131
2019-04-20,21007
2019-04-21,21007
2019-04-22,20965
2019-04-23,21336
2019-04-24,21336
2019-04-25,21283
2019-04-26,21649
2019-04-27,21649
2019-04-28,21632
2019-04-29,21632
2019-04-30,21414
2019-05-01,21414
2019-05-02,21473
2019-05-03,21705
2019-05-04,22133
2019-05-05,21930
2019-05-06,21930
2019-05-07,21373
2019-05-08,20728
2019-05-09,20728
2019-05-10,20336
2019-05-11,19908
2019-05-12,19579
2019-05-13,19802
2019-05-14,19890
2019-05-15,19890
2019-05-16,20228
2019-05-17,20228
2019-05-18,20764
2019-05-19,20764
2019-05-20,20687
2019-05-21,20687
2019-05-22,20583
2019-05-23,20531
2019-05-24,20873
2019-05-25,20929
2019-05-26,20929
2019-05-27,20930
2019-05-28,20818
2019-05-29,21055
2019-05-30,21055
2019-05-31,20916
2019-06-01,20916
2019-06-02,20683
2019-06-03,20683
2019-06-04,19691
2019-06-05,19691
2019-06-06,19042
2019-06-07,19042
2019-06-08,19485
2019-06-09,19402
2019-06-10,19402
2019-06-11,19176
2019-06-12,19176
2019-06-13,19085
2019-06-14,18607
2019-06-15,18607
2019-06-16,17927
2019-06-17,17969
2019-06-18,17969
2019-06-19,18617
2019-06-20,19477
2019-06-21,19477
2019-06-22,19921
2019-06-23,19924
2019-06-24,19924
2019-06-25,20022
2019-06-26,20022
2019-06-27,20457
2019-06-28,20457
2019-06-29,20374
2019-06-30,19885
2019-07-01,19885
2019-07-02,19564
2019-07-03,19564
2019-07-04,19829
2019-07-05,20051
2019-07-06,19459
2019-07-07,19383
2019-07-08,19383
2019-07-09,20111
2019-07-10,19950
2019-07-11,19950
2019-07-12,19715
2019-07-13,19715
2019-07-14,19625
2019-07-15,19625
2019-07-16,19677
2019-07-17,19941
2019-07-18,19941
2019-07-19,20235
2019-07-20,20235
2019-07-21,20262
2019-07-22,20262
2019-07-23,20788
2019-07-24,20788
2019-07-25,20292
2019-07-26,20292
2019-07-27,20177
2019-07-28,20177
2019-07-29,20637
2019-07-30,21249
2019-07-31,20993
2019-08-01,20993
2019-08-02,20960
2019-08-03,21446
2019-08-04,21446
2019-08-05,21289
2019-08-06,21289
2019-08-07,21385
2019-08-08,21385
2019-08-09,21124
2019-08-10,20633
2019-08-11,20633
2019-08-12,20420
2019-08-13,20420
2019-08-14,19954
2019-08-15,19954
2019-08-16,19702
2019-08-17,19702
2019-08-18,19413
2019-08-19,19194
2019-08-20,19194
2019-08-21,19511
2019-08-22,19881
2019-08-23,19881
2019-08-24,20075
2019-08-24,20075
2019-08-25,20075
2019-08-25,20075
2019-08-26,20095
2019-08-26,20095
2019-08-27,20095
2019-08-27,20095
2019-08-28,19854
2019-08-29,19854
2019-08-30,20327
2019-08-31,20327
2019-09-01,20596
2019-09-02,20596
2019-09-03,20495
2019-09-04,20495
2019-09-05,20237
2019-09-06,20237
2019-09-07,20393
2019-09-08,20661
2019-09-09,20661
2019-09-10,20951
2019-09-11,21027
2019-09-12,21027
2019-09-13,21023
2019-09-14,21182
2019-09-15,20988
2019-09-16,20369
2019-09-17,20369
2019-09-18,20584
2019-09-19,20584
2019-09-20,21548
2019-09-21,21668
2019-09-22,21668
2019-09-23,20891
2019-09-24,20891
2019-09-25,20675
2019-09-26,20810
2019-09-27,20810
2019-09-28,20633
2019-09-29,20633
2019-09-30,21226
2019-10-01,21106
2019-10-02,21106
2019-10-03,20690
2019-10-04,20690
2019-10-05,20470
2019-10-06,19965
2019-10-07,19965
2019-10-08,19785
2019-10-09,19785
2019-10-10,18972
2019-10-11,18972
2019-10-12,18753
2019-10-13,18712
2019-10-14,19514
2019-10-15,19514
2019-10-16,20037
2019-10-17,20037
2019-10-18,19933
2019-10-19,19952
2019-10-20,19952
2019-10-21,20519
2019-10-22,20519
2019-10-23,20338
2019-10-24,20338
2019-10-25,20185
2019-10-26,20185
2019-10-27,20140
2019-10-28,20373
2019-10-29,20373
2019-10-30,20373
2019-10-31,19762
2019-11-01,19762
2019-11-02,19242
2019-11-03,19242
2019-11-04,18923
2019-11-05,18923
2019-11-06,19054
2019-11-07,19054
2019-11-08,19576
2019-11-09,20469
2019-11-10,20395
2019-11-11,20395
2019-11-12,20492
2019-11-13,20492
2019-11-14,20322
2019-11-15,20322
2019-11-16,20154
2019-11-17,20154
2019-11-18,19865
2019-11-19,19865
2019-11-20,19810
2019-11-21,19810
2019-11-22,20245
2019-11-23,20245
2019-11-24,20355
2019-11-25,20355
2019-11-26,20960
2019-11-27,20960
2019-11-28,20610
2019-11-29,20610
2019-11-30,20599
2019-12-01,20599
2019-12-02,21179
2019-12-03,21176
2019-12-04,21176
2019-12-05,21280
2019-12-06,21280
2019-12-07,21348
2019-12-08,21348
2019-12-09,21506
2019-12-10,21506
2019-12-11,21819
2019-12-12,21819
2019-12-13,22045
2019-12-14,22045
2019-12-15,22098
2019-12-16,22098
2019-12-17,21735
2019-12-18,21735
2019-12-19,21426
2019-12-20,21386
2019-12-21,21331
2019-12-22,21050
2019-12-23,21050
2019-12-24,21373
2019-12-25,21481
2019-12-26,21481
2019-12-27,21730
2019-12-28,22601
2019-12-29,21962
2019-12-30,22154
2019-12-31,22062
2020-01-01,21666
2020-01-02,21715
2020-01-03,21501
2020-01-04,21521
2020-01-05,21225
2020-01-06,21711
2020-01-07,22292
2020-01-08,22292
2020-01-09,22601
2020-01-10,21942
2020-01-11,21998
2020-01-12,22093
2020-01-13,22093
2020-01-14,21408
2020-01-15,21715
2020-01-16,21565
2020-01-17,21662
2020-01-18,21662
2020-01-19,21080
2020-01-20,21167
2020-01-21,21167
2020-01-22,21244
2020-01-23,21184
2020-01-24,21312
2020-01-25,21716
2020-01-26,21649
2020-01-27,21798
2020-01-28,21398
2020-01-29,20949
2020-01-30,20765
2020-01-31,20937
2020-02-01,21568
2020-02-02,22017
2020-02-03,22172
2020-02-04,21543
2020-02-05,21492
2020-02-06,21348
2020-02-07,21377
2020-02-08,21885
2020-02-09,22591
2020-02-10,21858
2020-02-11,21858
2020-02-12,21187
2020-02-13,21187
2020-02-14,21038
2020-02-15,21038
2020-02-16,21471
2020-02-17,21432
2020-02-18,21436
2020-02-19,21284
2020-02-20,21215
2020-02-21,21215
2020-02-22,21462
2020-02-23,21435
2020-02-24,21423
2020-02-25,21556
2020-02-26,21652
2020-02-27,21673
2020-02-28,21545
2020-02-29,21545
2020-03-01,21641
2020-03-02,21822
2020-03-03,22055
2020-03-04,22055
2020-03-05,21982
2020-03-06,21920
2020-03-07,21920
2020-03-08,21816
2020-03-09,20886
2020-03-10,21385
2020-03-11,21466
2020-03-12,21645
2020-03-13,21645
2020-03-14,21605
2020-03-15,21865
2020-03-16,21502
2020-03-17,21852
2020-03-18,21735
2020-03-19,21376
2020-03-20,20991
2020-03-21,21079
2020-03-22,21545
2020-03-23,21999
2020-03-24,21671
2020-03-25,21119
2020-03-26,20258
2020-03-27,20151
2020-03-28,19694
2020-03-29,19552
2020-03-30,19231
2020-03-31,19005
2020-04-01,18691
2020-04-02,18599
2020-04-03,18599
2020-04-04,18319
2020-04-05,18237
2020-04-06,18234
2020-04-07,18020
2020-04-08,18007
2020-04-09,18279
2020-04-10,18610
2020-04-11,18958
2020-04-12,19571
2020-04-13,19975
2020-04-14,20430
2020-04-15,21068
2020-04-16,21445
2020-04-17,21663
2020-04-18,21435
2020-04-19,21518
2020-04-20,21373
2020-04-21,21569
2020-04-22,20967
2020-04-23,20455
2020-04-24,19670
2020-04-25,20003
2020-04-26,20128
2020-04-27,19599
2020-04-28,20147
2020-04-29,20589
2020-04-30,20707
2020-05-01,20943
2020-05-02,21604
2020-05-03,21475
2020-05-04,21318
2020-05-05,21325
2020-05-06,21266
2020-05-07,21529
2020-05-08,21288
2020-05-09,21755
2020-05-10,21843
2020-05-11,21612
2020-05-12,21407
2020-05-13,21279
