date_obj,Verac's%20helm price
2019-04-07,240984
2019-04-08,238553
2019-04-09,237585
2019-04-10,240870
2019-04-11,243980
2019-04-12,241084
2019-04-13,238832
2019-04-14,234821
2019-04-15,229749
2019-04-16,220115
2019-04-17,209306
2019-04-18,202658
2019-04-19,203082
2019-04-20,203698
2019-04-21,202304
2019-04-22,201107
2019-04-23,191485
2019-04-24,185274
2019-04-25,181046
2019-04-26,175608
2019-04-27,170605
2019-04-28,176760
2019-04-29,177902
2019-04-30,172213
2019-05-01,171463
2019-05-02,176771
2019-05-03,176949
2019-05-04,182367
2019-05-05,191205
2019-05-06,197957
2019-05-07,201601
2019-05-08,209237
2019-05-09,205778
2019-05-10,204625
2019-05-11,204665
2019-05-12,202591
2019-05-13,203053
2019-05-14,207493
2019-05-15,208079
2019-05-16,206987
2019-05-17,210278
2019-05-18,205588
2019-05-19,196318
2019-05-20,192349
2019-05-21,189116
2019-05-22,188175
2019-05-23,181283
2019-05-24,185284
2019-05-25,184007
2019-05-26,180960
2019-05-27,186601
2019-05-28,195932
2019-05-29,205717
2019-05-30,213539
2019-05-31,215480
2019-06-01,210761
2019-06-02,211826
2019-06-03,207456
2019-06-04,201690
2019-06-05,197239
2019-06-06,195595
2019-06-07,197544
2019-06-08,198647
2019-06-09,198430
2019-06-10,196970
2019-06-11,192140
2019-06-12,190899
2019-06-13,187769
2019-06-14,183302
2019-06-15,183407
2019-06-16,180918
2019-06-17,177122
2019-06-18,175010
2019-06-19,172349
2019-06-20,169259
2019-06-21,168055
2019-06-22,167859
2019-06-23,168906
2019-06-24,168829
2019-06-25,164830
2019-06-26,167497
2019-06-27,170127
2019-06-28,172552
2019-06-29,176345
2019-06-30,181065
2019-07-01,186458
2019-07-02,188415
2019-07-03,185699
2019-07-04,184737
2019-07-05,190050
2019-07-06,192349
2019-07-07,185811
2019-07-08,182925
2019-07-09,183865
2019-07-10,178128
2019-07-11,176614
2019-07-12,176790
2019-07-13,184450
2019-07-14,193409
2019-07-15,201569
2019-07-16,197170
2019-07-17,190172
2019-07-18,185336
2019-07-19,181509
2019-07-20,178741
2019-07-21,182636
2019-07-22,191735
2019-07-23,201322
2019-07-24,211222
2019-07-25,214387
2019-07-26,210784
2019-07-27,210713
2019-07-28,214422
2019-07-29,204791
2019-07-30,196205
2019-07-31,197486
2019-08-01,194951
2019-08-02,193671
2019-08-03,189048
2019-08-04,184113
2019-08-05,178935
2019-08-06,179494
2019-08-07,177353
2019-08-08,176896
2019-08-09,174334
2019-08-10,174969
2019-08-11,175558
2019-08-12,177606
2019-08-13,183337
2019-08-14,190538
2019-08-15,195043
2019-08-16,197817
2019-08-17,202020
2019-08-18,200657
2019-08-19,195528
2019-08-20,193019
2019-08-21,191670
2019-08-22,194847
2019-08-23,198704
2019-08-24,207225
2019-08-24,207225
2019-08-25,210565
2019-08-25,210565
2019-08-26,204415
2019-08-26,204415
2019-08-27,200680
2019-08-27,200680
2019-08-28,196063
2019-08-29,195416
2019-08-30,190297
2019-08-31,185298
2019-09-01,183520
2019-09-02,188633
2019-09-03,191096
2019-09-04,190792
2019-09-05,191179
2019-09-06,189998
2019-09-07,188494
2019-09-08,188231
2019-09-09,188876
2019-09-10,188265
2019-09-11,189819
2019-09-12,190034
2019-09-13,189471
2019-09-14,183483
2019-09-15,178835
2019-09-16,182968
2019-09-17,184303
2019-09-18,187562
2019-09-19,195588
2019-09-20,191186
2019-09-21,186382
2019-09-22,186370
2019-09-23,185286
2019-09-24,189295
2019-09-25,188786
2019-09-26,186759
2019-09-27,186393
2019-09-28,184752
2019-09-29,186203
2019-09-30,187145
2019-10-01,190576
2019-10-02,190920
2019-10-03,189320
2019-10-04,188380
2019-10-05,186193
2019-10-06,185517
2019-10-07,179937
2019-10-08,179441
2019-10-09,175897
2019-10-10,179011
2019-10-11,180523
2019-10-12,179978
2019-10-13,182489
2019-10-14,185382
2019-10-15,182900
2019-10-16,180188
2019-10-17,180161
2019-10-18,174737
2019-10-19,171946
2019-10-20,170567
2019-10-21,169017
2019-10-22,169268
2019-10-23,172974
2019-10-24,176225
2019-10-25,170973
2019-10-26,168360
2019-10-27,169625
2019-10-28,172901
2019-10-29,175846
2019-10-30,173418
2019-10-31,168916
2019-11-01,166687
2019-11-02,174079
2019-11-03,172413
2019-11-04,170064
2019-11-05,168597
2019-11-06,166202
2019-11-07,163614
2019-11-08,164217
2019-11-09,167658
2019-11-10,171507
2019-11-11,172223
2019-11-12,175792
2019-11-13,176896
2019-11-14,175641
2019-11-15,177470
2019-11-16,178296
2019-11-17,178003
2019-11-18,181073
2019-11-19,179714
2019-11-20,181737
2019-11-21,182267
2019-11-22,181637
2019-11-23,175692
2019-11-24,174973
2019-11-25,174985
2019-11-26,177250
2019-11-27,179872
2019-11-28,175161
2019-11-29,172709
2019-11-30,172341
2019-12-01,172187
2019-12-02,172878
2019-12-03,171342
2019-12-04,172067
2019-12-05,172115
2019-12-06,171326
2019-12-07,172333
2019-12-08,171473
2019-12-09,170795
2019-12-10,171394
2019-12-11,174569
2019-12-12,172178
2019-12-13,174619
2019-12-14,173123
2019-12-15,175225
2019-12-16,173985
2019-12-17,172384
2019-12-18,170990
2019-12-19,172149
2019-12-20,177325
2019-12-21,177828
2019-12-22,172871
2019-12-23,170660
2019-12-24,166999
2019-12-25,165377
2019-12-26,164938
2019-12-27,162096
2019-12-28,158380
2019-12-29,157711
2019-12-30,156405
2019-12-31,154960
2020-01-01,151297
2020-01-02,152661
2020-01-03,153811
2020-01-04,152545
2020-01-05,159931
2020-01-06,160549
2020-01-07,159527
2020-01-08,163400
2020-01-09,163727
2020-01-10,164312
2020-01-11,166801
2020-01-12,166069
2020-01-13,163846
2020-01-14,163620
2020-01-15,161946
2020-01-16,162495
2020-01-17,159427
2020-01-18,156571
2020-01-19,156414
2020-01-20,152357
2020-01-21,154139
2020-01-22,152045
2020-01-23,155304
2020-01-24,157784
2020-01-25,161677
2020-01-26,164687
2020-01-27,161217
2020-01-28,157719
2020-01-29,157348
2020-01-30,158439
2020-01-31,158120
2020-02-01,157390
2020-02-02,155760
2020-02-03,153632
2020-02-04,153385
2020-02-05,153561
2020-02-06,151548
2020-02-07,145312
2020-02-08,143052
2020-02-09,145211
2020-02-10,147454
2020-02-11,145779
2020-02-12,147063
2020-02-13,145049
2020-02-14,144259
2020-02-15,145324
2020-02-16,144603
2020-02-17,145316
2020-02-18,146871
2020-02-19,146332
2020-02-20,143523
2020-02-21,144143
2020-02-22,145507
2020-02-23,142098
2020-02-24,143860
2020-02-25,143426
2020-02-26,143507
2020-02-27,143463
2020-02-28,144393
2020-02-29,146263
2020-03-01,151673
2020-03-02,151295
2020-03-03,152990
2020-03-04,151083
2020-03-05,154377
2020-03-06,155857
2020-03-07,155637
2020-03-08,149760
2020-03-09,145643
2020-03-10,141493
2020-03-11,141942
2020-03-12,143410
2020-03-13,142589
2020-03-14,142968
2020-03-15,141139
2020-03-16,141459
2020-03-17,138386
2020-03-18,135152
2020-03-19,139352
2020-03-20,140075
2020-03-21,141152
2020-03-22,142124
2020-03-23,140659
2020-03-24,139833
2020-03-25,140177
2020-03-26,140580
2020-03-27,138401
2020-03-28,138308
2020-03-29,138542
2020-03-30,136217
2020-03-31,136758
2020-04-01,138100
2020-04-02,137234
2020-04-03,138946
2020-04-04,140356
2020-04-05,138649
2020-04-06,138676
2020-04-07,138425
2020-04-08,142274
2020-04-09,142310
2020-04-10,146065
2020-04-11,148978
2020-04-12,148773
2020-04-13,146120
2020-04-14,149382
2020-04-15,147863
2020-04-16,147826
2020-04-17,149275
2020-04-18,149792
2020-04-19,147548
2020-04-20,145004
2020-04-21,143097
2020-04-22,140483
2020-04-23,140412
2020-04-24,139162
2020-04-25,139384
2020-04-26,139953
2020-04-27,135854
2020-04-28,134071
2020-04-29,134447
2020-04-30,132161
2020-05-01,131107
2020-05-02,131277
2020-05-03,134127
2020-05-04,135746
2020-05-05,137751
2020-05-06,140499
2020-05-07,143796
2020-05-08,142252
2020-05-09,139821
2020-05-10,140187
2020-05-11,137426
2020-05-12,135180
2020-05-13,133912
