date_obj,Amulet%20of%20fury price
2018-11-05,3292445
2018-11-06,3268357
2018-11-07,3260807
2018-11-08,3247400
2018-11-09,3236894
2018-11-10,3225569
2018-11-11,3225494
2018-11-12,3230586
2018-11-13,3237218
2018-11-14,3241768
2018-11-15,3227086
2018-11-16,3224578
2018-11-17,3207198
2018-11-18,3175022
2018-11-19,3144073
2018-11-20,3140267
2018-11-21,3117161
2018-11-22,3100931
2018-11-23,3091690
2018-11-24,3064324
2018-11-25,3061646
2018-11-26,3045717
2018-11-27,3039474
2018-11-28,3039502
2018-11-29,3059709
2018-12-01,3140583
2018-12-02,3118313
2018-12-03,3102593
2018-12-04,3063396
2018-12-05,3040570
2018-12-07,3022225
2018-12-09,3028020
2018-12-10,3016760
2018-12-11,3022710
2018-12-12,3025749
2018-12-13,3026826
2018-12-14,3032661
2018-12-15,3038024
2018-12-16,3042332
2018-12-17,3043050
2018-12-18,3035945
2018-12-19,3034032
2018-12-20,3032821
2018-12-21,3022670
2018-12-22,3021811
2018-12-23,3018650
2018-12-24,3011750
2018-12-25,3002110
2018-12-26,2996731
2018-12-27,2996737
2018-12-28,3002193
2018-12-29,3000177
2018-12-30,3001662
2018-12-31,2994363
2019-01-01,2992251
2019-01-02,2991616
2019-01-03,2988992
2019-01-04,2994087
2019-01-05,2998482
2019-01-06,3001996
2019-01-08,2998743
2019-01-10,2977511
2019-01-11,2985247
2019-01-12,2983049
2019-01-13,2989325
2019-01-14,2989939
2019-01-15,2984341
2019-01-16,2983330
2019-01-17,2985757
2019-01-18,2989455
2019-01-19,3008665
2019-01-20,2990137
2019-01-21,2986228
2019-01-22,2985636
2019-01-23,2986346
2019-01-24,2990058
2019-01-25,2998476
2019-01-26,3000134
2019-01-27,3021733
2019-01-28,3027887
2019-01-29,3056158
2019-01-30,3073393
2019-01-31,3091217
2019-02-01,3070737
2019-02-02,3050766
2019-02-03,3031131
2019-02-04,3013258
2019-02-05,2985130
2019-02-06,2976902
2019-02-07,2974766
2019-02-08,2973674
2019-02-09,2980914
2019-02-10,2972146
2019-02-11,2953515
2019-02-12,2933039
2019-02-13,2910474
2019-02-14,2906090
2019-02-15,2903710
2019-02-16,2911676
2019-02-17,2908903
2019-02-18,2910279
2019-02-19,2922120
2019-02-20,2932999
2019-02-21,2939950
2019-02-22,2945507
2019-02-23,2956473
2019-02-24,2954891
2019-02-25,2952532
2019-02-26,2951507
2019-02-27,2948474
2019-02-28,2942758
2019-03-01,2946983
2019-03-02,2953700
2019-03-03,2948435
2019-03-04,2939824
2019-03-05,2934845
2019-03-06,2934249
2019-03-07,2941892
2019-03-08,2950891
2019-03-09,2956616
2019-03-10,2967237
2019-03-11,2948971
2019-03-12,2942587
2019-03-13,2942295
2019-03-14,2938470
2019-03-15,2933481
2019-03-16,2929718
2019-03-17,2926816
2019-03-18,2907121
2019-03-19,2903003
2019-03-20,2906696
2019-03-21,2911970
2019-03-22,2912285
2019-03-23,2923900
2019-03-24,2918941
2019-03-25,2908574
2019-03-26,2907426
2019-03-27,2906918
2019-03-28,2903670
2019-03-29,2900509
2019-03-30,2902226
2019-03-31,2897939
2019-04-01,2885985
2019-04-02,2883702
2019-04-03,2877516
2019-04-04,2871280
2019-04-05,2870688
2019-04-06,2884850
2019-04-07,2886729
2019-04-08,2879724
2019-04-09,2868659
2019-04-10,2869323
2019-04-11,2876389
2019-04-12,2882815
2019-04-13,2890860
2019-04-14,2900912
2019-04-15,2894420
2019-04-16,2887239
2019-04-17,2878231
2019-04-18,2883573
2019-04-19,2886273
2019-04-20,2890319
2019-04-21,2907436
2019-04-22,2898741
2019-04-23,2888758
2019-04-24,2881529
2019-04-25,2877491
2019-04-26,2883672
2019-04-27,2898791
2019-04-28,2897716
2019-04-29,2895287
2019-04-30,2903967
2019-05-01,2918735
2019-05-02,2911253
2019-05-03,2915006
2019-05-04,2924328
2019-05-05,2910555
2019-05-06,2903892
2019-05-07,2903130
2019-05-08,2909586
2019-05-09,2904379
2019-05-10,2906938
2019-05-11,2908834
2019-05-12,2906112
2019-05-13,2902762
2019-05-14,2897321
2019-05-15,2890922
2019-05-16,2885082
2019-05-17,2886111
2019-05-18,2898352
2019-05-19,2896249
2019-05-20,2889241
2019-05-21,2886725
2019-05-22,2887242
2019-05-23,2890552
2019-05-24,2911364
2019-05-25,2917222
2019-05-26,2932857
2019-05-27,2924483
2019-05-28,2923656
2019-05-29,2925268
2019-05-30,2933044
2019-05-31,2927436
2019-06-01,2929148
2019-06-02,2927182
2019-06-03,2922797
2019-06-04,2914291
2019-06-05,2906696
2019-06-06,2896978
2019-06-07,2897201
2019-06-08,2906202
2019-06-09,2908467
2019-06-10,2907850
2019-06-11,2903736
2019-06-12,2897679
2019-06-13,2893552
2019-06-14,2894465
2019-06-15,2892659
2019-06-16,2883884
2019-06-17,2882441
2019-06-18,2876357
2019-06-19,2875473
2019-06-20,2873117
2019-06-21,2868170
2019-06-22,2854845
2019-06-23,2840507
2019-06-24,2826753
2019-06-25,2813761
2019-06-26,2813313
2019-06-27,2805241
2019-06-28,2797369
2019-06-29,2802720
2019-06-30,2818727
2019-07-01,2816308
2019-07-02,2816023
2019-07-03,2819977
2019-07-04,2832491
2019-07-05,2847372
2019-07-06,2858327
2019-07-07,2846877
2019-07-08,2834218
2019-07-09,2819314
2019-07-10,2818191
2019-07-11,2815334
2019-07-12,2807683
2019-07-13,2814919
2019-07-14,2806050
2019-07-15,2796909
2019-07-16,2789946
2019-07-17,2783448
2019-07-18,2771809
2019-07-19,2765922
2019-07-20,2756689
2019-07-21,2745886
2019-07-22,2734762
2019-07-23,2716322
2019-07-24,2697569
2019-07-25,2672156
2019-07-26,2650380
2019-07-27,2557752
2019-07-28,2512152
2019-07-29,2493870
2019-07-30,2472837
2019-07-31,2466202
2019-08-01,2472511
2019-08-02,2461838
2019-08-03,2448309
2019-08-04,2429882
2019-08-05,2422444
2019-08-06,2378908
2019-08-07,2357974
2019-08-08,2339611
2019-08-09,2327356
2019-08-10,2317096
2019-08-11,2309283
2019-08-12,2296581
2019-08-13,2277379
2019-08-14,2267081
2019-08-15,2257850
2019-08-16,2253418
2019-08-17,2260688
2019-08-18,2257563
2019-08-19,2264884
2019-08-20,2267082
2019-08-21,2262753
2019-08-22,2259031
2019-08-23,2275310
2019-08-23,2275310
2019-08-24,2288877
2019-08-24,2288877
2019-08-25,2295053
2019-08-25,2295053
2019-08-26,2326441
2019-08-26,2326441
2019-08-27,2403556
2019-08-27,2403556
2019-08-28,2489718
2019-08-29,2506136
2019-08-30,2484691
2019-08-31,2453112
2019-09-01,2405154
2019-09-02,2362861
2019-09-03,2339206
2019-09-04,2331261
2019-09-05,2345545
2019-09-06,2366251
2019-09-07,2362370
2019-09-08,2354540
2019-09-09,2345592
2019-09-10,2343126
2019-09-11,2366261
2019-09-12,2373190
2019-09-13,2365796
2019-09-14,2360902
2019-09-15,2366840
2019-09-16,2369320
2019-09-17,2393175
2019-09-18,2399090
2019-09-19,2394973
2019-09-20,2397014
2019-09-21,2412964
2019-09-22,2421445
2019-09-23,2422979
2019-09-24,2421749
2019-09-25,2427580
2019-09-26,2445744
2019-09-27,2451172
2019-09-28,2453559
2019-09-29,2468294
2019-09-30,2454430
2019-10-01,2450193
2019-10-02,2446000
2019-10-03,2456489
2019-10-04,2469163
2019-10-05,2486626
2019-10-06,2459704
2019-10-07,2433884
2019-10-08,2417826
2019-10-09,2410741
2019-10-10,2400287
2019-10-11,2388316
2019-10-12,2381863
2019-10-13,2375286
2019-10-14,2363331
2019-10-15,2354064
2019-10-16,2336564
2019-10-17,2323648
2019-10-18,2306286
2019-10-19,2293021
2019-10-20,2281629
2019-10-21,2259599
2019-10-22,2231989
2019-10-23,2213575
2019-10-24,2195384
2019-10-25,2192984
2019-10-26,2181321
2019-10-27,2170414
2019-10-28,2153130
2019-10-29,2134050
2019-10-30,2111736
2019-10-31,2090161
2019-11-01,2083733
2019-11-02,2093272
2019-11-03,2084640
2019-11-04,2060907
2019-11-05,2037382
2019-11-06,2029169
2019-11-07,2028764
2019-11-08,2031083
2019-11-09,2068243
2019-11-10,2083407
2019-11-11,2062359
2019-11-12,2051101
2019-11-13,2050346
2019-11-14,2053784
2019-11-15,2079291
2019-11-16,2139266
2019-11-17,2132988
2019-11-18,2149991
2019-11-19,2125114
2019-11-20,2114432
2019-11-21,2108608
2019-11-22,2131725
2019-11-23,2130458
2019-11-24,2103709
2019-11-25,2064464
2019-11-26,2048091
2019-11-27,2061142
2019-11-28,2060967
2019-11-29,2047759
2019-11-30,2026962
2019-12-01,2019344
2019-12-02,1998364
2019-12-03,1974176
2019-12-04,1968008
2019-12-05,1964484
2019-12-06,1974365
2019-12-07,1992706
2019-12-08,2006300
2019-12-09,2000108
2019-12-10,1983997
2019-12-11,1964739
2019-12-12,1963637
2019-12-13,1970022
2019-12-14,1969775
2019-12-15,1966747
2019-12-16,1964837
2019-12-17,1961823
2019-12-18,1929697
2019-12-19,1923871
2019-12-20,1926526
2019-12-21,1915183
2019-12-22,1880487
2019-12-23,1871974
2019-12-24,1849442
2019-12-25,1848014
2019-12-26,1874771
2019-12-27,1872094
2019-12-28,1871736
2019-12-29,1861522
2019-12-30,1851340
2019-12-31,1850345
2020-01-01,1868380
2020-01-02,1881803
2020-01-03,1890130
2020-01-04,1908396
2020-01-05,1903765
2020-01-06,1902307
2020-01-07,1890445
2020-01-08,1880173
2020-01-09,1894220
2020-01-10,1905616
2020-01-11,1909617
2020-01-12,1928196
2020-01-13,1915658
2020-01-14,1919041
2020-01-15,1926221
2020-01-16,1958192
2020-01-17,1965245
2020-01-18,1996967
2020-01-19,1972319
2020-01-20,1975136
2020-01-21,1987541
2020-01-22,1989233
2020-01-23,1980017
2020-01-24,1967083
2020-01-25,1972048
2020-01-26,2012320
2020-01-27,2084697
2020-01-28,2119586
2020-01-29,2199375
2020-01-30,2197462
2020-01-31,2215813
2020-02-01,2209538
2020-02-02,2189622
2020-02-03,2161254
2020-02-04,2118646
2020-02-05,2083941
2020-02-06,2029204
2020-02-07,2024908
2020-02-08,2026483
2020-02-09,2094530
2020-02-10,2175856
2020-02-11,2227752
2020-02-12,2301210
2020-02-13,2318439
2020-02-14,2283449
2020-02-15,2252797
2020-02-16,2234976
2020-02-17,2201852
2020-02-18,2184101
2020-02-19,2172841
2020-02-20,2194450
2020-02-21,2197782
2020-02-22,2180473
2020-02-23,2158404
2020-02-24,2176646
2020-02-25,2198741
2020-02-26,2232512
2020-02-27,2221099
2020-02-28,2269329
2020-02-29,2288932
2020-03-01,2313177
2020-03-02,2302671
2020-03-03,2294348
2020-03-04,2297252
2020-03-05,2305468
2020-03-06,2291416
2020-03-07,2290657
2020-03-08,2289806
2020-03-09,2279380
2020-03-10,2282748
2020-03-11,2297328
2020-03-12,2285579
2020-03-13,2266283
2020-03-14,2260339
2020-03-15,2251153
2020-03-16,2265508
2020-03-17,2263620
2020-03-18,2246597
2020-03-19,2234636
2020-03-20,2224969
2020-03-21,2234750
2020-03-22,2242337
2020-03-23,2258210
2020-03-24,2285293
2020-03-25,2377883
2020-03-26,2378012
2020-03-27,2394608
2020-03-28,2409743
2020-03-29,2453550
2020-03-30,2477196
2020-03-31,2508352
2020-04-01,2600503
2020-04-02,2721052
2020-04-03,2831753
2020-04-04,2848272
2020-04-05,2847242
2020-04-06,2751096
2020-04-07,2681722
2020-04-08,2667756
2020-04-09,2592866
2020-04-10,2591006
2020-04-11,2579943
2020-04-12,2562126
2020-04-13,2562269
2020-04-14,2559885
2020-04-15,2582684
2020-04-16,2606493
2020-04-17,2656092
2020-04-18,2706435
2020-04-19,2704007
2020-04-20,2689019
2020-04-21,2690875
2020-04-22,2692298
2020-04-23,2719698
2020-04-24,2754950
2020-04-25,2751164
2020-04-26,2746390
2020-04-27,2742227
2020-04-28,2751407
2020-04-29,2747987
2020-04-30,2782090
2020-05-01,2812075
2020-05-02,2794992
2020-05-03,2791383
2020-05-04,2807300
2020-05-05,2811080
2020-05-06,2905236
2020-05-07,2948790
2020-05-08,3013597
2020-05-09,3072351
2020-05-10,3101702
2020-05-11,3092443
2020-05-12,3093888
2020-05-13,3131118
