date_obj,Ahrim's%20hood price
2019-03-18,62605
2019-03-19,63028
2019-03-20,63734
2019-03-21,63942
2019-03-22,65120
2019-03-23,65946
2019-03-24,64811
2019-03-25,62946
2019-03-26,62657
2019-03-27,63106
2019-03-28,62943
2019-03-29,63386
2019-03-30,65127
2019-03-31,64415
2019-04-01,62248
2019-04-02,60418
2019-04-03,61067
2019-04-04,61080
2019-04-05,62090
2019-04-06,61537
2019-04-07,63464
2019-04-08,65216
2019-04-09,65281
2019-04-10,63482
2019-04-11,60891
2019-04-12,61734
2019-04-13,60218
2019-04-14,60609
2019-04-15,62297
2019-04-16,62736
2019-04-17,63118
2019-04-18,63525
2019-04-19,63806
2019-04-20,65032
2019-04-21,65812
2019-04-22,65827
2019-04-23,65737
2019-04-24,64967
2019-04-25,63084
2019-04-26,60188
2019-04-27,61696
2019-04-28,63209
2019-04-29,62428
2019-04-30,63895
2019-05-01,65169
2019-05-02,65272
2019-05-03,64884
2019-05-04,65822
2019-05-05,68509
2019-05-06,66853
2019-05-07,66177
2019-05-08,65878
2019-05-09,67294
2019-05-10,68171
2019-05-11,67818
2019-05-12,66550
2019-05-13,65963
2019-05-14,67374
2019-05-15,66419
2019-05-16,67009
2019-05-17,65731
2019-05-18,67625
2019-05-19,66030
2019-05-20,65709
2019-05-21,65786
2019-05-22,65723
2019-05-23,65032
2019-05-24,66128
2019-05-25,66140
2019-05-26,64298
2019-05-27,65053
2019-05-28,64890
2019-05-29,66222
2019-05-30,66572
2019-05-31,68506
2019-06-01,67016
2019-06-02,65762
2019-06-03,65441
2019-06-04,64451
2019-06-05,65849
2019-06-06,66556
2019-06-07,67169
2019-06-08,66709
2019-06-09,67318
2019-06-10,66717
2019-06-11,67644
2019-06-12,68855
2019-06-13,68547
2019-06-14,65819
2019-06-15,65051
2019-06-16,64397
2019-06-17,64072
2019-06-18,63635
2019-06-19,63709
2019-06-20,64565
2019-06-21,64762
2019-06-22,65489
2019-06-23,65461
2019-06-24,62661
2019-06-25,62343
2019-06-26,62196
2019-06-27,62875
2019-06-28,63383
2019-06-29,62086
2019-06-30,62012
2019-07-01,61821
2019-07-02,62132
2019-07-03,62811
2019-07-04,64484
2019-07-05,63494
2019-07-06,65366
2019-07-07,68197
2019-07-08,69436
2019-07-09,68284
2019-07-10,66392
2019-07-11,64977
2019-07-12,65113
2019-07-13,64393
2019-07-14,66332
2019-07-15,67673
2019-07-16,69445
2019-07-17,71501
2019-07-18,72607
2019-07-19,71574
2019-07-20,71514
2019-07-21,73500
2019-07-22,77175
2019-07-23,79413
2019-07-24,76326
2019-07-25,75520
2019-07-26,77296
2019-07-27,79625
2019-07-28,83037
2019-07-29,87062
2019-07-30,91399
2019-07-31,95850
2019-08-01,99080
2019-08-02,101712
2019-08-03,101007
2019-08-04,101203
2019-08-05,100295
2019-08-06,102379
2019-08-07,107491
2019-08-08,112371
2019-08-09,108781
2019-08-10,108323
2019-08-11,107220
2019-08-12,104841
2019-08-13,102965
2019-08-14,102519
2019-08-15,103184
2019-08-16,100778
2019-08-17,100595
2019-08-18,97091
2019-08-19,94691
2019-08-20,92396
2019-08-21,92652
2019-08-22,91761
2019-08-23,90679
2019-08-24,89484
2019-08-24,89484
2019-08-25,91063
2019-08-25,91063
2019-08-26,90303
2019-08-27,91642
2019-08-27,91642
2019-08-28,93319
2019-08-29,91407
2019-08-30,92138
2019-08-31,92566
2019-09-01,91985
2019-09-02,88825
2019-09-03,86792
2019-09-04,86207
2019-09-05,86166
2019-09-06,85018
2019-09-07,83046
2019-09-08,83165
2019-09-09,83825
2019-09-10,84805
2019-09-11,82738
2019-09-12,80358
2019-09-13,80003
2019-09-14,80137
2019-09-15,80241
2019-09-16,80761
2019-09-17,80379
2019-09-18,79550
2019-09-19,80201
2019-09-20,80010
2019-09-21,80561
2019-09-22,80412
2019-09-23,81943
2019-09-24,85608
2019-09-25,86932
2019-09-26,84832
2019-09-27,85354
2019-09-28,88985
2019-09-29,93379
2019-09-30,98043
2019-10-01,100541
2019-10-02,98046
2019-10-03,94339
2019-10-04,92104
2019-10-05,88217
2019-10-06,86120
2019-10-07,84935
2019-10-08,83617
2019-10-09,81779
2019-10-10,83291
2019-10-11,82336
2019-10-12,82127
2019-10-13,83522
2019-10-14,82561
2019-10-15,81745
2019-10-16,81169
2019-10-17,79167
2019-10-18,79469
2019-10-19,79448
2019-10-20,79767
2019-10-21,76511
2019-10-22,74095
2019-10-23,71992
2019-10-24,68907
2019-10-25,67943
2019-10-26,65780
2019-10-27,62491
2019-10-28,62225
2019-10-29,64454
2019-10-30,65539
2019-10-31,68587
2019-11-01,69381
2019-11-02,68605
2019-11-03,67172
2019-11-04,67096
2019-11-05,67434
2019-11-06,69989
2019-11-07,71500
2019-11-08,74583
2019-11-09,77017
2019-11-10,75815
2019-11-11,76015
2019-11-12,75305
2019-11-13,72913
2019-11-14,72037
2019-11-15,70247
2019-11-16,70881
2019-11-17,72327
2019-11-18,74152
2019-11-19,74223
2019-11-20,71327
2019-11-21,70456
2019-11-22,69755
2019-11-23,72274
2019-11-24,69888
2019-11-25,70187
2019-11-26,68415
2019-11-27,65507
2019-11-28,64820
2019-11-29,64236
2019-11-30,64148
2019-12-01,65510
2019-12-02,63333
2019-12-03,62381
2019-12-04,61941
2019-12-05,62167
2019-12-06,63217
2019-12-07,63471
2019-12-08,62480
2019-12-09,62695
2019-12-10,63831
2019-12-11,63662
2019-12-12,65089
2019-12-13,67060
2019-12-14,68196
2019-12-15,70154
2019-12-16,73264
2019-12-17,75679
2019-12-18,75915
2019-12-19,74425
2019-12-20,72242
2019-12-21,70626
2019-12-22,70632
2019-12-23,69267
2019-12-24,68566
2019-12-25,68554
2019-12-26,67117
2019-12-27,67201
2019-12-28,69486
2019-12-29,70044
2019-12-30,71166
2019-12-31,69089
2020-01-01,67024
2020-01-02,68575
2020-01-03,71215
2020-01-04,71687
2020-01-05,74247
2020-01-06,72159
2020-01-07,71127
2020-01-08,69998
2020-01-09,69409
2020-01-10,69767
2020-01-11,69681
2020-01-12,69583
2020-01-13,68249
2020-01-14,67622
2020-01-15,66764
2020-01-16,66231
2020-01-17,67018
2020-01-18,67782
2020-01-19,68129
2020-01-20,69151
2020-01-21,67877
2020-01-22,67478
2020-01-23,68340
2020-01-24,71526
2020-01-25,70386
2020-01-26,70024
2020-01-27,68481
2020-01-28,69279
2020-01-29,68919
2020-01-30,70299
2020-01-31,69857
2020-02-01,70441
2020-02-02,71433
2020-02-03,72456
2020-02-04,74648
2020-02-05,75479
2020-02-06,72497
2020-02-07,69362
2020-02-08,68191
2020-02-09,67653
2020-02-10,66090
2020-02-11,63999
2020-02-12,64423
2020-02-13,62665
2020-02-14,62194
2020-02-15,63456
2020-02-16,63871
2020-02-17,64417
2020-02-18,66296
2020-02-19,66098
2020-02-20,65581
2020-02-21,62964
2020-02-22,62727
2020-02-23,61766
2020-02-24,62009
2020-02-25,62453
2020-02-26,63037
2020-02-27,63447
2020-02-28,64024
2020-02-29,65466
2020-03-01,65482
2020-03-02,67098
2020-03-03,67904
2020-03-04,68979
2020-03-05,68661
2020-03-06,70363
2020-03-07,73483
2020-03-08,73308
2020-03-09,73787
2020-03-10,71372
2020-03-11,70350
2020-03-12,70366
2020-03-13,70717
2020-03-14,70168
2020-03-15,72237
2020-03-16,73485
2020-03-17,74054
2020-03-18,73712
2020-03-19,75339
2020-03-20,74224
2020-03-21,75669
2020-03-22,76988
2020-03-23,75824
2020-03-24,74016
2020-03-25,72385
2020-03-26,73058
2020-03-27,72130
2020-03-28,70661
2020-03-29,69535
2020-03-30,68812
2020-03-31,68637
2020-04-01,68161
2020-04-02,66722
2020-04-03,64802
2020-04-04,63052
2020-04-05,64199
2020-04-06,62722
2020-04-07,61917
2020-04-08,62417
2020-04-09,64098
2020-04-10,63396
2020-04-11,64657
2020-04-12,64096
2020-04-13,66108
2020-04-14,66315
2020-04-15,66312
2020-04-16,64486
2020-04-17,65579
2020-04-18,67139
2020-04-19,65565
2020-04-20,65608
2020-04-21,66737
2020-04-22,66343
2020-04-23,66515
2020-04-24,66810
2020-04-25,67508
2020-04-26,67610
2020-04-27,66455
2020-04-28,67475
2020-04-29,68126
2020-04-30,69332
2020-05-01,68516
2020-05-02,68250
2020-05-03,68038
2020-05-04,67077
2020-05-05,67732
2020-05-06,68451
2020-05-07,68194
2020-05-08,68765
2020-05-09,67997
2020-05-10,67563
2020-05-11,67664
2020-05-12,67944
2020-05-13,68779
